Date,AwayTeam,HomeTeam,temperature,windSpeed,windDirection,precipitation
02-04-2018,Cleveland Indians,Los Angeles Angels,62,7,out to Rightfield,Overcast
03-04-2018,Cleveland Indians,Los Angeles Angels,65,4,out to Centerfield,Sunny
04-04-2018,Cleveland Indians,Los Angeles Angels,65,6,out to Rightfield,Overcast
06-04-2018,Oakland Athletics,Los Angeles Angels,65,4,out to Rightfield,Cloudy
07-04-2018,Oakland Athletics,Los Angeles Angels,67,8,out to Centerfield,Overcast
08-04-2018,Oakland Athletics,Los Angeles Angels,73,5,from Right to Left,Cloudy
17-04-2018,Boston Red Sox,Los Angeles Angels,67,8,out to Rightfield,Sunny
18-04-2018,Boston Red Sox,Los Angeles Angels,63,8,from Right to Left,Sunny
19-04-2018,Boston Red Sox,Los Angeles Angels,62,7,out to Centerfield,Sunny
20-04-2018,San Francisco Giants,Los Angeles Angels,68,6,out to Centerfield,Sunny
21-04-2018,San Francisco Giants,Los Angeles Angels,80,7,from Right to Left,Cloudy
22-04-2018,San Francisco Giants,Los Angeles Angels,78,10,from Right to Left,Sunny
27-04-2018,New York Yankees,Los Angeles Angels,65,8,from Right to Left,Sunny
28-04-2018,New York Yankees,Los Angeles Angels,70,8,out to Centerfield,Sunny
29-04-2018,New York Yankees,Los Angeles Angels,69,8,out to Centerfield,Cloudy
01-05-2018,Baltimore Orioles,Los Angeles Angels,59,4,out to Rightfield,Overcast
02-05-2018,Baltimore Orioles,Los Angeles Angels,60,5,out to Leftfield.,
03-05-2018,Baltimore Orioles,Los Angeles Angels,71,8,out to Centerfield,Sunny
10-05-2018,Minnesota Twins,Los Angeles Angels,68,8,out to Leftfield,Sunny
11-05-2018,Minnesota Twins,Los Angeles Angels,61,10,out to Centerfield.,
12-05-2018,Minnesota Twins,Los Angeles Angels,66,9,from Right to Left.,
13-05-2018,Minnesota Twins,Los Angeles Angels,67,8,from Right to Left.,
14-05-2018,Houston Astros,Los Angeles Angels,68,8,out to Centerfield,Sunny
15-05-2018,Houston Astros,Los Angeles Angels,68,8,in from Rightfield,Sunny
16-05-2018,Houston Astros,Los Angeles Angels,71,6,out to Rightfield,Sunny
17-05-2018,Tampa Bay Rays,Los Angeles Angels,66,9,from Right to Left,Sunny
18-05-2018,Tampa Bay Rays,Los Angeles Angels,67,7,in from Centerfield,Sunny
19-05-2018,Tampa Bay Rays,Los Angeles Angels,67,10,in from Centerfield,Cloudy
20-05-2018,Tampa Bay Rays,Los Angeles Angels,68,4,out to Rightfield,Cloudy
01-06-2018,Texas Rangers,Los Angeles Angels,74,8,from Right to Left,Sunny
02-06-2018,Texas Rangers,Los Angeles Angels,76,9,out to Centerfield,Sunny
03-06-2018,Texas Rangers,Los Angeles Angels,80,10,out to Centerfield,Sunny
04-06-2018,Kansas City Royals,Los Angeles Angels,67,6,out to Centerfield,Sunny
05-06-2018,Kansas City Royals,Los Angeles Angels,68,11,out to Leftfield,Sunny
