Date,AwayTeam,HomeTeam,A_SP_Hand,H_SP_Hand
07-09-2019,Los Angeles Angels,Chicago White Sox,L,R
08-09-2019,Los Angeles Angels,Chicago White Sox,R,R
10-09-2019,Kansas City Royals,Chicago White Sox,R,R
11-09-2019,Kansas City Royals,Chicago White Sox,R,R
12-09-2019,Kansas City Royals,Chicago White Sox,R,R
24-09-2019,Cleveland Indians,Chicago White Sox,R,R
25-09-2019,Cleveland Indians,Chicago White Sox,R,L
26-09-2019,Cleveland Indians,Chicago White Sox,R,R
29-09-2019,Detroit Tigers,Chicago White Sox,R,L
08-04-2019,Pittsburgh Pirates,Chicago Cubs,R,L
10-04-2019,Pittsburgh Pirates,Chicago Cubs,R,R
11-04-2019,Pittsburgh Pirates,Chicago Cubs,R,L
12-04-2019,Los Angeles Angels,Chicago Cubs,L,L
13-04-2019,Los Angeles Angels,Chicago Cubs,R,R
19-04-2019,Arizona Diamondbacks,Chicago Cubs,R,R
20-04-2019,Arizona Diamondbacks,Chicago Cubs,R,R
21-04-2019,Arizona Diamondbacks,Chicago Cubs,L,R
23-04-2019,Los Angeles Dodgers,Chicago Cubs,R,L
24-04-2019,Los Angeles Dodgers,Chicago Cubs,R,L
25-04-2019,Los Angeles Dodgers,Chicago Cubs,R,L
03-05-2019,St. Louis Cardinals,Chicago Cubs,R,R
04-05-2019,St. Louis Cardinals,Chicago Cubs,R,R
05-05-2019,St. Louis Cardinals,Chicago Cubs,R,L
06-05-2019,Miami Marlins,Chicago Cubs,R,L
07-05-2019,Miami Marlins,Chicago Cubs,L,L
08-05-2019,Miami Marlins,Chicago Cubs,R,R
09-05-2019,Miami Marlins,Chicago Cubs,R,R
10-05-2019,Milwaukee Brewers,Chicago Cubs,L,L
11-05-2019,Milwaukee Brewers,Chicago Cubs,R,L
12-05-2019,Milwaukee Brewers,Chicago Cubs,R,L
20-05-2019,Philadelphia Phillies,Chicago Cubs,R,R
21-05-2019,Philadelphia Phillies,Chicago Cubs,R,L
22-05-2019,Philadelphia Phillies,Chicago Cubs,L,L
23-05-2019,Philadelphia Phillies,Chicago Cubs,R,L
24-05-2019,Cincinnati Reds,Chicago Cubs,R,R
25-05-2019,Cincinnati Reds,Chicago Cubs,R,R
26-05-2019,Cincinnati Reds,Chicago Cubs,R,L
03-06-2019,Los Angeles Angels,Chicago Cubs,R,L
04-06-2019,Colorado Rockies,Chicago Cubs,R,R
05-06-2019,Colorado Rockies,Chicago Cubs,R,R
06-06-2019,Colorado Rockies,Chicago Cubs,R,L
07-06-2019,St. Louis Cardinals,Chicago Cubs,R,L
08-06-2019,St. Louis Cardinals,Chicago Cubs,R,L
09-06-2019,St. Louis Cardinals,Chicago Cubs,R,R
18-06-2019,Chicago White Sox,Chicago Cubs,R,L
19-06-2019,Chicago White Sox,Chicago Cubs,R,L
20-06-2019,New York Mets,Chicago Cubs,R,R
21-06-2019,New York Mets,Chicago Cubs,L,R
22-06-2019,New York Mets,Chicago Cubs,R,L
23-06-2019,New York Mets,Chicago Cubs,R,L
24-06-2019,Atlanta Braves,Chicago Cubs,R,L
25-06-2019,Atlanta Braves,Chicago Cubs,L,R
26-06-2019,Atlanta Braves,Chicago Cubs,L,R
27-06-2019,Atlanta Braves,Chicago Cubs,R,R
12-07-2019,Pittsburgh Pirates,Chicago Cubs,R,R
13-07-2019,Pittsburgh Pirates,Chicago Cubs,R,L
14-07-2019,Pittsburgh Pirates,Chicago Cubs,R,L
15-07-2019,Cincinnati Reds,Chicago Cubs,R,R
16-07-2019,Cincinnati Reds,Chicago Cubs,R,R
17-07-2019,Cincinnati Reds,Chicago Cubs,R,R
19-07-2019,San Diego Padres,Chicago Cubs,L,L
20-07-2019,San Diego Padres,Chicago Cubs,L,L
21-07-2019,San Diego Padres,Chicago Cubs,L,R
02-08-2019,Milwaukee Brewers,Chicago Cubs,R,L
03-08-2019,Milwaukee Brewers,Chicago Cubs,L,L
04-08-2019,Milwaukee Brewers,Chicago Cubs,R,R
05-08-2019,Oakland Athletics,Chicago Cubs,R,R
06-08-2019,Oakland Athletics,Chicago Cubs,L,L
07-08-2019,Oakland Athletics,Chicago Cubs,R,L
20-08-2019,San Francisco Giants,Chicago Cubs,R,L
21-08-2019,San Francisco Giants,Chicago Cubs,R,R
22-08-2019,San Francisco Giants,Chicago Cubs,R,R
23-08-2019,Washington Nationals,Chicago Cubs,R,L
24-08-2019,Washington Nationals,Chicago Cubs,R,L
25-08-2019,Washington Nationals,Chicago Cubs,R,L
30-08-2019,Milwaukee Brewers,Chicago Cubs,R,L
31-08-2019,Milwaukee Brewers,Chicago Cubs,R,L
01-09-2019,Milwaukee Brewers,Chicago Cubs,L,R
02-09-2019,Seattle Mariners,Chicago Cubs,L,R
03-09-2019,Seattle Mariners,Chicago Cubs,R,L
13-09-2019,Pittsburgh Pirates,Chicago Cubs,L,L
14-09-2019,Pittsburgh Pirates,Chicago Cubs,R,R
15-09-2019,Pittsburgh Pirates,Chicago Cubs,R,L
16-09-2019,Cincinnati Reds,Chicago Cubs,R,L
17-09-2019,Cincinnati Reds,Chicago Cubs,R,R
18-09-2019,Cincinnati Reds,Chicago Cubs,R,L
19-09-2019,St. Louis Cardinals,Chicago Cubs,R,R
20-09-2019,St. Louis Cardinals,Chicago Cubs,R,R
21-09-2019,St. Louis Cardinals,Chicago Cubs,R,L
22-09-2019,St. Louis Cardinals,Chicago Cubs,R,R
28-03-2019,Pittsburgh Pirates,Cincinnati Reds,R,R
31-03-2019,Pittsburgh Pirates,Cincinnati Reds,R,R
01-04-2019,Milwaukee Brewers,Cincinnati Reds,R,R
02-04-2019,Milwaukee Brewers,Cincinnati Reds,R,R
03-04-2019,Milwaukee Brewers,Cincinnati Reds,R,R
09-04-2019,Miami Marlins,Cincinnati Reds,R,R
10-04-2019,Miami Marlins,Cincinnati Reds,R,R
11-04-2019,Miami Marlins,Cincinnati Reds,R,R
13-04-2019,St. Louis Cardinals,Cincinnati Reds,R,R
14-04-2019,St. Louis Cardinals,Cincinnati Reds,R,R
23-04-2019,Atlanta Braves,Cincinnati Reds,R,R
24-04-2019,Atlanta Braves,Cincinnati Reds,R,R
25-04-2019,Atlanta Braves,Cincinnati Reds,R,R
03-05-2019,San Francisco Giants,Cincinnati Reds,R,R
04-05-2019,San Francisco Giants,Cincinnati Reds,R,R
05-05-2019,San Francisco Giants,Cincinnati Reds,R,R
06-05-2019,San Francisco Giants,Cincinnati Reds,L,R
14-05-2019,Chicago Cubs,Cincinnati Reds,R,R
15-05-2019,Chicago Cubs,Cincinnati Reds,R,R
16-05-2019,Chicago Cubs,Cincinnati Reds,L,R
17-05-2019,Los Angeles Dodgers,Cincinnati Reds,L,R
18-05-2019,Los Angeles Dodgers,Cincinnati Reds,R,R
19-05-2019,Los Angeles Dodgers,Cincinnati Reds,L,R
28-05-2019,Pittsburgh Pirates,Cincinnati Reds,R,R
29-05-2019,Pittsburgh Pirates,Cincinnati Reds,L,R
31-05-2019,Washington Nationals,Cincinnati Reds,L,R
01-06-2019,Washington Nationals,Cincinnati Reds,R,R
02-06-2019,Washington Nationals,Cincinnati Reds,R,R
14-06-2019,Texas Rangers,Cincinnati Reds,R,R
15-06-2019,Texas Rangers,Cincinnati Reds,L,R
16-06-2019,Texas Rangers,Cincinnati Reds,R,R
17-06-2019,Houston Astros,Cincinnati Reds,L,R
18-06-2019,Houston Astros,Cincinnati Reds,R,R
19-06-2019,Houston Astros,Cincinnati Reds,R,R
28-06-2019,Chicago Cubs,Cincinnati Reds,L,R
29-06-2019,Chicago Cubs,Cincinnati Reds,L,R
30-06-2019,Chicago Cubs,Cincinnati Reds,L,R
01-07-2019,Milwaukee Brewers,Cincinnati Reds,R,R
02-07-2019,Milwaukee Brewers,Cincinnati Reds,R,R
03-07-2019,Milwaukee Brewers,Cincinnati Reds,R,R
04-07-2019,Milwaukee Brewers,Cincinnati Reds,R,R
06-07-2019,Cleveland Indians,Cincinnati Reds,R,R
07-07-2019,Cleveland Indians,Cincinnati Reds,R,R
18-07-2019,St. Louis Cardinals,Cincinnati Reds,R,R
19-07-2019,St. Louis Cardinals,Cincinnati Reds,R,R
20-07-2019,St. Louis Cardinals,Cincinnati Reds,R,R
21-07-2019,St. Louis Cardinals,Cincinnati Reds,R,R
26-07-2019,Colorado Rockies,Cincinnati Reds,R,R
27-07-2019,Colorado Rockies,Cincinnati Reds,R,R
28-07-2019,Colorado Rockies,Cincinnati Reds,R,L
29-07-2019,Pittsburgh Pirates,Cincinnati Reds,R,R
30-07-2019,Pittsburgh Pirates,Cincinnati Reds,R,R
31-07-2019,Pittsburgh Pirates,Cincinnati Reds,R,R
05-08-2019,Los Angeles Angels,Cincinnati Reds,R,R
06-08-2019,Los Angeles Angels,Cincinnati Reds,L,R
08-08-2019,Chicago Cubs,Cincinnati Reds,L,L
09-08-2019,Chicago Cubs,Cincinnati Reds,R,R
10-08-2019,Chicago Cubs,Cincinnati Reds,R,R
11-08-2019,Chicago Cubs,Cincinnati Reds,L,R
15-08-2019,St. Louis Cardinals,Cincinnati Reds,R,R
16-08-2019,St. Louis Cardinals,Cincinnati Reds,R,R
17-08-2019,St. Louis Cardinals,Cincinnati Reds,R,R
18-08-2019,St. Louis Cardinals,Cincinnati Reds,R,L
19-08-2019,San Diego Padres,Cincinnati Reds,L,R
20-08-2019,San Diego Padres,Cincinnati Reds,R,R
21-08-2019,San Diego Padres,Cincinnati Reds,L,R
02-09-2019,Philadelphia Phillies,Cincinnati Reds,L,R
03-09-2019,Philadelphia Phillies,Cincinnati Reds,R,R
04-09-2019,Philadelphia Phillies,Cincinnati Reds,R,R
05-09-2019,Philadelphia Phillies,Cincinnati Reds,L,R
06-09-2019,Arizona Diamondbacks,Cincinnati Reds,L,R
07-09-2019,Arizona Diamondbacks,Cincinnati Reds,L,R
08-09-2019,Arizona Diamondbacks,Cincinnati Reds,R,R
20-09-2019,New York Mets,Cincinnati Reds,R,R
21-09-2019,New York Mets,Cincinnati Reds,R,R
22-09-2019,New York Mets,Cincinnati Reds,R,R
24-09-2019,Milwaukee Brewers,Cincinnati Reds,R,R
25-09-2019,Milwaukee Brewers,Cincinnati Reds,R,R
26-09-2019,Milwaukee Brewers,Cincinnati Reds,R,R
01-04-2019,Chicago White Sox,Cleveland Indians,R,R
03-04-2019,Chicago White Sox,Cleveland Indians,L,R
04-04-2019,Toronto Blue Jays,Cleveland Indians,R,R
05-04-2019,Toronto Blue Jays,Cleveland Indians,R,R
06-04-2019,Toronto Blue Jays,Cleveland Indians,L,R
07-04-2019,Toronto Blue Jays,Cleveland Indians,R,R
21-04-2019,Atlanta Braves,Cleveland Indians,L,R
23-04-2019,Miami Marlins,Cleveland Indians,R,R
24-04-2019,Miami Marlins,Cleveland Indians,R,R
03-05-2019,Seattle Mariners,Cleveland Indians,L,R
04-05-2019,Seattle Mariners,Cleveland Indians,R,R
05-05-2019,Seattle Mariners,Cleveland Indians,R,R
06-05-2019,Chicago White Sox,Cleveland Indians,R,R
07-05-2019,Chicago White Sox,Cleveland Indians,R,R
08-05-2019,Chicago White Sox,Cleveland Indians,R,R
09-05-2019,Chicago White Sox,Cleveland Indians,L,R
16-05-2019,Baltimore Orioles,Cleveland Indians,R,R
17-05-2019,Baltimore Orioles,Cleveland Indians,R,R
18-05-2019,Baltimore Orioles,Cleveland Indians,L,R
19-05-2019,Baltimore Orioles,Cleveland Indians,R,R
20-05-2019,Oakland Athletics,Cleveland Indians,L,R
21-05-2019,Oakland Athletics,Cleveland Indians,R,R
22-05-2019,Oakland Athletics,Cleveland Indians,R,R
23-05-2019,Tampa Bay Rays,Cleveland Indians,L,R
24-05-2019,Tampa Bay Rays,Cleveland Indians,L,R
25-05-2019,Tampa Bay Rays,Cleveland Indians,R,R
26-05-2019,Tampa Bay Rays,Cleveland Indians,R,R
04-06-2019,Minnesota Twins,Cleveland Indians,L,R
05-06-2019,Minnesota Twins,Cleveland Indians,L,R
06-06-2019,Minnesota Twins,Cleveland Indians,R,R
07-06-2019,New York Yankees,Cleveland Indians,R,R
08-06-2019,New York Yankees,Cleveland Indians,nan,R
09-06-2019,New York Yankees,Cleveland Indians,R,R
11-06-2019,Cincinnati Reds,Cleveland Indians,R,R
12-06-2019,Cincinnati Reds,Cleveland Indians,R,R
21-06-2019,Detroit Tigers,Cleveland Indians,L,R
22-06-2019,Detroit Tigers,Cleveland Indians,R,R
23-06-2019,Detroit Tigers,Cleveland Indians,L,R
24-06-2019,Kansas City Royals,Cleveland Indians,R,R
25-06-2019,Kansas City Royals,Cleveland Indians,R,R
26-06-2019,Kansas City Royals,Cleveland Indians,R,R
12-07-2019,Minnesota Twins,Cleveland Indians,R,R
13-07-2019,Minnesota Twins,Cleveland Indians,R,R
14-07-2019,Minnesota Twins,Cleveland Indians,R,R
15-07-2019,Detroit Tigers,Cleveland Indians,L,R
16-07-2019,Detroit Tigers,Cleveland Indians,L,R
17-07-2019,Detroit Tigers,Cleveland Indians,R,R
18-07-2019,Detroit Tigers,Cleveland Indians,L,R
19-07-2019,Kansas City Royals,Cleveland Indians,L,R
20-07-2019,Kansas City Royals,Cleveland Indians,R,R
21-07-2019,Kansas City Royals,Cleveland Indians,R,R
30-07-2019,Houston Astros,Cleveland Indians,R,R
31-07-2019,Houston Astros,Cleveland Indians,R,R
01-08-2019,Houston Astros,Cleveland Indians,R,R
02-08-2019,Los Angeles Angels,Cleveland Indians,R,R
03-08-2019,Los Angeles Angels,Cleveland Indians,R,R
04-08-2019,Los Angeles Angels,Cleveland Indians,R,R
05-08-2019,Texas Rangers,Cleveland Indians,L,R
12-08-2019,Boston Red Sox,Cleveland Indians,L,R
13-08-2019,Boston Red Sox,Cleveland Indians,L,R
14-08-2019,Boston Red Sox,Cleveland Indians,L,R
23-08-2019,Kansas City Royals,Cleveland Indians,R,R
24-08-2019,Kansas City Royals,Cleveland Indians,R,R
25-08-2019,Kansas City Royals,Cleveland Indians,L,R
02-09-2019,Chicago White Sox,Cleveland Indians,L,R
03-09-2019,Chicago White Sox,Cleveland Indians,R,R
04-09-2019,Chicago White Sox,Cleveland Indians,R,R
05-09-2019,Chicago White Sox,Cleveland Indians,R,R
15-09-2019,Minnesota Twins,Cleveland Indians,R,R
17-09-2019,Detroit Tigers,Cleveland Indians,R,R
18-09-2019,Detroit Tigers,Cleveland Indians,R,R
19-09-2019,Detroit Tigers,Cleveland Indians,L,R
20-09-2019,Philadelphia Phillies,Cleveland Indians,L,R
21-09-2019,Philadelphia Phillies,Cleveland Indians,L,R
22-09-2019,Philadelphia Phillies,Cleveland Indians,R,R
05-04-2019,Los Angeles Dodgers,Colorado Rockies,R,L
06-04-2019,Los Angeles Dodgers,Colorado Rockies,R,R
07-04-2019,Los Angeles Dodgers,Colorado Rockies,L,R
08-04-2019,Atlanta Braves,Colorado Rockies,R,L
09-04-2019,Atlanta Braves,Colorado Rockies,L,R
18-04-2019,Philadelphia Phillies,Colorado Rockies,R,L
19-04-2019,Philadelphia Phillies,Colorado Rockies,R,R
20-04-2019,Philadelphia Phillies,Colorado Rockies,R,R
21-04-2019,Philadelphia Phillies,Colorado Rockies,R,R
22-04-2019,Washington Nationals,Colorado Rockies,R,L
23-04-2019,Washington Nationals,Colorado Rockies,L,R
24-04-2019,Washington Nationals,Colorado Rockies,R,R
03-05-2019,Arizona Diamondbacks,Colorado Rockies,L,L
04-05-2019,Arizona Diamondbacks,Colorado Rockies,R,L
05-05-2019,Arizona Diamondbacks,Colorado Rockies,R,R
07-05-2019,San Francisco Giants,Colorado Rockies,L,R
09-05-2019,San Francisco Giants,Colorado Rockies,L,L
10-05-2019,San Diego Padres,Colorado Rockies,L,R
11-05-2019,San Diego Padres,Colorado Rockies,L,R
12-05-2019,San Diego Padres,Colorado Rockies,L,R
24-05-2019,Baltimore Orioles,Colorado Rockies,L,R
25-05-2019,Baltimore Orioles,Colorado Rockies,R,L
26-05-2019,Baltimore Orioles,Colorado Rockies,R,R
27-05-2019,Arizona Diamondbacks,Colorado Rockies,R,R
28-05-2019,Arizona Diamondbacks,Colorado Rockies,R,R
29-05-2019,Arizona Diamondbacks,Colorado Rockies,L,R
30-05-2019,Arizona Diamondbacks,Colorado Rockies,R,L
31-05-2019,Toronto Blue Jays,Colorado Rockies,R,R
01-06-2019,Toronto Blue Jays,Colorado Rockies,R,R
02-06-2019,Toronto Blue Jays,Colorado Rockies,R,R
10-06-2019,Chicago Cubs,Colorado Rockies,R,R
11-06-2019,Chicago Cubs,Colorado Rockies,L,R
12-06-2019,Chicago Cubs,Colorado Rockies,L,R
13-06-2019,San Diego Padres,Colorado Rockies,L,R
14-06-2019,San Diego Padres,Colorado Rockies,R,R
15-06-2019,San Diego Padres,Colorado Rockies,L,R
16-06-2019,San Diego Padres,Colorado Rockies,L,R
27-06-2019,Los Angeles Dodgers,Colorado Rockies,R,R
28-06-2019,Los Angeles Dodgers,Colorado Rockies,L,R
29-06-2019,Los Angeles Dodgers,Colorado Rockies,L,R
30-06-2019,Los Angeles Dodgers,Colorado Rockies,R,R
02-07-2019,Houston Astros,Colorado Rockies,R,R
03-07-2019,Houston Astros,Colorado Rockies,L,R
12-07-2019,Cincinnati Reds,Colorado Rockies,R,R
13-07-2019,Cincinnati Reds,Colorado Rockies,R,L
14-07-2019,Cincinnati Reds,Colorado Rockies,R,R
16-07-2019,San Francisco Giants,Colorado Rockies,L,R
17-07-2019,San Francisco Giants,Colorado Rockies,R,R
29-07-2019,Los Angeles Dodgers,Colorado Rockies,R,R
30-07-2019,Los Angeles Dodgers,Colorado Rockies,L,L
31-07-2019,Los Angeles Dodgers,Colorado Rockies,L,R
02-08-2019,San Francisco Giants,Colorado Rockies,R,R
03-08-2019,San Francisco Giants,Colorado Rockies,L,R
04-08-2019,San Francisco Giants,Colorado Rockies,R,L
12-08-2019,Arizona Diamondbacks,Colorado Rockies,R,R
13-08-2019,Arizona Diamondbacks,Colorado Rockies,R,R
14-08-2019,Arizona Diamondbacks,Colorado Rockies,L,L
16-08-2019,Miami Marlins,Colorado Rockies,R,R
17-08-2019,Miami Marlins,Colorado Rockies,R,R
18-08-2019,Miami Marlins,Colorado Rockies,R,R
26-08-2019,Atlanta Braves,Colorado Rockies,R,R
27-08-2019,Boston Red Sox,Colorado Rockies,R,R
28-08-2019,Boston Red Sox,Colorado Rockies,L,R
29-08-2019,Pittsburgh Pirates,Colorado Rockies,R,R
30-08-2019,Pittsburgh Pirates,Colorado Rockies,R,R
31-08-2019,Pittsburgh Pirates,Colorado Rockies,R,R
01-09-2019,Pittsburgh Pirates,Colorado Rockies,L,R
10-09-2019,St. Louis Cardinals,Colorado Rockies,R,R
11-09-2019,St. Louis Cardinals,Colorado Rockies,R,R
12-09-2019,St. Louis Cardinals,Colorado Rockies,R,R
13-09-2019,San Diego Padres,Colorado Rockies,L,R
14-09-2019,San Diego Padres,Colorado Rockies,L,R
15-09-2019,San Diego Padres,Colorado Rockies,R,R
16-09-2019,New York Mets,Colorado Rockies,L,R
17-09-2019,New York Mets,Colorado Rockies,R,R
18-09-2019,New York Mets,Colorado Rockies,R,R
27-09-2019,Milwaukee Brewers,Colorado Rockies,R,R
28-09-2019,Milwaukee Brewers,Colorado Rockies,L,R
29-09-2019,Milwaukee Brewers,Colorado Rockies,R,R
04-04-2019,Kansas City Royals,Detroit Tigers,R,R
06-04-2019,Kansas City Royals,Detroit Tigers,R,L
07-04-2019,Kansas City Royals,Detroit Tigers,R,R
09-04-2019,Cleveland Indians,Detroit Tigers,R,R
10-04-2019,Cleveland Indians,Detroit Tigers,R,L
11-04-2019,Cleveland Indians,Detroit Tigers,R,R
16-04-2019,Pittsburgh Pirates,Detroit Tigers,R,L
17-04-2019,Pittsburgh Pirates,Detroit Tigers,R,R
18-04-2019,Chicago White Sox,Detroit Tigers,R,R
19-04-2019,Chicago White Sox,Detroit Tigers,L,R
21-04-2019,Chicago White Sox,Detroit Tigers,R,L
03-05-2019,Kansas City Royals,Detroit Tigers,R,L
04-05-2019,Kansas City Royals,Detroit Tigers,R,R
05-05-2019,Kansas City Royals,Detroit Tigers,R,R
07-05-2019,Los Angeles Angels,Detroit Tigers,R,L
08-05-2019,Los Angeles Angels,Detroit Tigers,L,L
09-05-2019,Los Angeles Angels,Detroit Tigers,R,L
13-05-2019,Houston Astros,Detroit Tigers,R,L
14-05-2019,Houston Astros,Detroit Tigers,L,L
15-05-2019,Houston Astros,Detroit Tigers,R,L
16-05-2019,Oakland Athletics,Detroit Tigers,R,R
17-05-2019,Oakland Athletics,Detroit Tigers,R,L
18-05-2019,Oakland Athletics,Detroit Tigers,R,L
19-05-2019,Oakland Athletics,Detroit Tigers,R,L
21-05-2019,Miami Marlins,Detroit Tigers,L,R
22-05-2019,Miami Marlins,Detroit Tigers,R,L
23-05-2019,Miami Marlins,Detroit Tigers,R,L
04-06-2019,Tampa Bay Rays,Detroit Tigers,L,L
05-06-2019,Tampa Bay Rays,Detroit Tigers,R,R
06-06-2019,Tampa Bay Rays,Detroit Tigers,R,L
07-06-2019,Minnesota Twins,Detroit Tigers,R,L
08-06-2019,Minnesota Twins,Detroit Tigers,R,R
09-06-2019,Minnesota Twins,Detroit Tigers,R,L
14-06-2019,Cleveland Indians,Detroit Tigers,R,L
15-06-2019,Cleveland Indians,Detroit Tigers,R,L
16-06-2019,Cleveland Indians,Detroit Tigers,R,R
25-06-2019,Texas Rangers,Detroit Tigers,R,R
26-06-2019,Texas Rangers,Detroit Tigers,L,L
27-06-2019,Texas Rangers,Detroit Tigers,R,R
28-06-2019,Washington Nationals,Detroit Tigers,R,L
29-06-2019,Washington Nationals,Detroit Tigers,R,L
30-06-2019,Washington Nationals,Detroit Tigers,R,R
05-07-2019,Boston Red Sox,Detroit Tigers,L,L
06-07-2019,Boston Red Sox,Detroit Tigers,R,R
07-07-2019,Boston Red Sox,Detroit Tigers,L,L
19-07-2019,Toronto Blue Jays,Detroit Tigers,R,R
20-07-2019,Toronto Blue Jays,Detroit Tigers,R,L
21-07-2019,Toronto Blue Jays,Detroit Tigers,R,L
23-07-2019,Philadelphia Phillies,Detroit Tigers,R,L
24-07-2019,Philadelphia Phillies,Detroit Tigers,R,R
05-08-2019,Chicago White Sox,Detroit Tigers,R,R
07-08-2019,Chicago White Sox,Detroit Tigers,R,L
08-08-2019,Kansas City Royals,Detroit Tigers,R,L
09-08-2019,Kansas City Royals,Detroit Tigers,R,R
10-08-2019,Kansas City Royals,Detroit Tigers,L,R
11-08-2019,Kansas City Royals,Detroit Tigers,R,L
13-08-2019,Seattle Mariners,Detroit Tigers,L,L
14-08-2019,Seattle Mariners,Detroit Tigers,L,R
15-08-2019,Seattle Mariners,Detroit Tigers,R,R
27-08-2019,Cleveland Indians,Detroit Tigers,R,R
28-08-2019,Cleveland Indians,Detroit Tigers,R,R
29-08-2019,Cleveland Indians,Detroit Tigers,R,L
30-08-2019,Minnesota Twins,Detroit Tigers,R,R
31-08-2019,Minnesota Twins,Detroit Tigers,L,L
01-09-2019,Minnesota Twins,Detroit Tigers,R,R
02-09-2019,Minnesota Twins,Detroit Tigers,R,R
10-09-2019,New York Yankees,Detroit Tigers,L,R
13-09-2019,Baltimore Orioles,Detroit Tigers,R,R
14-09-2019,Baltimore Orioles,Detroit Tigers,R,L
15-09-2019,Baltimore Orioles,Detroit Tigers,R,R
16-09-2019,Baltimore Orioles,Detroit Tigers,L,L
20-09-2019,Chicago White Sox,Detroit Tigers,R,R
21-09-2019,Chicago White Sox,Detroit Tigers,R,L
22-09-2019,Chicago White Sox,Detroit Tigers,R,L
24-09-2019,Minnesota Twins,Detroit Tigers,R,R
25-09-2019,Minnesota Twins,Detroit Tigers,R,L
26-09-2019,Minnesota Twins,Detroit Tigers,L,R
05-04-2019,Oakland Athletics,Houston Astros,R,R
06-04-2019,Oakland Athletics,Houston Astros,R,L
07-04-2019,Oakland Athletics,Houston Astros,R,R
08-04-2019,New York Yankees,Houston Astros,R,R
09-04-2019,New York Yankees,Houston Astros,R,R
10-04-2019,New York Yankees,Houston Astros,L,R
22-04-2019,Minnesota Twins,Houston Astros,R,R
23-04-2019,Minnesota Twins,Houston Astros,R,L
24-04-2019,Minnesota Twins,Houston Astros,R,R
25-04-2019,Cleveland Indians,Houston Astros,R,R
26-04-2019,Cleveland Indians,Houston Astros,R,R
27-04-2019,Cleveland Indians,Houston Astros,R,R
28-04-2019,Cleveland Indians,Houston Astros,R,L
06-05-2019,Kansas City Royals,Houston Astros,R,R
07-05-2019,Kansas City Royals,Houston Astros,L,R
08-05-2019,Kansas City Royals,Houston Astros,R,R
09-05-2019,Texas Rangers,Houston Astros,L,L
10-05-2019,Texas Rangers,Houston Astros,R,R
11-05-2019,Texas Rangers,Houston Astros,R,R
12-05-2019,Texas Rangers,Houston Astros,R,R
20-05-2019,Chicago White Sox,Houston Astros,R,R
21-05-2019,Chicago White Sox,Houston Astros,R,R
22-05-2019,Chicago White Sox,Houston Astros,R,R
23-05-2019,Chicago White Sox,Houston Astros,R,R
24-05-2019,Boston Red Sox,Houston Astros,L,L
25-05-2019,Boston Red Sox,Houston Astros,L,R
26-05-2019,Boston Red Sox,Houston Astros,L,R
27-05-2019,Chicago Cubs,Houston Astros,L,R
28-05-2019,Chicago Cubs,Houston Astros,L,R
29-05-2019,Chicago Cubs,Houston Astros,R,L
07-06-2019,Baltimore Orioles,Houston Astros,R,R
08-06-2019,Baltimore Orioles,Houston Astros,R,L
09-06-2019,Baltimore Orioles,Houston Astros,R,L
11-06-2019,Milwaukee Brewers,Houston Astros,R,R
12-06-2019,Milwaukee Brewers,Houston Astros,R,R
14-06-2019,Toronto Blue Jays,Houston Astros,R,R
15-06-2019,Toronto Blue Jays,Houston Astros,L,L
16-06-2019,Toronto Blue Jays,Houston Astros,R,R
25-06-2019,Pittsburgh Pirates,Houston Astros,R,R
26-06-2019,Pittsburgh Pirates,Houston Astros,R,L
27-06-2019,Pittsburgh Pirates,Houston Astros,R,R
28-06-2019,Seattle Mariners,Houston Astros,R,L
29-06-2019,Seattle Mariners,Houston Astros,L,R
30-06-2019,Seattle Mariners,Houston Astros,L,R
05-07-2019,Los Angeles Angels,Houston Astros,R,R
06-07-2019,Los Angeles Angels,Houston Astros,L,R
07-07-2019,Los Angeles Angels,Houston Astros,L,R
19-07-2019,Texas Rangers,Houston Astros,L,R
20-07-2019,Texas Rangers,Houston Astros,R,R
21-07-2019,Texas Rangers,Houston Astros,R,R
22-07-2019,Oakland Athletics,Houston Astros,R,R
23-07-2019,Oakland Athletics,Houston Astros,R,L
24-07-2019,Oakland Athletics,Houston Astros,R,R
02-08-2019,Seattle Mariners,Houston Astros,L,L
03-08-2019,Seattle Mariners,Houston Astros,L,R
04-08-2019,Seattle Mariners,Houston Astros,R,R
06-08-2019,Colorado Rockies,Houston Astros,R,R
07-08-2019,Colorado Rockies,Houston Astros,R,R
19-08-2019,Detroit Tigers,Houston Astros,R,L
20-08-2019,Detroit Tigers,Houston Astros,R,R
21-08-2019,Detroit Tigers,Houston Astros,L,R
22-08-2019,Detroit Tigers,Houston Astros,R,R
23-08-2019,Los Angeles Angels,Houston Astros,L,R
24-08-2019,Los Angeles Angels,Houston Astros,L,L
25-08-2019,Los Angeles Angels,Houston Astros,R,L
27-08-2019,Tampa Bay Rays,Houston Astros,R,R
28-08-2019,Tampa Bay Rays,Houston Astros,L,R
29-08-2019,Tampa Bay Rays,Houston Astros,R,R
05-09-2019,Seattle Mariners,Houston Astros,L,L
06-09-2019,Seattle Mariners,Houston Astros,R,L
07-09-2019,Seattle Mariners,Houston Astros,L,R
08-09-2019,Seattle Mariners,Houston Astros,R,R
09-09-2019,Oakland Athletics,Houston Astros,R,R
10-09-2019,Oakland Athletics,Houston Astros,R,L
