Date,AwayTeam,HomeTeam,A_SeaWinPct,A_last3WinPct,A_last5WinPct,A_last10WinPct,H_SeaWinPct,H_last3WinPct,H_last5WinPct,H_last10WinPct
23-06-2016,Oakland Athletics,Los Angeles Angels,40.85,0.33,0.2,0.3,43.06,0.0,0.2,0.4
24-06-2016,Oakland Athletics,Los Angeles Angels,41.67,0.0,0.2,0.2,42.47,0.0,0.0,0.4
25-06-2016,Oakland Athletics,Los Angeles Angels,42.47,0.33,0.4,0.3,41.89,0.0,0.0,0.3
26-06-2016,Oakland Athletics,Los Angeles Angels,43.24,0.33,0.4,0.4,41.33,0.0,0.0,0.2
27-06-2016,Houston Astros,Los Angeles Angels,51.32,0.33,0.6,0.7,42.11,0.0,0.0,0.2
28-06-2016,Houston Astros,Los Angeles Angels,51.95,0.0,0.4,0.7,41.56,0.33,0.2,0.2
29-06-2016,Houston Astros,Los Angeles Angels,52.56,0.33,0.4,0.7,41.03,0.0,0.2,0.1
15-07-2016,Chicago White Sox,Los Angeles Angels,51.14,0.33,0.4,0.5,41.57,0.0,0.4,0.5
16-07-2016,Chicago White Sox,Los Angeles Angels,50.56,0.0,0.2,0.5,42.22,0.0,0.2,0.4
17-07-2016,Chicago White Sox,Los Angeles Angels,50.0,0.0,0.2,0.4,42.86,0.33,0.2,0.5
18-07-2016,Texas Rangers,Los Angeles Angels,59.14,0.0,0.0,0.2,43.48,0.33,0.4,0.6
19-07-2016,Texas Rangers,Los Angeles Angels,58.51,0.33,0.2,0.2,44.09,0.33,0.6,0.6
20-07-2016,Texas Rangers,Los Angeles Angels,57.89,0.0,0.2,0.2,44.68,0.33,0.6,0.6
28-07-2016,Boston Red Sox,Los Angeles Angels,55.56,0.0,0.2,0.4,44.55,0.33,0.4,0.5
29-07-2016,Boston Red Sox,Los Angeles Angels,55.0,0.0,0.0,0.3,45.1,0.0,0.4,0.4
30-07-2016,Boston Red Sox,Los Angeles Angels,55.45,0.0,0.0,0.2,44.66,0.33,0.4,0.4
31-07-2016,Boston Red Sox,Los Angeles Angels,54.9,0.33,0.2,0.2,45.19,0.0,0.2,0.3
02-08-2016,Oakland Athletics,Los Angeles Angels,44.76,0.0,0.2,0.5,44.76,0.33,0.4,0.4
03-08-2016,Oakland Athletics,Los Angeles Angels,44.34,0.0,0.0,0.4,45.28,0.0,0.2,0.4
04-08-2016,Oakland Athletics,Los Angeles Angels,43.93,0.0,0.0,0.3,45.79,0.33,0.4,0.5
15-08-2016,Seattle Mariners,Los Angeles Angels,53.45,0.33,0.4,0.7,41.88,0.0,0.0,0.0
16-08-2016,Seattle Mariners,Los Angeles Angels,53.85,0.33,0.4,0.7,41.53,0.0,0.0,0.0
17-08-2016,Seattle Mariners,Los Angeles Angels,53.39,0.33,0.6,0.7,42.02,0.0,0.0,0.0
18-08-2016,Seattle Mariners,Los Angeles Angels,53.78,0.0,0.4,0.6,41.67,0.33,0.2,0.1
19-08-2016,New York Yankees,Los Angeles Angels,50.83,0.0,0.2,0.5,42.15,0.0,0.2,0.1
20-08-2016,New York Yankees,Los Angeles Angels,51.24,0.0,0.2,0.5,41.8,0.33,0.4,0.2
21-08-2016,New York Yankees,Los Angeles Angels,51.64,0.33,0.2,0.5,41.46,0.0,0.2,0.2
29-08-2016,Cincinnati Reds,Los Angeles Angels,42.64,0.33,0.2,0.4,43.08,0.33,0.4,0.4
30-08-2016,Cincinnati Reds,Los Angeles Angels,42.31,0.0,0.2,0.3,43.51,0.33,0.4,0.5
31-08-2016,Cincinnati Reds,Los Angeles Angels,41.98,0.0,0.2,0.2,43.94,0.33,0.6,0.6
09-09-2016,Texas Rangers,Los Angeles Angels,58.87,0.0,0.2,0.5,44.6,0.0,0.4,0.6
10-09-2016,Texas Rangers,Los Angeles Angels,59.15,0.0,0.2,0.4,44.29,0.0,0.2,0.5
11-09-2016,Texas Rangers,Los Angeles Angels,59.44,0.33,0.2,0.4,43.97,0.0,0.0,0.4
12-09-2016,Seattle Mariners,Los Angeles Angels,52.45,0.33,0.6,0.5,44.37,0.0,0.0,0.3
13-09-2016,Seattle Mariners,Los Angeles Angels,52.78,0.33,0.6,0.6,44.06,0.33,0.2,0.4
14-09-2016,Seattle Mariners,Los Angeles Angels,53.1,0.33,0.6,0.7,43.75,0.0,0.2,0.3
15-09-2016,Toronto Blue Jays,Los Angeles Angels,54.48,0.0,0.2,0.2,43.45,0.0,0.2,0.2
16-09-2016,Toronto Blue Jays,Los Angeles Angels,54.79,0.0,0.2,0.2,43.15,0.0,0.0,0.1
17-09-2016,Toronto Blue Jays,Los Angeles Angels,55.1,0.33,0.2,0.3,42.86,0.0,0.0,0.1
18-09-2016,Toronto Blue Jays,Los Angeles Angels,54.73,0.33,0.4,0.4,43.24,0.0,0.0,0.1
26-09-2016,Oakland Athletics,Los Angeles Angels,43.23,0.0,0.0,0.2,44.23,0.33,0.6,0.6
27-09-2016,Oakland Athletics,Los Angeles Angels,42.95,0.33,0.2,0.3,44.59,0.0,0.4,0.5
28-09-2016,Oakland Athletics,Los Angeles Angels,42.68,0.0,0.2,0.2,44.94,0.33,0.4,0.5
30-09-2016,Houston Astros,Los Angeles Angels,52.2,0.33,0.4,0.4,45.28,0.33,0.4,0.6
01-10-2016,Houston Astros,Los Angeles Angels,51.88,0.0,0.2,0.3,45.62,0.33,0.6,0.7
02-10-2016,Houston Astros,Los Angeles Angels,52.17,0.0,0.2,0.2,45.34,0.33,0.6,0.7
04-04-2016,Colorado Rockies,Arizona Diamondbacks,0,0.0,0.2,0.2,0,0.33,0.4,0.4
05-04-2016,Colorado Rockies,Arizona Diamondbacks,100.0,nan,nan,nan,0.0,nan,nan,nan
06-04-2016,Colorado Rockies,Arizona Diamondbacks,50.0,0.33,nan,nan,50.0,0.0,nan,nan
07-04-2016,Chicago Cubs,Arizona Diamondbacks,100.0,0.33,nan,nan,33.33,0.33,nan,nan
08-04-2016,Chicago Cubs,Arizona Diamondbacks,100.0,0.33,nan,nan,25.0,0.0,0.2,nan
09-04-2016,Chicago Cubs,Arizona Diamondbacks,75.0,0.33,0.6,nan,40.0,0.0,0.2,nan
10-04-2016,Chicago Cubs,Arizona Diamondbacks,80.0,0.0,0.4,nan,33.33,0.33,0.2,nan
22-04-2016,Pittsburgh Pirates,Arizona Diamondbacks,50.0,0.0,0.2,0.2,52.94,0.33,0.6,0.5
23-04-2016,Pittsburgh Pirates,Arizona Diamondbacks,52.94,0.33,0.2,0.3,50.0,0.33,0.6,0.6
24-04-2016,Pittsburgh Pirates,Arizona Diamondbacks,50.0,0.33,0.4,0.4,52.63,0.0,0.4,0.6
25-04-2016,St. Louis Cardinals,Arizona Diamondbacks,55.56,0.33,0.4,0.4,50.0,0.33,0.4,0.6
26-04-2016,St. Louis Cardinals,Arizona Diamondbacks,52.63,0.33,0.4,0.4,52.38,0.0,0.2,0.6
27-04-2016,St. Louis Cardinals,Arizona Diamondbacks,55.0,0.0,0.4,0.4,50.0,0.33,0.4,0.6
28-04-2016,St. Louis Cardinals,Arizona Diamondbacks,57.14,0.33,0.4,0.4,47.83,0.0,0.2,0.5
29-04-2016,Colorado Rockies,Arizona Diamondbacks,42.86,0.0,0.0,0.2,50.0,0.0,0.2,0.4
30-04-2016,Colorado Rockies,Arizona Diamondbacks,45.45,0.0,0.0,0.1,48.0,0.33,0.2,0.4
01-05-2016,Colorado Rockies,Arizona Diamondbacks,47.83,0.33,0.2,0.2,46.15,0.0,0.2,0.3
12-05-2016,San Francisco Giants,Arizona Diamondbacks,50.0,0.0,0.0,0.3,47.22,0.33,0.6,0.5
13-05-2016,San Francisco Giants,Arizona Diamondbacks,51.35,0.33,0.2,0.3,45.95,0.0,0.4,0.5
14-05-2016,San Francisco Giants,Arizona Diamondbacks,52.63,0.33,0.4,0.4,44.74,0.0,0.2,0.5
15-05-2016,San Francisco Giants,Arizona Diamondbacks,53.85,0.33,0.6,0.5,43.59,0.0,0.0,0.5
16-05-2016,New York Yankees,Arizona Diamondbacks,44.44,0.33,0.4,0.5,42.5,0.0,0.0,0.4
17-05-2016,New York Yankees,Arizona Diamondbacks,43.24,0.33,0.4,0.5,43.9,0.0,0.0,0.3
18-05-2016,New York Yankees,Arizona Diamondbacks,42.11,0.0,0.4,0.5,45.24,0.33,0.2,0.3
27-05-2016,San Diego Padres,Arizona Diamondbacks,39.58,0.0,0.0,0.2,42.86,0.0,0.2,0.4
28-05-2016,San Diego Padres,Arizona Diamondbacks,40.82,0.0,0.0,0.2,42.0,0.0,0.0,0.3
29-05-2016,San Diego Padres,Arizona Diamondbacks,40.0,0.33,0.2,0.3,43.14,0.0,0.0,0.2
30-05-2016,Houston Astros,Arizona Diamondbacks,43.14,0.33,0.4,0.4,44.23,0.33,0.2,0.3
31-05-2016,Houston Astros,Arizona Diamondbacks,44.23,0.33,0.4,0.5,43.4,0.33,0.4,0.3
06-06-2016,Tampa Bay Rays,Arizona Diamondbacks,45.45,0.33,0.4,0.3,42.37,0.0,0.2,0.3
07-06-2016,Tampa Bay Rays,Arizona Diamondbacks,46.43,0.33,0.6,0.3,41.67,0.33,0.2,0.3
08-06-2016,Tampa Bay Rays,Arizona Diamondbacks,45.61,0.33,0.6,0.4,42.62,0.0,0.2,0.2
10-06-2016,Miami Marlins,Arizona Diamondbacks,51.67,0.0,0.2,0.4,41.94,0.33,0.4,0.3
11-06-2016,Miami Marlins,Arizona Diamondbacks,52.46,0.33,0.2,0.4,41.27,0.0,0.2,0.3
12-06-2016,Miami Marlins,Arizona Diamondbacks,51.61,0.33,0.4,0.4,42.19,0.0,0.2,0.3
13-06-2016,Los Angeles Dodgers,Arizona Diamondbacks,51.56,0.0,0.2,0.5,43.08,0.33,0.2,0.3
14-06-2016,Los Angeles Dodgers,Arizona Diamondbacks,50.77,0.0,0.2,0.4,43.94,0.33,0.4,0.4
15-06-2016,Los Angeles Dodgers,Arizona Diamondbacks,51.52,0.0,0.0,0.3,43.28,0.33,0.6,0.5
27-06-2016,Philadelphia Phillies,Arizona Diamondbacks,41.56,0.33,0.4,0.2,46.15,0.0,0.4,0.6
28-06-2016,Philadelphia Phillies,Arizona Diamondbacks,42.31,0.0,0.2,0.2,45.57,0.0,0.2,0.5
29-06-2016,Philadelphia Phillies,Arizona Diamondbacks,43.04,0.33,0.4,0.3,45.0,0.0,0.0,0.4
01-07-2016,San Francisco Giants,Arizona Diamondbacks,61.73,0.0,0.0,0.4,44.44,0.0,0.0,0.3
02-07-2016,San Francisco Giants,Arizona Diamondbacks,62.2,0.33,0.2,0.4,43.9,0.0,0.0,0.2
03-07-2016,San Francisco Giants,Arizona Diamondbacks,61.45,0.33,0.4,0.4,44.58,0.0,0.0,0.2
04-07-2016,San Diego Padres,Arizona Diamondbacks,42.68,0.33,0.4,0.5,44.05,0.33,0.2,0.2
05-07-2016,San Diego Padres,Arizona Diamondbacks,43.37,0.0,0.4,0.4,43.53,0.0,0.2,0.1
06-07-2016,San Diego Padres,Arizona Diamondbacks,42.86,0.33,0.4,0.4,44.19,0.0,0.2,0.1
15-07-2016,Los Angeles Dodgers,Arizona Diamondbacks,56.04,0.33,0.4,0.5,42.22,0.0,0.0,0.2
16-07-2016,Los Angeles Dodgers,Arizona Diamondbacks,56.52,0.33,0.6,0.5,41.76,0.0,0.0,0.2
17-07-2016,Los Angeles Dodgers,Arizona Diamondbacks,55.91,0.33,0.6,0.5,42.39,0.0,0.0,0.1
19-07-2016,Toronto Blue Jays,Arizona Diamondbacks,55.32,0.0,0.2,0.5,43.01,0.33,0.2,0.2
20-07-2016,Toronto Blue Jays,Arizona Diamondbacks,55.79,0.33,0.2,0.5,42.55,0.33,0.4,0.3
01-08-2016,Washington Nationals,Arizona Diamondbacks,58.1,0.0,0.4,0.4,40.95,0.33,0.2,0.3
02-08-2016,Washington Nationals,Arizona Diamondbacks,58.49,0.0,0.2,0.4,40.57,0.0,0.2,0.3
03-08-2016,Washington Nationals,Arizona Diamondbacks,58.88,0.33,0.2,0.4,40.19,0.0,0.2,0.2
05-08-2016,Milwaukee Brewers,Arizona Diamondbacks,45.28,0.33,0.4,0.6,39.81,0.0,0.0,0.2
06-08-2016,Milwaukee Brewers,Arizona Diamondbacks,44.86,0.0,0.2,0.5,40.37,0.0,0.0,0.2
07-08-2016,Milwaukee Brewers,Arizona Diamondbacks,45.37,0.0,0.2,0.5,40.0,0.33,0.2,0.2
15-08-2016,New York Mets,Arizona Diamondbacks,50.43,0.33,0.2,0.2,41.03,0.0,0.2,0.5
16-08-2016,New York Mets,Arizona Diamondbacks,50.0,0.33,0.4,0.3,41.53,0.0,0.0,0.4
17-08-2016,New York Mets,Arizona Diamondbacks,50.42,0.0,0.4,0.3,41.18,0.33,0.2,0.5
22-08-2016,Atlanta Braves,Arizona Diamondbacks,36.29,0.0,0.0,0.1,41.13,0.33,0.2,0.3
23-08-2016,Atlanta Braves,Arizona Diamondbacks,36.0,0.33,0.2,0.1,41.6,0.0,0.2,0.3
24-08-2016,Atlanta Braves,Arizona Diamondbacks,36.51,0.0,0.2,0.1,41.27,0.33,0.4,0.4
25-08-2016,Atlanta Braves,Arizona Diamondbacks,36.22,0.33,0.4,0.2,41.73,0.0,0.2,0.3
26-08-2016,Cincinnati Reds,Arizona Diamondbacks,42.86,0.33,0.2,0.6,41.41,0.33,0.4,0.4
27-08-2016,Cincinnati Reds,Arizona Diamondbacks,42.52,0.0,0.2,0.5,41.86,0.0,0.2,0.3
28-08-2016,Cincinnati Reds,Arizona Diamondbacks,42.97,0.0,0.2,0.4,41.54,0.33,0.4,0.4
09-09-2016,San Francisco Giants,Arizona Diamondbacks,53.24,0.33,0.2,0.3,41.73,0.0,0.2,0.4
10-09-2016,San Francisco Giants,Arizona Diamondbacks,53.57,0.0,0.2,0.3,41.43,0.0,0.0,0.3
11-09-2016,San Francisco Giants,Arizona Diamondbacks,53.9,0.33,0.4,0.3,41.13,0.0,0.0,0.2
12-09-2016,Colorado Rockies,Arizona Diamondbacks,48.25,0.0,0.2,0.3,40.85,0.0,0.0,0.2
13-09-2016,Colorado Rockies,Arizona Diamondbacks,47.92,0.33,0.4,0.4,41.26,0.0,0.0,0.2
14-09-2016,Colorado Rockies,Arizona Diamondbacks,47.59,0.0,0.2,0.4,41.67,0.33,0.2,0.2
15-09-2016,Los Angeles Dodgers,Arizona Diamondbacks,56.55,0.0,0.2,0.5,42.07,0.33,0.4,0.2
16-09-2016,Los Angeles Dodgers,Arizona Diamondbacks,56.16,0.33,0.4,0.5,42.47,0.33,0.6,0.3
17-09-2016,Los Angeles Dodgers,Arizona Diamondbacks,56.46,0.0,0.2,0.4,42.18,0.33,0.6,0.4
18-09-2016,Los Angeles Dodgers,Arizona Diamondbacks,56.76,0.33,0.4,0.4,41.89,0.0,0.4,0.4
30-09-2016,San Diego Padres,Arizona Diamondbacks,42.77,0.33,0.6,0.5,41.51,0.33,0.4,0.3
01-10-2016,San Diego Padres,Arizona Diamondbacks,42.5,0.0,0.4,0.4,41.88,0.0,0.2,0.3
02-10-2016,San Diego Padres,Arizona Diamondbacks,42.24,0.0,0.2,0.4,42.24,0.33,0.4,0.3
04-04-2016,Washington Nationals,Atlanta Braves,0,0.33,0.4,0.5,0,0.33,0.4,0.6
06-04-2016,Washington Nationals,Atlanta Braves,100.0,nan,nan,nan,0.0,nan,nan,nan
08-04-2016,St. Louis Cardinals,Atlanta Braves,0.0,0.0,nan,nan,0.0,0.0,nan,nan
09-04-2016,St. Louis Cardinals,Atlanta Braves,25.0,0.0,0.0,nan,0.0,0.0,nan,nan
10-04-2016,St. Louis Cardinals,Atlanta Braves,40.0,0.33,0.2,nan,0.0,0.0,0.0,nan
19-04-2016,Los Angeles Dodgers,Atlanta Braves,61.54,0.0,0.4,0.4,25.0,0.33,0.4,0.2
20-04-2016,Los Angeles Dodgers,Atlanta Braves,57.14,0.33,0.4,0.5,30.77,0.33,0.6,0.3
21-04-2016,Los Angeles Dodgers,Atlanta Braves,60.0,0.0,0.2,0.4,28.57,0.33,0.6,0.4
22-04-2016,New York Mets,Atlanta Braves,50.0,0.33,0.6,0.5,26.67,0.0,0.4,0.4
23-04-2016,New York Mets,Atlanta Braves,53.33,0.0,0.4,0.5,25.0,0.0,0.2,0.4
24-04-2016,New York Mets,Atlanta Braves,56.25,0.33,0.4,0.6,23.53,0.0,0.0,0.4
25-04-2016,Boston Red Sox,Atlanta Braves,50.0,0.0,0.2,0.3,22.22,0.0,0.0,0.4
26-04-2016,Boston Red Sox,Atlanta Braves,52.63,0.33,0.4,0.3,21.05,0.0,0.0,0.3
06-05-2016,Arizona Diamondbacks,Atlanta Braves,40.0,0.0,0.0,0.1,25.93,0.33,0.4,0.3
07-05-2016,Arizona Diamondbacks,Atlanta Braves,41.94,0.0,0.0,0.1,25.0,0.0,0.2,0.3
08-05-2016,Arizona Diamondbacks,Atlanta Braves,43.75,0.33,0.2,0.2,24.14,0.0,0.2,0.3
10-05-2016,Philadelphia Phillies,Atlanta Braves,56.25,0.33,0.2,0.4,23.33,0.0,0.0,0.3
11-05-2016,Philadelphia Phillies,Atlanta Braves,57.58,0.33,0.4,0.4,22.58,0.0,0.0,0.2
12-05-2016,Philadelphia Phillies,Atlanta Braves,55.88,0.33,0.6,0.4,25.0,0.0,0.0,0.2
24-05-2016,Milwaukee Brewers,Atlanta Braves,40.91,0.0,0.2,0.4,27.91,0.33,0.4,0.4
25-05-2016,Milwaukee Brewers,Atlanta Braves,42.22,0.0,0.0,0.3,27.27,0.0,0.4,0.3
26-05-2016,Milwaukee Brewers,Atlanta Braves,43.48,0.33,0.2,0.4,26.67,0.0,0.2,0.3
27-05-2016,Miami Marlins,Atlanta Braves,53.19,0.33,0.4,0.3,26.09,0.0,0.0,0.3
28-05-2016,Miami Marlins,Atlanta Braves,52.08,0.33,0.4,0.4,27.66,0.0,0.0,0.3
29-05-2016,Miami Marlins,Atlanta Braves,51.02,0.0,0.4,0.4,29.17,0.33,0.2,0.3
30-05-2016,San Francisco Giants,Atlanta Braves,61.54,0.33,0.4,0.6,28.57,0.33,0.4,0.4
31-05-2016,San Francisco Giants,Atlanta Braves,60.38,0.33,0.4,0.7,30.0,0.0,0.4,0.3
01-06-2016,San Francisco Giants,Atlanta Braves,61.11,0.0,0.4,0.6,29.41,0.33,0.4,0.3
02-06-2016,San Francisco Giants,Atlanta Braves,60.0,0.33,0.4,0.6,30.77,0.0,0.2,0.3
10-06-2016,Chicago Cubs,Atlanta Braves,70.69,0.0,0.2,0.5,28.81,0.0,0.0,0.1
11-06-2016,Chicago Cubs,Atlanta Braves,69.49,0.33,0.4,0.6,30.0,0.33,0.2,0.2
12-06-2016,Chicago Cubs,Atlanta Braves,70.0,0.0,0.2,0.5,29.51,0.33,0.4,0.2
13-06-2016,Cincinnati Reds,Atlanta Braves,38.1,0.33,0.4,0.5,29.03,0.0,0.4,0.2
14-06-2016,Cincinnati Reds,Atlanta Braves,39.06,0.0,0.4,0.4,28.57,0.0,0.2,0.2
15-06-2016,Cincinnati Reds,Atlanta Braves,40.0,0.33,0.4,0.4,28.12,0.0,0.0,0.2
16-06-2016,Cincinnati Reds,Atlanta Braves,39.39,0.33,0.4,0.5,29.23,0.0,0.0,0.2
23-06-2016,New York Mets,Atlanta Braves,54.29,0.33,0.2,0.3,33.8,0.33,0.6,0.6
24-06-2016,New York Mets,Atlanta Braves,53.52,0.33,0.4,0.4,34.72,0.0,0.4,0.6
25-06-2016,New York Mets,Atlanta Braves,54.17,0.0,0.4,0.4,34.25,0.33,0.4,0.7
26-06-2016,New York Mets,Atlanta Braves,54.79,0.33,0.4,0.4,33.78,0.0,0.2,0.6
27-06-2016,Cleveland Indians,Atlanta Braves,59.46,0.33,0.6,0.8,34.67,0.0,0.2,0.5
28-06-2016,Cleveland Indians,Atlanta Braves,60.0,0.33,0.6,0.8,34.21,0.33,0.2,0.5
29-06-2016,Cleveland Indians,Atlanta Braves,60.53,0.33,0.6,0.8,33.77,0.0,0.2,0.4
30-06-2016,Miami Marlins,Atlanta Braves,52.56,0.0,0.4,0.4,33.33,0.0,0.2,0.3
01-07-2016,Miami Marlins,Atlanta Braves,51.9,0.0,0.2,0.4,34.18,0.0,0.0,0.2
02-07-2016,Miami Marlins,Atlanta Braves,52.5,0.0,0.0,0.4,33.75,0.33,0.2,0.3
03-07-2016,Miami Marlins,Atlanta Braves,51.85,0.33,0.2,0.4,34.57,0.0,0.2,0.2
15-07-2016,Colorado Rockies,Atlanta Braves,45.45,0.33,0.4,0.3,34.83,0.0,0.4,0.3
16-07-2016,Colorado Rockies,Atlanta Braves,46.07,0.0,0.2,0.3,34.44,0.33,0.4,0.3
17-07-2016,Colorado Rockies,Atlanta Braves,46.67,0.33,0.4,0.4,34.07,0.0,0.2,0.3
28-07-2016,Philadelphia Phillies,Atlanta Braves,44.66,0.0,0.2,0.3,34.65,0.33,0.2,0.2
29-07-2016,Philadelphia Phillies,Atlanta Braves,45.19,0.0,0.2,0.3,34.31,0.33,0.4,0.3
30-07-2016,Philadelphia Phillies,Atlanta Braves,44.76,0.33,0.2,0.3,34.95,0.0,0.4,0.2
31-07-2016,Philadelphia Phillies,Atlanta Braves,45.28,0.0,0.2,0.3,34.62,0.33,0.4,0.3
02-08-2016,Pittsburgh Pirates,Atlanta Braves,50.49,0.0,0.2,0.4,35.24,0.0,0.2,0.3
03-08-2016,Pittsburgh Pirates,Atlanta Braves,50.96,0.0,0.0,0.3,34.91,0.33,0.4,0.4
04-08-2016,Pittsburgh Pirates,Atlanta Braves,50.48,0.33,0.2,0.4,35.51,0.0,0.2,0.4
16-08-2016,Minnesota Twins,Atlanta Braves,39.83,0.33,0.2,0.3,37.29,0.0,0.2,0.5
17-08-2016,Minnesota Twins,Atlanta Braves,40.34,0.0,0.2,0.3,36.97,0.0,0.2,0.4
18-08-2016,Washington Nationals,Atlanta Braves,58.82,0.0,0.4,0.5,36.67,0.0,0.0,0.3
19-08-2016,Washington Nationals,Atlanta Braves,59.17,0.0,0.2,0.4,36.36,0.0,0.0,0.2
20-08-2016,Washington Nationals,Atlanta Braves,59.5,0.33,0.2,0.5,36.07,0.0,0.0,0.1
21-08-2016,Washington Nationals,Atlanta Braves,59.84,0.33,0.4,0.5,35.77,0.0,0.0,0.1
30-08-2016,San Diego Padres,Atlanta Braves,42.31,0.33,0.2,0.3,36.64,0.33,0.4,0.4
31-08-2016,San Diego Padres,Atlanta Braves,41.98,0.33,0.4,0.3,37.12,0.0,0.2,0.4
01-09-2016,San Diego Padres,Atlanta Braves,41.67,0.0,0.4,0.3,37.59,0.33,0.4,0.4
09-09-2016,New York Mets,Atlanta Braves,52.86,0.33,0.6,0.6,38.57,0.0,0.2,0.6
10-09-2016,New York Mets,Atlanta Braves,53.19,0.33,0.6,0.6,38.3,0.0,0.0,0.5
11-09-2016,New York Mets,Atlanta Braves,52.82,0.33,0.6,0.6,38.73,0.0,0.0,0.4
12-09-2016,Miami Marlins,Atlanta Braves,49.65,0.0,0.4,0.2,38.46,0.33,0.2,0.4
13-09-2016,Miami Marlins,Atlanta Braves,49.31,0.33,0.4,0.3,38.89,0.0,0.2,0.3
14-09-2016,Miami Marlins,Atlanta Braves,49.66,0.0,0.2,0.3,38.62,0.33,0.4,0.3
16-09-2016,Washington Nationals,Atlanta Braves,59.59,0.0,0.4,0.6,38.36,0.0,0.2,0.2
17-09-2016,Washington Nationals,Atlanta Braves,59.86,0.33,0.4,0.6,38.1,0.0,0.2,0.2
18-09-2016,Washington Nationals,Atlanta Braves,59.46,0.33,0.4,0.6,38.51,0.0,0.0,0.2
