Date,AwayTeam,HomeTeam,A_SeaWinPct,A_last3WinPct,A_last5WinPct,A_last10WinPct,H_SeaWinPct,H_last3WinPct,H_last5WinPct,H_last10WinPct
06-04-2012,Kansas City Royals,Los Angeles Angels of Anaheim,0,0.33,0.2,0.2,0,0.0,0.2,0.5
07-04-2012,Kansas City Royals,Los Angeles Angels of Anaheim,0.0,nan,nan,nan,100.0,nan,nan,nan
08-04-2012,Kansas City Royals,Los Angeles Angels of Anaheim,50.0,0.0,nan,nan,50.0,0.33,nan,nan
16-04-2012,Oakland Athletics,Los Angeles Angels of Anaheim,40.0,0.0,0.4,0.4,33.33,0.33,0.2,0.3
17-04-2012,Oakland Athletics,Los Angeles Angels of Anaheim,36.36,0.0,0.2,0.3,40.0,0.0,0.2,0.2
18-04-2012,Oakland Athletics,Los Angeles Angels of Anaheim,41.67,0.0,0.0,0.3,36.36,0.33,0.4,0.3
19-04-2012,Oakland Athletics,Los Angeles Angels of Anaheim,46.15,0.33,0.2,0.4,33.33,0.0,0.2,0.3
20-04-2012,Baltimore Orioles,Los Angeles Angels of Anaheim,61.54,0.0,0.4,0.4,30.77,0.0,0.2,0.2
21-04-2012,Baltimore Orioles,Los Angeles Angels of Anaheim,57.14,0.33,0.4,0.5,35.71,0.0,0.0,0.2
22-04-2012,Baltimore Orioles,Los Angeles Angels of Anaheim,53.33,0.0,0.2,0.5,40.0,0.33,0.2,0.3
30-04-2012,Minnesota Twins,Los Angeles Angels of Anaheim,28.57,0.0,0.0,0.1,31.82,0.33,0.2,0.3
01-05-2012,Minnesota Twins,Los Angeles Angels of Anaheim,27.27,0.33,0.2,0.2,34.78,0.0,0.2,0.2
02-05-2012,Minnesota Twins,Los Angeles Angels of Anaheim,26.09,0.0,0.2,0.1,37.5,0.33,0.4,0.2
03-05-2012,Toronto Blue Jays,Los Angeles Angels of Anaheim,56.0,0.33,0.4,0.3,40.0,0.33,0.4,0.3
04-05-2012,Toronto Blue Jays,Los Angeles Angels of Anaheim,57.69,0.33,0.4,0.4,38.46,0.33,0.6,0.4
05-05-2012,Toronto Blue Jays,Los Angeles Angels of Anaheim,59.26,0.33,0.6,0.5,37.04,0.0,0.4,0.4
06-05-2012,Toronto Blue Jays,Los Angeles Angels of Anaheim,57.14,0.33,0.6,0.6,39.29,0.0,0.2,0.4
14-05-2012,Oakland Athletics,Los Angeles Angels of Anaheim,51.43,0.33,0.4,0.5,42.86,0.33,0.4,0.5
15-05-2012,Oakland Athletics,Los Angeles Angels of Anaheim,52.78,0.0,0.4,0.5,41.67,0.0,0.2,0.5
16-05-2012,Chicago White Sox,Los Angeles Angels of Anaheim,45.95,0.33,0.2,0.4,43.24,0.0,0.2,0.4
17-05-2012,Chicago White Sox,Los Angeles Angels of Anaheim,44.74,0.0,0.2,0.4,44.74,0.33,0.2,0.4
28-05-2012,New York Yankees,Los Angeles Angels of Anaheim,55.32,0.33,0.6,0.5,48.98,0.33,0.6,0.5
29-05-2012,New York Yankees,Los Angeles Angels of Anaheim,54.17,0.33,0.6,0.5,50.0,0.33,0.6,0.6
30-05-2012,New York Yankees,Los Angeles Angels of Anaheim,53.06,0.0,0.4,0.5,50.98,0.33,0.6,0.7
01-06-2012,Texas Rangers,Los Angeles Angels of Anaheim,60.78,0.0,0.4,0.5,50.0,0.33,0.6,0.8
02-06-2012,Texas Rangers,Los Angeles Angels of Anaheim,59.62,0.0,0.2,0.5,50.94,0.0,0.4,0.7
03-06-2012,Texas Rangers,Los Angeles Angels of Anaheim,58.49,0.0,0.0,0.4,51.85,0.33,0.4,0.7
04-06-2012,Seattle Mariners,Los Angeles Angels of Anaheim,42.86,0.33,0.4,0.3,50.91,0.33,0.4,0.7
05-06-2012,Seattle Mariners,Los Angeles Angels of Anaheim,43.86,0.0,0.2,0.3,50.0,0.0,0.4,0.6
06-06-2012,Seattle Mariners,Los Angeles Angels of Anaheim,43.1,0.33,0.4,0.4,50.88,0.0,0.2,0.5
15-06-2012,Arizona Diamondbacks,Los Angeles Angels of Anaheim,49.21,0.0,0.2,0.5,53.12,0.0,0.4,0.5
16-06-2012,Arizona Diamondbacks,Los Angeles Angels of Anaheim,50.0,0.33,0.2,0.6,52.31,0.33,0.4,0.6
