Date,AwayTeam,HomeTeam,A_1_recwOBA,A_2_recwOBA,A_3_recwOBA,A_4_recwOBA,A_5_recwOBA,A_6_recwOBA,A_7_recwOBA,A_8_recwOBA,A_9_recwOBA,H_1_recwOBA,H_2_recwOBA,H_3_recwOBA,H_4_recwOBA,H_5_recwOBA,H_6_recwOBA,H_7_recwOBA,H_8_recwOBA,H_9_recwOBA
02-04-2018,Cleveland Indians,Los Angeles Angels,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.372,0.524,0.323,0.149,0.072,0.435,0.232,nan,nan
03-04-2018,Cleveland Indians,Los Angeles Angels,0.266,0.161,0.106,0.618,0.542,0.3,nan,nan,0.174,0.428,0.434,0.299,0.149,0.067,0.402,0.227,nan,nan
04-04-2018,Cleveland Indians,Los Angeles Angels,0.272,0,0.308,0.594,nan,0.363,nan,nan,0.158,0.211,0.386,0.445,0.134,0.145,0.464,0.451,nan,0.128
06-04-2018,Oakland Athletics,Los Angeles Angels,0.238,0.197,0.494,0.228,0.218,0.435,0.411,0.145,0.063,0.256,0.336,0.378,0.218,0.067,0.294,0.349,nan,0.273
07-04-2018,Oakland Athletics,Los Angeles Angels,0.378,0.268,0.722,0.242,0.307,0.524,nan,0.145,0.318,0.223,0.336,0.538,0.478,0.174,0.36,0.46,0.406,nan
08-04-2018,Oakland Athletics,Los Angeles Angels,0.407,0.291,0.664,0.163,0.391,0.574,0.304,0.304,0.253,0.327,0.159,0.562,0.405,0.174,0.273,0.414,0.289,nan
17-04-2018,Boston Red Sox,Los Angeles Angels,0.216,0.457,0.388,0.461,0.323,0.466,0.19,0.159,0.304,nan,0.525,0.419,0.437,0.345,0.124,0.231,0.3,0.227
18-04-2018,Boston Red Sox,Los Angeles Angels,0.816,0.31,0.437,0.555,0.55,0.312,0.193,0.403,0.425,0.325,0.411,0.325,0.408,0.067,0.307,0.613,0.138,0.057
19-04-2018,Boston Red Sox,Los Angeles Angels,0.802,0.439,0.174,0.509,0.836,0.538,0.441,0.295,0.444,0.443,0.456,0.283,0.269,0.125,0.489,0.106,0.422,0.069
20-04-2018,San Francisco Giants,Los Angeles Angels,0.173,0.142,0.246,0.202,0.619,0.29,nan,0,0.109,0.335,0.332,0.072,0.158,0.145,0.359,0.393,0,0.077
21-04-2018,San Francisco Giants,Los Angeles Angels,0.19,0.312,0.377,0.23,0.456,0.494,nan,0,0.621,0.392,0.437,0,0.174,0.13,0.302,0.109,0.97,0.486
22-04-2018,San Francisco Giants,Los Angeles Angels,0.114,0.602,0.378,0.187,0.269,0.203,nan,0,0.304,0.13,0.656,0.115,0.319,0,0.079,0.441,0.069,0
27-04-2018,New York Yankees,Los Angeles Angels,0.245,0.589,0.728,0.227,0.554,0.174,0.111,0.427,0.218,0.173,0.375,0.227,0.292,0.218,0.792,0.252,0.087,0.141
28-04-2018,New York Yankees,Los Angeles Angels,0.27,0.279,0.699,0.323,0.286,0.172,0.072,0.332,0.365,0.226,0.322,0.201,0.307,0.109,0.3,0,0.583,0.069
29-04-2018,New York Yankees,Los Angeles Angels,0.205,0.289,0.363,0.323,0.411,0.277,0.134,0.449,0.332,0.13,0.221,0.079,0.234,0.65,0.477,0.281,0.115,0.348
01-05-2018,Baltimore Orioles,Los Angeles Angels,0.337,0.248,0.624,0,1.056,nan,0.134,0.409,0.581,0.214,0.346,0.158,0.145,0.455,0.297,0.261,0.087,0.125
02-05-2018,Baltimore Orioles,Los Angeles Angels,0.399,0.097,0.494,0.072,0.452,nan,0.26,0.277,nan,0.298,0.633,0.145,0.072,0.403,0.301,0.336,0.158,0.332
03-05-2018,Baltimore Orioles,Los Angeles Angels,0.299,0.222,0.36,0.067,0.284,nan,0.528,0.195,0.426,0.285,0.746,0.263,0.336,0.316,0.379,0.447,0.145,0.64
10-05-2018,Minnesota Twins,Los Angeles Angels,0.321,0.111,0.285,0.374,0.499,0.198,0.242,0.349,0.361,0.614,0.486,0.55,0.26,0.521,0.223,0.15,0.173,0.508
11-05-2018,Minnesota Twins,Los Angeles Angels,0.173,0.412,0.312,0.298,0.555,0.214,0.378,0.402,nan,0.438,0.295,0.675,0.671,0.401,0.326,0.403,0.077,0.332
12-05-2018,Minnesota Twins,Los Angeles Angels,0.174,0.713,0.581,0.269,0.432,0.37,0.214,0.174,0.225,0.35,0.287,0.661,0.275,0.401,0.228,0.497,0.193,0.393
13-05-2018,Minnesota Twins,Los Angeles Angels,0.713,0.369,0.147,0.526,0.365,0.253,0.29,0.522,nan,0.197,0.174,0.5,0.307,0.518,0.097,0.511,0,0.506
14-05-2018,Houston Astros,Los Angeles Angels,0.46,0.522,0,0.513,0.227,0.631,0.315,0.564,0.195,0.267,0.302,0.361,0.334,0.344,0.145,0.346,0.187,0.679
15-05-2018,Houston Astros,Los Angeles Angels,0.315,0.413,0.067,0.628,0.367,0,0.666,0.381,0.173,0.345,0.544,0.321,0.26,0.315,0.237,0.279,0.057,0.36
16-05-2018,Houston Astros,Los Angeles Angels,0.228,0.387,0.283,0.349,0.379,0.237,0.395,0.35,nan,0.259,0.408,0.335,0.221,0.3,0.284,0.236,0.097,0.608
17-05-2018,Tampa Bay Rays,Los Angeles Angels,0.372,0.54,0.122,0.145,0.319,0.236,nan,0.218,0.272,0.201,0.188,0.335,0.237,0.145,0.379,0.209,0.232,0.433
18-05-2018,Tampa Bay Rays,Los Angeles Angels,0.326,0.61,0.254,0.134,0.334,0.457,0.209,nan,0.506,0.057,0.405,0.115,0.237,0.234,0.345,0.086,0.144,nan
19-05-2018,Tampa Bay Rays,Los Angeles Angels,0.609,0.469,0.459,0.401,nan,0.325,0.35,0.316,0.087,0.253,0.219,0.384,0.158,0.307,0.19,0.099,0.309,0.097
20-05-2018,Tampa Bay Rays,Los Angeles Angels,0.295,0.337,0.261,0.339,0.311,0.473,0.316,0.663,0.47,0.209,0.482,0.207,0.187,0.32,0.109,0.087,0.115,nan
01-06-2018,Texas Rangers,Los Angeles Angels,0.184,0.383,0.254,0.6,0.387,0.508,0.122,0.467,0.117,0.871,0.36,0.053,0.268,0.212,0.321,0.718,0.255,0.26
02-06-2018,Texas Rangers,Los Angeles Angels,0.418,0.419,0.523,0.3,0.401,0.232,0.419,0.13,0.159,0.59,0.405,0.13,0.307,0.29,0.306,0,0.307,0.645
03-06-2018,Texas Rangers,Los Angeles Angels,0.273,0.072,0.422,0.3,0.275,0.304,0.334,0.142,0,0.55,0.561,0.13,0.234,0.274,0.299,0.26,nan,0.24
04-06-2018,Kansas City Royals,Los Angeles Angels,0.336,0.583,0.13,0.241,0.321,0.225,0.397,0.409,0.267,0.339,0.536,0.318,0.255,0.407,0.216,0,0.072,0.109
05-06-2018,Kansas City Royals,Los Angeles Angels,0.511,0.349,0.334,0.418,0.39,0.19,0.327,0.125,0.194,0.25,0.242,0.637,0.526,0.261,0.174,0.202,0.087,0.201
06-06-2018,Kansas City Royals,Los Angeles Angels,0.2,0.174,0.214,0.292,0.26,0.069,0.209,0.232,0.267,0.053,0.087,0.379,0.811,0.174,0.221,0.193,nan,0.223
18-06-2018,Arizona Diamondbacks,Los Angeles Angels,0.421,0.47,0.261,0.304,0.644,0.097,0.309,0.327,0.063,0.314,0.669,0.266,0.312,0.174,0.138,0.124,0.124,0.063
19-06-2018,Arizona Diamondbacks,Los Angeles Angels,0.312,0.389,0.174,0.161,0.346,0.292,0.25,0.59,0.13,0.278,0.655,0.383,0.451,0.12,0.174,0.134,0.388,0
21-06-2018,Toronto Blue Jays,Los Angeles Angels,0.432,0.365,0.483,0.524,0.254,0.714,0.246,0.159,0.087,0.47,0.767,0.299,0.401,0.097,0.12,0.368,0.189,0.087
22-06-2018,Toronto Blue Jays,Los Angeles Angels,0.195,0.405,0.289,0.816,0.101,0.23,0.422,0.269,0.275,0.362,0.62,0.349,0.283,0.485,0.145,0.574,0.436,0.079
23-06-2018,Toronto Blue Jays,Los Angeles Angels,0.348,0.101,0.13,0.757,0.101,0.245,0.263,0.383,0.203,0.29,0.432,0.236,0.594,0.079,0.415,0.478,0.218,0.087
24-06-2018,Toronto Blue Jays,Los Angeles Angels,0.312,0.216,0.072,0.641,0.152,0.203,0.296,0.224,0.333,0,0.267,0.378,0.348,0.608,0.158,0.318,0.46,0.312
06-07-2018,Los Angeles Dodgers,Los Angeles Angels,0.353,0.596,0.436,0.508,0.753,0.792,0.744,0.417,0,0.408,0.31,0.45,0.173,0.281,0.232,0.463,0.079,0
07-07-2018,Los Angeles Dodgers,Los Angeles Angels,0.258,0.485,0.32,0.375,0.577,0.636,0.593,0.109,0.292,0.283,0.307,0.45,0.226,0.227,0.309,0.397,0.332,0.237
08-07-2018,Los Angeles Dodgers,Los Angeles Angels,0.202,0.407,0.262,0.173,0.202,0.318,nan,0.335,0.124,0.173,0.291,0.508,0.245,0.072,0.303,0,0.26,0
10-07-2018,Seattle Mariners,Los Angeles Angels,0.37,0.307,0.389,0.188,0.332,0.732,0.263,0.438,0.261,0.063,0.219,0.593,0.202,0.239,0.292,0.246,0,0.399
11-07-2018,Seattle Mariners,Los Angeles Angels,0.329,0.307,0.583,0.251,0.405,0.336,0,0.174,0.158,0.124,0.283,0.697,0.254,0.482,0.144,0,0.252,0.422
12-07-2018,Seattle Mariners,Los Angeles Angels,0.319,0.234,0.455,0.395,0.145,0.336,0.323,0.079,0.35,0.109,0.294,0.442,0.202,0.526,0.144,0,0.209,0.46
20-07-2018,Houston Astros,Los Angeles Angels,0.304,0.581,0.237,0.376,0.219,0.287,0.383,0.218,0.077,0.111,0.385,0.293,0.498,0.636,0.254,0.441,0.178,0.172
21-07-2018,Houston Astros,Los Angeles Angels,0.334,0.373,0.158,0.304,0.505,0.486,0.249,0.29,0.077,0.594,0.261,0.226,0.458,0.138,0.275,0.115,0.12,0.147
22-07-2018,Houston Astros,Los Angeles Angels,0.349,0.286,0.205,0.187,0.219,0.505,0,0.109,0.325,0.349,0.101,0.23,0.365,0.304,0.3,0.138,0.326,0.304
23-07-2018,Chicago White Sox,Los Angeles Angels,0.106,0.348,0.25,0.408,0.218,0.174,0.234,0.315,0.145,0.375,0.145,0.375,0.479,0.661,0.333,0.567,0.065,0.388
24-07-2018,Chicago White Sox,Los Angeles Angels,0.111,0.275,0.5,0.242,0.596,0.26,0.194,0.379,0.249,0.589,0.134,0.588,0.495,0.526,0.51,0,0,0.435
25-07-2018,Chicago White Sox,Los Angeles Angels,0.524,0.191,0.424,0,0.361,0.289,0.173,0.411,0.158,0.469,0.35,0.588,0.349,0.485,0.238,0.26,0.174,0.602
26-07-2018,Chicago White Sox,Los Angeles Angels,0.361,0.259,0.511,0.109,0.101,0.3,0.174,0.29,0.239,0.307,0.457,0.766,0.173,0.379,0.256,0.603,nan,0.579
27-07-2018,Seattle Mariners,Los Angeles Angels,0.26,0.218,0.245,0.221,0.3,0.829,0.142,0.145,0.329,0.401,0.239,0.816,0.347,0.35,0.467,0.576,0,0.456
28-07-2018,Seattle Mariners,Los Angeles Angels,0.323,0.187,0.122,0.397,0.221,0.099,0.397,0.472,0.486,0.6,0.188,0.831,0.414,0.444,0.345,0.576,nan,0.321
29-07-2018,Seattle Mariners,Los Angeles Angels,0.39,0.202,0.124,0.671,0.055,0.069,0.255,0.097,0.447,0.24,0.538,0.554,0.522,0.254,0.301,0.696,0,0.281
06-08-2018,Detroit Tigers,Los Angeles Angels,0.383,0.275,0.201,0.254,0.145,0.12,0.145,0.087,0.124,0.263,0.358,0,0.231,0.602,0.249,0.502,0.173,0.445
07-08-2018,Detroit Tigers,Los Angeles Angels,0.363,0.19,0.234,0.202,0.072,0.079,0.278,0.172,0.187,0.238,0,0.322,0.202,0.47,0.161,0.399,0,0.403
08-08-2018,Detroit Tigers,Los Angeles Angels,0.317,0.145,0.379,0.321,0.332,0.079,0.544,0.205,0.159,0.345,0.198,0.281,0.201,0.523,0,0.576,0.578,0.318
10-08-2018,Oakland Athletics,Los Angeles Angels,0.115,0.396,0.13,0.468,0.234,0.394,0.159,0.26,0.135,0.403,0.173,0.365,0.283,0.564,0.261,0.461,0.489,0.35
11-08-2018,Oakland Athletics,Los Angeles Angels,0.158,0.437,0.202,0.528,0.193,0.315,0.138,0.348,0,0.552,0.582,0.549,0.307,0.319,0.307,0.267,0.348,0.156
12-08-2018,Oakland Athletics,Los Angeles Angels,0,0.444,0.254,0.488,0.079,0.326,0.57,0.23,0.269,0.396,0.542,0.442,0.368,0.218,0.202,0.191,0.145,0.25
24-08-2018,Houston Astros,Los Angeles Angels,0.321,0.332,0.201,0.494,0.444,0.347,0.375,0.503,0.486,0.227,0.566,0.435,0.172,0.218,0.209,0.624,0,0.087
25-08-2018,Houston Astros,Los Angeles Angels,0.347,0.399,0.436,0.657,0.35,0.347,0.479,0.544,0.379,0.227,0.439,0.534,0.29,0.23,0.218,0.218,0.176,0
26-08-2018,Houston Astros,Los Angeles Angels,0.474,0.536,0.233,0.525,0.486,0.388,0.216,0,0.29,0.072,0.156,0.46,0.115,0.257,0.296,0.468,0.239,0
27-08-2018,Colorado Rockies,Los Angeles Angels,0.399,0.473,0.447,0.653,0.12,0.613,0.312,0.186,0.309,0.145,0.13,0.402,0.646,0.188,0.257,0.318,0.381,0
28-08-2018,Colorado Rockies,Los Angeles Angels,0.452,0.61,0.509,0.361,0.173,0.29,0.381,0.383,0.414,0.347,0.134,0.456,0.188,0.185,0.296,0.223,0.225,0.174
10-09-2018,Texas Rangers,Los Angeles Angels,0.446,0.371,0.13,0.612,0.216,0.336,0,0.159,0,0.321,0.289,0.933,0.124,0.545,0.537,0.262,0.376,0.188
11-09-2018,Texas Rangers,Los Angeles Angels,0.214,0.292,0.124,0.304,0.453,0.567,0.281,0.249,0.276,0.334,0.266,0.712,0.545,0.114,0.374,0.3,0.312,nan
12-09-2018,Texas Rangers,Los Angeles Angels,0.36,0.304,0.067,0.231,0.13,0.245,0.315,0,0.312,0.223,0.12,0.48,0.363,0.117,0.202,0.397,0.349,0.087
13-09-2018,Seattle Mariners,Los Angeles Angels,0.305,0.145,0.307,0.393,0.202,0.451,0.197,0.351,0.218,0.111,0.187,0.335,0.442,0.245,0.3,0.432,0.274,0.459
14-09-2018,Seattle Mariners,Los Angeles Angels,0.383,0.142,0.283,0.567,0.243,0.173,0.51,0.312,0.174,0,0.072,0.491,0.363,0.52,0.379,0.353,0.216,0.188
15-09-2018,Seattle Mariners,Los Angeles Angels,0.445,0.072,0.201,0.62,0.226,0.434,0.417,0.29,0.29,0.053,0.134,0.318,0.333,0.549,0.492,0.263,0.728,0.099
16-09-2018,Seattle Mariners,Los Angeles Angels,0.442,0.205,0.372,0.359,0.403,0.435,0.37,0.174,0.435,0.057,0.174,0.336,0.745,0.218,0.304,0.057,0.124,nan
24-09-2018,Texas Rangers,Los Angeles Angels,0.189,0.412,0.191,0.333,0.751,0.221,0.27,0.124,0.304,0.067,0.529,0.072,0.447,0.142,0.348,0.477,0.122,0.109
25-09-2018,Texas Rangers,Los Angeles Angels,0.218,0.46,0.163,0.46,0.243,0.269,0.216,0.351,0.445,0.111,0.215,0.405,0.216,0.421,0.408,0.097,0.33,0.29
26-09-2018,Texas Rangers,Los Angeles Angels,0.216,0.221,0.544,0.122,0.097,0.457,0.454,0.27,0.471,0.267,0.464,0.364,0.216,0.269,0.311,0.776,0.195,0.3
28-09-2018,Oakland Athletics,Los Angeles Angels,0.432,0.337,0.328,0.405,0.418,0.254,0.301,0.339,0.391,0.253,0.253,0.418,0.432,0.263,0.142,0.174,0.35,0.232
29-09-2018,Oakland Athletics,Los Angeles Angels,0.208,0.371,0.272,0.376,0.226,0.394,0.476,0.486,0.391,0.419,0.252,0.713,0.553,0.276,0.188,0.457,0,0.907
30-09-2018,Oakland Athletics,Los Angeles Angels,0.432,0.285,0.325,0.458,0.302,0.23,0.289,0.363,0.099,0.318,0.444,0.481,0.404,0.495,0.23,0.156,0.145,nan
29-03-2018,Colorado Rockies,Arizona Diamondbacks,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
30-03-2018,Colorado Rockies,Arizona Diamondbacks,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
31-03-2018,Colorado Rockies,Arizona Diamondbacks,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
02-04-2018,Los Angeles Dodgers,Arizona Diamondbacks,nan,nan,0.269,nan,0.35,nan,0.174,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
03-04-2018,Los Angeles Dodgers,Arizona Diamondbacks,0.37,0.278,0.239,0.511,0.243,0.367,0.201,0.486,nan,0.238,0.327,0.313,0.495,0.494,0.145,nan,nan,nan
04-04-2018,Los Angeles Dodgers,Arizona Diamondbacks,0.273,0.315,0.315,0.347,0.55,0.221,0.201,nan,nan,nan,0.355,0.311,0.358,0.364,0.312,0.145,nan,nan
17-04-2018,San Francisco Giants,Arizona Diamondbacks,0.275,0.374,0.334,0.147,0.522,0.097,0.348,0.545,nan,0.484,0.273,0.552,0.431,0.281,0.332,0.239,0.236,nan
18-04-2018,San Francisco Giants,Arizona Diamondbacks,0.134,0.109,0.365,0,0.477,0.3,0.174,0.439,nan,0.374,0.161,0.639,0.353,0,0.381,0,0.231,nan
19-04-2018,San Francisco Giants,Arizona Diamondbacks,0.348,0.281,0.202,0.13,0.294,0.83,0.202,0,0.218,0.482,0.067,0.588,0.101,0.135,0.191,0.158,0.097,nan
20-04-2018,San Diego Padres,Arizona Diamondbacks,0.046,nan,0.299,0.627,0.111,0.062,0.3,0.173,nan,0.361,0.309,0.491,0.13,0.149,0.173,0.292,0.275,nan
21-04-2018,San Diego Padres,Arizona Diamondbacks,0.364,0.092,0.361,0.392,0.202,0.062,0.363,0.156,0.562,0.347,0.149,0.448,0.263,0,0.236,0.221,0.304,nan
22-04-2018,San Diego Padres,Arizona Diamondbacks,0.291,0.493,0.444,0.187,0.12,0.072,0.39,0.142,0,0.202,0.277,0.416,0.459,0.375,0.125,0.36,0.309,0.495
30-04-2018,Los Angeles Dodgers,Arizona Diamondbacks,0.454,0.474,0.087,0.504,0.675,nan,0.315,0.405,nan,0.418,0.25,0.193,0.507,0.365,0.312,0.493,0.173,0.099
01-05-2018,Los Angeles Dodgers,Arizona Diamondbacks,0.281,0.42,0.408,0.209,0.29,0,nan,0.466,0.145,0.411,0.698,0.243,0.576,0.122,0.145,0.25,0.138,nan
02-05-2018,Los Angeles Dodgers,Arizona Diamondbacks,0.45,nan,0.45,0.403,0.193,0.086,0.173,0.389,0.174,0.233,0.604,0.187,0.762,0.161,0.202,0.39,0.249,0.174
03-05-2018,Los Angeles Dodgers,Arizona Diamondbacks,0.332,0.077,0.193,0.307,0.36,0,0.395,nan,0,0.134,0.377,0.173,0.878,nan,0.26,0.347,0.33,0.145
04-05-2018,Houston Astros,Arizona Diamondbacks,0.134,0.134,0.219,0.29,0.329,0.205,0,0.522,nan,0.318,0.145,0.057,0.587,0.544,0.218,0.072,0,nan
05-05-2018,Houston Astros,Arizona Diamondbacks,0.249,0.285,0.336,0.428,0.347,0.336,0.218,0.221,nan,0.289,0.235,0.063,0.348,nan,0.317,0,0.312,0.348
06-05-2018,Houston Astros,Arizona Diamondbacks,0.419,0.254,0.312,0.24,0.389,0.405,0.267,0.608,nan,0.419,0.372,0.115,0.218,nan,0.317,0.138,0,0.312
10-05-2018,Washington Nationals,Arizona Diamondbacks,0.053,0.311,0.523,0.648,0.361,0.334,0.079,0.318,0.52,0.349,0.742,0.277,0.533,0.346,0.187,0.389,0.3,0.551
11-05-2018,Washington Nationals,Arizona Diamondbacks,0.187,0.111,0.336,0.278,0.174,0.19,0.444,0.097,0.124,0.278,0.29,0.26,0.583,0.176,0.145,0.314,0.337,0.312
12-05-2018,Washington Nationals,Arizona Diamondbacks,0.336,0.161,0.472,0.087,0.294,0.199,0.275,0.348,0.109,0.407,0.33,0.174,0.156,0.225,0.462,0.202,0.277,nan
13-05-2018,Washington Nationals,Arizona Diamondbacks,0.424,0.347,0.294,0.161,nan,0.275,0.304,0.203,0,0.47,0.246,0.173,0.194,0.087,0,0,0.39,0
14-05-2018,Milwaukee Brewers,Arizona Diamondbacks,0.534,0.452,0.36,0.468,0.47,0.461,0.285,0.347,0,0.401,0.252,0.188,0.408,0,0.408,0.249,0,0.29
15-05-2018,Milwaukee Brewers,Arizona Diamondbacks,0.301,0.348,0.201,0.263,0.376,0.542,0.548,0.152,0.249,0.185,0.145,0.346,0.188,0.174,0.376,0.218,0.156,0.696
16-05-2018,Milwaukee Brewers,Arizona Diamondbacks,0.12,0.459,0.226,0.349,0.281,0.405,0.671,0.099,0,0.185,0.435,0.404,0.202,0.19,0.332,0,0.109,0
28-05-2018,Cincinnati Reds,Arizona Diamondbacks,0.254,0.218,0.494,0.644,0.352,0.156,0.145,0.218,0.33,0.087,0.331,0.267,0.195,0.385,0,nan,0.318,0.138
29-05-2018,Cincinnati Reds,Arizona Diamondbacks,0,0.232,0.372,0.723,0.347,0.228,0.329,0.099,0.33,0.138,0.232,0.12,0.344,0.201,0.202,0,0.281,0.218
30-05-2018,Cincinnati Reds,Arizona Diamondbacks,0.203,0.174,0.414,0.55,0.329,0.177,0.388,0.243,0.379,0.245,0.254,0.226,0.413,0.072,0.33,0.109,0.281,0.145
01-06-2018,Miami Marlins,Arizona Diamondbacks,0.377,0.291,0.174,0.362,0.646,0.097,0.414,0.144,0,0.655,0.424,0.21,0.525,0.072,0.33,0.486,0.396,nan
02-06-2018,Miami Marlins,Arizona Diamondbacks,0.283,0.289,0.13,0.218,0.631,0,0.316,0,0,0.478,0.255,0.374,0.307,0.193,0.425,nan,0.39,0.174
03-06-2018,Miami Marlins,Arizona Diamondbacks,0.298,0.214,0.202,0.402,0.564,0.115,0.072,0.389,0,0.701,0.474,0.322,0.627,0.574,0.261,0.111,0.42,0.138
11-06-2018,Pittsburgh Pirates,Arizona Diamondbacks,0.467,0.345,0.106,0.195,0.201,0.368,0.454,0.291,nan,0.394,0.979,0.273,0.223,0.524,0.494,0.446,0.662,0.145
12-06-2018,Pittsburgh Pirates,Arizona Diamondbacks,0.458,0.134,0.214,0.099,0.348,0.518,0.277,0.304,0,0.235,0.698,0.342,0.286,0.423,0.623,0.445,0.12,nan
13-06-2018,Pittsburgh Pirates,Arizona Diamondbacks,0.525,0.283,0.375,0.236,0.376,0.64,0.202,0.558,0,0.46,0.495,0.221,0.479,0.614,0.226,0.312,0.378,0.195
14-06-2018,New York Mets,Arizona Diamondbacks,0.207,0.292,0.289,0,0,0.223,0.27,0,0.174,0.618,0.193,0.396,0.402,0.362,0.475,0.177,0.522,0.138
15-06-2018,New York Mets,Arizona Diamondbacks,0.409,0.057,0.321,0,0,0.27,0.284,0.216,0.23,0.612,0.509,0.139,0.672,0.483,0.25,0.086,0.125,0
16-06-2018,New York Mets,Arizona Diamondbacks,0.281,0,0.101,0.425,0.263,0.221,0.431,0.086,0.203,0.583,0.245,0.552,0.312,0.747,0.367,0.233,0,0.29
17-06-2018,New York Mets,Arizona Diamondbacks,0.307,0.067,0.554,0.293,0.216,0.447,0.236,0.522,0.145,0.549,0.432,0.281,0.586,0.749,0.173,0.086,0.207,0.124
29-06-2018,San Francisco Giants,Arizona Diamondbacks,0.399,0.292,0.334,0.327,0.47,0.312,0.145,0,0,0.051,0.281,0.397,0.334,0.309,0.255,0.536,0.145,0.174
30-06-2018,San Francisco Giants,Arizona Diamondbacks,0.312,0.27,0.334,0.349,0.336,0.218,0.332,0.27,0,0.053,0.401,0.454,0.188,0.438,0.367,0.405,0.145,nan
01-07-2018,San Francisco Giants,Arizona Diamondbacks,0.367,0.442,0.461,0.349,0.142,0.249,0.608,0.336,0,0.158,0.425,0.347,0.29,0.39,0.193,0.317,0.29,0.195
02-07-2018,St. Louis Cardinals,Arizona Diamondbacks,0.267,0.407,0,0.158,0.347,0.173,0.203,0.191,0.145,0.077,0.407,0.281,0.306,0.374,0.077,0.365,0.414,0
03-07-2018,St. Louis Cardinals,Arizona Diamondbacks,0.216,0.442,0.312,0.079,0.624,0.364,0.367,0.191,0,0,0.567,0.281,0.145,0.492,0.425,0.396,0.145,0.478
04-07-2018,St. Louis Cardinals,Arizona Diamondbacks,0.297,0.389,0.193,0.072,0.409,0.523,0.347,0.329,0,0.08,0.801,0.388,0.318,0.138,0.326,0.348,0.079,0
05-07-2018,San Diego Padres,Arizona Diamondbacks,0.261,0.57,0.32,0.188,0.296,0.412,0.267,0.243,0.138,0.256,0.359,0.639,0.262,0.249,0.087,0.347,0.278,nan
06-07-2018,San Diego Padres,Arizona Diamondbacks,0.254,0.92,0.063,0.296,0.312,0.27,0.304,0.437,0.345,0.385,0.304,0.322,0.523,0.195,0.263,0.097,0,0.115
07-07-2018,San Diego Padres,Arizona Diamondbacks,0.109,0.42,0.13,0.063,0.312,0.25,0.348,0.346,0.174,0.413,0.267,0.347,0.256,0.173,0.446,0.42,0.296,0
08-07-2018,San Diego Padres,Arizona Diamondbacks,0.188,0.378,0.99,0,0.174,0.221,0.086,0.562,0,0.447,0.511,0.43,0.392,0.292,0.72,0.254,0.109,0.37
20-07-2018,Colorado Rockies,Arizona Diamondbacks,0.385,0.537,0.347,0.526,0.581,0.594,0.276,0.473,0.46,0.12,0.202,0.309,0.329,0.135,0.292,0.275,0.329,0
21-07-2018,Colorado Rockies,Arizona Diamondbacks,0.447,0.427,0.713,0.336,0.456,0.501,nan,0.195,0,0.312,0.454,0.173,0.575,0.156,0.161,0.412,0,0.23
22-07-2018,Colorado Rockies,Arizona Diamondbacks,0.405,0.403,0.562,0.211,0.479,0.501,nan,0.323,0.243,0.417,0.223,0.496,0.363,0.214,0.519,0.062,0.405,0.124
30-07-2018,Texas Rangers,Arizona Diamondbacks,0.148,0.627,0.336,0.406,0.462,0.386,0.349,0.174,nan,0.361,0.381,0.407,0.35,0.294,0.506,0.384,0,0
31-07-2018,Texas Rangers,Arizona Diamondbacks,0.277,0.714,0.415,0.336,0.135,0.597,0.326,0,nan,0.465,0.349,0.263,0.336,0.434,0.405,0.621,0.524,0.115
02-08-2018,San Francisco Giants,Arizona Diamondbacks,0.501,0.452,0.345,0.272,0.425,0.218,0.45,0.188,0.223,0.24,0.323,0.451,0.432,0.364,0.624,0.378,0.434,0.135
03-08-2018,San Francisco Giants,Arizona Diamondbacks,0.427,0.522,0.369,0.22,0.522,0.351,0.174,0.267,0,0.439,0.253,0.401,0.312,0.186,0.145,0.537,0.697,0.218
04-08-2018,San Francisco Giants,Arizona Diamondbacks,0.25,0.284,0.434,0.187,0.521,0,0.281,0.312,0.486,0.71,0.201,0.402,0.389,0.292,0.427,0.367,0.333,0
05-08-2018,San Francisco Giants,Arizona Diamondbacks,0.474,0.481,0.412,0.142,0.434,0,0.269,0.435,0,0.672,0.268,0.411,0.359,0.509,0.82,0.249,0,0
06-08-2018,Philadelphia Phillies,Arizona Diamondbacks,0.428,0.289,0.437,0.479,0.528,0.221,0.218,0.365,0,0.174,0.548,0.43,0.376,0.45,0.367,0.684,0.347,0.099
07-08-2018,Philadelphia Phillies,Arizona Diamondbacks,0.337,0.115,0.269,0.562,0.528,0.305,0.321,0.338,0,0.456,0.358,0,0.454,0.584,0.506,0.5,0.173,0.261
08-08-2018,Philadelphia Phillies,Arizona Diamondbacks,0.254,0.159,0.312,0.309,0.526,0.305,0.115,0.304,0,0,0.335,0.514,0.26,0.454,0.195,0.29,0.299,0.29
21-08-2018,Los Angeles Angels,Arizona Diamondbacks,0.174,0.42,0.483,0.216,0.335,0.307,0,0.417,nan,0.399,0.534,0.557,0.843,0.347,0.231,0.29,0.316,0.29
