Date,AwayTeam,HomeTeam,A_SP_recFIP,H_SP_recFIP
09-04-2013,Oakland Athletics,Los Angeles Angels of Anaheim,nan,nan
10-04-2013,Oakland Athletics,Los Angeles Angels of Anaheim,nan,nan
11-04-2013,Oakland Athletics,Los Angeles Angels of Anaheim,nan,nan
12-04-2013,Houston Astros,Los Angeles Angels of Anaheim,nan,nan
13-04-2013,Houston Astros,Los Angeles Angels of Anaheim,nan,0.8313934153641501
14-04-2013,Houston Astros,Los Angeles Angels of Anaheim,nan,nan
19-04-2013,Detroit Tigers,Los Angeles Angels of Anaheim,nan,nan
20-04-2013,Detroit Tigers,Los Angeles Angels of Anaheim,nan,2.540739442789557
21-04-2013,Detroit Tigers,Los Angeles Angels of Anaheim,nan,nan
22-04-2013,Texas Rangers,Los Angeles Angels of Anaheim,nan,nan
23-04-2013,Texas Rangers,Los Angeles Angels of Anaheim,1.623579368052954,nan
24-04-2013,Texas Rangers,Los Angeles Angels of Anaheim,-0.7070802300367682,-0.48278081750885093
02-05-2013,Baltimore Orioles,Los Angeles Angels of Anaheim,0.7138098410583422,1.9486359548316183
03-05-2013,Baltimore Orioles,Los Angeles Angels of Anaheim,2.841187420397768,2.0819838993245114
04-05-2013,Baltimore Orioles,Los Angeles Angels of Anaheim,nan,1.3357079252003563
05-05-2013,Baltimore Orioles,Los Angeles Angels of Anaheim,1.4346492529929753,0.07567731194187982
13-05-2013,Kansas City Royals,Los Angeles Angels of Anaheim,3.7786601767644425,0.6662780044973766
14-05-2013,Kansas City Royals,Los Angeles Angels of Anaheim,0.4797313504437516,0.38440839547935735
15-05-2013,Kansas City Royals,Los Angeles Angels of Anaheim,2.840012622278322,nan
16-05-2013,Chicago White Sox,Los Angeles Angels of Anaheim,1.6134068908087853,1.0776917801508767
17-05-2013,Chicago White Sox,Los Angeles Angels of Anaheim,-0.7139099721950852,0.964320154291225
18-05-2013,Chicago White Sox,Los Angeles Angels of Anaheim,0.9339684318670028,-0.5698255457175421
19-05-2013,Chicago White Sox,Los Angeles Angels of Anaheim,0.5039052658100278,-0.2398656752218758
21-05-2013,Seattle Mariners,Los Angeles Angels of Anaheim,0.7686395080707149,1.322621730185167
22-05-2013,Seattle Mariners,Los Angeles Angels of Anaheim,2.8549467442626555,1.153156231314598
29-05-2013,Los Angeles Dodgers,Los Angeles Angels of Anaheim,0.8630871263741258,nan
30-05-2013,Los Angeles Dodgers,Los Angeles Angels of Anaheim,nan,0.8125457056959453
31-05-2013,Houston Astros,Los Angeles Angels of Anaheim,1.5586320711469703,2.0282972197486893
01-06-2013,Houston Astros,Los Angeles Angels of Anaheim,1.4141604600735365,-0.04307745326096321
02-06-2013,Houston Astros,Los Angeles Angels of Anaheim,0.659941548034317,-0.39106630746502136
03-06-2013,Houston Astros,Los Angeles Angels of Anaheim,1.0388839418224993,0.19034929094889125
04-06-2013,Chicago Cubs,Los Angeles Angels of Anaheim,-0.18679368637340057,nan
05-06-2013,Chicago Cubs,Los Angeles Angels of Anaheim,nan,1.0156821321199316
14-06-2013,New York Yankees,Los Angeles Angels of Anaheim,-0.4947066389630949,0.09797198001371607
15-06-2013,New York Yankees,Los Angeles Angels of Anaheim,-0.06404508774177022,2.957071479555419
17-06-2013,Seattle Mariners,Los Angeles Angels of Anaheim,0.04851072086931211,0.8630871263741258
18-06-2013,Seattle Mariners,Los Angeles Angels of Anaheim,nan,1.1630912380460068
19-06-2013,Seattle Mariners,Los Angeles Angels of Anaheim,-0.47796993134613724,0.48642433890510295
20-06-2013,Seattle Mariners,Los Angeles Angels of Anaheim,-0.8531729909807425,0.761397163795565
21-06-2013,Pittsburgh Pirates,Los Angeles Angels of Anaheim,nan,0.9041591320072334
22-06-2013,Pittsburgh Pirates,Los Angeles Angels of Anaheim,1.0803997479067255,1.7089522807940054
23-06-2013,Pittsburgh Pirates,Los Angeles Angels of Anaheim,nan,1.3470061701572957
02-07-2013,St. Louis Cardinals,Los Angeles Angels of Anaheim,1.0902153175252114,1.350499684883407
03-07-2013,St. Louis Cardinals,Los Angeles Angels of Anaheim,1.3279372707727335,2.3100891801869565
04-07-2013,St. Louis Cardinals,Los Angeles Angels of Anaheim,0.038440839547935736,0.7372818874416318
05-07-2013,Boston Red Sox,Los Angeles Angels of Anaheim,0.2653223666755107,0.1350499684883407
06-07-2013,Boston Red Sox,Los Angeles Angels of Anaheim,1.406810905210051,3.7900539795566797
07-07-2013,Boston Red Sox,Los Angeles Angels of Anaheim,-0.5552470849528041,0.43077453260963217
19-07-2013,Oakland Athletics,Los Angeles Angels of Anaheim,0.9993640410647772,-0.13149820285789432
20-07-2013,Oakland Athletics,Los Angeles Angels of Anaheim,0.8494054162086542,-1.124344132589323
