Date,AwayTeam,HomeTeam,A_SP_recFIP,H_SP_recFIP
04-04-2019,Texas Rangers,Los Angeles Angels,nan,nan
05-04-2019,Texas Rangers,Los Angeles Angels,nan,nan
06-04-2019,Texas Rangers,Los Angeles Angels,nan,nan
07-04-2019,Texas Rangers,Los Angeles Angels,nan,nan
08-04-2019,Milwaukee Brewers,Los Angeles Angels,nan,nan
09-04-2019,Milwaukee Brewers,Los Angeles Angels,nan,nan
10-04-2019,Milwaukee Brewers,Los Angeles Angels,nan,nan
18-04-2019,Seattle Mariners,Los Angeles Angels,nan,nan
19-04-2019,Seattle Mariners,Los Angeles Angels,-0.3041626835839055,nan
20-04-2019,Seattle Mariners,Los Angeles Angels,1.4841199168892847,1.2490892057874468
21-04-2019,Seattle Mariners,Los Angeles Angels,2.231493159988357,0.33255736614566006
22-04-2019,New York Yankees,Los Angeles Angels,2.1649827911624295,2.123142250530786
23-04-2019,New York Yankees,Los Angeles Angels,0.0,2.2922299282943466
25-04-2019,New York Yankees,Los Angeles Angels,1.5335905807855943,3.9173384807539464
30-04-2019,Toronto Blue Jays,Los Angeles Angels,nan,nan
01-05-2019,Toronto Blue Jays,Los Angeles Angels,-0.5401998739533628,0.6087168249330411
02-05-2019,Toronto Blue Jays,Los Angeles Angels,2.1961128802020426,0.9132910712367037
04-05-2019,Houston Astros,Los Angeles Angels,1.52279432759113,5.764057896759319
05-05-2019,Houston Astros,Los Angeles Angels,0.3303873792021145,0.5336179295624331
17-05-2019,Kansas City Royals,Los Angeles Angels,1.1819060921886753,1.2096350057852112
18-05-2019,Kansas City Royals,Los Angeles Angels,2.626970227670754,nan
19-05-2019,Kansas City Royals,Los Angeles Angels,-0.14276196821166845,1.314820658462186
20-05-2019,Minnesota Twins,Los Angeles Angels,0.5551957064865364,-0.8126306013466451
21-05-2019,Minnesota Twins,Los Angeles Angels,3.064014330159329,3.585282708357824
23-05-2019,Minnesota Twins,Los Angeles Angels,0.18170255292086857,1.4106030327965209
24-05-2019,Texas Rangers,Los Angeles Angels,1.9982515299113282,1.0287057901440186
25-05-2019,Texas Rangers,Los Angeles Angels,-0.36431768502133866,0.9567343467630491
26-05-2019,Texas Rangers,Los Angeles Angels,-0.5447612130016344,nan
04-06-2019,Oakland Athletics,Los Angeles Angels,-1.0902153175252114,0.3771094560196097
05-06-2019,Oakland Athletics,Los Angeles Angels,1.9311232700354037,0.8046346958480849
06-06-2019,Oakland Athletics,Los Angeles Angels,2.3621331879712915,0.0
07-06-2019,Seattle Mariners,Los Angeles Angels,2.2088987062164724,nan
08-06-2019,Seattle Mariners,Los Angeles Angels,2.8724865742475343,-1.3725979535812327
09-06-2019,Seattle Mariners,Los Angeles Angels,2.3386342376052385,nan
10-06-2019,Los Angeles Dodgers,Los Angeles Angels,-0.8744898809028069,0.8904719501335708
11-06-2019,Los Angeles Dodgers,Los Angeles Angels,0.5724992193192464,-0.6437077566784679
25-06-2019,Cincinnati Reds,Los Angeles Angels,0.9177118384827162,2.301560570337937
26-06-2019,Cincinnati Reds,Los Angeles Angels,0.4242481380220609,0.333022512321833
27-06-2019,Oakland Athletics,Los Angeles Angels,nan,1.3097894634714269
28-06-2019,Oakland Athletics,Los Angeles Angels,1.0447896792949942,-1.0696458283812693
29-06-2019,Oakland Athletics,Los Angeles Angels,1.4785357397777095,-0.43659648782380894
30-06-2019,Oakland Athletics,Los Angeles Angels,0.6588338640606127,2.469277592741473
12-07-2019,Seattle Mariners,Los Angeles Angels,-0.5353796734183992,0.9441596978688965
13-07-2019,Seattle Mariners,Los Angeles Angels,2.4729988896739687,3.996270147861996
14-07-2019,Seattle Mariners,Los Angeles Angels,1.4141604600735365,3.714615089022672
15-07-2019,Houston Astros,Los Angeles Angels,-1.386193512614361,2.3870323082047302
16-07-2019,Houston Astros,Los Angeles Angels,3.701319600901191,0.8157438564290811
