Date,AwayTeam,HomeTeam,A_SeaWinPct,A_last3WinPct,A_last5WinPct,A_last10WinPct,H_SeaWinPct,H_last3WinPct,H_last5WinPct,H_last10WinPct
10-04-2015,Kansas City Royals,Los Angeles Angels of Anaheim,100.0,0.33,nan,nan,66.67,0.33,nan,nan
11-04-2015,Kansas City Royals,Los Angeles Angels of Anaheim,100.0,0.33,0.6,nan,50.0,0.33,0.4,nan
12-04-2015,Kansas City Royals,Los Angeles Angels of Anaheim,100.0,0.33,0.6,nan,40.0,0.0,0.4,nan
20-04-2015,Oakland Athletics,Los Angeles Angels of Anaheim,46.15,0.33,0.2,0.4,41.67,0.0,0.4,0.3
21-04-2015,Oakland Athletics,Los Angeles Angels of Anaheim,50.0,0.0,0.2,0.3,38.46,0.0,0.2,0.3
22-04-2015,Oakland Athletics,Los Angeles Angels of Anaheim,46.67,0.33,0.4,0.4,42.86,0.0,0.0,0.3
23-04-2015,Oakland Athletics,Los Angeles Angels of Anaheim,50.0,0.0,0.2,0.4,40.0,0.33,0.2,0.4
24-04-2015,Texas Rangers,Los Angeles Angels of Anaheim,40.0,0.33,0.2,0.3,43.75,0.0,0.2,0.3
25-04-2015,Texas Rangers,Los Angeles Angels of Anaheim,37.5,0.0,0.2,0.3,47.06,0.33,0.4,0.4
26-04-2015,Texas Rangers,Los Angeles Angels of Anaheim,35.29,0.0,0.2,0.3,50.0,0.33,0.4,0.4
04-05-2015,Seattle Mariners,Los Angeles Angels of Anaheim,40.0,0.0,0.0,0.3,44.0,0.0,0.2,0.4
05-05-2015,Seattle Mariners,Los Angeles Angels of Anaheim,42.31,0.0,0.0,0.3,42.31,0.0,0.0,0.3
06-05-2015,Seattle Mariners,Los Angeles Angels of Anaheim,40.74,0.33,0.2,0.4,44.44,0.0,0.0,0.2
07-05-2015,Houston Astros,Los Angeles Angels of Anaheim,64.29,0.0,0.2,0.6,46.43,0.33,0.2,0.3
08-05-2015,Houston Astros,Los Angeles Angels of Anaheim,65.52,0.0,0.0,0.5,44.83,0.33,0.4,0.4
09-05-2015,Houston Astros,Los Angeles Angels of Anaheim,63.33,0.33,0.2,0.5,46.67,0.0,0.4,0.3
