Date,AwayTeam,HomeTeam,A_SP_Hand,H_SP_Hand
02-09-2018,Boston Red Sox,Chicago White Sox,L,R
03-09-2018,Detroit Tigers,Chicago White Sox,R,R
04-09-2018,Detroit Tigers,Chicago White Sox,L,R
05-09-2018,Detroit Tigers,Chicago White Sox,R,R
07-09-2018,Los Angeles Angels,Chicago White Sox,R,L
08-09-2018,Los Angeles Angels,Chicago White Sox,R,R
09-09-2018,Los Angeles Angels,Chicago White Sox,L,R
21-09-2018,Chicago Cubs,Chicago White Sox,L,R
22-09-2018,Chicago Cubs,Chicago White Sox,L,R
23-09-2018,Chicago Cubs,Chicago White Sox,R,L
24-09-2018,Cleveland Indians,Chicago White Sox,R,R
25-09-2018,Cleveland Indians,Chicago White Sox,R,R
26-09-2018,Cleveland Indians,Chicago White Sox,R,L
10-04-2018,Pittsburgh Pirates,Chicago Cubs,R,R
11-04-2018,Pittsburgh Pirates,Chicago Cubs,L,L
12-04-2018,Pittsburgh Pirates,Chicago Cubs,R,R
13-04-2018,Atlanta Braves,Chicago Cubs,R,R
14-04-2018,Atlanta Braves,Chicago Cubs,L,L
17-04-2018,St. Louis Cardinals,Chicago Cubs,R,R
19-04-2018,St. Louis Cardinals,Chicago Cubs,R,L
26-04-2018,Milwaukee Brewers,Chicago Cubs,R,R
27-04-2018,Milwaukee Brewers,Chicago Cubs,L,R
28-04-2018,Milwaukee Brewers,Chicago Cubs,R,L
29-04-2018,Milwaukee Brewers,Chicago Cubs,R,R
30-04-2018,Colorado Rockies,Chicago Cubs,L,L
01-05-2018,Colorado Rockies,Chicago Cubs,R,R
02-05-2018,Colorado Rockies,Chicago Cubs,L,R
07-05-2018,Miami Marlins,Chicago Cubs,L,R
08-05-2018,Miami Marlins,Chicago Cubs,R,R
09-05-2018,Miami Marlins,Chicago Cubs,L,L
11-05-2018,Chicago White Sox,Chicago Cubs,R,R
12-05-2018,Chicago White Sox,Chicago Cubs,R,L
13-05-2018,Chicago White Sox,Chicago Cubs,R,R
14-05-2018,Atlanta Braves,Chicago Cubs,R,L
22-05-2018,Cleveland Indians,Chicago Cubs,R,R
23-05-2018,Cleveland Indians,Chicago Cubs,R,L
25-05-2018,San Francisco Giants,Chicago Cubs,L,R
26-05-2018,San Francisco Giants,Chicago Cubs,R,L
27-05-2018,San Francisco Giants,Chicago Cubs,L,R
05-06-2018,Philadelphia Phillies,Chicago Cubs,R,R
06-06-2018,Philadelphia Phillies,Chicago Cubs,R,L
07-06-2018,Philadelphia Phillies,Chicago Cubs,R,R
08-06-2018,Pittsburgh Pirates,Chicago Cubs,R,L
09-06-2018,Pittsburgh Pirates,Chicago Cubs,R,L
10-06-2018,Pittsburgh Pirates,Chicago Cubs,R,R
20-06-2018,Los Angeles Dodgers,Chicago Cubs,R,L
29-06-2018,Minnesota Twins,Chicago Cubs,R,L
30-06-2018,Minnesota Twins,Chicago Cubs,L,R
01-07-2018,Minnesota Twins,Chicago Cubs,R,L
03-07-2018,Detroit Tigers,Chicago Cubs,R,R
04-07-2018,Detroit Tigers,Chicago Cubs,L,L
06-07-2018,Cincinnati Reds,Chicago Cubs,R,L
07-07-2018,Cincinnati Reds,Chicago Cubs,R,R
08-07-2018,Cincinnati Reds,Chicago Cubs,R,L
19-07-2018,St. Louis Cardinals,Chicago Cubs,R,R
20-07-2018,St. Louis Cardinals,Chicago Cubs,R,L
22-07-2018,St. Louis Cardinals,Chicago Cubs,R,L
23-07-2018,Arizona Diamondbacks,Chicago Cubs,L,R
24-07-2018,Arizona Diamondbacks,Chicago Cubs,R,R
25-07-2018,Arizona Diamondbacks,Chicago Cubs,L,L
26-07-2018,Arizona Diamondbacks,Chicago Cubs,R,R
02-08-2018,San Diego Padres,Chicago Cubs,L,L
03-08-2018,San Diego Padres,Chicago Cubs,R,L
04-08-2018,San Diego Padres,Chicago Cubs,R,R
05-08-2018,San Diego Padres,Chicago Cubs,L,L
10-08-2018,Washington Nationals,Chicago Cubs,R,R
11-08-2018,Washington Nationals,Chicago Cubs,R,L
12-08-2018,Washington Nationals,Chicago Cubs,R,L
14-08-2018,Milwaukee Brewers,Chicago Cubs,R,L
15-08-2018,Milwaukee Brewers,Chicago Cubs,R,R
23-08-2018,Cincinnati Reds,Chicago Cubs,R,L
24-08-2018,Cincinnati Reds,Chicago Cubs,R,R
25-08-2018,Cincinnati Reds,Chicago Cubs,R,L
26-08-2018,Cincinnati Reds,Chicago Cubs,R,R
27-08-2018,New York Mets,Chicago Cubs,R,L
28-08-2018,New York Mets,Chicago Cubs,R,L
29-08-2018,New York Mets,Chicago Cubs,L,R
10-09-2018,Milwaukee Brewers,Chicago Cubs,L,L
11-09-2018,Milwaukee Brewers,Chicago Cubs,R,L
12-09-2018,Milwaukee Brewers,Chicago Cubs,R,R
14-09-2018,Cincinnati Reds,Chicago Cubs,R,L
15-09-2018,Cincinnati Reds,Chicago Cubs,L,L
16-09-2018,Cincinnati Reds,Chicago Cubs,R,L
24-09-2018,Pittsburgh Pirates,Chicago Cubs,R,L
25-09-2018,Pittsburgh Pirates,Chicago Cubs,R,L
26-09-2018,Pittsburgh Pirates,Chicago Cubs,R,L
27-09-2018,Pittsburgh Pirates,Chicago Cubs,R,L
28-09-2018,St. Louis Cardinals,Chicago Cubs,R,R
29-09-2018,St. Louis Cardinals,Chicago Cubs,R,L
30-09-2018,St. Louis Cardinals,Chicago Cubs,R,L
01-10-2018,Milwaukee Brewers,Chicago Cubs,R,L
02-10-2018,Colorado Rockies,Chicago Cubs,L,L
30-03-2018,Washington Nationals,Cincinnati Reds,R,R
31-03-2018,Washington Nationals,Cincinnati Reds,R,R
01-04-2018,Washington Nationals,Cincinnati Reds,L,R
02-04-2018,Chicago Cubs,Cincinnati Reds,R,R
12-04-2018,St. Louis Cardinals,Cincinnati Reds,R,R
13-04-2018,St. Louis Cardinals,Cincinnati Reds,R,R
14-04-2018,St. Louis Cardinals,Cincinnati Reds,R,L
15-04-2018,St. Louis Cardinals,Cincinnati Reds,R,R
23-04-2018,Atlanta Braves,Cincinnati Reds,R,R
24-04-2018,Atlanta Braves,Cincinnati Reds,R,R
25-04-2018,Atlanta Braves,Cincinnati Reds,R,L
26-04-2018,Atlanta Braves,Cincinnati Reds,L,R
30-04-2018,Milwaukee Brewers,Cincinnati Reds,R,L
01-05-2018,Milwaukee Brewers,Cincinnati Reds,R,R
02-05-2018,Milwaukee Brewers,Cincinnati Reds,L,R
04-05-2018,Miami Marlins,Cincinnati Reds,L,R
05-05-2018,Miami Marlins,Cincinnati Reds,L,R
06-05-2018,Miami Marlins,Cincinnati Reds,R,L
07-05-2018,New York Mets,Cincinnati Reds,L,R
08-05-2018,New York Mets,Cincinnati Reds,L,R
09-05-2018,New York Mets,Cincinnati Reds,R,R
18-05-2018,Chicago Cubs,Cincinnati Reds,L,R
20-05-2018,Chicago Cubs,Cincinnati Reds,R,R
22-05-2018,Pittsburgh Pirates,Cincinnati Reds,R,R
23-05-2018,Pittsburgh Pirates,Cincinnati Reds,R,R
24-05-2018,Pittsburgh Pirates,Cincinnati Reds,R,R
05-06-2018,Colorado Rockies,Cincinnati Reds,L,R
06-06-2018,Colorado Rockies,Cincinnati Reds,R,R
07-06-2018,Colorado Rockies,Cincinnati Reds,L,R
08-06-2018,St. Louis Cardinals,Cincinnati Reds,R,R
09-06-2018,St. Louis Cardinals,Cincinnati Reds,R,R
10-06-2018,St. Louis Cardinals,Cincinnati Reds,R,R
19-06-2018,Detroit Tigers,Cincinnati Reds,L,R
20-06-2018,Detroit Tigers,Cincinnati Reds,R,R
21-06-2018,Chicago Cubs,Cincinnati Reds,R,R
22-06-2018,Chicago Cubs,Cincinnati Reds,L,R
23-06-2018,Chicago Cubs,Cincinnati Reds,R,R
24-06-2018,Chicago Cubs,Cincinnati Reds,L,R
28-06-2018,Milwaukee Brewers,Cincinnati Reds,R,R
29-06-2018,Milwaukee Brewers,Cincinnati Reds,R,R
30-06-2018,Milwaukee Brewers,Cincinnati Reds,R,R
01-07-2018,Milwaukee Brewers,Cincinnati Reds,R,R
02-07-2018,Chicago White Sox,Cincinnati Reds,R,R
03-07-2018,Chicago White Sox,Cincinnati Reds,R,R
04-07-2018,Chicago White Sox,Cincinnati Reds,R,R
20-07-2018,Pittsburgh Pirates,Cincinnati Reds,R,R
21-07-2018,Pittsburgh Pirates,Cincinnati Reds,R,R
22-07-2018,Pittsburgh Pirates,Cincinnati Reds,R,R
23-07-2018,St. Louis Cardinals,Cincinnati Reds,R,R
24-07-2018,St. Louis Cardinals,Cincinnati Reds,L,R
25-07-2018,St. Louis Cardinals,Cincinnati Reds,R,R
26-07-2018,Philadelphia Phillies,Cincinnati Reds,L,R
27-07-2018,Philadelphia Phillies,Cincinnati Reds,R,R
28-07-2018,Philadelphia Phillies,Cincinnati Reds,R,R
29-07-2018,Philadelphia Phillies,Cincinnati Reds,R,R
10-08-2018,Arizona Diamondbacks,Cincinnati Reds,R,R
11-08-2018,Arizona Diamondbacks,Cincinnati Reds,L,R
12-08-2018,Arizona Diamondbacks,Cincinnati Reds,R,R
13-08-2018,Cleveland Indians,Cincinnati Reds,R,R
14-08-2018,Cleveland Indians,Cincinnati Reds,R,R
15-08-2018,Cleveland Indians,Cincinnati Reds,R,R
17-08-2018,San Francisco Giants,Cincinnati Reds,R,R
18-08-2018,San Francisco Giants,Cincinnati Reds,L,R
19-08-2018,San Francisco Giants,Cincinnati Reds,L,R
28-08-2018,Milwaukee Brewers,Cincinnati Reds,R,R
29-08-2018,Milwaukee Brewers,Cincinnati Reds,R,R
30-08-2018,Milwaukee Brewers,Cincinnati Reds,L,L
06-09-2018,San Diego Padres,Cincinnati Reds,L,R
07-09-2018,San Diego Padres,Cincinnati Reds,R,R
08-09-2018,San Diego Padres,Cincinnati Reds,L,R
09-09-2018,San Diego Padres,Cincinnati Reds,R,R
10-09-2018,Los Angeles Dodgers,Cincinnati Reds,L,L
11-09-2018,Los Angeles Dodgers,Cincinnati Reds,L,R
12-09-2018,Los Angeles Dodgers,Cincinnati Reds,R,R
25-09-2018,Kansas City Royals,Cincinnati Reds,L,R
26-09-2018,Kansas City Royals,Cincinnati Reds,R,L
28-09-2018,Pittsburgh Pirates,Cincinnati Reds,R,R
29-09-2018,Pittsburgh Pirates,Cincinnati Reds,R,R
30-09-2018,Pittsburgh Pirates,Cincinnati Reds,R,R
06-04-2018,Kansas City Royals,Cleveland Indians,L,R
07-04-2018,Kansas City Royals,Cleveland Indians,R,R
08-04-2018,Kansas City Royals,Cleveland Indians,R,R
09-04-2018,Detroit Tigers,Cleveland Indians,L,R
10-04-2018,Detroit Tigers,Cleveland Indians,L,R
11-04-2018,Detroit Tigers,Cleveland Indians,R,R
12-04-2018,Detroit Tigers,Cleveland Indians,R,R
13-04-2018,Toronto Blue Jays,Cleveland Indians,R,R
24-04-2018,Chicago Cubs,Cleveland Indians,R,R
25-04-2018,Chicago Cubs,Cleveland Indians,L,R
26-04-2018,Seattle Mariners,Cleveland Indians,L,R
27-04-2018,Seattle Mariners,Cleveland Indians,R,R
28-04-2018,Seattle Mariners,Cleveland Indians,R,R
29-04-2018,Seattle Mariners,Cleveland Indians,L,R
30-04-2018,Texas Rangers,Cleveland Indians,L,R
01-05-2018,Texas Rangers,Cleveland Indians,R,R
02-05-2018,Texas Rangers,Cleveland Indians,L,R
11-05-2018,Kansas City Royals,Cleveland Indians,R,R
12-05-2018,Kansas City Royals,Cleveland Indians,R,R
13-05-2018,Kansas City Royals,Cleveland Indians,L,R
24-05-2018,Houston Astros,Cleveland Indians,R,R
25-05-2018,Houston Astros,Cleveland Indians,L,R
26-05-2018,Houston Astros,Cleveland Indians,R,R
27-05-2018,Houston Astros,Cleveland Indians,R,R
28-05-2018,Chicago White Sox,Cleveland Indians,R,R
29-05-2018,Chicago White Sox,Cleveland Indians,R,R
30-05-2018,Chicago White Sox,Cleveland Indians,R,R
05-06-2018,Milwaukee Brewers,Cleveland Indians,R,R
06-06-2018,Milwaukee Brewers,Cleveland Indians,R,R
15-06-2018,Minnesota Twins,Cleveland Indians,R,R
16-06-2018,Minnesota Twins,Cleveland Indians,R,R
17-06-2018,Minnesota Twins,Cleveland Indians,R,R
18-06-2018,Chicago White Sox,Cleveland Indians,R,R
19-06-2018,Chicago White Sox,Cleveland Indians,L,R
20-06-2018,Chicago White Sox,Cleveland Indians,R,R
22-06-2018,Detroit Tigers,Cleveland Indians,R,R
23-06-2018,Detroit Tigers,Cleveland Indians,L,R
24-06-2018,Detroit Tigers,Cleveland Indians,L,R
06-07-2018,Oakland Athletics,Cleveland Indians,R,R
07-07-2018,Oakland Athletics,Cleveland Indians,R,R
08-07-2018,Oakland Athletics,Cleveland Indians,L,R
09-07-2018,Cincinnati Reds,Cleveland Indians,R,R
10-07-2018,Cincinnati Reds,Cleveland Indians,R,R
11-07-2018,Cincinnati Reds,Cleveland Indians,R,R
12-07-2018,New York Yankees,Cleveland Indians,R,R
13-07-2018,New York Yankees,Cleveland Indians,R,R
14-07-2018,New York Yankees,Cleveland Indians,nan,R
15-07-2018,New York Yankees,Cleveland Indians,R,R
23-07-2018,Pittsburgh Pirates,Cleveland Indians,R,R
24-07-2018,Pittsburgh Pirates,Cleveland Indians,R,R
25-07-2018,Pittsburgh Pirates,Cleveland Indians,R,R
03-08-2018,Los Angeles Angels,Cleveland Indians,R,R
04-08-2018,Los Angeles Angels,Cleveland Indians,R,R
05-08-2018,Los Angeles Angels,Cleveland Indians,R,R
06-08-2018,Minnesota Twins,Cleveland Indians,R,R
07-08-2018,Minnesota Twins,Cleveland Indians,L,R
08-08-2018,Minnesota Twins,Cleveland Indians,R,R
09-08-2018,Minnesota Twins,Cleveland Indians,R,R
17-08-2018,Baltimore Orioles,Cleveland Indians,R,R
18-08-2018,Baltimore Orioles,Cleveland Indians,R,R
19-08-2018,Baltimore Orioles,Cleveland Indians,R,R
28-08-2018,Minnesota Twins,Cleveland Indians,R,R
29-08-2018,Minnesota Twins,Cleveland Indians,R,R
30-08-2018,Minnesota Twins,Cleveland Indians,R,R
31-08-2018,Tampa Bay Rays,Cleveland Indians,R,R
01-09-2018,Tampa Bay Rays,Cleveland Indians,L,R
02-09-2018,Tampa Bay Rays,Cleveland Indians,R,R
03-09-2018,Kansas City Royals,Cleveland Indians,R,R
04-09-2018,Kansas City Royals,Cleveland Indians,L,R
05-09-2018,Kansas City Royals,Cleveland Indians,R,R
14-09-2018,Detroit Tigers,Cleveland Indians,L,R
15-09-2018,Detroit Tigers,Cleveland Indians,R,R
16-09-2018,Detroit Tigers,Cleveland Indians,L,R
18-09-2018,Chicago White Sox,Cleveland Indians,L,R
19-09-2018,Chicago White Sox,Cleveland Indians,R,R
20-09-2018,Chicago White Sox,Cleveland Indians,R,R
21-09-2018,Boston Red Sox,Cleveland Indians,L,R
22-09-2018,Boston Red Sox,Cleveland Indians,R,R
23-09-2018,Boston Red Sox,Cleveland Indians,R,R
08-10-2018,Houston Astros,Cleveland Indians,L,R
06-04-2018,Atlanta Braves,Colorado Rockies,R,R
07-04-2018,Atlanta Braves,Colorado Rockies,R,R
08-04-2018,Atlanta Braves,Colorado Rockies,L,L
09-04-2018,San Diego Padres,Colorado Rockies,L,R
10-04-2018,San Diego Padres,Colorado Rockies,L,L
11-04-2018,San Diego Padres,Colorado Rockies,R,R
20-04-2018,Chicago Cubs,Colorado Rockies,R,R
21-04-2018,Chicago Cubs,Colorado Rockies,R,L
22-04-2018,Chicago Cubs,Colorado Rockies,L,R
23-04-2018,San Diego Padres,Colorado Rockies,R,R
24-04-2018,San Diego Padres,Colorado Rockies,L,L
25-04-2018,San Diego Padres,Colorado Rockies,R,R
08-05-2018,Los Angeles Angels,Colorado Rockies,L,R
09-05-2018,Los Angeles Angels,Colorado Rockies,R,L
10-05-2018,Milwaukee Brewers,Colorado Rockies,R,R
11-05-2018,Milwaukee Brewers,Colorado Rockies,R,R
12-05-2018,Milwaukee Brewers,Colorado Rockies,L,L
13-05-2018,Milwaukee Brewers,Colorado Rockies,R,R
25-05-2018,Cincinnati Reds,Colorado Rockies,R,R
26-05-2018,Cincinnati Reds,Colorado Rockies,R,L
27-05-2018,Cincinnati Reds,Colorado Rockies,R,R
28-05-2018,San Francisco Giants,Colorado Rockies,L,R
29-05-2018,San Francisco Giants,Colorado Rockies,R,L
30-05-2018,San Francisco Giants,Colorado Rockies,L,R
01-06-2018,Los Angeles Dodgers,Colorado Rockies,L,L
02-06-2018,Los Angeles Dodgers,Colorado Rockies,R,R
03-06-2018,Los Angeles Dodgers,Colorado Rockies,L,R
08-06-2018,Arizona Diamondbacks,Colorado Rockies,R,R
09-06-2018,Arizona Diamondbacks,Colorado Rockies,R,R
10-06-2018,Arizona Diamondbacks,Colorado Rockies,R,L
18-06-2018,New York Mets,Colorado Rockies,R,L
19-06-2018,New York Mets,Colorado Rockies,L,R
20-06-2018,New York Mets,Colorado Rockies,R,R
21-06-2018,New York Mets,Colorado Rockies,L,L
22-06-2018,Miami Marlins,Colorado Rockies,L,R
23-06-2018,Miami Marlins,Colorado Rockies,R,L
24-06-2018,Miami Marlins,Colorado Rockies,L,R
02-07-2018,San Francisco Giants,Colorado Rockies,L,L
03-07-2018,San Francisco Giants,Colorado Rockies,R,R
04-07-2018,San Francisco Giants,Colorado Rockies,L,L
10-07-2018,Arizona Diamondbacks,Colorado Rockies,L,L
11-07-2018,Arizona Diamondbacks,Colorado Rockies,R,R
12-07-2018,Arizona Diamondbacks,Colorado Rockies,L,L
13-07-2018,Seattle Mariners,Colorado Rockies,R,R
14-07-2018,Seattle Mariners,Colorado Rockies,L,R
15-07-2018,Seattle Mariners,Colorado Rockies,R,L
24-07-2018,Houston Astros,Colorado Rockies,R,L
25-07-2018,Houston Astros,Colorado Rockies,R,R
27-07-2018,Oakland Athletics,Colorado Rockies,L,L
28-07-2018,Oakland Athletics,Colorado Rockies,L,R
29-07-2018,Oakland Athletics,Colorado Rockies,R,R
06-08-2018,Pittsburgh Pirates,Colorado Rockies,R,L
07-08-2018,Pittsburgh Pirates,Colorado Rockies,R,R
08-08-2018,Pittsburgh Pirates,Colorado Rockies,R,R
09-08-2018,Los Angeles Dodgers,Colorado Rockies,R,L
10-08-2018,Los Angeles Dodgers,Colorado Rockies,R,R
11-08-2018,Los Angeles Dodgers,Colorado Rockies,R,L
12-08-2018,Los Angeles Dodgers,Colorado Rockies,L,R
21-08-2018,San Diego Padres,Colorado Rockies,L,L
22-08-2018,San Diego Padres,Colorado Rockies,R,R
23-08-2018,San Diego Padres,Colorado Rockies,L,L
24-08-2018,St. Louis Cardinals,Colorado Rockies,R,R
25-08-2018,St. Louis Cardinals,Colorado Rockies,R,R
26-08-2018,St. Louis Cardinals,Colorado Rockies,L,L
03-09-2018,San Francisco Giants,Colorado Rockies,L,L
04-09-2018,San Francisco Giants,Colorado Rockies,R,R
05-09-2018,San Francisco Giants,Colorado Rockies,L,R
07-09-2018,Los Angeles Dodgers,Colorado Rockies,L,R
08-09-2018,Los Angeles Dodgers,Colorado Rockies,R,L
09-09-2018,Los Angeles Dodgers,Colorado Rockies,L,L
10-09-2018,Arizona Diamondbacks,Colorado Rockies,R,R
11-09-2018,Arizona Diamondbacks,Colorado Rockies,R,R
12-09-2018,Arizona Diamondbacks,Colorado Rockies,L,R
13-09-2018,Arizona Diamondbacks,Colorado Rockies,R,L
24-09-2018,Philadelphia Phillies,Colorado Rockies,R,R
25-09-2018,Philadelphia Phillies,Colorado Rockies,R,R
26-09-2018,Philadelphia Phillies,Colorado Rockies,R,R
27-09-2018,Philadelphia Phillies,Colorado Rockies,R,R
28-09-2018,Washington Nationals,Colorado Rockies,R,L
29-09-2018,Washington Nationals,Colorado Rockies,R,R
30-09-2018,Washington Nationals,Colorado Rockies,R,L
07-10-2018,Milwaukee Brewers,Colorado Rockies,L,R
30-03-2018,Pittsburgh Pirates,Detroit Tigers,R,R
02-04-2018,Kansas City Royals,Detroit Tigers,R,L
03-04-2018,Kansas City Royals,Detroit Tigers,R,L
13-04-2018,New York Yankees,Detroit Tigers,L,R
17-04-2018,Baltimore Orioles,Detroit Tigers,R,L
18-04-2018,Baltimore Orioles,Detroit Tigers,R,L
19-04-2018,Baltimore Orioles,Detroit Tigers,R,R
21-04-2018,Kansas City Royals,Detroit Tigers,L,R
22-04-2018,Kansas City Royals,Detroit Tigers,L,L
30-04-2018,Tampa Bay Rays,Detroit Tigers,R,R
01-05-2018,Tampa Bay Rays,Detroit Tigers,R,L
02-05-2018,Tampa Bay Rays,Detroit Tigers,L,R
13-05-2018,Seattle Mariners,Detroit Tigers,L,L
14-05-2018,Cleveland Indians,Detroit Tigers,R,R
15-05-2018,Cleveland Indians,Detroit Tigers,R,L
16-05-2018,Cleveland Indians,Detroit Tigers,R,L
25-05-2018,Chicago White Sox,Detroit Tigers,R,R
26-05-2018,Chicago White Sox,Detroit Tigers,L,L
27-05-2018,Chicago White Sox,Detroit Tigers,R,L
28-05-2018,Los Angeles Angels,Detroit Tigers,L,L
29-05-2018,Los Angeles Angels,Detroit Tigers,R,R
30-05-2018,Los Angeles Angels,Detroit Tigers,R,R
31-05-2018,Los Angeles Angels,Detroit Tigers,L,L
01-06-2018,Toronto Blue Jays,Detroit Tigers,L,L
02-06-2018,Toronto Blue Jays,Detroit Tigers,L,L
03-06-2018,Toronto Blue Jays,Detroit Tigers,R,R
08-06-2018,Cleveland Indians,Detroit Tigers,R,R
09-06-2018,Cleveland Indians,Detroit Tigers,R,R
10-06-2018,Cleveland Indians,Detroit Tigers,R,R
12-06-2018,Minnesota Twins,Detroit Tigers,R,L
13-06-2018,Minnesota Twins,Detroit Tigers,R,L
14-06-2018,Minnesota Twins,Detroit Tigers,R,R
25-06-2018,Oakland Athletics,Detroit Tigers,R,R
26-06-2018,Oakland Athletics,Detroit Tigers,R,L
27-06-2018,Oakland Athletics,Detroit Tigers,R,R
28-06-2018,Oakland Athletics,Detroit Tigers,L,R
05-07-2018,Texas Rangers,Detroit Tigers,R,L
06-07-2018,Texas Rangers,Detroit Tigers,R,R
07-07-2018,Texas Rangers,Detroit Tigers,L,R
08-07-2018,Texas Rangers,Detroit Tigers,R,R
20-07-2018,Boston Red Sox,Detroit Tigers,L,L
21-07-2018,Boston Red Sox,Detroit Tigers,L,R
22-07-2018,Boston Red Sox,Detroit Tigers,L,L
27-07-2018,Cleveland Indians,Detroit Tigers,R,R
28-07-2018,Cleveland Indians,Detroit Tigers,R,L
29-07-2018,Cleveland Indians,Detroit Tigers,R,R
31-07-2018,Cincinnati Reds,Detroit Tigers,R,L
01-08-2018,Cincinnati Reds,Detroit Tigers,R,R
10-08-2018,Minnesota Twins,Detroit Tigers,R,R
11-08-2018,Minnesota Twins,Detroit Tigers,R,L
12-08-2018,Minnesota Twins,Detroit Tigers,R,L
13-08-2018,Chicago White Sox,Detroit Tigers,R,R
14-08-2018,Chicago White Sox,Detroit Tigers,R,L
15-08-2018,Chicago White Sox,Detroit Tigers,L,R
21-08-2018,Chicago Cubs,Detroit Tigers,R,R
22-08-2018,Chicago Cubs,Detroit Tigers,L,L
23-08-2018,Chicago White Sox,Detroit Tigers,R,L
24-08-2018,Chicago White Sox,Detroit Tigers,R,R
25-08-2018,Chicago White Sox,Detroit Tigers,R,L
26-08-2018,Chicago White Sox,Detroit Tigers,R,R
07-09-2018,St. Louis Cardinals,Detroit Tigers,L,L
08-09-2018,St. Louis Cardinals,Detroit Tigers,R,L
09-09-2018,St. Louis Cardinals,Detroit Tigers,R,R
10-09-2018,Houston Astros,Detroit Tigers,R,L
11-09-2018,Houston Astros,Detroit Tigers,L,R
12-09-2018,Houston Astros,Detroit Tigers,R,L
17-09-2018,Minnesota Twins,Detroit Tigers,L,R
18-09-2018,Minnesota Twins,Detroit Tigers,R,L
19-09-2018,Minnesota Twins,Detroit Tigers,L,R
20-09-2018,Kansas City Royals,Detroit Tigers,R,L
21-09-2018,Kansas City Royals,Detroit Tigers,R,L
22-09-2018,Kansas City Royals,Detroit Tigers,R,R
23-09-2018,Kansas City Royals,Detroit Tigers,R,L
02-04-2018,Baltimore Orioles,Houston Astros,R,R
03-04-2018,Baltimore Orioles,Houston Astros,R,R
04-04-2018,Baltimore Orioles,Houston Astros,R,L
06-04-2018,San Diego Padres,Houston Astros,R,R
07-04-2018,San Diego Padres,Houston Astros,R,R
08-04-2018,San Diego Padres,Houston Astros,R,R
13-04-2018,Texas Rangers,Houston Astros,L,R
14-04-2018,Texas Rangers,Houston Astros,L,R
15-04-2018,Texas Rangers,Houston Astros,R,R
23-04-2018,Los Angeles Angels,Houston Astros,L,R
24-04-2018,Los Angeles Angels,Houston Astros,R,R
25-04-2018,Los Angeles Angels,Houston Astros,R,R
27-04-2018,Oakland Athletics,Houston Astros,L,L
28-04-2018,Oakland Athletics,Houston Astros,R,R
29-04-2018,Oakland Athletics,Houston Astros,R,R
30-04-2018,New York Yankees,Houston Astros,R,R
01-05-2018,New York Yankees,Houston Astros,L,R
02-05-2018,New York Yankees,Houston Astros,R,L
03-05-2018,New York Yankees,Houston Astros,R,R
11-05-2018,Texas Rangers,Houston Astros,L,R
12-05-2018,Texas Rangers,Houston Astros,R,R
13-05-2018,Texas Rangers,Houston Astros,L,L
18-05-2018,Cleveland Indians,Houston Astros,R,R
19-05-2018,Cleveland Indians,Houston Astros,R,L
20-05-2018,Cleveland Indians,Houston Astros,R,R
22-05-2018,San Francisco Giants,Houston Astros,L,R
23-05-2018,San Francisco Giants,Houston Astros,R,R
31-05-2018,Boston Red Sox,Houston Astros,L,R
01-06-2018,Boston Red Sox,Houston Astros,L,R
02-06-2018,Boston Red Sox,Houston Astros,L,R
03-06-2018,Boston Red Sox,Houston Astros,R,R
05-06-2018,Seattle Mariners,Houston Astros,L,L
06-06-2018,Seattle Mariners,Houston Astros,L,R
18-06-2018,Tampa Bay Rays,Houston Astros,R,R
19-06-2018,Tampa Bay Rays,Houston Astros,L,R
20-06-2018,Tampa Bay Rays,Houston Astros,R,R
22-06-2018,Kansas City Royals,Houston Astros,L,L
23-06-2018,Kansas City Royals,Houston Astros,R,R
24-06-2018,Kansas City Royals,Houston Astros,R,R
25-06-2018,Toronto Blue Jays,Houston Astros,L,R
26-06-2018,Toronto Blue Jays,Houston Astros,L,R
27-06-2018,Toronto Blue Jays,Houston Astros,R,L
05-07-2018,Chicago White Sox,Houston Astros,L,R
06-07-2018,Chicago White Sox,Houston Astros,R,R
07-07-2018,Chicago White Sox,Houston Astros,R,R
08-07-2018,Chicago White Sox,Houston Astros,R,L
09-07-2018,Oakland Athletics,Houston Astros,R,R
10-07-2018,Oakland Athletics,Houston Astros,L,R
11-07-2018,Oakland Athletics,Houston Astros,R,R
12-07-2018,Oakland Athletics,Houston Astros,R,R
13-07-2018,Detroit Tigers,Houston Astros,R,L
14-07-2018,Detroit Tigers,Houston Astros,R,R
15-07-2018,Detroit Tigers,Houston Astros,L,R
27-07-2018,Texas Rangers,Houston Astros,R,L
28-07-2018,Texas Rangers,Houston Astros,R,R
29-07-2018,Texas Rangers,Houston Astros,L,R
09-08-2018,Seattle Mariners,Houston Astros,L,R
10-08-2018,Seattle Mariners,Houston Astros,R,R
11-08-2018,Seattle Mariners,Houston Astros,L,R
12-08-2018,Seattle Mariners,Houston Astros,R,L
14-08-2018,Colorado Rockies,Houston Astros,R,R
15-08-2018,Colorado Rockies,Houston Astros,L,R
27-08-2018,Oakland Athletics,Houston Astros,L,R
28-08-2018,Oakland Athletics,Houston Astros,R,R
29-08-2018,Oakland Athletics,Houston Astros,R,L
30-08-2018,Los Angeles Angels,Houston Astros,L,R
31-08-2018,Los Angeles Angels,Houston Astros,R,L
01-09-2018,Los Angeles Angels,Houston Astros,R,R
