Date,AwayTeam,HomeTeam,AwayScore,HomeScore,AwaySP,HomeSP,A_1,A_2,A_3,A_4,A_5,A_6,A_7,A_8,A_9,H_1,H_2,H_3,H_4,H_5,H_6,H_7,H_8,H_9,A_WinPct,H_WinPct,temperature,windspeed,precipitation
29-03-2019,St. Louis Cardinals,Milwaukee Brewers,9,5,Jack Flaherty,Freddy Peralta,Matt Carpenter,Paul Goldschmidt,Paul DeJong,Marcell Ozuna,Yadier Molina,Dexter Fowler,Kolten Wong,Harrison Bader,Jack Flaherty,Lorenzo Cain,Christian Yelich,Ryan Braun,Travis Shaw,Jesus Aguilar,Mike Moustakas,Yasmani Grandal,Orlando Arcia,Freddy Peralta,0.0,100.0,64,0,InDome
