Date,AwayTeam,HomeTeam,A_SP_recFIP,H_SP_recFIP
06-04-2012,Kansas City Royals,Los Angeles Angels of Anaheim,nan,nan
07-04-2012,Kansas City Royals,Los Angeles Angels of Anaheim,nan,nan
08-04-2012,Kansas City Royals,Los Angeles Angels of Anaheim,nan,nan
16-04-2012,Oakland Athletics,Los Angeles Angels of Anaheim,nan,nan
17-04-2012,Oakland Athletics,Los Angeles Angels of Anaheim,nan,nan
18-04-2012,Oakland Athletics,Los Angeles Angels of Anaheim,nan,nan
19-04-2012,Oakland Athletics,Los Angeles Angels of Anaheim,nan,nan
20-04-2012,Baltimore Orioles,Los Angeles Angels of Anaheim,nan,nan
21-04-2012,Baltimore Orioles,Los Angeles Angels of Anaheim,nan,nan
22-04-2012,Baltimore Orioles,Los Angeles Angels of Anaheim,nan,nan
30-04-2012,Minnesota Twins,Los Angeles Angels of Anaheim,nan,-0.22508328081390117
01-05-2012,Minnesota Twins,Los Angeles Angels of Anaheim,2.9460740361214297,nan
02-05-2012,Minnesota Twins,Los Angeles Angels of Anaheim,nan,-0.39977612536979296
03-05-2012,Toronto Blue Jays,Los Angeles Angels of Anaheim,1.6353229762878172,-0.5508774691115133
04-05-2012,Toronto Blue Jays,Los Angeles Angels of Anaheim,2.9185460334306175,3.106149275231836
05-05-2012,Toronto Blue Jays,Los Angeles Angels of Anaheim,1.9404288347724843,-0.5081731176420766
06-05-2012,Toronto Blue Jays,Los Angeles Angels of Anaheim,nan,-0.19220419773967867
14-05-2012,Oakland Athletics,Los Angeles Angels of Anaheim,2.1323260631168512,0.9085127646043428
15-05-2012,Oakland Athletics,Los Angeles Angels of Anaheim,2.4718628379089096,0.7417818380573122
16-05-2012,Chicago White Sox,Los Angeles Angels of Anaheim,-1.249294752962038,0.9684667234833814
17-05-2012,Chicago White Sox,Los Angeles Angels of Anaheim,-0.13145786775338503,1.2633513265188927
28-05-2012,New York Yankees,Los Angeles Angels of Anaheim,0.9815294012670651,1.7118534283334872
29-05-2012,New York Yankees,Los Angeles Angels of Anaheim,nan,-0.679619413128648
30-05-2012,New York Yankees,Los Angeles Angels of Anaheim,1.5267881928379752,0.8630871263741258
01-06-2012,Texas Rangers,Los Angeles Angels of Anaheim,0.8476844829124659,1.101041754891166
02-06-2012,Texas Rangers,Los Angeles Angels of Anaheim,0.7994403917257921,0.14276196821166845
03-06-2012,Texas Rangers,Los Angeles Angels of Anaheim,-0.550520877445583,-1.8836011378488509
04-06-2012,Seattle Mariners,Los Angeles Angels of Anaheim,1.3741983842758394,2.7063599458728014
05-06-2012,Seattle Mariners,Los Angeles Angels of Anaheim,0.8484962760441218,nan
06-06-2012,Seattle Mariners,Los Angeles Angels of Anaheim,2.2444312695858386,0.9286282833642874
15-06-2012,Arizona Diamondbacks,Los Angeles Angels of Anaheim,-0.3904114937143749,1.6978752304259237
16-06-2012,Arizona Diamondbacks,Los Angeles Angels of Anaheim,0.09339684318670029,4.039545019666208
17-06-2012,Arizona Diamondbacks,Los Angeles Angels of Anaheim,-0.9204874200052602,nan
18-06-2012,San Francisco Giants,Los Angeles Angels of Anaheim,-1.396340119056368,-0.12597631645250695
19-06-2012,San Francisco Giants,Los Angeles Angels of Anaheim,2.343680905633678,-0.2890889568018502
20-06-2012,San Francisco Giants,Los Angeles Angels of Anaheim,0.39977612536979296,1.3725705501262766
22-06-2012,Los Angeles Dodgers,Los Angeles Angels of Anaheim,0.04307745326096321,2.8979714200059963
23-06-2012,Los Angeles Dodgers,Los Angeles Angels of Anaheim,1.5084378240784388,1.9724730428684147
24-06-2012,Los Angeles Dodgers,Los Angeles Angels of Anaheim,0.5496152693114821,0.6461617989144482
05-07-2012,Baltimore Orioles,Los Angeles Angels of Anaheim,0.9493354651743782,0.8922994556973325
06-07-2012,Baltimore Orioles,Los Angeles Angels of Anaheim,nan,1.1103914129730728
07-07-2012,Baltimore Orioles,Los Angeles Angels of Anaheim,-0.5603810591202018,-0.04345181194055793
08-07-2012,Baltimore Orioles,Los Angeles Angels of Anaheim,1.7261742527482515,nan
20-07-2012,Texas Rangers,Los Angeles Angels of Anaheim,1.650753993040064,1.2691361941778379
21-07-2012,Texas Rangers,Los Angeles Angels of Anaheim,0.9316507156771405,2.8820289483796593
22-07-2012,Texas Rangers,Los Angeles Angels of Anaheim,0.14177358758063374,2.6324272053293223
23-07-2012,Kansas City Royals,Los Angeles Angels of Anaheim,3.8658260972998693,0.8615490652192643
24-07-2012,Kansas City Royals,Los Angeles Angels of Anaheim,2.1553835603017553,3.786683496371096
25-07-2012,Kansas City Royals,Los Angeles Angels of Anaheim,1.2367665974077373,1.38811771238201
27-07-2012,Tampa Bay Rays,Los Angeles Angels of Anaheim,0.47899274668126457,2.855103497501784
28-07-2012,Tampa Bay Rays,Los Angeles Angels of Anaheim,0.33311125916055967,-0.13035543582167378
29-07-2012,Tampa Bay Rays,Los Angeles Angels of Anaheim,1.156657721846951,0.32941693203030636
10-08-2012,Seattle Mariners,Los Angeles Angels of Anaheim,0.41331629969189143,4.870738104158862
11-08-2012,Seattle Mariners,Los Angeles Angels of Anaheim,1.2256057320637315,1.6027151880833412
12-08-2012,Seattle Mariners,Los Angeles Angels of Anaheim,0.11444266422522317,-0.5081731176420766
13-08-2012,Cleveland Indians,Los Angeles Angels of Anaheim,2.2983911262116523,2.547271480356618
14-08-2012,Cleveland Indians,Los Angeles Angels of Anaheim,0.47587322737222815,1.4855496533717476
15-08-2012,Cleveland Indians,Los Angeles Angels of Anaheim,nan,2.862132531289414
16-08-2012,Tampa Bay Rays,Los Angeles Angels of Anaheim,-0.03966050606805743,1.9877511550445903
17-08-2012,Tampa Bay Rays,Los Angeles Angels of Anaheim,-0.11023737782023958,0.15616459748574996
18-08-2012,Tampa Bay Rays,Los Angeles Angels of Anaheim,-0.20649211200132156,2.4492995003429017
19-08-2012,Tampa Bay Rays,Los Angeles Angels of Anaheim,-1.1103914129730728,2.475916088952913
28-08-2012,Boston Red Sox,Los Angeles Angels of Anaheim,0.8589052861716248,2.2756505392302366
29-08-2012,Boston Red Sox,Los Angeles Angels of Anaheim,5.160645913101383,1.059856667003129
30-08-2012,Boston Red Sox,Los Angeles Angels of Anaheim,0.25846471956577927,1.2492712584325811
07-09-2012,Detroit Tigers,Los Angeles Angels of Anaheim,-0.9518521456333784,1.9056491911577873
08-09-2012,Detroit Tigers,Los Angeles Angels of Anaheim,-0.19220419773967867,0.6245446028937234
09-09-2012,Detroit Tigers,Los Angeles Angels of Anaheim,-0.39106630746502136,0.9994403134244825
10-09-2012,Oakland Athletics,Los Angeles Angels of Anaheim,0.5185255020269633,-1.1356409557554286
11-09-2012,Oakland Athletics,Los Angeles Angels of Anaheim,nan,-1.0790396547073104
12-09-2012,Oakland Athletics,Los Angeles Angels of Anaheim,-1.2059262662225798,1.7906221370866997
13-09-2012,Oakland Athletics,Los Angeles Angels of Anaheim,-0.6302331862789232,1.370832227823472
18-09-2012,Texas Rangers,Los Angeles Angels of Anaheim,-1.2604663725578464,1.1497302555938798
19-09-2012,Texas Rangers,Los Angeles Angels of Anaheim,0.3569445546125169,1.3800323593794617
20-09-2012,Texas Rangers,Los Angeles Angels of Anaheim,-1.2294756881097804,0.5075349418286873
21-09-2012,Chicago White Sox,Los Angeles Angels of Anaheim,0.8565718092700106,1.216650734335622
22-09-2012,Chicago White Sox,Los Angeles Angels of Anaheim,-0.18277080541001584,0.8872700102736527
23-09-2012,Chicago White Sox,Los Angeles Angels of Anaheim,-0.7640766427647822,1.9899177500663303
25-09-2012,Seattle Mariners,Los Angeles Angels of Anaheim,-1.1449984386384928,-0.5260389268805891
26-09-2012,Seattle Mariners,Los Angeles Angels of Anaheim,0.9493354651743782,1.1161900712235573
