Date,AwayTeam,HomeTeam,A_SeaWinPct,A_last3WinPct,A_last5WinPct,A_last10WinPct,H_SeaWinPct,H_last3WinPct,H_last5WinPct,H_last10WinPct
09-04-2013,Oakland Athletics,Los Angeles Angels of Anaheim,71.43,0.33,0.6,nan,33.33,0.33,0.2,nan
10-04-2013,Oakland Athletics,Los Angeles Angels of Anaheim,75.0,0.33,0.6,nan,28.57,0.0,0.2,nan
11-04-2013,Oakland Athletics,Los Angeles Angels of Anaheim,77.78,0.33,0.6,0.6,25.0,0.0,0.2,nan
12-04-2013,Houston Astros,Los Angeles Angels of Anaheim,33.33,0.33,0.2,0.2,22.22,0.0,0.0,0.2
13-04-2013,Houston Astros,Los Angeles Angels of Anaheim,40.0,0.33,0.4,0.2,20.0,0.0,0.0,0.1
14-04-2013,Houston Astros,Los Angeles Angels of Anaheim,36.36,0.33,0.6,0.3,27.27,0.0,0.0,0.1
19-04-2013,Detroit Tigers,Los Angeles Angels of Anaheim,60.0,0.33,0.6,0.6,28.57,0.0,0.4,0.2
20-04-2013,Detroit Tigers,Los Angeles Angels of Anaheim,56.25,0.0,0.4,0.5,33.33,0.0,0.2,0.2
21-04-2013,Detroit Tigers,Los Angeles Angels of Anaheim,52.94,0.0,0.2,0.5,37.5,0.33,0.2,0.3
22-04-2013,Texas Rangers,Los Angeles Angels of Anaheim,66.67,0.33,0.4,0.5,41.18,0.33,0.4,0.4
23-04-2013,Texas Rangers,Los Angeles Angels of Anaheim,68.42,0.33,0.6,0.5,38.89,0.33,0.6,0.5
24-04-2013,Texas Rangers,Los Angeles Angels of Anaheim,65.0,0.33,0.6,0.6,42.11,0.0,0.4,0.5
02-05-2013,Baltimore Orioles,Los Angeles Angels of Anaheim,57.14,0.33,0.2,0.5,37.04,0.0,0.0,0.2
03-05-2013,Baltimore Orioles,Los Angeles Angels of Anaheim,58.62,0.0,0.2,0.4,35.71,0.33,0.2,0.2
04-05-2013,Baltimore Orioles,Los Angeles Angels of Anaheim,56.67,0.33,0.4,0.5,37.93,0.0,0.2,0.2
05-05-2013,Baltimore Orioles,Los Angeles Angels of Anaheim,58.06,0.0,0.2,0.4,36.67,0.33,0.4,0.3
13-05-2013,Kansas City Royals,Los Angeles Angels of Anaheim,52.94,0.0,0.2,0.3,37.84,0.33,0.6,0.4
14-05-2013,Kansas City Royals,Los Angeles Angels of Anaheim,54.29,0.0,0.0,0.2,36.84,0.0,0.4,0.3
15-05-2013,Kansas City Royals,Los Angeles Angels of Anaheim,52.78,0.33,0.2,0.2,38.46,0.0,0.2,0.3
16-05-2013,Chicago White Sox,Los Angeles Angels of Anaheim,44.74,0.33,0.4,0.4,37.5,0.33,0.2,0.4
17-05-2013,Chicago White Sox,Los Angeles Angels of Anaheim,46.15,0.33,0.4,0.4,36.59,0.0,0.2,0.4
18-05-2013,Chicago White Sox,Los Angeles Angels of Anaheim,47.5,0.33,0.6,0.5,35.71,0.0,0.2,0.4
19-05-2013,Chicago White Sox,Los Angeles Angels of Anaheim,46.34,0.33,0.6,0.5,37.21,0.0,0.0,0.3
21-05-2013,Seattle Mariners,Los Angeles Angels of Anaheim,44.44,0.0,0.0,0.3,38.64,0.33,0.2,0.3
22-05-2013,Seattle Mariners,Los Angeles Angels of Anaheim,43.48,0.0,0.0,0.3,40.0,0.33,0.4,0.3
29-05-2013,Los Angeles Dodgers,Los Angeles Angels of Anaheim,44.0,0.33,0.4,0.4,44.23,0.0,0.4,0.7
30-05-2013,Los Angeles Dodgers,Los Angeles Angels of Anaheim,43.14,0.33,0.4,0.5,45.28,0.0,0.2,0.6
31-05-2013,Houston Astros,Los Angeles Angels of Anaheim,31.48,0.33,0.4,0.3,46.3,0.33,0.2,0.6
01-06-2013,Houston Astros,Los Angeles Angels of Anaheim,32.73,0.33,0.4,0.4,45.45,0.33,0.4,0.6
02-06-2013,Houston Astros,Los Angeles Angels of Anaheim,33.93,0.33,0.6,0.4,44.64,0.0,0.4,0.5
03-06-2013,Houston Astros,Los Angeles Angels of Anaheim,35.09,0.33,0.6,0.5,43.86,0.0,0.2,0.4
04-06-2013,Chicago Cubs,Los Angeles Angels of Anaheim,41.82,0.0,0.4,0.5,43.1,0.0,0.0,0.3
05-06-2013,Chicago Cubs,Los Angeles Angels of Anaheim,41.07,0.0,0.2,0.5,44.07,0.0,0.0,0.2
14-06-2013,New York Yankees,Los Angeles Angels of Anaheim,56.06,0.0,0.2,0.5,42.42,0.0,0.0,0.2
15-06-2013,New York Yankees,Los Angeles Angels of Anaheim,55.22,0.0,0.0,0.4,43.28,0.33,0.2,0.3
16-06-2013,New York Yankees,Los Angeles Angels of Anaheim,54.41,0.0,0.0,0.3,44.12,0.33,0.4,0.3
17-06-2013,Seattle Mariners,Los Angeles Angels of Anaheim,44.29,0.33,0.4,0.5,43.48,0.33,0.6,0.4
18-06-2013,Seattle Mariners,Los Angeles Angels of Anaheim,43.66,0.0,0.4,0.4,44.29,0.0,0.4,0.3
19-06-2013,Seattle Mariners,Los Angeles Angels of Anaheim,44.44,0.0,0.2,0.4,43.66,0.33,0.4,0.4
20-06-2013,Seattle Mariners,Los Angeles Angels of Anaheim,43.84,0.33,0.2,0.5,44.44,0.0,0.2,0.4
21-06-2013,Pittsburgh Pirates,Los Angeles Angels of Anaheim,58.9,0.0,0.2,0.4,45.21,0.33,0.4,0.5
22-06-2013,Pittsburgh Pirates,Los Angeles Angels of Anaheim,59.46,0.33,0.4,0.4,44.59,0.33,0.4,0.6
23-06-2013,Pittsburgh Pirates,Los Angeles Angels of Anaheim,60.0,0.33,0.4,0.5,44.0,0.0,0.4,0.5
02-07-2013,St. Louis Cardinals,Los Angeles Angels of Anaheim,60.49,0.33,0.2,0.3,47.56,0.33,0.6,0.5
03-07-2013,St. Louis Cardinals,Los Angeles Angels of Anaheim,59.76,0.0,0.2,0.2,48.19,0.33,0.6,0.6
04-07-2013,St. Louis Cardinals,Los Angeles Angels of Anaheim,60.24,0.0,0.2,0.2,47.62,0.33,0.6,0.7
05-07-2013,Boston Red Sox,Los Angeles Angels of Anaheim,60.92,0.33,0.6,0.7,48.24,0.0,0.4,0.7
06-07-2013,Boston Red Sox,Los Angeles Angels of Anaheim,61.36,0.33,0.6,0.7,47.67,0.33,0.4,0.7
07-07-2013,Boston Red Sox,Los Angeles Angels of Anaheim,60.67,0.33,0.6,0.7,48.28,0.0,0.2,0.6
19-07-2013,Oakland Athletics,Los Angeles Angels of Anaheim,58.95,0.33,0.2,0.5,47.31,0.0,0.2,0.4
20-07-2013,Oakland Athletics,Los Angeles Angels of Anaheim,58.33,0.33,0.4,0.5,47.87,0.0,0.0,0.3
21-07-2013,Oakland Athletics,Los Angeles Angels of Anaheim,57.73,0.0,0.4,0.5,48.42,0.33,0.2,0.4
22-07-2013,Minnesota Twins,Los Angeles Angels of Anaheim,43.16,0.33,0.6,0.4,47.92,0.33,0.4,0.4
23-07-2013,Minnesota Twins,Los Angeles Angels of Anaheim,43.75,0.0,0.4,0.4,47.42,0.0,0.4,0.3
24-07-2013,Minnesota Twins,Los Angeles Angels of Anaheim,44.33,0.33,0.4,0.5,46.94,0.0,0.2,0.3
01-08-2013,Toronto Blue Jays,Los Angeles Angels of Anaheim,46.73,0.33,0.4,0.4,45.28,0.0,0.0,0.2
02-08-2013,Toronto Blue Jays,Los Angeles Angels of Anaheim,46.3,0.33,0.4,0.5,45.79,0.0,0.0,0.2
03-08-2013,Toronto Blue Jays,Los Angeles Angels of Anaheim,45.87,0.0,0.4,0.5,46.3,0.33,0.2,0.2
04-08-2013,Toronto Blue Jays,Los Angeles Angels of Anaheim,45.45,0.0,0.2,0.4,46.79,0.33,0.4,0.2
05-08-2013,Texas Rangers,Los Angeles Angels of Anaheim,55.36,0.0,0.4,0.5,46.36,0.33,0.6,0.3
06-08-2013,Texas Rangers,Los Angeles Angels of Anaheim,55.75,0.33,0.4,0.6,45.95,0.0,0.4,0.3
07-08-2013,Texas Rangers,Los Angeles Angels of Anaheim,56.14,0.33,0.4,0.7,45.54,0.0,0.2,0.3
16-08-2013,Houston Astros,Los Angeles Angels of Anaheim,32.5,0.33,0.4,0.2,45.0,0.0,0.0,0.2
17-08-2013,Houston Astros,Los Angeles Angels of Anaheim,33.06,0.0,0.4,0.2,44.63,0.33,0.2,0.3
18-08-2013,Houston Astros,Los Angeles Angels of Anaheim,32.79,0.33,0.4,0.3,45.08,0.0,0.2,0.3
19-08-2013,Cleveland Indians,Los Angeles Angels of Anaheim,53.23,0.33,0.4,0.4,44.72,0.33,0.4,0.3
20-08-2013,Cleveland Indians,Los Angeles Angels of Anaheim,53.6,0.0,0.2,0.4,44.35,0.0,0.2,0.2
21-08-2013,Cleveland Indians,Los Angeles Angels of Anaheim,53.97,0.33,0.4,0.5,44.0,0.0,0.2,0.2
02-09-2013,Tampa Bay Rays,Los Angeles Angels of Anaheim,55.56,0.0,0.0,0.2,46.67,0.33,0.6,0.7
03-09-2013,Tampa Bay Rays,Los Angeles Angels of Anaheim,55.15,0.0,0.0,0.1,47.06,0.33,0.6,0.7
04-09-2013,Tampa Bay Rays,Los Angeles Angels of Anaheim,55.47,0.0,0.0,0.1,46.72,0.33,0.6,0.7
05-09-2013,Tampa Bay Rays,Los Angeles Angels of Anaheim,55.8,0.33,0.2,0.2,46.38,0.0,0.4,0.6
06-09-2013,Texas Rangers,Los Angeles Angels of Anaheim,57.55,0.33,0.2,0.5,46.76,0.0,0.2,0.5
07-09-2013,Texas Rangers,Los Angeles Angels of Anaheim,57.14,0.0,0.2,0.4,47.14,0.33,0.2,0.6
08-09-2013,Texas Rangers,Los Angeles Angels of Anaheim,56.74,0.0,0.2,0.3,47.52,0.33,0.4,0.6
20-09-2013,Seattle Mariners,Los Angeles Angels of Anaheim,43.79,0.33,0.2,0.2,48.68,0.0,0.4,0.6
21-09-2013,Seattle Mariners,Los Angeles Angels of Anaheim,43.51,0.0,0.2,0.2,49.02,0.33,0.4,0.6
22-09-2013,Seattle Mariners,Los Angeles Angels of Anaheim,43.23,0.0,0.2,0.2,49.35,0.33,0.4,0.6
23-09-2013,Oakland Athletics,Los Angeles Angels of Anaheim,59.62,0.33,0.6,0.6,49.03,0.33,0.6,0.6
24-09-2013,Oakland Athletics,Los Angeles Angels of Anaheim,59.87,0.33,0.6,0.6,48.72,0.0,0.4,0.6
25-09-2013,Oakland Athletics,Los Angeles Angels of Anaheim,59.49,0.33,0.6,0.6,49.04,0.0,0.2,0.5
01-04-2013,St. Louis Cardinals,Arizona Diamondbacks,0,0.33,0.6,0.7,0,0.0,0.0,0.3
02-04-2013,St. Louis Cardinals,Arizona Diamondbacks,0.0,nan,nan,nan,100.0,nan,nan,nan
03-04-2013,St. Louis Cardinals,Arizona Diamondbacks,50.0,0.0,nan,nan,50.0,0.33,nan,nan
