Date,HomeOdds,OverUnder,AwayTeam,HomeTeam
02-05-2018,-260,9.5,Chicago White Sox,St. Louis Cardinals
03-05-2018,-136,9.5,Pittsburgh Pirates,Washington Nationals
03-05-2018,-115,9.5,Atlanta Braves,New York Mets
03-05-2018,-158,7,Los Angeles Dodgers,Arizona Diamondbacks
03-05-2018,-115,8,New York Yankees,Houston Astros
03-05-2018,-138,9.5,Detroit Tigers,Kansas City Royals
03-05-2018,137,9,Boston Red Sox,Texas Rangers
03-05-2018,116,9,Minnesota Twins,Chicago White Sox
03-05-2018,-175,10,Baltimore Orioles,Los Angeles Angels
03-05-2018,105,8.5,Oakland Athletics,Seattle Mariners
03-05-2018,-180,9,Toronto Blue Jays,Cleveland Indians
03-05-2018,-150,10,Toronto Blue Jays,Cleveland Indians
04-05-2018,-128,9,Philadelphia Phillies,Washington Nationals
04-05-2018,-107,9,Miami Marlins,Cincinnati Reds
04-05-2018,-121,8.5,Colorado Rockies,New York Mets
04-05-2018,-150,9,San Francisco Giants,Atlanta Braves
04-05-2018,-114,8.5,Pittsburgh Pirates,Milwaukee Brewers
04-05-2018,-111,8,Chicago Cubs,St. Louis Cardinals
04-05-2018,116,8,Los Angeles Dodgers,San Diego Padres
04-05-2018,-210,11,Cleveland Indians,New York Yankees
04-05-2018,142,8,Toronto Blue Jays,Tampa Bay Rays
04-05-2018,152,9,Boston Red Sox,Texas Rangers
04-05-2018,147,9,Minnesota Twins,Chicago White Sox
04-05-2018,-145,9,Detroit Tigers,Kansas City Royals
04-05-2018,-188,9.5,Baltimore Orioles,Oakland Athletics
04-05-2018,107,8.5,Los Angeles Angels,Seattle Mariners
04-05-2018,170,8.5,Houston Astros,Arizona Diamondbacks
05-05-2018,-127,8.5,Chicago Cubs,St. Louis Cardinals
05-05-2018,-140,8.5,Philadelphia Phillies,Washington Nationals
05-05-2018,-101,8.5,Pittsburgh Pirates,Milwaukee Brewers
05-05-2018,-124,8.5,Miami Marlins,Cincinnati Reds
05-05-2018,195,9,Los Angeles Dodgers,San Diego Padres
05-05-2018,-122,8.5,Colorado Rockies,New York Mets
05-05-2018,-127,9,San Francisco Giants,Atlanta Braves
05-05-2018,-105,9,Cleveland Indians,New York Yankees
05-05-2018,-165,9.5,Detroit Tigers,Kansas City Royals
05-05-2018,-109,8,Toronto Blue Jays,Tampa Bay Rays
05-05-2018,113,9.5,Minnesota Twins,Chicago White Sox
05-05-2018,138,9,Boston Red Sox,Texas Rangers
05-05-2018,-145,9,Baltimore Orioles,Oakland Athletics
05-05-2018,-101,8.5,Los Angeles Angels,Seattle Mariners
05-05-2018,117,7.5,Houston Astros,Arizona Diamondbacks
06-05-2018,-215,6.5,Colorado Rockies,New York Mets
06-05-2018,-145,9,San Francisco Giants,Atlanta Braves
06-05-2018,-222,7,Philadelphia Phillies,Washington Nationals
06-05-2018,-126,9,Pittsburgh Pirates,Milwaukee Brewers
06-05-2018,-134,10,Miami Marlins,Cincinnati Reds
06-05-2018,130,9.5,Los Angeles Dodgers,San Diego Padres
06-05-2018,100,8.5,Chicago Cubs,St. Louis Cardinals
06-05-2018,-127,8.5,Cleveland Indians,New York Yankees
06-05-2018,-135,8,Toronto Blue Jays,Tampa Bay Rays
06-05-2018,142,9,Minnesota Twins,Chicago White Sox
06-05-2018,-142,8.5,Detroit Tigers,Kansas City Royals
06-05-2018,200,8.5,Boston Red Sox,Texas Rangers
06-05-2018,-170,8.5,Baltimore Orioles,Oakland Athletics
06-05-2018,117,8.5,Los Angeles Angels,Seattle Mariners
06-05-2018,189,8,Houston Astros,Arizona Diamondbacks
07-05-2018,112,9,San Francisco Giants,Philadelphia Phillies
07-05-2018,-105,9.5,New York Mets,Cincinnati Reds
07-05-2018,-215,8,Miami Marlins,Chicago Cubs
07-05-2018,157,7,Washington Nationals,San Diego Padres
07-05-2018,189.5,104,Detroit Tigers,Texas Rangers
07-05-2018,120,8.5,Houston Astros,Oakland Athletics
07-05-2018,-114,8.5,Minnesota Twins,St. Louis Cardinals
08-05-2018,-175,8.5,San Francisco Giants,Philadelphia Phillies
08-05-2018,-152,9.5,New York Mets,Cincinnati Reds
08-05-2018,-162,9.5,Miami Marlins,Chicago Cubs
08-05-2018,106,8.5,Washington Nationals,San Diego Padres
08-05-2018,-118,7,Arizona Diamondbacks,Los Angeles Dodgers
08-05-2018,-240,8.5,Boston Red Sox,New York Yankees
08-05-2018,-158,8.5,Kansas City Royals,Baltimore Orioles
08-05-2018,110,8,Seattle Mariners,Toronto Blue Jays
08-05-2018,-174,9.5,Detroit Tigers,Texas Rangers
08-05-2018,140,8,Houston Astros,Oakland Athletics
08-05-2018,-175,8,Minnesota Twins,St. Louis Cardinals
08-05-2018,-129,7.5,Atlanta Braves,Tampa Bay Rays
08-05-2018,137,8,Cleveland Indians,Milwaukee Brewers
08-05-2018,131,9.5,Pittsburgh Pirates,Chicago White Sox
08-05-2018,-121,10.5,Los Angeles Angels,Colorado Rockies
09-05-2018,-105,10,New York Mets,Cincinnati Reds
09-05-2018,-244,11.5,Miami Marlins,Chicago Cubs
09-05-2018,-111,8.5,San Francisco Giants,Philadelphia Phillies
09-05-2018,116,7,Washington Nationals,San Diego Padres
09-05-2018,-121,7,Arizona Diamondbacks,Los Angeles Dodgers
09-05-2018,-175,9,Detroit Tigers,Texas Rangers
09-05-2018,156,7.5,Houston Astros,Oakland Athletics
09-05-2018,-114,10,Kansas City Royals,Baltimore Orioles
09-05-2018,-141,8.5,Boston Red Sox,New York Yankees
09-05-2018,-111,9.5,Seattle Mariners,Toronto Blue Jays
09-05-2018,145,8,Cleveland Indians,Milwaukee Brewers
09-05-2018,-101,10,Pittsburgh Pirates,Chicago White Sox
09-05-2018,-138,12,Los Angeles Angels,Colorado Rockies
09-05-2018,-106,8.5,Atlanta Braves,Tampa Bay Rays
10-05-2018,-175,9.5,San Francisco Giants,Philadelphia Phillies
10-05-2018,-105,7.5,Atlanta Braves,Miami Marlins
10-05-2018,-146,11.5,Milwaukee Brewers,Colorado Rockies
10-05-2018,-147,8,Washington Nationals,Arizona Diamondbacks
10-05-2018,-192,7,Cincinnati Reds,Los Angeles Dodgers
10-05-2018,140,7.5,St. Louis Cardinals,San Diego Padres
10-05-2018,-105,10.5,Kansas City Royals,Baltimore Orioles
10-05-2018,-122,9,Boston Red Sox,New York Yankees
10-05-2018,-158,9,Seattle Mariners,Toronto Blue Jays
10-05-2018,-161,7.5,Minnesota Twins,Los Angeles Angels
11-05-2018,-163,8.5,New York Mets,Philadelphia Phillies
11-05-2018,-119,7.5,San Francisco Giants,Pittsburgh Pirates
11-05-2018,123,9,Atlanta Braves,Miami Marlins
11-05-2018,-111,11,Milwaukee Brewers,Colorado Rockies
11-05-2018,175,8,Washington Nationals,Arizona Diamondbacks
11-05-2018,130,7.5,St. Louis Cardinals,San Diego Padres
11-05-2018,-200,8.5,Cincinnati Reds,Los Angeles Dodgers
11-05-2018,-133,9,Tampa Bay Rays,Baltimore Orioles
11-05-2018,-187,9.5,Oakland Athletics,New York Yankees
11-05-2018,170,8,Boston Red Sox,Toronto Blue Jays
11-05-2018,-240,8.5,Kansas City Royals,Cleveland Indians
11-05-2018,-272,8.5,Texas Rangers,Houston Astros
11-05-2018,-206,8,Minnesota Twins,Los Angeles Angels
11-05-2018,-244,8,Chicago White Sox,Chicago Cubs
12-05-2018,160,8,Washington Nationals,Arizona Diamondbacks
12-05-2018,-120,8.5,San Francisco Giants,Pittsburgh Pirates
12-05-2018,122,8,Atlanta Braves,Miami Marlins
12-05-2018,-121,11,Milwaukee Brewers,Colorado Rockies
12-05-2018,107,7.5,St. Louis Cardinals,San Diego Padres
12-05-2018,-177,8.5,Cincinnati Reds,Los Angeles Dodgers
12-05-2018,-190,9,Oakland Athletics,New York Yankees
12-05-2018,129,9.5,Boston Red Sox,Toronto Blue Jays
12-05-2018,-200,8.5,Kansas City Royals,Cleveland Indians
12-05-2018,140,9,Seattle Mariners,Detroit Tigers
12-05-2018,-121,9.5,Tampa Bay Rays,Baltimore Orioles
12-05-2018,-225,8.5,Texas Rangers,Houston Astros
12-05-2018,-116,8.5,Minnesota Twins,Los Angeles Angels
12-05-2018,-258,7.5,Chicago White Sox,Chicago Cubs
12-05-2018,118,9.5,Tampa Bay Rays,Baltimore Orioles
12-05-2018,105,8.5,Seattle Mariners,Detroit Tigers
13-05-2018,130,8,Atlanta Braves,Miami Marlins
13-05-2018,-123,6.5,New York Mets,Philadelphia Phillies
13-05-2018,-145,9,San Francisco Giants,Pittsburgh Pirates
13-05-2018,-160,10.5,Milwaukee Brewers,Colorado Rockies
13-05-2018,119,8.5,St. Louis Cardinals,San Diego Padres
13-05-2018,-153,7.5,Cincinnati Reds,Los Angeles Dodgers
13-05-2018,-121,8.5,Washington Nationals,Arizona Diamondbacks
13-05-2018,-315,8.5,Oakland Athletics,New York Yankees
13-05-2018,-119,8,Tampa Bay Rays,Baltimore Orioles
13-05-2018,118,9.5,Boston Red Sox,Toronto Blue Jays
13-05-2018,-261,7.5,Kansas City Royals,Cleveland Indians
13-05-2018,196,8,Seattle Mariners,Detroit Tigers
13-05-2018,-290,8.5,Texas Rangers,Houston Astros
13-05-2018,-173,7.5,Minnesota Twins,Los Angeles Angels
13-05-2018,-275,8.5,Chicago White Sox,Chicago Cubs
14-05-2018,-145,8,Milwaukee Brewers,Arizona Diamondbacks
14-05-2018,-110,7,Colorado Rockies,San Diego Padres
14-05-2018,-142,8.5,Cincinnati Reds,San Francisco Giants
14-05-2018,-105,9.5,Tampa Bay Rays,Kansas City Royals
14-05-2018,235,8,Cleveland Indians,Detroit Tigers
14-05-2018,-156,10,Oakland Athletics,Boston Red Sox
14-05-2018,118,8.5,Houston Astros,Los Angeles Angels
14-05-2018,-106,10,Seattle Mariners,Minnesota Twins
14-05-2018,-150,8.5,Atlanta Braves,Chicago Cubs
15-05-2018,-105,7.5,Colorado Rockies,San Diego Padres
15-05-2018,161,8,Los Angeles Dodgers,Miami Marlins
15-05-2018,109,9,Chicago Cubs,Atlanta Braves
15-05-2018,-162,8,Milwaukee Brewers,Arizona Diamondbacks
15-05-2018,-144,8,Cincinnati Reds,San Francisco Giants
15-05-2018,-185,10,Oakland Athletics,Boston Red Sox
15-05-2018,138,9,Cleveland Indians,Detroit Tigers
15-05-2018,104,8.5,Tampa Bay Rays,Kansas City Royals
15-05-2018,150,8,Houston Astros,Los Angeles Angels
15-05-2018,-134,9,Texas Rangers,Seattle Mariners
15-05-2018,118,8.5,New York Yankees,Washington Nationals
15-05-2018,-133,9,Chicago White Sox,Pittsburgh Pirates
15-05-2018,-145,7.5,Toronto Blue Jays,New York Mets
15-05-2018,-119,9,St. Louis Cardinals,Minnesota Twins
16-05-2018,-109,8.5,Milwaukee Brewers,Arizona Diamondbacks
16-05-2018,-158,8,Cincinnati Reds,San Francisco Giants
16-05-2018,170,8,Los Angeles Dodgers,Miami Marlins
16-05-2018,-111,10,Chicago Cubs,Atlanta Braves
16-05-2018,202,9,Cleveland Indians,Detroit Tigers
16-05-2018,105,9,Tampa Bay Rays,Kansas City Royals
16-05-2018,-103,8.5,Texas Rangers,Seattle Mariners
16-05-2018,-260,8,Oakland Athletics,Boston Red Sox
16-05-2018,105,7.5,Houston Astros,Los Angeles Angels
16-05-2018,-101,10,Philadelphia Phillies,Baltimore Orioles
16-05-2018,-175,8,Chicago White Sox,Pittsburgh Pirates
16-05-2018,134,7,Toronto Blue Jays,New York Mets
16-05-2018,-108,9.5,St. Louis Cardinals,Minnesota Twins
17-05-2018,150,7.5,Los Angeles Dodgers,Miami Marlins
17-05-2018,-128,8,San Diego Padres,Pittsburgh Pirates
17-05-2018,-135,8.5,Philadelphia Phillies,St. Louis Cardinals
17-05-2018,-143,8,Colorado Rockies,San Francisco Giants
17-05-2018,-116,9.5,Oakland Athletics,Toronto Blue Jays
17-05-2018,104,9.5,Texas Rangers,Chicago White Sox
17-05-2018,-170,7.5,Tampa Bay Rays,Los Angeles Angels
17-05-2018,-180,8,Detroit Tigers,Seattle Mariners
17-05-2018,-160,9.5,Baltimore Orioles,Boston Red Sox
18-05-2018,-119,7.5,San Diego Padres,Pittsburgh Pirates
18-05-2018,-144,6.5,Arizona Diamondbacks,New York Mets
18-05-2018,157,9.5,Chicago Cubs,Cincinnati Reds
18-05-2018,-170,9,Miami Marlins,Atlanta Braves
18-05-2018,-141,8,Philadelphia Phillies,St. Louis Cardinals
18-05-2018,-113,8.5,Colorado Rockies,San Francisco Giants
18-05-2018,-126,9.5,Oakland Athletics,Toronto Blue Jays
18-05-2018,-185,9.5,Baltimore Orioles,Boston Red Sox
18-05-2018,-170,7.5,Cleveland Indians,Houston Astros
18-05-2018,105,9.5,Texas Rangers,Chicago White Sox
18-05-2018,165,9,New York Yankees,Kansas City Royals
18-05-2018,-145,8,Tampa Bay Rays,Los Angeles Angels
18-05-2018,-175,7.5,Detroit Tigers,Seattle Mariners
18-05-2018,-147,9,Milwaukee Brewers,Minnesota Twins
19-05-2018,-109,9.5,Philadelphia Phillies,St. Louis Cardinals
19-05-2018,103,7.5,Colorado Rockies,San Francisco Giants
19-05-2018,-220,7,Los Angeles Dodgers,Washington Nationals
19-05-2018,-145,7.5,San Diego Padres,Pittsburgh Pirates
19-05-2018,116,7,Arizona Diamondbacks,New York Mets
19-05-2018,-205,8.5,Miami Marlins,Atlanta Braves
19-05-2018,163,9,Chicago Cubs,Cincinnati Reds
19-05-2018,-101,9,Oakland Athletics,Toronto Blue Jays
19-05-2018,-111,7,Cleveland Indians,Houston Astros
19-05-2018,-190,9,Baltimore Orioles,Boston Red Sox
19-05-2018,111,10,Texas Rangers,Chicago White Sox
19-05-2018,242,8,New York Yankees,Kansas City Royals
19-05-2018,-180,8,Tampa Bay Rays,Los Angeles Angels
19-05-2018,-270,7.5,Detroit Tigers,Seattle Mariners
19-05-2018,-106,8,Milwaukee Brewers,Minnesota Twins
19-05-2018,111,9,Chicago Cubs,Cincinnati Reds
19-05-2018,-126,8.5,Los Angeles Dodgers,Washington Nationals
20-05-2018,-185,7.5,Arizona Diamondbacks,New York Mets
20-05-2018,125,9.5,Chicago Cubs,Cincinnati Reds
20-05-2018,-190,9,Miami Marlins,Atlanta Braves
20-05-2018,-144,8,San Diego Padres,Pittsburgh Pirates
20-05-2018,-133,7.5,Los Angeles Dodgers,Washington Nationals
20-05-2018,101,8,Philadelphia Phillies,St. Louis Cardinals
20-05-2018,266,8,Colorado Rockies,San Francisco Giants
20-05-2018,-235,10.5,Baltimore Orioles,Boston Red Sox
20-05-2018,-105,9.5,Oakland Athletics,Toronto Blue Jays
20-05-2018,-108,8.5,Texas Rangers,Chicago White Sox
20-05-2018,151,9,New York Yankees,Kansas City Royals
20-05-2018,-197,7.5,Tampa Bay Rays,Los Angeles Angels
20-05-2018,-162,8.5,Detroit Tigers,Seattle Mariners
20-05-2018,-145,7.5,Cleveland Indians,Houston Astros
20-05-2018,-119,9,Milwaukee Brewers,Minnesota Twins
21-05-2018,-180,8,San Diego Padres,Washington Nationals
21-05-2018,-101,8.5,Atlanta Braves,Philadelphia Phillies
21-05-2018,-126,8.5,Miami Marlins,New York Mets
21-05-2018,120,7.5,Arizona Diamondbacks,Milwaukee Brewers
21-05-2018,-186,7,Colorado Rockies,Los Angeles Dodgers
21-05-2018,185,9.5,New York Yankees,Texas Rangers
21-05-2018,-311,9.5,Baltimore Orioles,Chicago White Sox
21-05-2018,-215,8.5,Detroit Tigers,Minnesota Twins
21-05-2018,-215,8.5,Kansas City Royals,St. Louis Cardinals
22-05-2018,-117,8.5,Atlanta Braves,Philadelphia Phillies
22-05-2018,-197,8.5,San Diego Padres,Washington Nationals
22-05-2018,-112,7,Miami Marlins,New York Mets
22-05-2018,104,9,Pittsburgh Pirates,Cincinnati Reds
22-05-2018,-142,9,Arizona Diamondbacks,Milwaukee Brewers
22-05-2018,-145,8.5,Colorado Rockies,Los Angeles Dodgers
22-05-2018,106,8.5,Los Angeles Angels,Toronto Blue Jays
22-05-2018,205,7.5,Boston Red Sox,Tampa Bay Rays
22-05-2018,152,9.5,New York Yankees,Texas Rangers
22-05-2018,117,8.5,Baltimore Orioles,Chicago White Sox
22-05-2018,-172,9,Detroit Tigers,Minnesota Twins
22-05-2018,-140,8,Seattle Mariners,Oakland Athletics
22-05-2018,108,8,Cleveland Indians,Chicago Cubs
22-05-2018,-244,8,San Francisco Giants,Houston Astros
22-05-2018,-194,8.5,Kansas City Royals,St. Louis Cardinals
23-05-2018,-111,8,Arizona Diamondbacks,Milwaukee Brewers
23-05-2018,-149,8.5,San Diego Padres,Washington Nationals
23-05-2018,-118,9,Atlanta Braves,Philadelphia Phillies
23-05-2018,105,9.5,Pittsburgh Pirates,Cincinnati Reds
23-05-2018,-240,7.5,Miami Marlins,New York Mets
23-05-2018,-185,7.5,Colorado Rockies,Los Angeles Dodgers
23-05-2018,-154,8.5,Detroit Tigers,Minnesota Twins
23-05-2018,176,9.5,New York Yankees,Texas Rangers
23-05-2018,116,9.5,Los Angeles Angels,Toronto Blue Jays
23-05-2018,126,7.5,Boston Red Sox,Tampa Bay Rays
23-05-2018,109,9,Baltimore Orioles,Chicago White Sox
23-05-2018,-112,8.5,Seattle Mariners,Oakland Athletics
23-05-2018,-158,8,Kansas City Royals,St. Louis Cardinals
23-05-2018,-316,8,San Francisco Giants,Houston Astros
23-05-2018,-173,8.5,Cleveland Indians,Chicago Cubs
24-05-2018,-113,8.5,Pittsburgh Pirates,Cincinnati Reds
24-05-2018,-160,9,New York Mets,Milwaukee Brewers
24-05-2018,117,9.5,Los Angeles Angels,Toronto Blue Jays
24-05-2018,136,9.5,Baltimore Orioles,Chicago White Sox
24-05-2018,-135,9,Seattle Mariners,Oakland Athletics
24-05-2018,109,7.5,Houston Astros,Cleveland Indians
24-05-2018,106,7,Boston Red Sox,Tampa Bay Rays
24-05-2018,104,10,Kansas City Royals,Texas Rangers
25-05-2018,-235,11,San Francisco Giants,Chicago Cubs
25-05-2018,-129,9,St. Louis Cardinals,Pittsburgh Pirates
25-05-2018,200,7,Washington Nationals,Miami Marlins
25-05-2018,109,8,New York Mets,Milwaukee Brewers
25-05-2018,-195,11.5,Cincinnati Reds,Colorado Rockies
25-05-2018,-187,7.5,San Diego Padres,Los Angeles Dodgers
25-05-2018,-235,9,Los Angeles Angels,New York Yankees
25-05-2018,-109,9,Chicago White Sox,Detroit Tigers
25-05-2018,-160,8,Baltimore Orioles,Tampa Bay Rays
25-05-2018,-155,7.5,Houston Astros,Cleveland Indians
25-05-2018,-142,9.5,Kansas City Royals,Texas Rangers
25-05-2018,-160,7,Minnesota Twins,Seattle Mariners
25-05-2018,109,9,Toronto Blue Jays,Philadelphia Phillies
25-05-2018,-186,10.5,Atlanta Braves,Boston Red Sox
25-05-2018,-140,7,Arizona Diamondbacks,Oakland Athletics
26-05-2018,-106,8.5,St. Louis Cardinals,Pittsburgh Pirates
26-05-2018,-143,9.5,New York Mets,Milwaukee Brewers
26-05-2018,135,8,Washington Nationals,Miami Marlins
26-05-2018,-240,10,San Francisco Giants,Chicago Cubs
26-05-2018,-176,11.5,Cincinnati Reds,Colorado Rockies
26-05-2018,-225,7,San Diego Padres,Los Angeles Dodgers
26-05-2018,-138,10.5,Kansas City Royals,Texas Rangers
26-05-2018,-104,9.5,Chicago White Sox,Detroit Tigers
26-05-2018,-143,8,Baltimore Orioles,Tampa Bay Rays
26-05-2018,-155,10,Los Angeles Angels,New York Yankees
26-05-2018,-109,8,Houston Astros,Cleveland Indians
26-05-2018,-127,8.5,Minnesota Twins,Seattle Mariners
26-05-2018,-125,10.5,Atlanta Braves,Boston Red Sox
26-05-2018,-181,8.5,Toronto Blue Jays,Philadelphia Phillies
26-05-2018,-166,9,Arizona Diamondbacks,Oakland Athletics
27-05-2018,185,7.5,Washington Nationals,Miami Marlins
27-05-2018,-116,8,St. Louis Cardinals,Pittsburgh Pirates
27-05-2018,-140,9,New York Mets,Milwaukee Brewers
27-05-2018,-170,12.5,Cincinnati Reds,Colorado Rockies
27-05-2018,-255,7.5,San Diego Padres,Los Angeles Dodgers
27-05-2018,-178,10,San Francisco Giants,Chicago Cubs
27-05-2018,-161,8,Los Angeles Angels,New York Yankees
27-05-2018,-134,9.5,Chicago White Sox,Detroit Tigers
27-05-2018,-109,8,Baltimore Orioles,Tampa Bay Rays
27-05-2018,114,8,Houston Astros,Cleveland Indians
27-05-2018,-200,10,Kansas City Royals,Texas Rangers
27-05-2018,117,8,Minnesota Twins,Seattle Mariners
27-05-2018,-215,7.5,Atlanta Braves,Boston Red Sox
27-05-2018,101,8,Toronto Blue Jays,Philadelphia Phillies
27-05-2018,111,8,Arizona Diamondbacks,Oakland Athletics
28-05-2018,-105,9,Chicago Cubs,Pittsburgh Pirates
28-05-2018,-311,7.5,New York Mets,Atlanta Braves
28-05-2018,-109,9,St. Louis Cardinals,Milwaukee Brewers
28-05-2018,-116,7.5,Miami Marlins,San Diego Padres
28-05-2018,-114,9,Cincinnati Reds,Arizona Diamondbacks
28-05-2018,-111,11,San Francisco Giants,Colorado Rockies
28-05-2018,-138,8.5,Philadelphia Phillies,Los Angeles Dodgers
28-05-2018,100,8.5,Houston Astros,New York Yankees
28-05-2018,-180,9,Toronto Blue Jays,Boston Red Sox
28-05-2018,156,10,Los Angeles Angels,Detroit Tigers
28-05-2018,-129,8,Tampa Bay Rays,Oakland Athletics
28-05-2018,-180,10,Chicago White Sox,Cleveland Indians
28-05-2018,-175,8,Texas Rangers,Seattle Mariners
28-05-2018,118,9,Minnesota Twins,Kansas City Royals
28-05-2018,119,9,Washington Nationals,Baltimore Orioles
28-05-2018,-170,9,New York Mets,Atlanta Braves
29-05-2018,120,8.5,Chicago Cubs,Pittsburgh Pirates
29-05-2018,-136,8.5,New York Mets,Atlanta Braves
29-05-2018,-115,8.5,St. Louis Cardinals,Milwaukee Brewers
29-05-2018,-146,11.5,San Francisco Giants,Colorado Rockies
29-05-2018,-110,8,Cincinnati Reds,Arizona Diamondbacks
29-05-2018,-164,7,Miami Marlins,San Diego Padres
29-05-2018,-193,7,Philadelphia Phillies,Los Angeles Dodgers
29-05-2018,-289,10,Chicago White Sox,Cleveland Indians
29-05-2018,114,9,Houston Astros,New York Yankees
29-05-2018,125,9,Los Angeles Angels,Detroit Tigers
29-05-2018,-190,9.5,Toronto Blue Jays,Boston Red Sox
29-05-2018,116,9,Minnesota Twins,Kansas City Royals
29-05-2018,-104,7.5,Tampa Bay Rays,Oakland Athletics
29-05-2018,-149,8.5,Texas Rangers,Seattle Mariners
29-05-2018,-115,9,Washington Nationals,Baltimore Orioles
30-05-2018,-109,8.5,St. Louis Cardinals,Milwaukee Brewers
30-05-2018,-200,8,Cincinnati Reds,Arizona Diamondbacks
30-05-2018,116,8,Chicago Cubs,Pittsburgh Pirates
30-05-2018,-150,9,New York Mets,Atlanta Braves
30-05-2018,-160,10.5,San Francisco Giants,Colorado Rockies
30-05-2018,-126,7,Miami Marlins,San Diego Padres
30-05-2018,-190,7.5,Philadelphia Phillies,Los Angeles Dodgers
30-05-2018,-185,9,Toronto Blue Jays,Boston Red Sox
30-05-2018,-250,8.5,Chicago White Sox,Cleveland Indians
30-05-2018,-193,8,Houston Astros,New York Yankees
30-05-2018,202,8.5,Los Angeles Angels,Detroit Tigers
30-05-2018,119,9,Minnesota Twins,Kansas City Royals
30-05-2018,-126,8,Tampa Bay Rays,Oakland Athletics
30-05-2018,-276,7.5,Texas Rangers,Seattle Mariners
30-05-2018,220,9,Washington Nationals,Baltimore Orioles
31-05-2018,152,8,Chicago Cubs,New York Mets
31-05-2018,-133,8,Pittsburgh Pirates,St. Louis Cardinals
31-05-2018,-122,8.5,Washington Nationals,Atlanta Braves
31-05-2018,-163,6.5,Philadelphia Phillies,Los Angeles Dodgers
31-05-2018,-133,7.5,Miami Marlins,San Diego Padres
31-05-2018,170,10,Los Angeles Angels,Detroit Tigers
31-05-2018,-142,8,Tampa Bay Rays,Oakland Athletics
31-05-2018,-200,8.5,Boston Red Sox,Houston Astros
31-05-2018,114,9.5,Cleveland Indians,Minnesota Twins
31-05-2018,-140,7.5,Texas Rangers,Seattle Mariners
01-06-2018,-107,8.5,Chicago Cubs,New York Mets
01-06-2018,123,8,Washington Nationals,Atlanta Braves
01-06-2018,-109,8,Pittsburgh Pirates,St. Louis Cardinals
01-06-2018,-105,11.5,Los Angeles Dodgers,Colorado Rockies
01-06-2018,-145,9,Miami Marlins,Arizona Diamondbacks
01-06-2018,107,8,Cincinnati Reds,San Diego Padres
01-06-2018,-128,8,Philadelphia Phillies,San Francisco Giants
01-06-2018,160,10.5,New York Yankees,Baltimore Orioles
01-06-2018,260,9,Toronto Blue Jays,Detroit Tigers
01-06-2018,-121,7,Boston Red Sox,Houston Astros
01-06-2018,114,8.5,Cleveland Indians,Minnesota Twins
01-06-2018,117,9.5,Oakland Athletics,Kansas City Royals
01-06-2018,-175,8.5,Texas Rangers,Los Angeles Angels
01-06-2018,-131,8,Tampa Bay Rays,Seattle Mariners
01-06-2018,130,9,Milwaukee Brewers,Chicago White Sox
02-06-2018,-154,8.5,Pittsburgh Pirates,St. Louis Cardinals
02-06-2018,109,9,Washington Nationals,Atlanta Braves
02-06-2018,-114,7,Chicago Cubs,New York Mets
02-06-2018,119,11,Los Angeles Dodgers,Colorado Rockies
02-06-2018,-109,8.5,Cincinnati Reds,San Diego Padres
02-06-2018,-109,7.5,Philadelphia Phillies,San Francisco Giants
02-06-2018,-177,7,Miami Marlins,Arizona Diamondbacks
02-06-2018,135,9,Oakland Athletics,Kansas City Royals
02-06-2018,170,9,New York Yankees,Baltimore Orioles
02-06-2018,151,8.5,Cleveland Indians,Minnesota Twins
02-06-2018,122,9,Toronto Blue Jays,Detroit Tigers
02-06-2018,-195,7.5,Boston Red Sox,Houston Astros
02-06-2018,-178,8.5,Texas Rangers,Los Angeles Angels
02-06-2018,-121,8,Tampa Bay Rays,Seattle Mariners
02-06-2018,140,9,Milwaukee Brewers,Chicago White Sox
03-06-2018,146,7.5,Chicago Cubs,New York Mets
03-06-2018,-124,9.5,Washington Nationals,Atlanta Braves
03-06-2018,-119,8.5,Pittsburgh Pirates,St. Louis Cardinals
03-06-2018,130,12,Los Angeles Dodgers,Colorado Rockies
03-06-2018,-114,8,Philadelphia Phillies,San Francisco Giants
03-06-2018,-132,9,Miami Marlins,Arizona Diamondbacks
03-06-2018,-101,7.5,Cincinnati Reds,San Diego Padres
03-06-2018,-117,9,Toronto Blue Jays,Detroit Tigers
03-06-2018,-105,8.5,Cleveland Indians,Minnesota Twins
03-06-2018,-311,9,Oakland Athletics,Kansas City Royals
03-06-2018,-196,8.5,Texas Rangers,Los Angeles Angels
03-06-2018,-117,7.5,Tampa Bay Rays,Seattle Mariners
03-06-2018,-180,7.5,Boston Red Sox,Houston Astros
03-06-2018,140,9.5,Milwaukee Brewers,Chicago White Sox
04-06-2018,-105,7.5,Atlanta Braves,San Diego Padres
04-06-2018,-113,7.5,Arizona Diamondbacks,San Francisco Giants
04-06-2018,-205,8.5,Kansas City Royals,Los Angeles Angels
04-06-2018,245,9,New York Yankees,Detroit Tigers
04-06-2018,174,10,New York Yankees,Detroit Tigers
05-06-2018,117,7.5,Los Angeles Dodgers,Pittsburgh Pirates
05-06-2018,-102,8.5,Colorado Rockies,Cincinnati Reds
05-06-2018,-210,7.5,Philadelphia Phillies,Chicago Cubs
05-06-2018,-210,7.5,Miami Marlins,St. Louis Cardinals
05-06-2018,119,7.5,Atlanta Braves,San Diego Padres
05-06-2018,-145,6.5,Arizona Diamondbacks,San Francisco Giants
05-06-2018,125,9.5,New York Yankees,Toronto Blue Jays
05-06-2018,-190,10,Detroit Tigers,Boston Red Sox
