Date,HomeOdds,OverUnder,AwayTeam,HomeTeam
01-05-2019,-140,9,San Diego Padres,Atlanta Braves
01-05-2019,-145,8.5,Colorado Rockies,Milwaukee Brewers
01-05-2019,120,7,Los Angeles Dodgers,San Francisco Giants
01-05-2019,-136,9.5,Oakland Athletics,Boston Red Sox
01-05-2019,137,9,Houston Astros,Minnesota Twins
01-05-2019,-180,9,Baltimore Orioles,Chicago White Sox
01-05-2019,200,8,Tampa Bay Rays,Kansas City Royals
01-05-2019,-109,8.5,Toronto Blue Jays,Los Angeles Angels
01-05-2019,126,10.5,Pittsburgh Pirates,Texas Rangers
01-05-2019,105,7.5,New York Yankees,Arizona Diamondbacks
01-05-2019,-108,9,Chicago Cubs,Seattle Mariners
01-05-2019,-240,8,Detroit Tigers,Philadelphia Phillies
01-05-2019,110,6.5,Cleveland Indians,Miami Marlins
01-05-2019,-142,9,Baltimore Orioles,Chicago White Sox
01-05-2019,125,8.5,Tampa Bay Rays,Kansas City Royals
02-05-2019,-178,7.5,Cincinnati Reds,New York Mets
02-05-2019,-147,8.5,San Diego Padres,Atlanta Braves
02-05-2019,-116,8,Colorado Rockies,Milwaukee Brewers
02-05-2019,-150,8.5,St. Louis Cardinals,Washington Nationals
02-05-2019,-115,8,Houston Astros,Minnesota Twins
02-05-2019,152,8,Tampa Bay Rays,Kansas City Royals
02-05-2019,164,9,Boston Red Sox,Chicago White Sox
02-05-2019,-162,8.5,Toronto Blue Jays,Los Angeles Angels
03-05-2019,-102,7.5,St. Louis Cardinals,Chicago Cubs
03-05-2019,-176,9,Washington Nationals,Philadelphia Phillies
03-05-2019,148,8,Atlanta Braves,Miami Marlins
03-05-2019,-145,8,San Francisco Giants,Cincinnati Reds
03-05-2019,-125,8.5,New York Mets,Milwaukee Brewers
03-05-2019,-105,11,Arizona Diamondbacks,Colorado Rockies
03-05-2019,143,7.5,Los Angeles Dodgers,San Diego Padres
03-05-2019,210,9.5,Tampa Bay Rays,Baltimore Orioles
03-05-2019,-150,7.5,Minnesota Twins,New York Yankees
03-05-2019,-145,8,Kansas City Royals,Detroit Tigers
03-05-2019,-143,8.5,Seattle Mariners,Cleveland Indians
03-05-2019,-140,9,Toronto Blue Jays,Texas Rangers
03-05-2019,161,8,Boston Red Sox,Chicago White Sox
03-05-2019,-120,7.5,Oakland Athletics,Pittsburgh Pirates
04-05-2019,-117,8.5,St. Louis Cardinals,Chicago Cubs
04-05-2019,146,7.5,Atlanta Braves,Miami Marlins
04-05-2019,-110,8,Washington Nationals,Philadelphia Phillies
04-05-2019,-114,9,New York Mets,Milwaukee Brewers
04-05-2019,-124,8.5,San Francisco Giants,Cincinnati Reds
04-05-2019,-134,10.5,Arizona Diamondbacks,Colorado Rockies
04-05-2019,-110,7.5,Los Angeles Dodgers,San Diego Padres
04-05-2019,-117,9,Minnesota Twins,New York Yankees
04-05-2019,-192,8.5,Seattle Mariners,Cleveland Indians
04-05-2019,-107,9,Kansas City Royals,Detroit Tigers
04-05-2019,160,9,Tampa Bay Rays,Baltimore Orioles
04-05-2019,126,10.5,Houston Astros,Los Angeles Angels
04-05-2019,159,9,Boston Red Sox,Chicago White Sox
04-05-2019,-120,10,Toronto Blue Jays,Texas Rangers
04-05-2019,-105,7.5,Oakland Athletics,Pittsburgh Pirates
05-05-2019,106,7.5,Atlanta Braves,Miami Marlins
05-05-2019,-170,8.5,Washington Nationals,Philadelphia Phillies
05-05-2019,-170,9,New York Mets,Milwaukee Brewers
05-05-2019,-139,9.5,Arizona Diamondbacks,Colorado Rockies
05-05-2019,113,8,Los Angeles Dodgers,San Diego Padres
05-05-2019,-176,8,San Francisco Giants,Cincinnati Reds
05-05-2019,-123,10,St. Louis Cardinals,Chicago Cubs
05-05-2019,-139,8.5,Minnesota Twins,New York Yankees
05-05-2019,-142,9,Seattle Mariners,Cleveland Indians
05-05-2019,-118,8.5,Kansas City Royals,Detroit Tigers
05-05-2019,130,9.5,Boston Red Sox,Chicago White Sox
05-05-2019,-134,10.5,Toronto Blue Jays,Texas Rangers
05-05-2019,195,10,Houston Astros,Los Angeles Angels
05-05-2019,102,8,Oakland Athletics,Pittsburgh Pirates
06-05-2019,-135,8,San Francisco Giants,Cincinnati Reds
06-05-2019,-110,7.5,Washington Nationals,Milwaukee Brewers
06-05-2019,-125,9,Philadelphia Phillies,St. Louis Cardinals
06-05-2019,-270,7,Miami Marlins,Chicago Cubs
06-05-2019,-155,8,Atlanta Braves,Los Angeles Dodgers
06-05-2019,105,6.5,New York Mets,San Diego Padres
06-05-2019,-250,9,Chicago White Sox,Cleveland Indians
06-05-2019,-138,9,Seattle Mariners,New York Yankees
06-05-2019,153,9.5,Boston Red Sox,Baltimore Orioles
06-05-2019,-115,8.5,Minnesota Twins,Toronto Blue Jays
06-05-2019,-290,8,Kansas City Royals,Houston Astros
06-05-2019,-210,7.5,Arizona Diamondbacks,Tampa Bay Rays
07-05-2019,-112,8,Washington Nationals,Milwaukee Brewers
07-05-2019,105,9,Philadelphia Phillies,St. Louis Cardinals
07-05-2019,-165,6.5,Miami Marlins,Chicago Cubs
07-05-2019,-124,10,San Francisco Giants,Colorado Rockies
07-05-2019,-132,7.5,Atlanta Braves,Los Angeles Dodgers
07-05-2019,140,7.5,New York Mets,San Diego Padres
07-05-2019,-137,8.5,Chicago White Sox,Cleveland Indians
07-05-2019,-152,9.5,Seattle Mariners,New York Yankees
07-05-2019,185,10,Boston Red Sox,Baltimore Orioles
07-05-2019,130,9,Minnesota Twins,Toronto Blue Jays
07-05-2019,127,9,Los Angeles Angels,Detroit Tigers
07-05-2019,-240,9,Kansas City Royals,Houston Astros
07-05-2019,-142,8.5,Texas Rangers,Pittsburgh Pirates
07-05-2019,-172,8.5,Arizona Diamondbacks,Tampa Bay Rays
07-05-2019,-122,9,Cincinnati Reds,Oakland Athletics
08-05-2019,-190,8.5,Washington Nationals,Milwaukee Brewers
08-05-2019,-148,9,Philadelphia Phillies,St. Louis Cardinals
08-05-2019,-130,8,New York Mets,San Diego Padres
08-05-2019,-230,8,Miami Marlins,Chicago Cubs
08-05-2019,-210,8,Atlanta Braves,Los Angeles Dodgers
08-05-2019,-200,8.5,Chicago White Sox,Cleveland Indians
08-05-2019,-115,9,Seattle Mariners,New York Yankees
08-05-2019,245,8.5,Boston Red Sox,Baltimore Orioles
08-05-2019,123,9,Minnesota Twins,Toronto Blue Jays
08-05-2019,-110,8,Los Angeles Angels,Detroit Tigers
08-05-2019,-230,9,Kansas City Royals,Houston Astros
08-05-2019,-121,9,Texas Rangers,Pittsburgh Pirates
08-05-2019,-155,7.5,Arizona Diamondbacks,Tampa Bay Rays
08-05-2019,-122,8.5,Cincinnati Reds,Oakland Athletics
09-05-2019,-210,10,Miami Marlins,Chicago Cubs
09-05-2019,-158,9.5,San Francisco Giants,Colorado Rockies
09-05-2019,-145,8.5,Pittsburgh Pirates,St. Louis Cardinals
09-05-2019,100,8.5,Atlanta Braves,Arizona Diamondbacks
09-05-2019,-150,7,Washington Nationals,Los Angeles Dodgers
09-05-2019,-240,9,Chicago White Sox,Cleveland Indians
09-05-2019,162,9.5,Los Angeles Angels,Detroit Tigers
09-05-2019,-140,9,Seattle Mariners,New York Yankees
09-05-2019,-182,9,Texas Rangers,Houston Astros
09-05-2019,-166,8.5,Cincinnati Reds,Oakland Athletics
10-05-2019,-116,7.5,Milwaukee Brewers,Chicago Cubs
10-05-2019,-176,7.5,Miami Marlins,New York Mets
10-05-2019,-160,8.5,Pittsburgh Pirates,St. Louis Cardinals
10-05-2019,-172,10,San Diego Padres,Colorado Rockies
10-05-2019,-130,8.5,Atlanta Braves,Arizona Diamondbacks
10-05-2019,-220,8.5,Washington Nationals,Los Angeles Dodgers
10-05-2019,140,7.5,Cincinnati Reds,San Francisco Giants
10-05-2019,170,11,Los Angeles Angels,Baltimore Orioles
10-05-2019,-126,9,Chicago White Sox,Toronto Blue Jays
10-05-2019,-205,10.5,Seattle Mariners,Boston Red Sox
10-05-2019,-166,7,New York Yankees,Tampa Bay Rays
10-05-2019,-210,9,Detroit Tigers,Minnesota Twins
10-05-2019,-260,8.5,Texas Rangers,Houston Astros
10-05-2019,-138,8.5,Cleveland Indians,Oakland Athletics
10-05-2019,133,9,Philadelphia Phillies,Kansas City Royals
11-05-2019,-180,7.5,Pittsburgh Pirates,St. Louis Cardinals
11-05-2019,-122,7.5,Milwaukee Brewers,Chicago Cubs
11-05-2019,-310,7,Miami Marlins,New York Mets
11-05-2019,115,9,Atlanta Braves,Arizona Diamondbacks
11-05-2019,-135,10,San Diego Padres,Colorado Rockies
11-05-2019,125,7.5,Cincinnati Reds,San Francisco Giants
11-05-2019,-135,7,Washington Nationals,Los Angeles Dodgers
11-05-2019,-172,11.5,Seattle Mariners,Boston Red Sox
11-05-2019,-158,8.5,Detroit Tigers,Minnesota Twins
11-05-2019,-156,8.5,Chicago White Sox,Toronto Blue Jays
11-05-2019,124,9.5,Los Angeles Angels,Baltimore Orioles
11-05-2019,108,8,Cleveland Indians,Oakland Athletics
11-05-2019,-135,8.5,New York Yankees,Tampa Bay Rays
11-05-2019,-290,9,Texas Rangers,Houston Astros
11-05-2019,120,9,Philadelphia Phillies,Kansas City Royals
11-05-2019,-210,9.5,Detroit Tigers,Minnesota Twins
12-05-2019,-170,9,Pittsburgh Pirates,St. Louis Cardinals
12-05-2019,-110,12,San Diego Padres,Colorado Rockies
12-05-2019,-111,7,Cincinnati Reds,San Francisco Giants
12-05-2019,-142,7.5,Washington Nationals,Los Angeles Dodgers
12-05-2019,105,9,Atlanta Braves,Arizona Diamondbacks
12-05-2019,-118,7,Milwaukee Brewers,Chicago Cubs
12-05-2019,145,8.5,Los Angeles Angels,Baltimore Orioles
12-05-2019,-130,10,Seattle Mariners,Boston Red Sox
12-05-2019,-112,8.5,Chicago White Sox,Toronto Blue Jays
12-05-2019,-185,7,New York Yankees,Tampa Bay Rays
12-05-2019,-172,8.5,Detroit Tigers,Minnesota Twins
12-05-2019,-210,10,Texas Rangers,Houston Astros
12-05-2019,-120,8.5,Cleveland Indians,Oakland Athletics
12-05-2019,-105,9,Philadelphia Phillies,Kansas City Royals
13-05-2019,-143,8.5,Milwaukee Brewers,Philadelphia Phillies
13-05-2019,-180,9,Pittsburgh Pirates,Arizona Diamondbacks
13-05-2019,152,9,Houston Astros,Detroit Tigers
13-05-2019,-128,9,Los Angeles Angels,Minnesota Twins
13-05-2019,145,8.5,Cleveland Indians,Chicago White Sox
13-05-2019,-115,9,Oakland Athletics,Seattle Mariners
14-05-2019,100,9.5,Chicago Cubs,Cincinnati Reds
14-05-2019,105,8,Milwaukee Brewers,Philadelphia Phillies
14-05-2019,134,8,New York Mets,Washington Nationals
14-05-2019,115,9,St. Louis Cardinals,Atlanta Braves
14-05-2019,-158,9,Pittsburgh Pirates,Arizona Diamondbacks
14-05-2019,-157,7,San Diego Padres,Los Angeles Dodgers
14-05-2019,178,8,Cleveland Indians,Chicago White Sox
14-05-2019,200,10.5,Houston Astros,Detroit Tigers
14-05-2019,-128,9.5,Los Angeles Angels,Minnesota Twins
14-05-2019,-143,10,Texas Rangers,Kansas City Royals
14-05-2019,105,9,Oakland Athletics,Seattle Mariners
14-05-2019,133,6.5,Tampa Bay Rays,Miami Marlins
14-05-2019,-250,8.5,Colorado Rockies,Boston Red Sox
14-05-2019,-125,7.5,Toronto Blue Jays,San Francisco Giants
15-05-2019,-157,7,Pittsburgh Pirates,Arizona Diamondbacks
15-05-2019,-134,9,Chicago Cubs,Cincinnati Reds
15-05-2019,-122,9,Milwaukee Brewers,Philadelphia Phillies
15-05-2019,-147,8.5,New York Mets,Washington Nationals
15-05-2019,-134,9.5,St. Louis Cardinals,Atlanta Braves
15-05-2019,-158,7.5,San Diego Padres,Los Angeles Dodgers
15-05-2019,-135,9.5,Los Angeles Angels,Minnesota Twins
15-05-2019,-240,9,Baltimore Orioles,New York Yankees
15-05-2019,320,9.5,Houston Astros,Detroit Tigers
15-05-2019,108,9.5,Texas Rangers,Kansas City Royals
15-05-2019,-140,7.5,Toronto Blue Jays,San Francisco Giants
15-05-2019,163,7.5,Tampa Bay Rays,Miami Marlins
15-05-2019,-146,9,Colorado Rockies,Boston Red Sox
15-05-2019,-270,9.5,Baltimore Orioles,New York Yankees
16-05-2019,115,9,New York Mets,Washington Nationals
16-05-2019,-121,9,Milwaukee Brewers,Philadelphia Phillies
16-05-2019,-136,8,Chicago Cubs,Cincinnati Reds
16-05-2019,-112,10,St. Louis Cardinals,Atlanta Braves
16-05-2019,-144,7.5,Pittsburgh Pirates,San Diego Padres
16-05-2019,138,8.5,Oakland Athletics,Detroit Tigers
16-05-2019,-112,10.5,Texas Rangers,Kansas City Royals
16-05-2019,-340,9,Baltimore Orioles,Cleveland Indians
16-05-2019,106,10,Toronto Blue Jays,Chicago White Sox
16-05-2019,-103,10,Minnesota Twins,Seattle Mariners
17-05-2019,-158,8,Chicago Cubs,Washington Nationals
17-05-2019,-119,9.5,Colorado Rockies,Philadelphia Phillies
17-05-2019,127,10,Los Angeles Dodgers,Cincinnati Reds
17-05-2019,205,6.5,New York Mets,Miami Marlins
17-05-2019,-128,9,Milwaukee Brewers,Atlanta Braves
17-05-2019,-141,9,San Francisco Giants,Arizona Diamondbacks
17-05-2019,-168,7,Pittsburgh Pirates,San Diego Padres
17-05-2019,-107,9.5,Tampa Bay Rays,New York Yankees
17-05-2019,-170,9,Baltimore Orioles,Cleveland Indians
17-05-2019,176,9,Oakland Athletics,Detroit Tigers
17-05-2019,131,9.5,Houston Astros,Boston Red Sox
17-05-2019,-116,9,Toronto Blue Jays,Chicago White Sox
17-05-2019,-185,10,Kansas City Royals,Los Angeles Angels
17-05-2019,-112,8.5,Minnesota Twins,Seattle Mariners
17-05-2019,147,11.5,St. Louis Cardinals,Texas Rangers
18-05-2019,-176,9.5,Colorado Rockies,Philadelphia Phillies
18-05-2019,157,10,Los Angeles Dodgers,Cincinnati Reds
18-05-2019,116,7.5,New York Mets,Miami Marlins
18-05-2019,-135,8.5,Chicago Cubs,Washington Nationals
18-05-2019,-120,9.5,Milwaukee Brewers,Atlanta Braves
18-05-2019,-150,8,Pittsburgh Pirates,San Diego Padres
18-05-2019,106,8.5,San Francisco Giants,Arizona Diamondbacks
18-05-2019,107,8.5,Tampa Bay Rays,New York Yankees
18-05-2019,-155,9.5,Toronto Blue Jays,Chicago White Sox
18-05-2019,108,9,Oakland Athletics,Detroit Tigers
18-05-2019,-150,9,Baltimore Orioles,Cleveland Indians
18-05-2019,100,10.5,Houston Astros,Boston Red Sox
18-05-2019,-190,9,Kansas City Royals,Los Angeles Angels
18-05-2019,122,9,Minnesota Twins,Seattle Mariners
18-05-2019,100,12,St. Louis Cardinals,Texas Rangers
19-05-2019,-113,10,Colorado Rockies,Philadelphia Phillies
19-05-2019,178,7,New York Mets,Miami Marlins
19-05-2019,160,9,Los Angeles Dodgers,Cincinnati Reds
19-05-2019,130,9,Milwaukee Brewers,Atlanta Braves
19-05-2019,-200,8,San Francisco Giants,Arizona Diamondbacks
19-05-2019,-112,8,Pittsburgh Pirates,San Diego Padres
19-05-2019,140,10,Chicago Cubs,Washington Nationals
19-05-2019,-192,9.5,Houston Astros,Boston Red Sox
19-05-2019,-109,9,Tampa Bay Rays,New York Yankees
19-05-2019,-240,10,Baltimore Orioles,Cleveland Indians
19-05-2019,180,10.5,Oakland Athletics,Detroit Tigers
19-05-2019,-110,9.5,Toronto Blue Jays,Chicago White Sox
19-05-2019,-167,8.5,Kansas City Royals,Los Angeles Angels
19-05-2019,-120,8.5,Minnesota Twins,Seattle Mariners
19-05-2019,148,11,St. Louis Cardinals,Texas Rangers
20-05-2019,145,8.5,Washington Nationals,New York Mets
20-05-2019,-118,8.5,Philadelphia Phillies,Chicago Cubs
20-05-2019,140,7.5,Atlanta Braves,San Francisco Giants
20-05-2019,-145,6.5,Arizona Diamondbacks,San Diego Padres
20-05-2019,200,9,Boston Red Sox,Toronto Blue Jays
20-05-2019,-180,8,Oakland Athletics,Cleveland Indians
20-05-2019,165,9,New York Yankees,Baltimore Orioles
20-05-2019,-142,11,Seattle Mariners,Texas Rangers
20-05-2019,-230,9,Chicago White Sox,Houston Astros
20-05-2019,-140,8.5,Minnesota Twins,Los Angeles Angels
21-05-2019,-125,7.5,Philadelphia Phillies,Chicago Cubs
21-05-2019,110,7.5,Colorado Rockies,Pittsburgh Pirates
21-05-2019,-135,7.5,Washington Nationals,New York Mets
21-05-2019,-132,8.5,Cincinnati Reds,Milwaukee Brewers
21-05-2019,105,8,Atlanta Braves,San Francisco Giants
21-05-2019,-105,7,Arizona Diamondbacks,San Diego Padres
21-05-2019,-120,8.5,Oakland Athletics,Cleveland Indians
21-05-2019,230,9.5,New York Yankees,Baltimore Orioles
21-05-2019,130,8.5,Boston Red Sox,Toronto Blue Jays
21-05-2019,-120,11.5,Seattle Mariners,Texas Rangers
21-05-2019,-350,8.5,Chicago White Sox,Houston Astros
21-05-2019,-114,9,Minnesota Twins,Los Angeles Angels
21-05-2019,-112,7.5,Miami Marlins,Detroit Tigers
21-05-2019,130,8,Los Angeles Dodgers,Tampa Bay Rays
22-05-2019,-101,7.5,Cincinnati Reds,Milwaukee Brewers
22-05-2019,-134,8,Arizona Diamondbacks,San Diego Padres
22-05-2019,102,8.5,Colorado Rockies,Pittsburgh Pirates
22-05-2019,113,6.5,Washington Nationals,New York Mets
22-05-2019,-162,10.5,Philadelphia Phillies,Chicago Cubs
22-05-2019,147,7.5,Atlanta Braves,San Francisco Giants
22-05-2019,110,9.5,Oakland Athletics,Cleveland Indians
22-05-2019,112,12,Seattle Mariners,Texas Rangers
22-05-2019,220,10.5,New York Yankees,Baltimore Orioles
22-05-2019,134,9,Boston Red Sox,Toronto Blue Jays
22-05-2019,-360,8.5,Chicago White Sox,Houston Astros
22-05-2019,-180,9.5,Kansas City Royals,St. Louis Cardinals
22-05-2019,-115,9,Miami Marlins,Detroit Tigers
22-05-2019,113,8,Los Angeles Dodgers,Tampa Bay Rays
22-05-2019,-200,9.5,Kansas City Royals,St. Louis Cardinals
23-05-2019,153,7.5,Washington Nationals,New York Mets
23-05-2019,-132,9,Colorado Rockies,Pittsburgh Pirates
23-05-2019,115,9.5,Philadelphia Phillies,Chicago Cubs
23-05-2019,104,7.5,Atlanta Braves,San Francisco Giants
23-05-2019,180,9,New York Yankees,Baltimore Orioles
23-05-2019,122,10,Boston Red Sox,Toronto Blue Jays
23-05-2019,114,9.5,Tampa Bay Rays,Cleveland Indians
23-05-2019,-185,9,Chicago White Sox,Houston Astros
23-05-2019,-145,9,Miami Marlins,Detroit Tigers
23-05-2019,124,9,Minnesota Twins,Los Angeles Angels
24-05-2019,-180,8,Cincinnati Reds,Chicago Cubs
24-05-2019,-148,9,Miami Marlins,Washington Nationals
24-05-2019,175,9,Los Angeles Dodgers,Pittsburgh Pirates
24-05-2019,-142,9.5,Philadelphia Phillies,Milwaukee Brewers
24-05-2019,-148,10,Atlanta Braves,St. Louis Cardinals
24-05-2019,128,6.5,Arizona Diamondbacks,San Francisco Giants
24-05-2019,120,7.5,Tampa Bay Rays,Cleveland Indians
24-05-2019,-205,9,Chicago White Sox,Minnesota Twins
24-05-2019,140,8.5,Boston Red Sox,Houston Astros
24-05-2019,-158,9.5,Seattle Mariners,Oakland Athletics
24-05-2019,-162,9.5,Texas Rangers,Los Angeles Angels
24-05-2019,110,8.5,San Diego Padres,Toronto Blue Jays
24-05-2019,-290,8,Detroit Tigers,New York Mets
24-05-2019,-145,12,Baltimore Orioles,Colorado Rockies
25-05-2019,-141,11,Cincinnati Reds,Chicago Cubs
25-05-2019,-230,9,Miami Marlins,Washington Nationals
25-05-2019,-115,8,Arizona Diamondbacks,San Francisco Giants
25-05-2019,-133,10,Philadelphia Phillies,Milwaukee Brewers
25-05-2019,108,9.5,Atlanta Braves,St. Louis Cardinals
25-05-2019,170,8,Los Angeles Dodgers,Pittsburgh Pirates
25-05-2019,-215,10.5,Chicago White Sox,Minnesota Twins
25-05-2019,122,9.5,New York Yankees,Kansas City Royals
25-05-2019,-119,9.5,Seattle Mariners,Oakland Athletics
25-05-2019,-120,8.5,Tampa Bay Rays,Cleveland Indians
25-05-2019,-130,8.5,Boston Red Sox,Houston Astros
25-05-2019,-105,8.5,Texas Rangers,Los Angeles Angels
25-05-2019,-101,10,San Diego Padres,Toronto Blue Jays
25-05-2019,-180,9,Detroit Tigers,New York Mets
25-05-2019,-168,12,Baltimore Orioles,Colorado Rockies
25-05-2019,145,9.5,New York Yankees,Kansas City Royals
26-05-2019,-130,8.5,Miami Marlins,Washington Nationals
26-05-2019,149,9,Los Angeles Dodgers,Pittsburgh Pirates
26-05-2019,-155,9,Philadelphia Phillies,Milwaukee Brewers
26-05-2019,-160,7.5,Cincinnati Reds,Chicago Cubs
26-05-2019,-105,7,Arizona Diamondbacks,San Francisco Giants
26-05-2019,-138,9,Atlanta Braves,St. Louis Cardinals
26-05-2019,-106,8.5,Tampa Bay Rays,Cleveland Indians
26-05-2019,-250,10,Chicago White Sox,Minnesota Twins
26-05-2019,-160,8,Boston Red Sox,Houston Astros
26-05-2019,150,9.5,New York Yankees,Kansas City Royals
26-05-2019,-160,9,Texas Rangers,Los Angeles Angels
26-05-2019,-135,9.5,Seattle Mariners,Oakland Athletics
26-05-2019,-115,8.5,San Diego Padres,Toronto Blue Jays
26-05-2019,-165,7.5,Detroit Tigers,New York Mets
26-05-2019,-340,12,Baltimore Orioles,Colorado Rockies
27-05-2019,-310,8,Miami Marlins,Washington Nationals
27-05-2019,-205,9.5,Pittsburgh Pirates,Cincinnati Reds
27-05-2019,-106,10,Arizona Diamondbacks,Colorado Rockies
27-05-2019,-185,6.5,New York Mets,Los Angeles Dodgers
27-05-2019,-106,9.5,Detroit Tigers,Baltimore Orioles
27-05-2019,-180,8,Toronto Blue Jays,Tampa Bay Rays
27-05-2019,-114,9.5,Kansas City Royals,Chicago White Sox
27-05-2019,-180,10.5,Cleveland Indians,Boston Red Sox
27-05-2019,-150,9,Los Angeles Angels,Oakland Athletics
27-05-2019,-123,9.5,Texas Rangers,Seattle Mariners
27-05-2019,-125,10,San Diego Padres,New York Yankees
27-05-2019,-174,8,Chicago Cubs,Houston Astros
27-05-2019,110,9.5,Milwaukee Brewers,Minnesota Twins
27-05-2019,-165,9,Pittsburgh Pirates,Cincinnati Reds
28-05-2019,-102,10,Pittsburgh Pirates,Cincinnati Reds
28-05-2019,-115,10.5,St. Louis Cardinals,Philadelphia Phillies
28-05-2019,-107,7.5,San Francisco Giants,Miami Marlins
28-05-2019,-120,9,Washington Nationals,Atlanta Braves
28-05-2019,-138,11.5,Arizona Diamondbacks,Colorado Rockies
28-05-2019,-200,8,New York Mets,Los Angeles Dodgers
28-05-2019,102,9,Detroit Tigers,Baltimore Orioles
28-05-2019,-200,9,Cleveland Indians,Boston Red Sox
28-05-2019,-196,8.5,Toronto Blue Jays,Tampa Bay Rays
28-05-2019,-159,8.5,Kansas City Royals,Chicago White Sox
28-05-2019,-180,9,Los Angeles Angels,Oakland Athletics
28-05-2019,-155,9.5,Texas Rangers,Seattle Mariners
28-05-2019,-190,9.5,San Diego Padres,New York Yankees
28-05-2019,-132,9,Chicago Cubs,Houston Astros
28-05-2019,105,10,Milwaukee Brewers,Minnesota Twins
29-05-2019,-145,10,Pittsburgh Pirates,Cincinnati Reds
29-05-2019,-180,10,St. Louis Cardinals,Philadelphia Phillies
29-05-2019,110,7,San Francisco Giants,Miami Marlins
29-05-2019,-164,10.5,Washington Nationals,Atlanta Braves
29-05-2019,105,11,Arizona Diamondbacks,Colorado Rockies
29-05-2019,-180,7.5,New York Mets,Los Angeles Dodgers
29-05-2019,-134,9,Los Angeles Angels,Oakland Athletics
29-05-2019,-135,9.5,Texas Rangers,Seattle Mariners
29-05-2019,-128,9.5,Detroit Tigers,Baltimore Orioles
29-05-2019,-109,9,Cleveland Indians,Boston Red Sox
29-05-2019,-240,7,Toronto Blue Jays,Tampa Bay Rays
29-05-2019,-120,9,Kansas City Royals,Chicago White Sox
29-05-2019,-135,7.5,San Diego Padres,New York Yankees
29-05-2019,-105,9,Chicago Cubs,Houston Astros
30-05-2019,-103,10.5,St. Louis Cardinals,Philadelphia Phillies
30-05-2019,-105,7.5,San Francisco Giants,Miami Marlins
30-05-2019,-120,12,Arizona Diamondbacks,Colorado Rockies
30-05-2019,110,9,Milwaukee Brewers,Pittsburgh Pirates
30-05-2019,-250,8.5,New York Mets,Los Angeles Dodgers
30-05-2019,-153,8,Minnesota Twins,Tampa Bay Rays
30-05-2019,-168,10,Kansas City Royals,Texas Rangers
30-05-2019,175,8.5,Cleveland Indians,Chicago White Sox
30-05-2019,-134,9,Los Angeles Angels,Seattle Mariners
31-05-2019,123,9.5,Milwaukee Brewers,Pittsburgh Pirates
31-05-2019,115,9,Washington Nationals,Cincinnati Reds
31-05-2019,-127,9,Chicago Cubs,St. Louis Cardinals
31-05-2019,105,9,New York Mets,Arizona Diamondbacks
31-05-2019,-151,9,Philadelphia Phillies,Los Angeles Dodgers
31-05-2019,-165,7,Miami Marlins,San Diego Padres
31-05-2019,132,9,Boston Red Sox,New York Yankees
31-05-2019,-125,8,Minnesota Twins,Tampa Bay Rays
31-05-2019,-108,10.5,Kansas City Royals,Texas Rangers
31-05-2019,150,10,Cleveland Indians,Chicago White Sox
31-05-2019,112,8.5,Houston Astros,Oakland Athletics
31-05-2019,115,9.5,Los Angeles Angels,Seattle Mariners
31-05-2019,-102,9,San Francisco Giants,Baltimore Orioles
31-05-2019,-190,9.5,Detroit Tigers,Atlanta Braves
31-05-2019,-295,12,Toronto Blue Jays,Colorado Rockies
01-06-2019,180,9.5,Milwaukee Brewers,Pittsburgh Pirates
01-06-2019,-125,10.5,Washington Nationals,Cincinnati Reds
01-06-2019,-153,9,Chicago Cubs,St. Louis Cardinals
01-06-2019,-152,8,Miami Marlins,San Diego Padres
01-06-2019,-196,8.5,Philadelphia Phillies,Los Angeles Dodgers
01-06-2019,-112,7.5,New York Mets,Arizona Diamondbacks
01-06-2019,-114,8,Minnesota Twins,Tampa Bay Rays
01-06-2019,-105,10.5,Cleveland Indians,Chicago White Sox
01-06-2019,-172,10.5,Kansas City Royals,Texas Rangers
01-06-2019,110,9,Los Angeles Angels,Seattle Mariners
01-06-2019,-126,9.5,Boston Red Sox,New York Yankees
01-06-2019,137,7.5,Houston Astros,Oakland Athletics
01-06-2019,126,10.5,San Francisco Giants,Baltimore Orioles
01-06-2019,-280,9.5,Detroit Tigers,Atlanta Braves
01-06-2019,-150,10.5,Toronto Blue Jays,Colorado Rockies
02-06-2019,120,8.5,Washington Nationals,Cincinnati Reds
02-06-2019,102,9,Milwaukee Brewers,Pittsburgh Pirates
02-06-2019,-105,9.5,Chicago Cubs,St. Louis Cardinals
02-06-2019,-108,9.5,New York Mets,Arizona Diamondbacks
02-06-2019,-176,9,Philadelphia Phillies,Los Angeles Dodgers
02-06-2019,-180,8,Miami Marlins,San Diego Padres
02-06-2019,-121,8.5,Minnesota Twins,Tampa Bay Rays
02-06-2019,-113,8,Cleveland Indians,Chicago White Sox
02-06-2019,-120,11,Kansas City Royals,Texas Rangers
02-06-2019,122,7.5,Houston Astros,Oakland Athletics
02-06-2019,-120,10,Los Angeles Angels,Seattle Mariners
02-06-2019,110,10,Boston Red Sox,New York Yankees
02-06-2019,-102,10,San Francisco Giants,Baltimore Orioles
02-06-2019,-174,9,Detroit Tigers,Atlanta Braves
02-06-2019,-142,12.5,Toronto Blue Jays,Colorado Rockies
03-06-2019,120,8.5,Los Angeles Dodgers,Arizona Diamondbacks
03-06-2019,123,7.5,Philadelphia Phillies,San Diego Padres
