Date,HomeOdds,OverUnder,AwayTeam,HomeTeam
03-06-2019,112,9.5,Houston Astros,Seattle Mariners
03-06-2019,-170,9,Los Angeles Angels,Chicago Cubs
04-06-2019,180,9,Atlanta Braves,Pittsburgh Pirates
04-06-2019,-147,7,San Francisco Giants,New York Mets
04-06-2019,-192,9,Miami Marlins,Milwaukee Brewers
04-06-2019,-210,10.5,Colorado Rockies,Chicago Cubs
04-06-2019,-108,8.5,Cincinnati Reds,St. Louis Cardinals
04-06-2019,195,10,Los Angeles Dodgers,Arizona Diamondbacks
04-06-2019,-150,7.5,Philadelphia Phillies,San Diego Padres
04-06-2019,175,9,New York Yankees,Toronto Blue Jays
04-06-2019,-128,9,Minnesota Twins,Cleveland Indians
04-06-2019,235,8.5,Tampa Bay Rays,Detroit Tigers
04-06-2019,-131,10.5,Baltimore Orioles,Texas Rangers
04-06-2019,180,10,Boston Red Sox,Kansas City Royals
04-06-2019,-108,8.5,Oakland Athletics,Los Angeles Angels
04-06-2019,150,9.5,Houston Astros,Seattle Mariners
04-06-2019,-250,8.5,Chicago White Sox,Washington Nationals
05-06-2019,104,8.5,Philadelphia Phillies,San Diego Padres
05-06-2019,154,9.5,Los Angeles Dodgers,Arizona Diamondbacks
05-06-2019,118,9.5,Atlanta Braves,Pittsburgh Pirates
05-06-2019,-158,8.5,San Francisco Giants,New York Mets
05-06-2019,-260,9,Miami Marlins,Milwaukee Brewers
05-06-2019,-122,7,Colorado Rockies,Chicago Cubs
05-06-2019,175,8.5,New York Yankees,Toronto Blue Jays
05-06-2019,108,9.5,Minnesota Twins,Cleveland Indians
05-06-2019,180,8.5,Tampa Bay Rays,Detroit Tigers
05-06-2019,-170,9,Baltimore Orioles,Texas Rangers
05-06-2019,220,8.5,Boston Red Sox,Kansas City Royals
05-06-2019,-126,9,Oakland Athletics,Los Angeles Angels
05-06-2019,146,8.5,Houston Astros,Seattle Mariners
05-06-2019,-185,10.5,Chicago White Sox,Washington Nationals
06-06-2019,-165,7.5,San Francisco Giants,New York Mets
06-06-2019,103,9.5,Atlanta Braves,Pittsburgh Pirates
06-06-2019,-150,9,Cincinnati Reds,St. Louis Cardinals
06-06-2019,-178,8.5,Miami Marlins,Milwaukee Brewers
06-06-2019,-190,8.5,Colorado Rockies,Chicago Cubs
06-06-2019,-112,7.5,Washington Nationals,San Diego Padres
06-06-2019,163,9,Tampa Bay Rays,Detroit Tigers
06-06-2019,124,10,Boston Red Sox,Kansas City Royals
06-06-2019,178,8,Houston Astros,Seattle Mariners
06-06-2019,190,10.5,New York Yankees,Toronto Blue Jays
06-06-2019,-117,8.5,Minnesota Twins,Cleveland Indians
06-06-2019,-174,11,Baltimore Orioles,Texas Rangers
06-06-2019,-120,9.5,Oakland Athletics,Los Angeles Angels
07-06-2019,-123,7.5,St. Louis Cardinals,Chicago Cubs
07-06-2019,-120,9,Cincinnati Reds,Philadelphia Phillies
07-06-2019,170,7.5,Atlanta Braves,Miami Marlins
07-06-2019,-205,7.5,Colorado Rockies,New York Mets
07-06-2019,-230,9.5,Pittsburgh Pirates,Milwaukee Brewers
07-06-2019,100,9,Washington Nationals,San Diego Padres
07-06-2019,205,7.5,Los Angeles Dodgers,San Francisco Giants
07-06-2019,-114,10,Tampa Bay Rays,Boston Red Sox
07-06-2019,118,9,Minnesota Twins,Detroit Tigers
07-06-2019,109,9,New York Yankees,Cleveland Indians
07-06-2019,-110,10,Oakland Athletics,Texas Rangers
07-06-2019,-360,8,Baltimore Orioles,Houston Astros
07-06-2019,-118,10,Chicago White Sox,Kansas City Royals
07-06-2019,-180,9,Seattle Mariners,Los Angeles Angels
07-06-2019,-130,8.5,Arizona Diamondbacks,Toronto Blue Jays
08-06-2019,-131,9.5,Cincinnati Reds,Philadelphia Phillies
08-06-2019,-170,9.5,Pittsburgh Pirates,Milwaukee Brewers
08-06-2019,130,8,Atlanta Braves,Miami Marlins
08-06-2019,-102,7.5,St. Louis Cardinals,Chicago Cubs
08-06-2019,190,8.5,Los Angeles Dodgers,San Francisco Giants
08-06-2019,-114,8,Colorado Rockies,New York Mets
08-06-2019,170,7.5,Washington Nationals,San Diego Padres
08-06-2019,110,10.5,Tampa Bay Rays,Boston Red Sox
08-06-2019,135,8.5,Chicago White Sox,Kansas City Royals
08-06-2019,210,10,Minnesota Twins,Detroit Tigers
08-06-2019,-240,8.5,Baltimore Orioles,Houston Astros
08-06-2019,118,10,New York Yankees,Cleveland Indians
08-06-2019,130,10.5,Oakland Athletics,Texas Rangers
08-06-2019,-135,9.5,Seattle Mariners,Los Angeles Angels
08-06-2019,123,8.5,Arizona Diamondbacks,Toronto Blue Jays
08-06-2019,-154,9,Tampa Bay Rays,Boston Red Sox
08-06-2019,124,11.5,Oakland Athletics,Texas Rangers
09-06-2019,-138,8.5,Cincinnati Reds,Philadelphia Phillies
09-06-2019,125,7.5,Atlanta Braves,Miami Marlins
09-06-2019,-158,8,Colorado Rockies,New York Mets
09-06-2019,-194,9.5,Pittsburgh Pirates,Milwaukee Brewers
09-06-2019,-176,8,St. Louis Cardinals,Chicago Cubs
09-06-2019,147,7.5,Los Angeles Dodgers,San Francisco Giants
09-06-2019,143,8,Washington Nationals,San Diego Padres
09-06-2019,119,8.5,Tampa Bay Rays,Boston Red Sox
09-06-2019,200,9.5,Minnesota Twins,Detroit Tigers
09-06-2019,-133,9.5,New York Yankees,Cleveland Indians
09-06-2019,-190,8.5,Baltimore Orioles,Houston Astros
09-06-2019,-124,9.5,Chicago White Sox,Kansas City Royals
09-06-2019,175,11.5,Oakland Athletics,Texas Rangers
09-06-2019,-152,10.5,Seattle Mariners,Los Angeles Angels
09-06-2019,135,9,Arizona Diamondbacks,Toronto Blue Jays
10-06-2019,-134,9.5,Arizona Diamondbacks,Philadelphia Phillies
10-06-2019,116,8.5,St. Louis Cardinals,Miami Marlins
10-06-2019,-143,10,Pittsburgh Pirates,Atlanta Braves
10-06-2019,-129,11.5,Chicago Cubs,Colorado Rockies
10-06-2019,-250,7.5,Texas Rangers,Boston Red Sox
10-06-2019,-230,8.5,Oakland Athletics,Tampa Bay Rays
10-06-2019,135,10.5,Washington Nationals,Chicago White Sox
10-06-2019,170,9,Los Angeles Dodgers,Los Angeles Angels
11-06-2019,-140,9,Arizona Diamondbacks,Philadelphia Phillies
11-06-2019,135,8,St. Louis Cardinals,Miami Marlins
11-06-2019,-148,10,Pittsburgh Pirates,Atlanta Braves
11-06-2019,118,12,Chicago Cubs,Colorado Rockies
11-06-2019,135,7.5,San Diego Padres,San Francisco Giants
11-06-2019,106,8.5,Toronto Blue Jays,Baltimore Orioles
11-06-2019,-150,9,Oakland Athletics,Tampa Bay Rays
11-06-2019,-170,10.5,Texas Rangers,Boston Red Sox
11-06-2019,-194,9.5,Seattle Mariners,Minnesota Twins
11-06-2019,-140,8.5,Detroit Tigers,Kansas City Royals
11-06-2019,-210,9,New York Mets,New York Yankees
11-06-2019,-126,8,Cincinnati Reds,Cleveland Indians
11-06-2019,-118,8.5,Milwaukee Brewers,Houston Astros
11-06-2019,165,9.5,Washington Nationals,Chicago White Sox
11-06-2019,150,9.5,Los Angeles Dodgers,Los Angeles Angels
11-06-2019,-150,9,New York Mets,New York Yankees
12-06-2019,108,12,Chicago Cubs,Colorado Rockies
12-06-2019,-140,9.5,Arizona Diamondbacks,Philadelphia Phillies
12-06-2019,165,8,St. Louis Cardinals,Miami Marlins
12-06-2019,-200,9,Pittsburgh Pirates,Atlanta Braves
12-06-2019,120,7,San Diego Padres,San Francisco Giants
12-06-2019,-150,8.5,Oakland Athletics,Tampa Bay Rays
12-06-2019,106,10.5,Toronto Blue Jays,Baltimore Orioles
12-06-2019,-155,9.5,Texas Rangers,Boston Red Sox
12-06-2019,-220,9,Seattle Mariners,Minnesota Twins
12-06-2019,-125,8.5,Detroit Tigers,Kansas City Royals
12-06-2019,-152,9.5,Cincinnati Reds,Cleveland Indians
12-06-2019,-140,7.5,Milwaukee Brewers,Houston Astros
13-06-2019,-147,9.5,Pittsburgh Pirates,Atlanta Braves
13-06-2019,109,8.5,Arizona Diamondbacks,Washington Nationals
13-06-2019,-140,7,St. Louis Cardinals,New York Mets
13-06-2019,-148,11.5,San Diego Padres,Colorado Rockies
13-06-2019,-170,8,Chicago Cubs,Los Angeles Dodgers
13-06-2019,-168,10,Seattle Mariners,Minnesota Twins
13-06-2019,120,9,Toronto Blue Jays,Baltimore Orioles
13-06-2019,-240,9,Texas Rangers,Boston Red Sox
13-06-2019,-135,8.5,Los Angeles Angels,Tampa Bay Rays
13-06-2019,125,8.5,Detroit Tigers,Kansas City Royals
13-06-2019,155,9.5,New York Yankees,Chicago White Sox
14-06-2019,-170,7,Arizona Diamondbacks,Washington Nationals
14-06-2019,-132,9,St. Louis Cardinals,New York Mets
14-06-2019,-118,8.5,Pittsburgh Pirates,Miami Marlins
14-06-2019,-135,9,Philadelphia Phillies,Atlanta Braves
14-06-2019,-110,12.5,San Diego Padres,Colorado Rockies
14-06-2019,-152,7.5,Chicago Cubs,Los Angeles Dodgers
14-06-2019,144,8,Milwaukee Brewers,San Francisco Giants
14-06-2019,220,10,Boston Red Sox,Baltimore Orioles
14-06-2019,-168,7.5,Los Angeles Angels,Tampa Bay Rays
14-06-2019,150,9.5,Cleveland Indians,Detroit Tigers
14-06-2019,-240,10,Kansas City Royals,Minnesota Twins
14-06-2019,-101,9,New York Yankees,Chicago White Sox
14-06-2019,-300,8,Toronto Blue Jays,Houston Astros
14-06-2019,-185,9.5,Seattle Mariners,Oakland Athletics
14-06-2019,-162,9,Texas Rangers,Cincinnati Reds
15-06-2019,-114,7.5,Milwaukee Brewers,San Francisco Giants
15-06-2019,-215,9,Arizona Diamondbacks,Washington Nationals
15-06-2019,-116,8,Pittsburgh Pirates,Miami Marlins
15-06-2019,-145,9,St. Louis Cardinals,New York Mets
15-06-2019,-108,9.5,Philadelphia Phillies,Atlanta Braves
15-06-2019,-165,11.5,San Diego Padres,Colorado Rockies
15-06-2019,-190,8,Chicago Cubs,Los Angeles Dodgers
15-06-2019,-200,8,Los Angeles Angels,Tampa Bay Rays
15-06-2019,280,9,Boston Red Sox,Baltimore Orioles
15-06-2019,-230,9,Toronto Blue Jays,Houston Astros
15-06-2019,215,9,Cleveland Indians,Detroit Tigers
15-06-2019,-255,9,Kansas City Royals,Minnesota Twins
15-06-2019,170,9.5,New York Yankees,Chicago White Sox
15-06-2019,-220,9,Seattle Mariners,Oakland Athletics
15-06-2019,-116,8.5,Texas Rangers,Cincinnati Reds
16-06-2019,113,9,St. Louis Cardinals,New York Mets
16-06-2019,120,8,Pittsburgh Pirates,Miami Marlins
16-06-2019,-161,10.5,Philadelphia Phillies,Atlanta Braves
16-06-2019,-147,9.5,Arizona Diamondbacks,Washington Nationals
16-06-2019,-148,13,San Diego Padres,Colorado Rockies
16-06-2019,145,8,Milwaukee Brewers,San Francisco Giants
16-06-2019,-168,8,Chicago Cubs,Los Angeles Dodgers
16-06-2019,142,10.5,Boston Red Sox,Baltimore Orioles
16-06-2019,-137,8.5,Los Angeles Angels,Tampa Bay Rays
16-06-2019,165,8,Cleveland Indians,Detroit Tigers
16-06-2019,-200,9.5,Kansas City Royals,Minnesota Twins
16-06-2019,205,9,New York Yankees,Chicago White Sox
16-06-2019,-230,9,Toronto Blue Jays,Houston Astros
16-06-2019,-150,9.5,Seattle Mariners,Oakland Athletics
16-06-2019,-170,8.5,Texas Rangers,Cincinnati Reds
17-06-2019,-135,9,New York Mets,Atlanta Braves
17-06-2019,-220,8,Miami Marlins,St. Louis Cardinals
17-06-2019,-120,8,Milwaukee Brewers,San Diego Padres
17-06-2019,-250,8.5,San Francisco Giants,Los Angeles Dodgers
17-06-2019,-133,9.5,Tampa Bay Rays,New York Yankees
17-06-2019,148,11,Los Angeles Angels,Toronto Blue Jays
17-06-2019,110,9.5,Cleveland Indians,Texas Rangers
17-06-2019,-145,10.5,Boston Red Sox,Minnesota Twins
17-06-2019,-220,9,Baltimore Orioles,Oakland Athletics
17-06-2019,-112,8.5,Kansas City Royals,Seattle Mariners
17-06-2019,-117,8.5,Houston Astros,Cincinnati Reds
18-06-2019,110,9,New York Mets,Atlanta Braves
18-06-2019,-260,8,Miami Marlins,St. Louis Cardinals
18-06-2019,-155,10,Colorado Rockies,Arizona Diamondbacks
18-06-2019,-260,7.5,San Francisco Giants,Los Angeles Dodgers
18-06-2019,156,8,Milwaukee Brewers,San Diego Padres
18-06-2019,-147,9.5,Tampa Bay Rays,New York Yankees
18-06-2019,112,9.5,Los Angeles Angels,Toronto Blue Jays
18-06-2019,104,10.5,Cleveland Indians,Texas Rangers
18-06-2019,113,9.5,Boston Red Sox,Minnesota Twins
18-06-2019,-220,9,Baltimore Orioles,Oakland Athletics
18-06-2019,-134,9,Kansas City Royals,Seattle Mariners
18-06-2019,-155,9,Detroit Tigers,Pittsburgh Pirates
18-06-2019,165,8.5,Houston Astros,Cincinnati Reds
18-06-2019,-215,8.5,Chicago White Sox,Chicago Cubs
19-06-2019,104,8.5,Milwaukee Brewers,San Diego Padres
19-06-2019,-210,8.5,Philadelphia Phillies,Washington Nationals
19-06-2019,-142,10,New York Mets,Atlanta Braves
19-06-2019,-168,8.5,Miami Marlins,St. Louis Cardinals
19-06-2019,-150,8.5,Colorado Rockies,Arizona Diamondbacks
19-06-2019,-250,7.5,San Francisco Giants,Los Angeles Dodgers
19-06-2019,115,9,Tampa Bay Rays,New York Yankees
19-06-2019,-300,9.5,Baltimore Orioles,Oakland Athletics
19-06-2019,-125,8.5,Kansas City Royals,Seattle Mariners
19-06-2019,175,10.5,Los Angeles Angels,Toronto Blue Jays
19-06-2019,113,11,Cleveland Indians,Texas Rangers
19-06-2019,-113,9.5,Boston Red Sox,Minnesota Twins
19-06-2019,180,8,Houston Astros,Cincinnati Reds
19-06-2019,-200,9,Detroit Tigers,Pittsburgh Pirates
19-06-2019,-138,7,Chicago White Sox,Chicago Cubs
19-06-2019,-150,9.5,Philadelphia Phillies,Washington Nationals
20-06-2019,-172,8.5,Colorado Rockies,Arizona Diamondbacks
20-06-2019,-102,10.5,Philadelphia Phillies,Washington Nationals
20-06-2019,-176,8,Miami Marlins,St. Louis Cardinals
20-06-2019,-150,9.5,New York Mets,Chicago Cubs
20-06-2019,-153,9.5,Cincinnati Reds,Milwaukee Brewers
20-06-2019,-160,7.5,San Francisco Giants,Los Angeles Dodgers
20-06-2019,107,9,Cleveland Indians,Texas Rangers
20-06-2019,-128,10,Houston Astros,New York Yankees
20-06-2019,136,10.5,Los Angeles Angels,Toronto Blue Jays
20-06-2019,175,9.5,Minnesota Twins,Kansas City Royals
20-06-2019,-110,7.5,Tampa Bay Rays,Oakland Athletics
20-06-2019,-138,9,Baltimore Orioles,Seattle Mariners
21-06-2019,-160,9,New York Mets,Chicago Cubs
21-06-2019,140,8,Miami Marlins,Philadelphia Phillies
21-06-2019,125,9.5,Atlanta Braves,Washington Nationals
21-06-2019,-192,9.5,San Diego Padres,Pittsburgh Pirates
21-06-2019,-105,8.5,Cincinnati Reds,Milwaukee Brewers
21-06-2019,-250,10,San Francisco Giants,Arizona Diamondbacks
21-06-2019,-141,7.5,Colorado Rockies,Los Angeles Dodgers
21-06-2019,-160,9.5,Houston Astros,New York Yankees
21-06-2019,-180,8.5,Toronto Blue Jays,Boston Red Sox
21-06-2019,115,7.5,Detroit Tigers,Cleveland Indians
21-06-2019,130,11.5,Chicago White Sox,Texas Rangers
21-06-2019,-125,10.5,Minnesota Twins,Kansas City Royals
21-06-2019,-122,9,Tampa Bay Rays,Oakland Athletics
21-06-2019,-172,9,Baltimore Orioles,Seattle Mariners
21-06-2019,-143,9.5,Los Angeles Angels,St. Louis Cardinals
22-06-2019,-130,8.5,New York Mets,Chicago Cubs
22-06-2019,-200,9,Miami Marlins,Philadelphia Phillies
22-06-2019,101,9,San Diego Padres,Pittsburgh Pirates
22-06-2019,-120,9,Cincinnati Reds,Milwaukee Brewers
22-06-2019,-105,10.5,Atlanta Braves,Washington Nationals
22-06-2019,-260,8.5,Colorado Rockies,Los Angeles Dodgers
22-06-2019,-127,10,San Francisco Giants,Arizona Diamondbacks
22-06-2019,156,10,Minnesota Twins,Kansas City Royals
22-06-2019,-174,11.5,Toronto Blue Jays,Boston Red Sox
22-06-2019,-105,9,Tampa Bay Rays,Oakland Athletics
22-06-2019,-174,9,Baltimore Orioles,Seattle Mariners
22-06-2019,-190,9,Detroit Tigers,Cleveland Indians
22-06-2019,-164,10.5,Houston Astros,New York Yankees
22-06-2019,-185,10.5,Chicago White Sox,Texas Rangers
22-06-2019,-136,9.5,Los Angeles Angels,St. Louis Cardinals
23-06-2019,-160,9,Miami Marlins,Philadelphia Phillies
23-06-2019,140,10.5,Atlanta Braves,Washington Nationals
23-06-2019,125,9.5,San Diego Padres,Pittsburgh Pirates
23-06-2019,-192,9,Cincinnati Reds,Milwaukee Brewers
23-06-2019,-105,8.5,New York Mets,Chicago Cubs
23-06-2019,-250,9,Colorado Rockies,Los Angeles Dodgers
23-06-2019,-141,9,San Francisco Giants,Arizona Diamondbacks
23-06-2019,-160,10,Toronto Blue Jays,Boston Red Sox
23-06-2019,-180,9.5,Detroit Tigers,Cleveland Indians
23-06-2019,115,10,Houston Astros,New York Yankees
23-06-2019,130,10.5,Minnesota Twins,Kansas City Royals
23-06-2019,-125,12,Chicago White Sox,Texas Rangers
23-06-2019,-122,9,Tampa Bay Rays,Oakland Athletics
23-06-2019,-172,10,Baltimore Orioles,Seattle Mariners
23-06-2019,-143,9,Los Angeles Angels,St. Louis Cardinals
24-06-2019,-133,10,New York Mets,Philadelphia Phillies
24-06-2019,-132,12,Atlanta Braves,Chicago Cubs
24-06-2019,115,8.5,Los Angeles Dodgers,Arizona Diamondbacks
24-06-2019,109,7.5,Colorado Rockies,San Francisco Giants
24-06-2019,-250,11,Toronto Blue Jays,New York Yankees
24-06-2019,-167,9,Chicago White Sox,Boston Red Sox
24-06-2019,-185,10,Kansas City Royals,Cleveland Indians
25-06-2019,-156,11,New York Mets,Philadelphia Phillies
25-06-2019,210,7,Washington Nationals,Miami Marlins
25-06-2019,-105,12.5,Atlanta Braves,Chicago Cubs
25-06-2019,-120,9.5,Los Angeles Dodgers,Arizona Diamondbacks
25-06-2019,-156,8,Colorado Rockies,San Francisco Giants
25-06-2019,-310,12.5,Toronto Blue Jays,New York Yankees
25-06-2019,-250,9.5,Kansas City Royals,Cleveland Indians
25-06-2019,-280,10.5,Chicago White Sox,Boston Red Sox
25-06-2019,140,10,Texas Rangers,Detroit Tigers
25-06-2019,-104,9.5,Tampa Bay Rays,Minnesota Twins
25-06-2019,175,11,San Diego Padres,Baltimore Orioles
25-06-2019,-170,10.5,Seattle Mariners,Milwaukee Brewers
25-06-2019,-280,9,Pittsburgh Pirates,Houston Astros
25-06-2019,-160,9,Oakland Athletics,St. Louis Cardinals
25-06-2019,-140,9,Cincinnati Reds,Los Angeles Angels
26-06-2019,140,10,Los Angeles Dodgers,Arizona Diamondbacks
26-06-2019,130,7.5,Colorado Rockies,San Francisco Giants
26-06-2019,-150,11,New York Mets,Philadelphia Phillies
26-06-2019,132,7.5,Washington Nationals,Miami Marlins
26-06-2019,-123,9.5,Atlanta Braves,Chicago Cubs
26-06-2019,-380,9,Chicago White Sox,Boston Red Sox
26-06-2019,-255,10,Toronto Blue Jays,New York Yankees
26-06-2019,-230,8.5,Kansas City Royals,Cleveland Indians
26-06-2019,104,8.5,Texas Rangers,Detroit Tigers
26-06-2019,103,9,Tampa Bay Rays,Minnesota Twins
26-06-2019,112,10,San Diego Padres,Baltimore Orioles
26-06-2019,-140,9.5,Oakland Athletics,St. Louis Cardinals
26-06-2019,-118,9.5,Cincinnati Reds,Los Angeles Angels
26-06-2019,-240,9.5,Pittsburgh Pirates,Houston Astros
26-06-2019,-210,10.5,Seattle Mariners,Milwaukee Brewers
27-06-2019,-132,9,New York Mets,Philadelphia Phillies
27-06-2019,-108,11,Atlanta Braves,Chicago Cubs
27-06-2019,180,7.5,Washington Nationals,Miami Marlins
27-06-2019,200,12.5,Los Angeles Dodgers,Colorado Rockies
27-06-2019,-104,8.5,Arizona Diamondbacks,San Francisco Giants
27-06-2019,107,9.5,Texas Rangers,Detroit Tigers
27-06-2019,-110,10,Tampa Bay Rays,Minnesota Twins
27-06-2019,-157,9.5,Oakland Athletics,Los Angeles Angels
27-06-2019,-196,10.5,Seattle Mariners,Milwaukee Brewers
27-06-2019,-205,9.5,Pittsburgh Pirates,Houston Astros
28-06-2019,118,9,Chicago Cubs,Cincinnati Reds
28-06-2019,-144,8,Atlanta Braves,New York Mets
28-06-2019,133,8.5,Philadelphia Phillies,Miami Marlins
28-06-2019,-150,10.5,Pittsburgh Pirates,Milwaukee Brewers
28-06-2019,178,13,Los Angeles Dodgers,Colorado Rockies
28-06-2019,-132,9,St. Louis Cardinals,San Diego Padres
28-06-2019,115,7.5,Arizona Diamondbacks,San Francisco Giants
28-06-2019,180,9,Cleveland Indians,Baltimore Orioles
28-06-2019,-128,9.5,Kansas City Royals,Toronto Blue Jays
28-06-2019,-128,8,Texas Rangers,Tampa Bay Rays
28-06-2019,-220,9.5,Seattle Mariners,Houston Astros
28-06-2019,170,10,Minnesota Twins,Chicago White Sox
28-06-2019,-135,10,Oakland Athletics,Los Angeles Angels
28-06-2019,161,10.5,Washington Nationals,Detroit Tigers
29-06-2019,130,8.5,Philadelphia Phillies,Miami Marlins
29-06-2019,-103,10.5,Atlanta Braves,New York Mets
29-06-2019,-123,9.5,Chicago Cubs,Cincinnati Reds
29-06-2019,-210,9,Pittsburgh Pirates,Milwaukee Brewers
29-06-2019,149,12.5,Los Angeles Dodgers,Colorado Rockies
29-06-2019,143,7,Arizona Diamondbacks,San Francisco Giants
29-06-2019,-124,8,St. Louis Cardinals,San Diego Padres
29-06-2019,133,11.5,New York Yankees,Boston Red Sox
29-06-2019,170,11,Cleveland Indians,Baltimore Orioles
29-06-2019,-185,9,Kansas City Royals,Toronto Blue Jays
29-06-2019,-190,8,Texas Rangers,Tampa Bay Rays
29-06-2019,134,10.5,Minnesota Twins,Chicago White Sox
29-06-2019,-300,9.5,Seattle Mariners,Houston Astros
29-06-2019,-140,9.5,Oakland Athletics,Los Angeles Angels
29-06-2019,180,11,Washington Nationals,Detroit Tigers
30-06-2019,127,8.5,Philadelphia Phillies,Miami Marlins
30-06-2019,103,10.5,Chicago Cubs,Cincinnati Reds
30-06-2019,-158,10.5,Pittsburgh Pirates,Milwaukee Brewers
30-06-2019,145,14,Los Angeles Dodgers,Colorado Rockies
30-06-2019,103,7,Arizona Diamondbacks,San Francisco Giants
30-06-2019,-120,8,St. Louis Cardinals,San Diego Padres
30-06-2019,-102,8.5,Atlanta Braves,New York Mets
30-06-2019,-107,15,New York Yankees,Boston Red Sox
30-06-2019,225,10.5,Cleveland Indians,Baltimore Orioles
30-06-2019,-119,9.5,Kansas City Royals,Toronto Blue Jays
30-06-2019,-205,7.5,Texas Rangers,Tampa Bay Rays
30-06-2019,-290,8.5,Seattle Mariners,Houston Astros
30-06-2019,-116,9,Minnesota Twins,Chicago White Sox
30-06-2019,-138,10.5,Oakland Athletics,Los Angeles Angels
30-06-2019,285,9,Washington Nationals,Detroit Tigers
01-07-2019,115,9.5,Chicago Cubs,Pittsburgh Pirates
01-07-2019,-101,10.5,Milwaukee Brewers,Cincinnati Reds
01-07-2019,-165,8.5,San Francisco Giants,San Diego Padres
01-07-2019,-144,10.5,Kansas City Royals,Toronto Blue Jays
01-07-2019,-260,9,Baltimore Orioles,Tampa Bay Rays
02-07-2019,114,9.5,Chicago Cubs,Pittsburgh Pirates
02-07-2019,-205,9,Miami Marlins,Washington Nationals
02-07-2019,-105,10.5,Milwaukee Brewers,Cincinnati Reds
02-07-2019,-105,10,Philadelphia Phillies,Atlanta Braves
02-07-2019,-230,9,Arizona Diamondbacks,Los Angeles Dodgers
02-07-2019,-150,8.5,San Francisco Giants,San Diego Padres
02-07-2019,148,10,Boston Red Sox,Toronto Blue Jays
02-07-2019,-300,9,Baltimore Orioles,Tampa Bay Rays
02-07-2019,-136,11,Los Angeles Angels,Texas Rangers
02-07-2019,169,9,Cleveland Indians,Kansas City Royals
02-07-2019,-102,9.5,Minnesota Twins,Oakland Athletics
02-07-2019,122,9,New York Yankees,New York Mets
02-07-2019,-128,13,Houston Astros,Colorado Rockies
02-07-2019,138,9,St. Louis Cardinals,Seattle Mariners
03-07-2019,-280,9.5,Miami Marlins,Washington Nationals
03-07-2019,104,9.5,Chicago Cubs,Pittsburgh Pirates
03-07-2019,-146,9.5,Milwaukee Brewers,Cincinnati Reds
03-07-2019,-138,11.5,Philadelphia Phillies,Atlanta Braves
03-07-2019,-135,8.5,San Francisco Giants,San Diego Padres
03-07-2019,-230,7.5,Arizona Diamondbacks,Los Angeles Dodgers
03-07-2019,230,9.5,Boston Red Sox,Toronto Blue Jays
03-07-2019,-205,8.5,Baltimore Orioles,Tampa Bay Rays
03-07-2019,-102,11.5,Los Angeles Angels,Texas Rangers
03-07-2019,-126,10.5,Detroit Tigers,Chicago White Sox
03-07-2019,138,9,Cleveland Indians,Kansas City Royals
03-07-2019,-110,9,Minnesota Twins,Oakland Athletics
03-07-2019,130,10,New York Yankees,New York Mets
03-07-2019,121,14.5,Houston Astros,Colorado Rockies
03-07-2019,103,9,St. Louis Cardinals,Seattle Mariners
03-07-2019,-155,9.5,Detroit Tigers,Chicago White Sox
04-07-2019,-185,10.5,Miami Marlins,Washington Nationals
04-07-2019,101,9,Milwaukee Brewers,Cincinnati Reds
04-07-2019,107,10,Chicago Cubs,Pittsburgh Pirates
04-07-2019,-160,10.5,Philadelphia Phillies,Atlanta Braves
04-07-2019,-220,8.5,San Diego Padres,Los Angeles Dodgers
04-07-2019,113,10,Cleveland Indians,Kansas City Royals
04-07-2019,-110,9.5,Detroit Tigers,Chicago White Sox
04-07-2019,120,9.5,Minnesota Twins,Oakland Athletics
04-07-2019,-111,9,New York Yankees,Tampa Bay Rays
04-07-2019,117,11,Boston Red Sox,Toronto Blue Jays
04-07-2019,-116,11,Los Angeles Angels,Texas Rangers
04-07-2019,-102,9.5,St. Louis Cardinals,Seattle Mariners
05-07-2019,102,10.5,Milwaukee Brewers,Pittsburgh Pirates
05-07-2019,-183,8.5,Philadelphia Phillies,New York Mets
05-07-2019,-185,10,Miami Marlins,Atlanta Braves
05-07-2019,-164,8.5,Colorado Rockies,Arizona Diamondbacks
05-07-2019,-198,8.5,San Diego Padres,Los Angeles Dodgers
05-07-2019,-120,8.5,St. Louis Cardinals,San Francisco Giants
05-07-2019,-130,11,Baltimore Orioles,Toronto Blue Jays
05-07-2019,205,11,Boston Red Sox,Detroit Tigers
05-07-2019,-104,8.5,New York Yankees,Tampa Bay Rays
05-07-2019,-230,9,Los Angeles Angels,Houston Astros
05-07-2019,-172,10.5,Texas Rangers,Minnesota Twins
05-07-2019,135,10,Oakland Athletics,Seattle Mariners
05-07-2019,-185,10.5,Kansas City Royals,Washington Nationals
06-07-2019,116,10.5,Milwaukee Brewers,Pittsburgh Pirates
06-07-2019,-198,9.5,Miami Marlins,Atlanta Braves
06-07-2019,-135,9,Philadelphia Phillies,New York Mets
06-07-2019,-124,7.5,St. Louis Cardinals,San Francisco Giants
06-07-2019,-165,8.5,San Diego Padres,Los Angeles Dodgers
06-07-2019,-108,8,Colorado Rockies,Arizona Diamondbacks
06-07-2019,-153,10,Texas Rangers,Minnesota Twins
06-07-2019,-138,11,Baltimore Orioles,Toronto Blue Jays
06-07-2019,-136,8.5,New York Yankees,Tampa Bay Rays
06-07-2019,162,10.5,Boston Red Sox,Detroit Tigers
06-07-2019,-240,9,Los Angeles Angels,Houston Astros
