Player,OBP_zips,SLG_zips,ISO_zips,BABIP_zips
Correlle Prime,0.256,0.321,0.11,0.315
Corey Seager,0.357,0.495,0.202,0.334
Cody Bellinger,0.353,0.558,0.285,0.309
Justin Turner,0.37,0.481,0.189,0.308
Yasiel Puig,0.345,0.475,0.208,0.297
Yasmani Grandal,0.324,0.456,0.22,0.276
Chris Taylor,0.322,0.422,0.163,0.319
Joc Pederson,0.348,0.455,0.223,0.282
Logan Forsythe,0.341,0.41,0.16,0.306
Austin Barnes,0.342,0.387,0.133,0.291
Chase Utley,0.32,0.396,0.147,0.29
Andrew Toles,0.301,0.409,0.143,0.322
Curtis Granderson,0.332,0.432,0.19,0.282
Alex Verdugo,0.319,0.391,0.127,0.288
Jose Miguel Fernandez,0.329,0.395,0.132,0.276
Tim Locastro,0.314,0.365,0.11,0.294
Enrique Hernandez,0.312,0.417,0.179,0.284
Kyle Farmer,0.282,0.365,0.128,0.275
Blake Gailen,0.302,0.404,0.171,0.264
Franklin Gutierrez,0.314,0.454,0.21,0.293
O'Koyea Dickson,0.3,0.447,0.205,0.272
Trayce Thompson,0.268,0.4,0.188,0.269
Rob Segedin,0.307,0.414,0.166,0.292
Travis Taijeron,0.304,0.418,0.202,0.302
D.J. Peters,0.29,0.395,0.18,0.319
Matt Beaty,0.303,0.38,0.119,0.292
Andre Ethier,0.326,0.406,0.155,0.301
Matt Kemp,0.306,0.465,0.2,0.303
Henry Ramos,0.298,0.398,0.14,0.3
Drew Jackson,0.282,0.303,0.088,0.287
Brant Whiting,0.309,0.264,0.058,0.32
Max Muncy,0.308,0.374,0.152,0.277
Shawn Zarraga,0.309,0.322,0.076,0.291
Errol Robinson,0.283,0.332,0.102,0.297
Tyler Holt,0.299,0.265,0.044,0.298
Brett Eibner,0.282,0.392,0.17,0.272
Angelo Mora,0.271,0.338,0.106,0.302
Edwin Rios,0.285,0.41,0.166,0.31
Luke Raley,0.293,0.382,0.148,0.301
Quincy Latimore,0.259,0.355,0.148,0.271
Johan Mieses,0.246,0.367,0.18,0.274
Erick Mejia,0.282,0.33,0.098,0.301
Michael Ahmed,0.28,0.302,0.098,0.293
Kyle Garlick,0.272,0.391,0.176,0.297
Omar Estevez,0.256,0.329,0.114,0.276
Yusniel Diaz,0.278,0.363,0.136,0.287
Peter O'Brien,0.244,0.424,0.231,0.273
Jacob Scavuzzo,0.26,0.376,0.155,0.295
Manuel Margot,0.316,0.412,0.145,0.306
Wil Myers,0.336,0.474,0.219,0.309
Freddy Galvis,0.304,0.394,0.136,0.297
Chase Headley,0.331,0.376,0.121,0.313
Austin Hedges,0.272,0.403,0.171,0.275
Hunter Renfroe,0.288,0.46,0.216,0.293
Luis Urias,0.335,0.349,0.094,0.294
Jose Pirela,0.312,0.43,0.167,0.298
Franchy Cordero,0.29,0.41,0.167,0.338
Christian Villanueva,0.288,0.41,0.177,0.269
Cory Spangenberg,0.317,0.407,0.148,0.325
Carlos Asuaje,0.312,0.357,0.116,0.29
Franmil Reyes,0.288,0.415,0.18,0.293
Travis Jankowski,0.312,0.297,0.063,0.314
Fernando Tatis,0.279,0.369,0.161,0.284
Alex Dickerson,0.311,0.427,0.175,0.293
Rocky Gale,0.275,0.305,0.078,0.27
Michael Gettys,0.262,0.35,0.148,0.324
Raffy Lopez,0.293,0.347,0.123,0.291
Allen Cordoba,0.302,0.343,0.105,0.285
Erick Aybar,0.303,0.346,0.092,0.285
Ty France,0.304,0.353,0.12,0.279
Matt Szczur,0.313,0.353,0.117,0.286
Nick Schulz,0.288,0.359,0.149,0.284
Shane Peterson,0.293,0.403,0.157,0.303
Dusty Coleman,0.238,0.335,0.154,0.281
Jamie Romak,0.278,0.418,0.207,0.296
Luis Torrens,0.291,0.291,0.073,0.276
Stephen McGee,0.296,0.319,0.121,0.276
Tony Cruz,0.274,0.324,0.108,0.276
Collin Cowgill,0.27,0.298,0.093,0.28
Austin Allen,0.284,0.374,0.141,0.286
Forrestt Allday,0.312,0.263,0.042,0.275
Allen Craig,0.295,0.292,0.078,0.279
Josh Naylor,0.287,0.373,0.135,0.289
Javier Guerra,0.225,0.314,0.129,0.276
Nick Torres,0.267,0.342,0.112,0.312
Buster Posey,0.369,0.439,0.142,0.314
Brandon Crawford,0.321,0.421,0.163,0.299
Brandon Belt,0.364,0.466,0.208,0.317
Evan Longoria,0.319,0.453,0.181,0.299
Joe Panik,0.349,0.419,0.131,0.304
Alen Hanson,0.284,0.387,0.145,0.292
Jarrett Parker,0.309,0.397,0.169,0.316
Jae-Gyun Hwang,0.289,0.384,0.142,0.299
Kelby Tomlinson,0.32,0.318,0.064,0.312
Gorkys Hernandez,0.31,0.337,0.094,0.303
Hunter Pence,0.308,0.399,0.147,0.291
Slade Heathcott,0.294,0.362,0.135,0.318
Ryder Jones,0.29,0.387,0.15,0.291
Austin Slater,0.31,0.38,0.128,0.315
Aramis Garcia,0.269,0.352,0.131,0.289
Hector Sanchez,0.276,0.415,0.18,0.28
Chris Marrero,0.294,0.417,0.172,0.284
Jerry Sands,0.308,0.379,0.143,0.291
Aaron Hill,0.307,0.343,0.104,0.278
Bryan Reynolds,0.271,0.346,0.12,0.288
Juniel Querecuto,0.282,0.308,0.075,0.292
Mac Williamson,0.293,0.393,0.161,0.303
Miguel Gomez,0.286,0.392,0.126,0.292
Wynton Bernard,0.29,0.338,0.097,0.296
Conor Gillaspie,0.3,0.393,0.135,0.282
Ali Castillo,0.277,0.299,0.057,0.274
Orlando Calixte,0.272,0.355,0.121,0.293
Michael Morse,0.296,0.383,0.153,0.312
C.J. Hinojosa,0.283,0.32,0.087,0.266
Chris Shaw,0.287,0.414,0.178,0.307
Justin Ruggiano,0.288,0.386,0.155,0.291
Ryan Howard,0.283,0.328,0.074,0.292
Pablo Sandoval,0.297,0.378,0.128,0.278
Nick Hundley,0.271,0.368,0.137,0.294
Josh Rutledge,0.287,0.316,0.091,0.306
Steven Duggar,0.295,0.333,0.115,0.308
Heath Quinn,0.268,0.333,0.123,0.297
Chase d'Arnaud,0.282,0.319,0.09,0.286
Carlos Moncrief,0.287,0.34,0.119,0.292
Ryan Lollis,0.282,0.309,0.074,0.27
Juan Ciriaco,0.268,0.33,0.096,0.282
Luigi Rodriguez,0.249,0.346,0.138,0.31
