Player,OBP_zips,SLG_zips,ISO_zips,BABIP_zips
Mike Marjama,0.282,0.397,0.155,0.279
Joey Wong,0.279,0.253,0.053,0.26
David Freitas,0.293,0.345,0.109,0.279
Zach Vincej,0.293,0.32,0.081,0.29
Andrew Romine,0.289,0.312,0.078,0.297
Daniel Muno,0.305,0.32,0.105,0.291
Donnie Walton,0.279,0.328,0.108,0.265
Andrew Aplin,0.302,0.301,0.089,0.271
John Andreoli,0.296,0.333,0.13,0.294
Tuffy Gosewisch,0.255,0.298,0.099,0.25
Braden Bishop,0.284,0.284,0.061,0.282
Gordon Beckham,0.27,0.341,0.122,0.248
Guillermo Heredia,0.311,0.324,0.082,0.276
Ryon Healy,0.286,0.416,0.162,0.299
Danny Valencia,0.303,0.4,0.153,0.298
Tyler Marlette,0.261,0.35,0.135,0.278
Kirk Nieuwenhuis,0.286,0.343,0.155,0.281
Ian Miller,0.273,0.284,0.055,0.289
Kyle Lewis,0.27,0.353,0.138,0.28
Luis Liberato,0.253,0.339,0.139,0.275
Nelson Ward,0.265,0.282,0.087,0.286
Matt Hague,0.306,0.352,0.111,0.275
Dario Pizzano,0.297,0.366,0.125,0.264
Cam Perkins,0.285,0.352,0.121,0.274
Chuck Taylor,0.289,0.313,0.095,0.276
Kyle Waldrop,0.272,0.341,0.115,0.285
Eric Filia,0.309,0.336,0.089,0.267
Ryan Casteel,0.256,0.346,0.129,0.281
Adrian Beltre,0.342,0.464,0.187,0.281
Elvis Andrus,0.327,0.418,0.136,0.308
Willie Calhoun,0.33,0.497,0.22,0.278
Joey Gallo,0.325,0.503,0.291,0.29
Nomar Mazara,0.335,0.463,0.191,0.304
Jurickson Profar,0.336,0.383,0.126,0.288
Rougned Odor,0.299,0.471,0.215,0.288
Robinson Chirinos,0.313,0.438,0.213,0.266
Carlos Gomez,0.317,0.413,0.17,0.313
Hanser Alberto,0.285,0.39,0.126,0.287
Brett Nicholas,0.293,0.382,0.132,0.301
Shin-Soo Choo,0.353,0.415,0.159,0.309
Delino DeShields,0.326,0.348,0.104,0.323
Ronald Guzman,0.321,0.41,0.147,0.302
Jared Hoying,0.279,0.398,0.166,0.274
Drew Robinson,0.301,0.407,0.191,0.291
Will Middlebrooks,0.271,0.414,0.189,0.273
A.J. Jimenez,0.265,0.366,0.136,0.275
Mike Napoli,0.308,0.417,0.207,0.257
Phil Gosselin,0.314,0.382,0.11,0.325
Ryan Rua,0.292,0.384,0.151,0.313
Drew Stubbs,0.297,0.339,0.126,0.311
Josh Morgan,0.297,0.343,0.089,0.286
Doug Bernier,0.277,0.312,0.091,0.276
Isiah Kiner-Falefa,0.303,0.321,0.074,0.284
Tyler Smith,0.298,0.326,0.09,0.291
Luis La O,0.306,0.344,0.08,0.285
Jose Trevino,0.248,0.321,0.102,0.241
Andy Ibanez,0.29,0.37,0.13,0.275
Juan Centeno,0.303,0.343,0.082,0.307
Jose Cardona,0.29,0.347,0.099,0.283
Pete Kozma,0.26,0.273,0.073,0.256
Hunter Cole,0.281,0.382,0.154,0.295
Jason Martinson,0.257,0.344,0.152,0.299
Michael De Leon,0.264,0.319,0.084,0.267
Brett Hayes,0.216,0.269,0.099,0.235
Yanio Perez,0.301,0.382,0.131,0.305
Scott Heineman,0.29,0.343,0.118,0.307
Luke Tendler,0.283,0.35,0.127,0.291
Michael O'Neill,0.262,0.331,0.122,0.297
Freddie Freeman,0.396,0.542,0.251,0.338
Ender Inciarte,0.339,0.396,0.106,0.325
Ozzie Albies,0.316,0.408,0.15,0.309
Ronald Acuna,0.321,0.452,0.183,0.349
Dansby Swanson,0.331,0.385,0.132,0.318
Rio Ruiz,0.304,0.39,0.16,0.297
Tyler Flowers,0.324,0.379,0.137,0.31
Austin Riley,0.285,0.414,0.182,0.306
Kurt Suzuki,0.314,0.384,0.127,0.276
Johan Camargo,0.288,0.374,0.125,0.299
Rob Brantly,0.292,0.372,0.12,0.285
Jace Peterson,0.33,0.35,0.112,0.297
Lane Adams,0.283,0.369,0.145,0.306
Nick Markakis,0.34,0.366,0.101,0.307
Adonis Garcia,0.299,0.399,0.133,0.293
Travis Demeritte,0.284,0.402,0.182,0.307
Christian Colon,0.307,0.315,0.066,0.29
Kade Scivicque,0.278,0.335,0.101,0.29
Preston Tucker,0.307,0.433,0.191,0.281
Dustin Peterson,0.292,0.366,0.131,0.296
Tyler Smith,0.293,0.323,0.089,0.289
Danny Santana,0.287,0.395,0.143,0.317
Sean Kazmar,0.277,0.37,0.12,0.274
Mel Rojas Jr.,0.28,0.378,0.154,0.292
James Loney,0.325,0.375,0.098,0.298
Charlie Culberson,0.264,0.313,0.091,0.274
Xavier Avery,0.291,0.354,0.143,0.335
Tony Sanchez,0.296,0.338,0.117,0.286
Alex Jackson,0.277,0.395,0.176,0.295
Luis Valenzuela,0.275,0.349,0.104,0.298
Brett Cumberland,0.303,0.326,0.138,0.293
Kyle Kubitza,0.291,0.331,0.127,0.3
Joey Meneses,0.284,0.341,0.11,0.296
Carlos Franco,0.282,0.347,0.135,0.303
Matt Tuiasosopo,0.283,0.335,0.15,0.279
Ryan Howard,0.242,0.391,0.191,0.25
Anfernee Seymour,0.266,0.278,0.055,0.324
Christian Yelich,0.364,0.436,0.155,0.339
J.T. Realmuto,0.314,0.412,0.146,0.307
Starlin Castro,0.314,0.432,0.155,0.309
Brian Anderson,0.308,0.386,0.145,0.297
Justin Bour,0.343,0.48,0.211,0.296
Martin Prado,0.317,0.37,0.099,0.299
Moises Sierra,0.319,0.382,0.12,0.313
Derek Dietrich,0.337,0.423,0.176,0.297
Rafael Ortega,0.309,0.352,0.1,0.288
Miguel Rojas,0.314,0.34,0.081,0.286
Tomas Telis,0.304,0.365,0.101,0.287
Johnny Giavotella,0.312,0.375,0.107,0.29
Destin Hood,0.295,0.409,0.171,0.305
Chad Wallach,0.294,0.359,0.138,0.28
Peter Mooney,0.301,0.304,0.074,0.27
Bryan Holaday,0.274,0.366,0.135,0.255
Ramon Cabrera,0.293,0.349,0.098,0.286
A.J. Ellis,0.294,0.321,0.109,0.243
Braxton Lee,0.3,0.293,0.057,0.3
Austin Nola,0.294,0.301,0.074,0.273
JT Riddle,0.284,0.337,0.09,0.294
Christian Colon,0.304,0.305,0.063,0.28
Cam Maron,0.313,0.318,0.081,0.293
Cristhian Adames,0.287,0.341,0.109,0.28
Chris Parmelee,0.304,0.401,0.17,0.277
Ichiro Suzuki,0.323,0.344,0.08,0.304
Garrett Cooper,0.301,0.403,0.157,0.295
Matt Juengel,0.291,0.393,0.148,0.28
Isaac Galloway,0.274,0.361,0.134,0.293
Will Allen,0.259,0.325,0.116,0.263
Eury Perez,0.3,0.325,0.08,0.299
Chad Hinshaw,0.279,0.311,0.112,0.284
Yefri Perez,0.276,0.271,0.055,0.285
Tyler Moore,0.267,0.367,0.159,0.258
Austin Dean,0.283,0.372,0.135,0.289
John Norwood,0.282,0.341,0.121,0.302
Grant Green,0.271,0.323,0.09,0.284
Magneuris Sierra,0.281,0.312,0.069,0.302
Yadiel Rivera,0.242,0.279,0.083,0.268
Steve Lombardozzi,0.299,0.301,0.053,0.288
Jake Elmore,0.304,0.258,0.036,0.265
Mike Aviles,0.266,0.284,0.062,0.257
JB Shuck,0.283,0.323,0.088,0.251
Michael Conforto,0.349,0.509,0.248,0.302
Yoenis Cespedes,0.322,0.502,0.234,0.29
Dominic Smith,0.324,0.43,0.158,0.312
Amed Rosario,0.295,0.38,0.121,0.311
Travis d'Arnaud,0.312,0.431,0.172,0.28
Kevin Plawecki,0.311,0.382,0.129,0.282
Wilmer Flores,0.31,0.467,0.197,0.278
Juan Lagares,0.289,0.362,0.112,0.3
Asdrubal Cabrera,0.327,0.429,0.164,0.295
Gavin Cecchini,0.308,0.361,0.106,0.29
Jose Reyes,0.311,0.405,0.15,0.276
Phillip Evans,0.291,0.347,0.107,0.287
Tomas Nido,0.27,0.365,0.131,0.274
Brandon Nimmo,0.33,0.362,0.129,0.312
Jhoan Urena,0.285,0.363,0.138,0.291
T.J. Rivera,0.301,0.377,0.111,0.298
Victor Cruzado,0.293,0.328,0.112,0.284
Nori Aoki,0.332,0.37,0.098,0.295
Luis Guillorme,0.307,0.292,0.047,0.282
Peter Alonso,0.292,0.439,0.198,0.276
Patrick Mazeika,0.318,0.336,0.098,0.282
Josh Rodriguez,0.279,0.347,0.131,0.283
Desmond Jennings,0.293,0.384,0.156,0.271
Kevin Taylor,0.309,0.322,0.084,0.276
Xorge Carrillo,0.281,0.344,0.115,0.277
Jeff McNeil,0.295,0.328,0.087,0.287
Matt Reynolds,0.27,0.319,0.107,0.283
David Wright,0.316,0.347,0.111,0.306
Travis Taijeron,0.304,0.4,0.188,0.3
L.J. Mazzilli,0.284,0.327,0.104,0.271
David Thompson,0.274,0.366,0.138,0.273
Jayce Boyd,0.299,0.357,0.12,0.284
Anthony Dimino,0.302,0.28,0.042,0.291
Kevin Kaczmarski,0.3,0.325,0.092,0.29
Cody Decker,0.258,0.392,0.196,0.271
Travis Snider,0.294,0.334,0.113,0.281
Jiovanni Mier,0.256,0.303,0.102,0.257
Gustavo Nunez,0.269,0.292,0.061,0.277
Matt Oberste,0.282,0.333,0.105,0.291
John Mora,0.273,0.3,0.085,0.277
Wuilmer Becerra,0.265,0.278,0.06,0.313
Rhys Hoskins,0.356,0.513,0.249,0.298
Odubel Herrera,0.33,0.425,0.152,0.337
J.P. Crawford,0.332,0.367,0.128,0.287
Freddy Galvis,0.307,0.408,0.147,0.299
Scott Kingery,0.304,0.416,0.16,0.305
Maikel Franco,0.317,0.464,0.198,0.281
Cesar Hernandez,0.348,0.377,0.107,0.329
Aaron Altherr,0.313,0.447,0.204,0.302
Nick Williams,0.294,0.448,0.196,0.323
Damek Tomscha,0.309,0.367,0.125,0.284
Cameron Rupp,0.291,0.399,0.179,0.286
Andrew Pullin,0.3,0.424,0.169,0.298
Andrew Knapp,0.303,0.374,0.147,0.31
Dylan Cozens,0.287,0.425,0.205,0.326
Carlos Tocci,0.301,0.345,0.088,0.312
Herlis Rodriguez,0.276,0.37,0.141,0.278
Tommy Joseph,0.303,0.475,0.218,0.286
Jesmuel Valentin,0.299,0.365,0.124,0.288
Logan Moore,0.266,0.333,0.13,0.29
Hyun Soo Kim,0.351,0.404,0.131,0.313
Mitch Walding,0.269,0.357,0.166,0.299
Drew Stankiewicz,0.291,0.32,0.095,0.291
Jorge Alfaro,0.263,0.362,0.143,0.309
Eliezer Alvarez,0.31,0.38,0.138,0.32
Christian Marrero,0.324,0.403,0.17,0.267
Daniel Nava,0.328,0.341,0.098,0.291
Roman Quinn,0.296,0.346,0.117,0.314
Jiandido Tromp,0.27,0.415,0.187,0.291
Andres Blanco,0.303,0.381,0.143,0.283
Ty Kelly,0.321,0.352,0.115,0.276
Pedro Florimon,0.269,0.322,0.119,0.288
Engelb Vielma,0.266,0.264,0.041,0.286
Harold Martinez,0.25,0.321,0.11,0.287
Cord Sandberg,0.255,0.33,0.12,0.294
Cornelius Randolph,0.291,0.367,0.147,0.3
Bryce Harper,0.409,0.558,0.263,0.328
Anthony Rendon,0.366,0.477,0.2,0.301
Trea Turner,0.33,0.444,0.163,0.332
Adam Eaton,0.364,0.437,0.143,0.341
Daniel Murphy,0.356,0.496,0.192,0.317
Victor Robles,0.325,0.409,0.156,0.311
Michael A. Taylor,0.301,0.424,0.18,0.337
Moises Sierra,0.327,0.408,0.136,0.322
Wilmer Difo,0.304,0.363,0.105,0.309
Matt Wieters,0.31,0.394,0.141,0.293
Matt Adams,0.309,0.469,0.205,0.302
Adam Lind,0.34,0.456,0.178,0.306
Brian Goodwin,0.303,0.405,0.165,0.309
Ryan Zimmerman,0.319,0.473,0.209,0.297
Daniel Johnson,0.3,0.414,0.157,0.306
Reid Brignac,0.295,0.356,0.129,0.301
Raudy Read,0.288,0.383,0.138,0.288
Pedro Severino,0.293,0.35,0.103,0.293
Spencer Kieboom,0.298,0.354,0.118,0.286
Miguel Montero,0.323,0.357,0.125,0.279
Kelvin Gutierrez,0.29,0.349,0.104,0.317
Corban Joseph,0.309,0.377,0.111,0.288
Neftali Soto,0.305,0.4,0.14,0.31
Yadiel Hernandez,0.335,0.378,0.113,0.311
Stephen Drew,0.291,0.386,0.162,0.253
Emmanuel Burriss,0.299,0.331,0.077,0.283
Michael Almanzar,0.272,0.359,0.127,0.291
Chris Heisey,0.283,0.394,0.185,0.252
Balbino Fuenmayor,0.305,0.434,0.166,0.303
Adrian Sanchez,0.281,0.332,0.089,0.293
Alejandro de Aza,0.312,0.376,0.133,0.298
Irving Falu,0.298,0.345,0.088,0.277
Jose Marmolejos,0.31,0.395,0.145,0.313
Andrew Stevenson,0.29,0.314,0.073,0.31
Jayson Werth,0.323,0.38,0.15,0.282
Taylor Gushue,0.27,0.351,0.136,0.272
Ryan Raburn,0.303,0.379,0.155,0.312
Drew Ward,0.296,0.347,0.125,0.312
Mario Lisson,0.286,0.347,0.142,0.279
Jason Martinson,0.256,0.339,0.146,0.302
Rafael Bautista,0.295,0.309,0.06,0.301
Chris Dominguez,0.269,0.395,0.158,0.307
Joey Butler,0.303,0.357,0.123,0.305
Osvaldo Abreu,0.275,0.317,0.094,0.298
Telmito Agustin,0.256,0.362,0.138,0.309
Kris Bryant,0.381,0.522,0.25,0.316
Anthony Rizzo,0.389,0.527,0.251,0.282
Addison Russell,0.317,0.431,0.184,0.299
Willson Contreras,0.342,0.448,0.182,0.315
Jason Heyward,0.335,0.393,0.131,0.294
Ian Happ,0.325,0.488,0.233,0.315
Ben Zobrist,0.345,0.4,0.145,0.279
Javier Baez,0.3,0.435,0.181,0.315
Kyle Schwarber,0.325,0.496,0.265,0.28
Albert Almora,0.306,0.409,0.137,0.305
Victor Caratini,0.325,0.407,0.146,0.31
David Bote,0.3,0.367,0.132,0.292
Mark Zagunis,0.348,0.395,0.157,0.306
Charcer Burks,0.315,0.371,0.139,0.301
Jon Jay,0.339,0.339,0.072,0.33
Jason Vosler,0.292,0.361,0.141,0.282
Ian Rice,0.316,0.402,0.183,0.277
Chris Gimenez,0.306,0.369,0.15,0.28
Tommy La Stella,0.339,0.372,0.111,0.294
Ryan Court,0.295,0.345,0.121,0.313
Bijan Rademacher,0.318,0.385,0.14,0.3
Elliot Soto,0.299,0.296,0.073,0.284
Ryan Kalish,0.305,0.379,0.137,0.295
Stephen Bruno,0.288,0.353,0.116,0.291
Jemile Weeks,0.301,0.321,0.095,0.271
Peter Bourjos,0.281,0.38,0.152,0.29
Taylor Davis,0.293,0.361,0.124,0.26
Eddy Martinez,0.283,0.371,0.139,0.277
Jacob Hannemann,0.269,0.342,0.129,0.288
Chesny Young,0.31,0.321,0.065,0.304
Osvaldo Martinez,0.267,0.292,0.063,0.271
Ali Solis,0.232,0.289,0.089,0.27
Mike Freeman,0.294,0.326,0.089,0.298
Efren Navarro,0.304,0.338,0.1,0.29
Yasiel Balaguert,0.266,0.361,0.133,0.288
Trey Martin,0.231,0.27,0.078,0.291
Roberto Caro,0.263,0.257,0.075,0.283
Daniel Spingola,0.278,0.324,0.108,0.314
Joey Votto,0.434,0.519,0.216,0.332
Eugenio Suarez,0.343,0.456,0.198,0.309
Zack Cozart,0.332,0.45,0.187,0.281
Tucker Barnhart,0.333,0.384,0.123,0.302
Billy Hamilton,0.305,0.348,0.095,0.312
Nick Senzel,0.332,0.45,0.179,0.33
Adam Duvall,0.3,0.486,0.24,0.283
Scott Schebler,0.319,0.463,0.213,0.292
Jesse Winker,0.354,0.401,0.133,0.307
Scooter Gennett,0.31,0.448,0.183,0.306
Jose Peraza,0.309,0.37,0.098,0.304
Phil Ervin,0.305,0.386,0.156,0.287
Dilson Herrera,0.298,0.407,0.165,0.292
Alex Blandino,0.308,0.381,0.151,0.285
Devin Mesoraco,0.315,0.419,0.2,0.248
Chadwick Tromp,0.276,0.333,0.101,0.277
Shed Long,0.297,0.4,0.167,0.293
Mason Williams,0.289,0.326,0.085,0.285
Stuart Turner,0.268,0.312,0.105,0.263
Brandon Dixon,0.269,0.391,0.17,0.3
Sebastian Elizalde,0.304,0.386,0.13,0.298
D.J. Peterson,0.279,0.394,0.163,0.275
Taylor Trammell,0.295,0.347,0.122,0.309
Tyler Goeddel,0.304,0.349,0.118,0.293
Taylor Sparks,0.244,0.354,0.174,0.268
Darnell Sweeney,0.299,0.381,0.148,0.304
Aristides Aquino,0.273,0.4,0.176,0.3
Jose Siri,0.255,0.378,0.159,0.288
Patrick Kivlehan,0.297,0.416,0.186,0.289
Hernan Iribarren,0.296,0.324,0.074,0.296
Tyler Stephenson,0.284,0.34,0.127,0.268
Blake Trahan,0.28,0.293,0.074,0.265
Jonathan Reynoso,0.256,0.281,0.064,0.294
Chris Okey,0.24,0.272,0.097,0.256
Eric Jagielo,0.283,0.332,0.138,0.275
Josh Van Meter,0.286,0.335,0.109,0.278
Nick Longhi,0.267,0.338,0.114,0.279
Adam Brett Walker,0.246,0.438,0.242,0.284
Arismendy Alcantara,0.235,0.348,0.152,0.276
Rosell Herrera,0.293,0.317,0.09,0.294
Gavin LaValley,0.285,0.402,0.16,0.298
Michael Beltre,0.27,0.276,0.075,0.266
Angelo Gumbs,0.265,0.343,0.119,0.284
T.J. Friedl,0.285,0.348,0.123,0.277
Gabriel Guerrero,0.263,0.351,0.124,0.29
Alfredo Rodriguez,0.236,0.237,0.037,0.246
Travis Shaw,0.323,0.472,0.216,0.294
Domingo Santana,0.352,0.472,0.213,0.345
Neil Walker,0.346,0.461,0.192,0.294
Ryan Braun,0.347,0.495,0.211,0.316
Eric Thames,0.345,0.51,0.27,0.3
Lewis Brinson,0.298,0.433,0.193,0.285
Keon Broxton,0.3,0.427,0.209,0.319
Brett Phillips,0.293,0.418,0.198,0.313
Orlando Arcia,0.305,0.401,0.144,0.292
Hernan Perez,0.299,0.426,0.157,0.305
Manny Pina,0.299,0.386,0.138,0.288
Stephen Vogt,0.314,0.45,0.191,0.28
Eric Sogard,0.344,0.349,0.093,0.291
Jonathan Villar,0.312,0.4,0.157,0.324
Mauricio Dubon,0.3,0.37,0.116,0.288
Monte Harrison,0.291,0.384,0.158,0.321
Jett Bandy,0.291,0.398,0.177,0.247
Jacob Nottingham,0.293,0.37,0.154,0.291
Jesus Aguilar,0.307,0.428,0.185,0.293
Nick Franklin,0.313,0.413,0.167,0.294
Andrew Susac,0.294,0.391,0.177,0.275
Tyler Heineman,0.281,0.316,0.098,0.257
Lucas Erceg,0.282,0.38,0.138,0.29
Kirk Nieuwenhuis,0.299,0.377,0.174,0.289
Nathan Orf,0.305,0.327,0.1,0.275
Isan Diaz,0.298,0.381,0.161,0.298
Ivan De Jesus,0.296,0.333,0.096,0.297
Nick Noonan,0.261,0.311,0.092,0.279
Kyle Wren,0.3,0.319,0.086,0.287
Johnny Davis,0.264,0.272,0.056,0.309
Clint Coulter,0.286,0.388,0.164,0.279
Art Charles,0.267,0.385,0.199,0.292
Chris Colabello,0.292,0.375,0.15,0.29
Corey Ray,0.268,0.327,0.118,0.319
Michael Reed,0.308,0.33,0.13,0.297
Blake Allemand,0.286,0.346,0.107,0.291
Michael Choice,0.276,0.396,0.188,0.27
Trent Grisham,0.304,0.312,0.118,0.291
Quintin Berry,0.283,0.272,0.062,0.285
Dustin DeMuth,0.279,0.316,0.104,0.317
Jake Gatewood,0.268,0.368,0.15,0.306
Andrew McCutchen,0.363,0.474,0.202,0.308
Starling Marte,0.334,0.412,0.134,0.331
Gregory Polanco,0.328,0.437,0.169,0.304
Josh Harrison,0.324,0.419,0.141,0.313
Austin Meadows,0.307,0.433,0.181,0.281
Josh Bell,0.347,0.452,0.181,0.299
Jordy Mercer,0.322,0.396,0.136,0.292
David Freese,0.333,0.366,0.12,0.312
Adam Frazier,0.339,0.38,0.103,0.317
Kevin Newman,0.298,0.355,0.099,0.286
Francisco Cervelli,0.347,0.346,0.092,0.318
Jordan Luplow,0.314,0.392,0.15,0.292
Elias Diaz,0.278,0.334,0.094,0.282
Jacob Stallings,0.284,0.347,0.11,0.289
Ke'Bryan Hayes,0.29,0.32,0.085,0.293
Erich Weiss,0.302,0.344,0.11,0.296
Cole Tucker,0.289,0.338,0.115,0.294
Pablo Reyes,0.305,0.364,0.12,0.288
Max Moroff,0.313,0.327,0.116,0.297
Sean Rodriguez,0.298,0.403,0.181,0.298
Mitchell Tolman,0.297,0.316,0.098,0.266
Jason Rogers,0.316,0.399,0.15,0.286
Danny Ortiz,0.276,0.412,0.168,0.281
John Jaso,0.34,0.409,0.163,0.291
Kevin Kramer,0.304,0.344,0.1,0.307
Edwin Espinal,0.287,0.371,0.117,0.288
Barrett Barnes,0.294,0.334,0.115,0.304
Chris Stewart,0.31,0.295,0.047,0.296
Elvis Escobar,0.272,0.334,0.098,0.291
Todd Cunningham,0.327,0.352,0.101,0.291
Jose Osuna,0.294,0.419,0.165,0.296
Joey Terdoslavich,0.315,0.372,0.129,0.281
John Bormann,0.276,0.264,0.042,0.278
Justin Maffei,0.302,0.284,0.062,0.297
Eric Wood,0.286,0.359,0.139,0.29
Jordan George,0.326,0.366,0.118,0.296
Chris Bostick,0.282,0.349,0.121,0.302
Ty Moore,0.303,0.319,0.076,0.293
Wyatt Mathisen,0.296,0.321,0.091,0.291
Jackson Williams,0.261,0.259,0.062,0.256
Logan Hill,0.291,0.372,0.15,0.3
Jerrick Suiter,0.3,0.327,0.093,0.304
Anderson Feliz,0.266,0.319,0.114,0.296
Will Craig,0.317,0.307,0.074,0.301
Marcell Ozuna,0.335,0.492,0.214,0.317
Tommy Pham,0.353,0.458,0.195,0.322
Matt Carpenter,0.38,0.458,0.197,0.307
Jedd Gyorko,0.327,0.462,0.199,0.294
Yadier Molina,0.315,0.393,0.12,0.295
Kolten Wong,0.342,0.415,0.145,0.302
Paul DeJong,0.303,0.453,0.199,0.312
Dexter Fowler,0.361,0.435,0.174,0.317
Randal Grichuk,0.295,0.492,0.245,0.302
Tyler O'Neill,0.311,0.477,0.225,0.303
Carson Kelly,0.313,0.362,0.118,0.277
Luke Voit,0.328,0.432,0.172,0.307
Andrew Knizner,0.297,0.36,0.111,0.278
Harrison Bader,0.299,0.402,0.161,0.308
Jose Martinez,0.339,0.435,0.155,0.317
Greg Garcia,0.34,0.326,0.085,0.312
Wilfredo Tovar,0.293,0.333,0.085,0.285
Breyvic Valera,0.325,0.358,0.082,0.295
Tommy Edman,0.295,0.355,0.11,0.285
Jacob Wilson,0.294,0.373,0.146,0.277
Randy Arozarena,0.302,0.38,0.145,0.285
John Nogowski,0.327,0.344,0.079,0.302
Alex Mejia,0.291,0.336,0.087,0.293
Rangel Ravelo,0.322,0.413,0.153,0.3
Eric Fryer,0.298,0.294,0.072,0.289
Patrick Wisdom,0.267,0.348,0.139,0.287
Jose Adolis Garcia,0.29,0.391,0.153,0.288
Oscar Mercado,0.286,0.327,0.095,0.296
Magneuris Sierra,0.286,0.331,0.082,0.307
Alberto Rosario,0.266,0.27,0.04,0.281
Edmundo Sosa,0.27,0.309,0.075,0.285
Darren Seferina,0.285,0.326,0.103,0.303
Jordan Schafer,0.286,0.289,0.067,0.299
Bruce Caldwell,0.282,0.315,0.117,0.303
Dickie Joe Thon,0.242,0.288,0.096,0.293
Paul Goldschmidt,0.395,0.531,0.244,0.334
AJ Pollock,0.347,0.491,0.2,0.317
J.D. Martinez,0.354,0.604,0.315,0.328
Jake Lamb,0.345,0.489,0.235,0.31
Ketel Marte,0.333,0.415,0.133,0.315
Alex Avila,0.352,0.389,0.164,0.333
David Peralta,0.336,0.453,0.175,0.315
Nick Ahmed,0.294,0.39,0.142,0.289
Chris Owings,0.305,0.417,0.15,0.326
Ildemaro Vargas,0.308,0.381,0.112,0.283
Domingo Leyba,0.308,0.395,0.138,0.293
Oswaldo Arcia,0.315,0.491,0.247,0.294
Michael Perez,0.287,0.351,0.131,0.291
Cesar Puello,0.33,0.425,0.169,0.32
Ramon Flores,0.336,0.398,0.145,0.292
Christian Walker,0.315,0.458,0.205,0.306
Yasmany Tomas,0.317,0.5,0.225,0.326
Chris Herrmann,0.297,0.362,0.141,0.284
Tony Renda,0.313,0.357,0.094,0.293
Brandon Drury,0.304,0.416,0.158,0.302
Jeremy Hazelbaker,0.297,0.427,0.193,0.317
John Ryan Murphy,0.282,0.357,0.124,0.266
Carlos Rivero,0.277,0.386,0.145,0.286
Kristopher Negron,0.282,0.36,0.134,0.292
Reymond Fuentes,0.302,0.342,0.09,0.317
Hank Conger,0.281,0.38,0.165,0.259
Travis Denker,0.318,0.396,0.152,0.283
Daniel Descalso,0.324,0.369,0.134,0.289
Kelly Dugan,0.301,0.4,0.165,0.306
Ronnie Freeman,0.275,0.325,0.097,0.295
Jeff Mathis,0.253,0.292,0.091,0.287
Jamie Westbrook,0.288,0.377,0.123,0.276
Jack Reinheimer,0.295,0.326,0.083,0.297
Evan Marzilli,0.292,0.308,0.102,0.291
Socrates Brito,0.276,0.386,0.143,0.298
Alberto Rosario,0.271,0.281,0.045,0.288
Adam Rosales,0.281,0.368,0.14,0.304
Kevin Cron,0.281,0.421,0.191,0.288
Gregor Blanco,0.33,0.365,0.118,0.308
Angel Franco,0.268,0.314,0.081,0.276
Marty Herum,0.28,0.354,0.103,0.298
Josh Thole,0.275,0.24,0.031,0.26
Kevin Medrano,0.293,0.328,0.077,0.302
Emilio Bonifacio,0.286,0.323,0.08,0.298
Jay Gonzalez,0.287,0.256,0.044,0.321
Rudy Flores,0.259,0.378,0.163,0.317
Nolan Arenado,0.354,0.585,0.288,0.297
Charlie Blackmon,0.372,0.544,0.234,0.338
DJ LeMahieu,0.367,0.415,0.108,0.348
Jonathan Lucroy,0.365,0.449,0.151,0.321
Trevor Story,0.31,0.476,0.236,0.319
David Dahl,0.329,0.497,0.22,0.35
Brendan Rodgers,0.319,0.456,0.18,0.322
Mike Tauchman,0.332,0.414,0.134,0.327
Ryan McMahon,0.342,0.462,0.176,0.351
Garrett Hampson,0.329,0.381,0.103,0.321
Raimel Tapia,0.322,0.421,0.129,0.34
Carlos Gonzalez,0.324,0.468,0.209,0.297
Dom Nunez,0.308,0.331,0.111,0.277
Ian Desmond,0.321,0.438,0.17,0.321
Daniel Castro,0.302,0.362,0.09,0.297
Tony Wolters,0.308,0.325,0.092,0.308
Anthony Bemboom,0.307,0.361,0.117,0.299
Pat Valaika,0.281,0.413,0.168,0.304
Josh Fuentes,0.302,0.402,0.145,0.315
Gerardo Parra,0.321,0.43,0.143,0.326
Mark Reynolds,0.324,0.449,0.209,0.295
Tom Murphy,0.279,0.408,0.178,0.322
Jan Vazquez,0.306,0.343,0.114,0.301
Jordan Patterson,0.32,0.451,0.193,0.325
Cristhian Adames,0.31,0.379,0.121,0.305
Wes Rogers,0.318,0.369,0.109,0.326
Ryan Hanigan,0.295,0.297,0.072,0.282
Noel Cuevas,0.303,0.399,0.131,0.325
Yonathan Daza,0.309,0.365,0.086,0.341
Chris Rabago,0.304,0.313,0.067,0.309
Chris Denorfia,0.315,0.378,0.122,0.306
Stephen Cardullo,0.326,0.416,0.155,0.289
Derrik Gibson,0.308,0.333,0.087,0.313
Rafael Ynoa,0.303,0.335,0.086,0.306
Alexi Amarista,0.317,0.375,0.1,0.316
Omar Carrizales,0.303,0.354,0.105,0.307
Forrest Wall,0.307,0.376,0.119,0.31
Juan Ciriaco,0.289,0.367,0.115,0.295
Ryan Howard,0.264,0.447,0.223,0.263
Brian Mundell,0.335,0.396,0.126,0.312
Ashley Graeter,0.289,0.371,0.125,0.301
Rosell Herrera,0.315,0.348,0.095,0.318
Roberto Ramos,0.295,0.369,0.118,0.332
Sam Hilliard,0.293,0.366,0.129,0.334
Max White,0.295,0.355,0.137,0.322
Dillon Thomas,0.263,0.32,0.107,0.333
Drew Weeks,0.288,0.36,0.122,0.298
