Player,OBP_zips,SLG_zips,ISO_zips,BABIP_zips
Mallex Smith,0.325,0.366,0.107,0.328
Edwin Encarnacion,0.337,0.445,0.21,0.267
Daniel Vogelbach,0.353,0.421,0.173,0.291
Domingo Santana,0.329,0.43,0.199,0.346
J.P. Crawford,0.316,0.333,0.112,0.293
Dee Gordon,0.311,0.355,0.071,0.331
Denard Span,0.328,0.393,0.135,0.29
Jay Bruce,0.307,0.427,0.193,0.278
Dylan Moore,0.282,0.34,0.128,0.265
Omar Narvaez,0.334,0.362,0.107,0.301
Shed Long,0.298,0.361,0.132,0.306
Cameron Maybin,0.318,0.354,0.111,0.302
Tim Beckham,0.291,0.388,0.152,0.307
Ryon Healy,0.29,0.43,0.179,0.292
Kaleb Cowart,0.275,0.346,0.128,0.289
David Freitas,0.295,0.344,0.107,0.291
Braden Bishop,0.284,0.305,0.079,0.288
Austin Nola,0.291,0.295,0.071,0.276
Mike Marjama,0.273,0.378,0.149,0.273
Tito Polo,0.289,0.343,0.114,0.306
Andrew Aplin,0.293,0.294,0.084,0.268
Kris Negron,0.271,0.33,0.123,0.294
Ian Miller,0.284,0.288,0.055,0.298
Jose Lobaton,0.287,0.329,0.125,0.262
Joe DeCarlo,0.272,0.326,0.142,0.26
Tim Lopes,0.28,0.298,0.068,0.291
Donnie Walton,0.282,0.316,0.099,0.265
Kyle Lewis,0.264,0.352,0.135,0.299
Dom Thompson-Williams,0.268,0.363,0.152,0.293
Daniel Muno,0.291,0.288,0.086,0.288
Dario Pizzano,0.292,0.365,0.128,0.265
Evan White,0.275,0.349,0.127,0.28
Jake Fraley,0.274,0.327,0.114,0.287
Yonathan Mendoza,0.288,0.28,0.051,0.276
Orlando Calixte,0.263,0.346,0.125,0.281
Dustin Ackley,0.287,0.32,0.105,0.251
Ichiro Suzuki,0.277,0.273,0.047,0.272
Eric Filia,0.313,0.325,0.079,0.272
Chris Mariscal,0.264,0.286,0.087,0.295
Jayson Werth,0.28,0.331,0.135,0.25
Kirk Nieuwenhuis,0.272,0.292,0.119,0.273
Joey Curletta,0.273,0.355,0.159,0.278
Logan Taylor,0.26,0.313,0.117,0.288
Anthony Jimenez,0.241,0.298,0.098,0.291
Joe Rizzo,0.248,0.284,0.09,0.271
Beau Amaral,0.263,0.277,0.066,0.289
Adam Law,0.252,0.264,0.063,0.271
Joey Gallo,0.343,0.546,0.333,0.273
Adrian Beltre,0.324,0.417,0.152,0.306
Elvis Andrus,0.322,0.403,0.131,0.307
Rougned Odor,0.307,0.445,0.196,0.293
Shin-Soo Choo,0.355,0.409,0.159,0.311
Nomar Mazara,0.323,0.448,0.187,0.305
Christian Lopes,0.33,0.38,0.124,0.3
Patrick Wisdom,0.297,0.404,0.175,0.311
Nolan Fontana,0.322,0.331,0.124,0.289
Tommy Joseph,0.309,0.47,0.209,0.296
Willie Calhoun,0.317,0.453,0.185,0.281
Ronald Guzman,0.314,0.403,0.156,0.311
Danny Santana,0.279,0.417,0.173,0.307
Chase d'Arnaud,0.306,0.382,0.141,0.303
Delino DeShields,0.325,0.326,0.089,0.316
Andy Ibanez,0.3,0.376,0.127,0.282
Carlos Perez,0.281,0.38,0.148,0.267
Jett Bandy,0.283,0.376,0.156,0.254
Isiah Kiner-Falefa,0.315,0.333,0.082,0.301
Anderson Tejeda,0.284,0.38,0.151,0.324
Jack Reinheimer,0.296,0.319,0.084,0.302
Hunter Cole,0.293,0.396,0.158,0.316
Ryan Rua,0.276,0.372,0.154,0.3
Leody Taveras,0.292,0.338,0.098,0.294
Jeff Mathis,0.258,0.283,0.09,0.283
Tony Sanchez,0.298,0.352,0.12,0.299
Josh Morgan,0.291,0.328,0.088,0.281
Jose Trevino,0.25,0.314,0.095,0.247
Charles Leblanc,0.295,0.353,0.116,0.302
Carlos Tocci,0.306,0.332,0.076,0.337
Nick Noonan,0.266,0.319,0.092,0.295
Jose Cardona,0.285,0.334,0.096,0.278
Cliff Pennington,0.281,0.274,0.068,0.279
Scott Heineman,0.305,0.374,0.127,0.315
Michael De Leon,0.268,0.309,0.068,0.278
Destin Hood,0.271,0.391,0.167,0.3
Yonny Hernandez,0.312,0.279,0.059,0.287
Eliezer Alvarez,0.29,0.36,0.135,0.322
Eli White,0.298,0.337,0.103,0.322
Yanio Perez,0.286,0.334,0.104,0.302
Michael O'Neill,0.266,0.33,0.121,0.301
Preston Beck,0.283,0.337,0.109,0.29
Correlle Prime,0.24,0.298,0.106,0.318
Freddie Freeman,0.389,0.52,0.223,0.346
Ozzie Albies,0.319,0.454,0.183,0.304
Ronald Acuna Jr.,0.344,0.511,0.235,0.344
Josh Donaldson,0.373,0.506,0.239,0.303
Ender Inciarte,0.335,0.394,0.11,0.319
Johan Camargo,0.322,0.432,0.171,0.313
Dansby Swanson,0.313,0.386,0.144,0.303
Austin Riley,0.304,0.428,0.182,0.326
Nick Markakis,0.348,0.389,0.112,0.314
Tyler Flowers,0.328,0.366,0.132,0.309
Lucas Duda,0.315,0.44,0.212,0.282
Brian McCann,0.318,0.379,0.148,0.259
Adam Duvall,0.289,0.425,0.192,0.282
Rio Ruiz,0.3,0.368,0.133,0.295
Cristian Pache,0.281,0.358,0.111,0.326
Charlie Culberson,0.284,0.373,0.133,0.298
Danny Santana,0.27,0.4,0.163,0.3
Rene Rivera,0.273,0.364,0.145,0.294
Lane Adams,0.275,0.341,0.131,0.307
Ryan Flaherty,0.294,0.313,0.101,0.278
Pedro Florimon,0.27,0.326,0.12,0.309
Jonathan Morales,0.262,0.293,0.075,0.26
Ryan LaMarre,0.279,0.323,0.098,0.322
Raffy Lopez,0.28,0.355,0.14,0.299
Alex Jackson,0.271,0.366,0.163,0.286
Tyler Marlette,0.275,0.355,0.138,0.282
Preston Tucker,0.295,0.404,0.17,0.275
Phil Gosselin,0.284,0.333,0.102,0.289
Sean Kazmar,0.268,0.33,0.093,0.265
Travis Demeritte,0.276,0.373,0.173,0.294
Xavier Avery,0.29,0.34,0.133,0.337
Luis Marte,0.245,0.318,0.089,0.278
Carlos Franco,0.277,0.355,0.148,0.306
Ray-Patrick Didder,0.277,0.278,0.088,0.289
J.T. Realmuto,0.326,0.454,0.187,0.306
Brian Anderson,0.342,0.401,0.14,0.319
Miguel Rojas,0.307,0.355,0.095,0.285
Starlin Castro,0.31,0.396,0.129,0.311
JT Riddle,0.286,0.371,0.126,0.292
Martin Prado,0.304,0.343,0.086,0.294
Brian Miller,0.309,0.321,0.056,0.313
Isaac Galloway,0.282,0.37,0.136,0.29
Derek Dietrich,0.327,0.412,0.164,0.309
Lewis Brinson,0.269,0.372,0.155,0.277
Monte Harrison,0.273,0.34,0.134,0.313
Jon Berti,0.294,0.326,0.098,0.281
Rafael Ortega,0.31,0.334,0.092,0.279
Austin Dean,0.311,0.388,0.133,0.297
Dixon Machado,0.289,0.304,0.078,0.272
Eric Campbell,0.337,0.34,0.102,0.287
Garrett Cooper,0.305,0.382,0.137,0.302
Cristhian Adames,0.291,0.334,0.098,0.276
Bryan Holaday,0.263,0.316,0.098,0.256
Isan Diaz,0.293,0.328,0.128,0.283
Chad Wallach,0.28,0.329,0.126,0.277
Rodrigo Vigil,0.263,0.295,0.066,0.264
Jonathan Rodriguez,0.303,0.352,0.134,0.29
Rosell Herrera,0.291,0.33,0.098,0.289
Scott Van Slyke,0.287,0.322,0.126,0.261
Deven Marrero,0.256,0.288,0.085,0.283
Pedro Alvarez,0.283,0.394,0.175,0.27
Chris Diaz,0.274,0.231,0.04,0.269
John Silviano,0.276,0.361,0.158,0.292
Cito Culver,0.249,0.297,0.107,0.276
Joe Dunand,0.268,0.329,0.119,0.275
Yadiel Rivera,0.242,0.254,0.071,0.265
Bryson Brigman,0.273,0.28,0.057,0.27
Justin Twine,0.259,0.319,0.098,0.294
Magneuris Sierra,0.269,0.308,0.074,0.293
James Nelson,0.275,0.307,0.077,0.346
B.J. Lopez,0.234,0.185,0.018,0.243
Peter O'Brien,0.266,0.39,0.198,0.276
Harold Ramirez,0.281,0.335,0.097,0.29
Gabriel Guerrero,0.268,0.355,0.125,0.297
Sharif Othman,0.226,0.246,0.074,0.26
JB Shuck,0.286,0.3,0.072,0.258
Riley Mahan,0.244,0.276,0.075,0.298
Eric Jagielo,0.24,0.259,0.094,0.257
Michael Conforto,0.352,0.477,0.226,0.301
Jeff McNeil,0.329,0.426,0.152,0.299
Robinson Cano,0.329,0.434,0.162,0.29
Brandon Nimmo,0.359,0.402,0.162,0.32
Yoenis Cespedes,0.314,0.486,0.228,0.299
Jed Lowrie,0.325,0.384,0.139,0.284
Amed Rosario,0.303,0.401,0.136,0.316
Pete Alonso,0.324,0.45,0.211,0.285
Todd Frazier,0.31,0.409,0.185,0.258
Wilson Ramos,0.302,0.419,0.16,0.289
J.D. Davis,0.297,0.402,0.163,0.303
Travis d'Arnaud,0.297,0.396,0.155,0.27
Luis Guillorme,0.312,0.307,0.064,0.286
Christian Colon,0.31,0.31,0.071,0.272
Juan Lagares,0.286,0.348,0.1,0.301
Keon Broxton,0.278,0.358,0.16,0.317
Andres Gimenez,0.278,0.319,0.101,0.281
Dilson Herrera,0.283,0.367,0.145,0.287
Dominic Smith,0.296,0.38,0.137,0.299
T.J. Rivera,0.296,0.373,0.113,0.296
Patrick Mazeika,0.309,0.329,0.102,0.258
Gavin Cecchini,0.297,0.341,0.097,0.282
Ali Sanchez,0.245,0.306,0.092,0.243
Will Toffey,0.289,0.296,0.105,0.262
Tomas Nido,0.249,0.331,0.113,0.263
Devin Mesoraco,0.295,0.366,0.157,0.233
Jose Reyes,0.29,0.356,0.125,0.258
Rymer Liriano,0.278,0.349,0.143,0.295
Sam Haggerty,0.286,0.293,0.099,0.278
Colton Plaia,0.258,0.296,0.101,0.28
Rajai Davis,0.265,0.285,0.072,0.274
Joey Terdoslavich,0.293,0.354,0.129,0.266
Adrian Gonzalez,0.286,0.348,0.112,0.276
Austin Jackson,0.293,0.336,0.099,0.333
Matt den Dekker,0.256,0.338,0.139,0.27
Johnny Monell,0.262,0.303,0.103,0.263
David Wright,0.289,0.293,0.09,0.284
Braxton Lee,0.289,0.281,0.057,0.287
David Thompson,0.261,0.337,0.122,0.273
Ty Kelly,0.29,0.317,0.104,0.272
Cody Asche,0.282,0.353,0.142,0.272
Kevin Kaczmarski,0.29,0.296,0.076,0.291
Kevin Taylor,0.285,0.296,0.068,0.268
Luis Carpio,0.256,0.303,0.107,0.248
Desmond Lindsay,0.254,0.28,0.104,0.276
Jhoan Urena,0.269,0.334,0.127,0.279
Gregor Blanco,0.291,0.316,0.096,0.288
Tim Tebow,0.231,0.279,0.105,0.282
Rhys Hoskins,0.351,0.5,0.249,0.289
Andrew McCutchen,0.36,0.454,0.199,0.305
Jean Segura,0.331,0.423,0.133,0.316
Odubel Herrera,0.321,0.428,0.164,0.318
Cesar Hernandez,0.355,0.375,0.113,0.325
Asdrubal Cabrera,0.325,0.461,0.193,0.304
Nick Williams,0.308,0.448,0.192,0.326
Maikel Franco,0.309,0.45,0.19,0.274
Mitch Walding,0.297,0.372,0.176,0.317
Adam Haseley,0.304,0.373,0.121,0.299
Scott Kingery,0.283,0.373,0.136,0.3
Damek Tomscha,0.301,0.368,0.127,0.284
Aaron Altherr,0.308,0.403,0.185,0.294
Andrew Knapp,0.304,0.359,0.143,0.316
Jose Bautista,0.328,0.375,0.17,0.259
Jorge Alfaro,0.279,0.364,0.138,0.341
Trevor Plouffe,0.299,0.387,0.17,0.273
Dean Anna,0.315,0.312,0.075,0.277
Dylan Cozens,0.284,0.415,0.213,0.321
Will Middlebrooks,0.254,0.409,0.196,0.267
Deivi Grullon,0.268,0.411,0.178,0.285
Jesmuel Valentin,0.297,0.346,0.123,0.281
Roman Quinn,0.3,0.365,0.128,0.317
Collin Cowgill,0.268,0.329,0.127,0.262
Matt McBride,0.285,0.411,0.186,0.257
Logan Moore,0.261,0.295,0.109,0.263
Austin Listi,0.303,0.375,0.153,0.283
Danny Ortiz,0.26,0.388,0.163,0.275
Phil Gosselin,0.28,0.334,0.109,0.284
Ryan Goins,0.269,0.324,0.106,0.283
Heiker Meneses,0.247,0.241,0.046,0.288
Jiandido Tromp,0.261,0.347,0.141,0.29
Arquimedes Gamboa,0.261,0.286,0.094,0.259
Jose Pujols,0.259,0.358,0.159,0.332
Cornelius Randolph,0.288,0.328,0.109,0.295
Jan Hernandez,0.251,0.347,0.157,0.302
Mickey Moniak,0.251,0.328,0.113,0.289
Juan Soto,0.4,0.559,0.263,0.329
Bryce Harper,0.407,0.537,0.266,0.32
Trea Turner,0.337,0.444,0.169,0.323
Anthony Rendon,0.36,0.483,0.201,0.307
Adam Eaton,0.371,0.434,0.139,0.348
Brian Dozier,0.329,0.458,0.208,0.283
Victor Robles,0.329,0.405,0.148,0.307
Carter Kieboom,0.311,0.388,0.147,0.295
Matt Adams,0.311,0.482,0.23,0.282
Kurt Suzuki,0.321,0.405,0.142,0.28
Yan Gomes,0.289,0.399,0.161,0.297
Wilmer Difo,0.304,0.362,0.113,0.302
Michael A. Taylor,0.291,0.381,0.147,0.329
Ryan Zimmerman,0.32,0.459,0.2,0.296
Matt Wieters,0.306,0.366,0.128,0.277
Matt Reynolds,0.299,0.349,0.118,0.307
Moises Sierra,0.314,0.38,0.126,0.31
Tres Barrera,0.287,0.355,0.127,0.283
Spencer Kieboom,0.305,0.328,0.098,0.274
Adrian Sanchez,0.283,0.348,0.101,0.293
Howie Kendrick,0.329,0.399,0.121,0.333
Jacob Wilson,0.293,0.358,0.132,0.28
Pedro Severino,0.281,0.343,0.111,0.275
Miguel Montero,0.32,0.349,0.128,0.279
Jason Martinson,0.255,0.353,0.167,0.305
Jake Noll,0.281,0.348,0.108,0.286
Luis Sardinas,0.294,0.351,0.092,0.304
Austin Davidson,0.31,0.372,0.135,0.284
Brandon Snyder,0.287,0.396,0.173,0.317
Irving Falu,0.299,0.335,0.083,0.274
Raudy Read,0.28,0.368,0.129,0.29
Hunter Jones,0.292,0.332,0.102,0.293
Drew Ward,0.306,0.353,0.137,0.316
Matt Hague,0.325,0.361,0.106,0.296
Alec Keller,0.299,0.333,0.079,0.316
Yadiel Hernandez,0.316,0.377,0.131,0.304
Bengie Gonzalez,0.28,0.305,0.08,0.277
Andrew Stevenson,0.292,0.319,0.083,0.31
Jose Marmolejos,0.298,0.368,0.126,0.304
Tyler Goeddel,0.299,0.33,0.103,0.297
Michael Almanzar,0.265,0.34,0.113,0.292
Chris Dominguez,0.266,0.386,0.157,0.308
Khayyan Norfork,0.282,0.282,0.064,0.297
Taylor Gushue,0.261,0.324,0.123,0.265
Zach Collier,0.272,0.315,0.118,0.301
Chuck Taylor,0.309,0.329,0.086,0.297
Dan Gamache,0.295,0.313,0.086,0.31
Rafael Bautista,0.281,0.294,0.058,0.296
Telmito Agustin,0.273,0.349,0.122,0.296
Adam Brett Walker,0.249,0.399,0.214,0.295
Osvaldo Abreu,0.269,0.312,0.105,0.286
Kris Bryant,0.365,0.493,0.222,0.323
Anthony Rizzo,0.383,0.492,0.215,0.289
Javier Baez,0.318,0.514,0.238,0.333
Willson Contreras,0.339,0.415,0.16,0.313
Addison Russell,0.31,0.378,0.138,0.303
Jason Heyward,0.331,0.389,0.129,0.288
Kyle Schwarber,0.343,0.472,0.24,0.292
David Bote,0.306,0.401,0.163,0.3
Ian Happ,0.335,0.435,0.2,0.343
Ben Zobrist,0.335,0.386,0.125,0.288
Albert Almora,0.308,0.383,0.112,0.318
Zack Short,0.314,0.347,0.144,0.275
Victor Caratini,0.325,0.394,0.137,0.316
Phillip Evans,0.301,0.379,0.131,0.294
Mark Zagunis,0.351,0.378,0.14,0.313
Daniel Descalso,0.331,0.381,0.157,0.286
Cristhian Adames,0.3,0.356,0.11,0.286
Chris Coghlan,0.313,0.364,0.139,0.272
Johnny Field,0.283,0.407,0.168,0.298
Jhonny Pereda,0.3,0.309,0.079,0.275
P.J. Higgins,0.3,0.303,0.079,0.276
Ian Rice,0.32,0.35,0.141,0.289
Trent Giambrone,0.285,0.358,0.136,0.273
Ryan Court,0.293,0.329,0.116,0.323
Francisco Arcia,0.287,0.345,0.112,0.278
Taylor Davis,0.303,0.349,0.104,0.279
Wynton Bernard,0.281,0.334,0.098,0.292
Zach Borenstein,0.3,0.401,0.183,0.322
Evan Marzilli,0.289,0.292,0.096,0.289
Jacob Hannemann,0.271,0.332,0.117,0.283
Chesny Young,0.307,0.31,0.056,0.311
Stephen Bruno,0.292,0.342,0.106,0.281
Charcer Burks,0.3,0.318,0.108,0.298
Efren Navarro,0.3,0.326,0.091,0.293
Bijan Rademacher,0.311,0.336,0.096,0.298
Jim Adduci,0.279,0.364,0.128,0.309
Trey Martin,0.247,0.268,0.079,0.303
Joey Votto,0.421,0.467,0.177,0.336
Eugenio Suarez,0.348,0.488,0.223,0.315
Yasiel Puig,0.338,0.487,0.223,0.294
Scooter Gennett,0.325,0.455,0.177,0.321
Tucker Barnhart,0.331,0.381,0.128,0.301
Nick Senzel,0.335,0.447,0.18,0.341
Jose Peraza,0.315,0.394,0.116,0.306
Jesse Winker,0.371,0.43,0.151,0.318
Scott Schebler,0.322,0.453,0.208,0.292
Phil Ervin,0.319,0.403,0.167,0.297
Jordan Patterson,0.304,0.429,0.2,0.306
Christian Colon,0.322,0.331,0.082,0.287
Alex Blandino,0.315,0.354,0.13,0.302
Tim Federowicz,0.297,0.385,0.149,0.302
Jose Siri,0.272,0.408,0.183,0.315
Curt Casali,0.307,0.383,0.147,0.283
Kyle Farmer,0.288,0.368,0.13,0.282
Josh VanMeter,0.305,0.385,0.149,0.296
Matt Kemp,0.309,0.467,0.204,0.31
Mason Williams,0.3,0.353,0.105,0.306
Tyler Stephenson,0.294,0.34,0.121,0.29
Chadwick Tromp,0.286,0.324,0.096,0.279
Taylor Trammell,0.303,0.351,0.128,0.315
Tony Cruz,0.257,0.332,0.127,0.275
Michael Beltre,0.311,0.318,0.095,0.303
Juan Graterol,0.271,0.298,0.053,0.269
Narciso Crook,0.269,0.335,0.133,0.278
TJ Friedl,0.311,0.331,0.098,0.298
Steve Selsky,0.288,0.392,0.168,0.303
Brian O'Grady,0.295,0.384,0.178,0.281
Aristides Aquino,0.266,0.391,0.178,0.285
Connor Joe,0.307,0.35,0.131,0.287
Alfredo Rodriguez,0.262,0.272,0.05,0.285
Ibandel Isabel,0.257,0.413,0.219,0.32
Nick Longhi,0.271,0.328,0.105,0.283
Hernan Iribarren,0.285,0.307,0.073,0.292
Blake Trahan,0.277,0.274,0.066,0.269
Mitch Nay,0.278,0.336,0.121,0.276
Taylor Sparks,0.232,0.335,0.169,0.288
Kyle Wren,0.288,0.303,0.084,0.287
Chris Okey,0.241,0.281,0.099,0.265
Gavin LaValley,0.271,0.359,0.149,0.29
Christian Yelich,0.379,0.522,0.224,0.352
Lorenzo Cain,0.359,0.409,0.123,0.333
Yasmani Grandal,0.349,0.462,0.223,0.283
Travis Shaw,0.34,0.472,0.219,0.286
Mike Moustakas,0.324,0.506,0.239,0.271
Jesus Aguilar,0.333,0.492,0.234,0.303
Ryan Braun,0.332,0.47,0.201,0.303
Manny Pina,0.303,0.385,0.138,0.289
Eric Thames,0.333,0.485,0.256,0.296
Christian Bethancourt,0.267,0.411,0.175,0.272
Keston Hiura,0.315,0.409,0.151,0.325
Ben Gamel,0.331,0.413,0.146,0.329
Stephen Vogt,0.315,0.435,0.185,0.279
Erik Kratz,0.294,0.378,0.141,0.275
Brad Miller,0.32,0.437,0.199,0.301
Cory Spangenberg,0.306,0.406,0.16,0.338
Orlando Arcia,0.294,0.36,0.113,0.303
Tyrone Taylor,0.285,0.389,0.148,0.276
Hernan Perez,0.286,0.401,0.145,0.301
Mauricio Dubon,0.288,0.363,0.114,0.294
Nate Orf,0.307,0.327,0.103,0.274
Tyler Saladino,0.292,0.345,0.117,0.286
Troy Stokes,0.295,0.373,0.167,0.275
Max McDowell,0.288,0.281,0.076,0.267
Jake Hager,0.278,0.354,0.122,0.283
Tyler Heineman,0.297,0.307,0.086,0.262
Corey Ray,0.277,0.37,0.166,0.311
Jacob Nottingham,0.277,0.361,0.16,0.287
Tuffy Gosewisch,0.258,0.298,0.107,0.246
Andres Blanco,0.301,0.37,0.14,0.265
Lucas Erceg,0.28,0.357,0.125,0.282
Shane Opitz,0.27,0.299,0.086,0.269
Richie Shaffer,0.281,0.397,0.201,0.286
Jake Gatewood,0.278,0.39,0.168,0.318
Weston Wilson,0.272,0.34,0.12,0.295
Blake Allemand,0.284,0.325,0.099,0.285
Trent Grisham,0.308,0.316,0.116,0.275
Luis Aviles,0.254,0.293,0.087,0.307
Clint Coulter,0.27,0.365,0.16,0.28
Gabriel Noriega,0.232,0.266,0.062,0.279
Starling Marte,0.326,0.429,0.155,0.319
Corey Dickerson,0.32,0.475,0.192,0.322
Gregory Polanco,0.331,0.455,0.198,0.301
Adam Frazier,0.335,0.408,0.134,0.311
Jung Ho Kang,0.332,0.427,0.177,0.305
Josh Bell,0.349,0.432,0.17,0.302
Ke'Bryan Hayes,0.311,0.348,0.104,0.301
Colin Moran,0.321,0.41,0.147,0.314
Francisco Cervelli,0.357,0.371,0.118,0.316
Kevin Newman,0.307,0.349,0.089,0.297
Kevin Kramer,0.303,0.375,0.13,0.316
Jose Osuna,0.306,0.422,0.165,0.298
Elias Diaz,0.302,0.381,0.126,0.289
Cole Tucker,0.298,0.337,0.105,0.296
Josh Harrison,0.309,0.377,0.116,0.307
Lonnie Chisenhall,0.324,0.422,0.155,0.308
Jacob Stallings,0.282,0.343,0.105,0.294
Jason Martin,0.299,0.4,0.155,0.308
Pablo Reyes,0.302,0.37,0.124,0.292
Erik Gonzalez,0.277,0.37,0.121,0.32
Arden Pabst,0.268,0.34,0.113,0.277
Bryan Reynolds,0.289,0.356,0.128,0.293
Sean Rodriguez,0.289,0.36,0.161,0.274
Jared Oliva,0.285,0.323,0.1,0.295
Patrick Kivlehan,0.293,0.405,0.167,0.297
Wyatt Mathisen,0.311,0.357,0.124,0.293
Erich Weiss,0.289,0.353,0.124,0.296
Stephen Alemais,0.291,0.317,0.084,0.288
Will Craig,0.293,0.351,0.135,0.285
Steve Baron,0.269,0.279,0.064,0.286
Daniel Nava,0.324,0.318,0.078,0.297
Christian Kelley,0.278,0.291,0.078,0.276
Jackson Williams,0.258,0.258,0.062,0.25
Jason Delay,0.261,0.234,0.046,0.25
Eric Wood,0.286,0.382,0.161,0.289
JB Shuck,0.294,0.332,0.093,0.267
Logan Hill,0.275,0.349,0.15,0.29
Paul Goldschmidt,0.379,0.479,0.209,0.334
Matt Carpenter,0.371,0.484,0.232,0.301
Marcell Ozuna,0.33,0.457,0.178,0.319
Paul DeJong,0.306,0.437,0.191,0.309
Yadier Molina,0.31,0.399,0.134,0.288
Harrison Bader,0.307,0.399,0.157,0.326
Jedd Gyorko,0.324,0.425,0.171,0.293
Tyler O'Neill,0.315,0.498,0.246,0.32
Kolten Wong,0.336,0.396,0.14,0.292
Jose Martinez,0.345,0.438,0.152,0.328
Andrew Knizner,0.312,0.362,0.103,0.297
Rangel Ravelo,0.334,0.422,0.154,0.302
Ramon Urias,0.327,0.415,0.158,0.306
Dexter Fowler,0.337,0.395,0.157,0.296
Tommy Edman,0.298,0.337,0.091,0.296
Lane Thomas,0.293,0.384,0.149,0.307
John Nogowski,0.334,0.351,0.083,0.292
Wilfredo Tovar,0.292,0.332,0.083,0.283
Evan Mendoza,0.29,0.343,0.099,0.305
Yairo Munoz,0.304,0.386,0.133,0.305
Max Schrock,0.301,0.342,0.089,0.279
Jose Godoy,0.296,0.308,0.08,0.275
Elehuris Montero,0.294,0.396,0.156,0.297
Justin Williams,0.302,0.389,0.132,0.304
Drew Robinson,0.286,0.379,0.176,0.297
Jeremy Martinez,0.286,0.284,0.066,0.253
Edmundo Sosa,0.274,0.346,0.11,0.286
Chase Pinder,0.305,0.3,0.086,0.284
Joe Hudson,0.267,0.307,0.112,0.257
Adolis Garcia,0.277,0.404,0.166,0.288
Dylan Carlson,0.302,0.355,0.138,0.279
Francisco Pena,0.268,0.338,0.106,0.286
Alex Mejia,0.287,0.321,0.076,0.291
Randy Arozarena,0.304,0.361,0.129,0.292
Stefan Trosclair,0.281,0.34,0.13,0.291
Johan Mieses,0.25,0.351,0.155,0.255
Conner Capel,0.284,0.346,0.123,0.28
Victor Roache,0.241,0.305,0.13,0.281
A.J. Pollock,0.33,0.474,0.2,0.31
Ketel Marte,0.337,0.429,0.152,0.312
Eduardo Escobar,0.324,0.474,0.206,0.304
David Peralta,0.341,0.474,0.192,0.325
Nick Ahmed,0.297,0.413,0.167,0.287
Ildemaro Vargas,0.31,0.389,0.117,0.291
Steven Souza,0.339,0.458,0.211,0.321
Jake Lamb,0.335,0.448,0.206,0.307
Carson Kelly,0.328,0.372,0.126,0.284
Jarrod Dyson,0.317,0.331,0.089,0.28
Daulton Varsho,0.292,0.386,0.153,0.284
Andy Young,0.306,0.397,0.162,0.287
Alex Avila,0.338,0.35,0.145,0.325
Christian Walker,0.307,0.456,0.208,0.313
Socrates Brito,0.3,0.42,0.166,0.318
Kevin Cron,0.292,0.445,0.205,0.3
Juniel Querecuto,0.304,0.337,0.082,0.308
Domingo Leyba,0.304,0.368,0.126,0.271
Daniel Descalso,0.331,0.386,0.16,0.29
Reymond Fuentes,0.297,0.338,0.087,0.324
Matt Szczur,0.313,0.369,0.134,0.29
Jon Jay,0.33,0.348,0.083,0.323
Ben DeLuzio,0.287,0.309,0.078,0.324
Rob Refsnyder,0.322,0.375,0.129,0.306
Jazz Chisholm,0.266,0.4,0.187,0.318
Dominic Miroglio,0.293,0.341,0.1,0.282
Patrick Kivlehan,0.299,0.429,0.185,0.304
Anthony Recker,0.292,0.391,0.176,0.286
Marcus Littlewood,0.271,0.336,0.131,0.267
John Ryan Murphy,0.264,0.355,0.141,0.266
Abraham Almonte,0.307,0.383,0.148,0.293
Marty Herum,0.285,0.352,0.101,0.3
Kelby Tomlinson,0.307,0.302,0.054,0.316
Cody Decker,0.267,0.399,0.197,0.286
Tyler Ladendorf,0.287,0.284,0.062,0.276
Jamie Westbrook,0.293,0.398,0.146,0.285
Evan Marzilli,0.289,0.297,0.099,0.293
Alberto Rosario,0.26,0.28,0.054,0.276
Drew Ellis,0.277,0.361,0.155,0.248
Yasmany Tomas,0.283,0.443,0.19,0.324
Marcus Wilson,0.278,0.341,0.125,0.305
Chris Stewart,0.265,0.261,0.06,0.237
Pavin Smith,0.303,0.341,0.106,0.27
Rudy Flores,0.282,0.375,0.158,0.309
Nolan Arenado,0.356,0.552,0.263,0.308
Trevor Story,0.326,0.523,0.26,0.33
Charlie Blackmon,0.363,0.523,0.224,0.337
Brendan Rodgers,0.331,0.465,0.183,0.328
Garrett Hampson,0.343,0.409,0.128,0.335
Mike Tauchman,0.344,0.438,0.157,0.331
Daniel Murphy,0.365,0.514,0.199,0.33
Raimel Tapia,0.33,0.442,0.149,0.35
David Dahl,0.321,0.519,0.246,0.333
Ryan McMahon,0.325,0.447,0.18,0.355
Josh Fuentes,0.311,0.436,0.16,0.332
Brett Nicholas,0.313,0.418,0.153,0.313
Tony Wolters,0.319,0.333,0.108,0.287
Daniel Castro,0.304,0.358,0.086,0.301
Chris Iannetta,0.332,0.386,0.163,0.283
Peter Mooney,0.319,0.358,0.103,0.29
Carlos Gonzalez,0.316,0.449,0.192,0.307
Ian Desmond,0.315,0.41,0.156,0.316
Pat Valaika,0.272,0.405,0.174,0.285
Yonathan Daza,0.319,0.382,0.092,0.351
Mark Reynolds,0.321,0.441,0.2,0.308
Dom Nunez,0.299,0.322,0.109,0.268
Brian Serven,0.286,0.365,0.133,0.3
Tom Murphy,0.275,0.434,0.209,0.317
Jan Vazquez,0.317,0.35,0.12,0.311
