Player,OBP_zips,SLG_zips,ISO_zips,BABIP_zips
Daniel Vogelbach,0.355,0.453,0.213,0.281
Kyle Seager,0.318,0.446,0.196,0.278
J.P. Crawford,0.322,0.362,0.131,0.29
Mallex Smith,0.319,0.364,0.114,0.322
Domingo Santana,0.329,0.445,0.203,0.347
Brian O'Keefe,0.289,0.348,0.138,0.27
Patrick Wisdom,0.282,0.401,0.189,0.289
Tom Murphy,0.272,0.422,0.202,0.294
Tim Lopes,0.299,0.345,0.101,0.303
Cal Raleigh,0.269,0.418,0.205,0.247
Donovan Walton,0.302,0.338,0.106,0.272
Tim Beckham,0.292,0.419,0.181,0.304
Austin Nola,0.311,0.369,0.127,0.291
Dee Gordon,0.308,0.353,0.075,0.325
Jarred Kelenic,0.285,0.413,0.189,0.285
Mac Williamson,0.295,0.408,0.185,0.277
Joe Hudson,0.25,0.295,0.115,0.256
Shed Long,0.295,0.371,0.142,0.305
Luis Liberato,0.257,0.342,0.136,0.272
Jake Fraley,0.285,0.397,0.167,0.291
Daniel Castro,0.268,0.295,0.065,0.258
Braden Bishop,0.278,0.31,0.094,0.282
Dylan Moore,0.286,0.34,0.135,0.267
Jose Marmolejos,0.291,0.377,0.141,0.302
Dom Thompson-Williams,0.254,0.349,0.149,0.295
Eric Filia,0.328,0.344,0.089,0.284
Chris Mariscal,0.274,0.323,0.113,0.288
Alen Hanson,0.263,0.355,0.135,0.275
Mitch Nay,0.273,0.351,0.14,0.265
Kyle Lewis,0.28,0.369,0.143,0.313
Jaycob Brugman,0.288,0.392,0.165,0.296
Ichiro Suzuki,0.265,0.226,0.032,0.231
Orlando Calixte,0.266,0.353,0.128,0.283
Evan White,0.275,0.376,0.149,0.288
Sam Haggerty,0.283,0.285,0.093,0.294
Jordan Cowan,0.28,0.271,0.05,0.284
Connor Lien,0.215,0.289,0.158,0.287
Jake Scheiner,0.269,0.354,0.141,0.275
Mike Ahmed,0.243,0.297,0.121,0.285
Jordan Pacheco,0.261,0.276,0.074,0.253
Keegan McGovern,0.258,0.338,0.164,0.255
Joseph Odom,0.238,0.3,0.108,0.281
Joe Rizzo,0.262,0.318,0.101,0.268
Connor Kopach,0.237,0.281,0.108,0.27
Joseph Rosa,0.265,0.275,0.077,0.27
Aaron Knapp,0.264,0.228,0.053,0.294
Jack Larsen,0.249,0.29,0.126,0.276
Joey Gallo,0.358,0.575,0.351,0.288
Nick Solak,0.343,0.443,0.168,0.329
Robinson Chirinos,0.338,0.421,0.193,0.298
Danny Santana,0.307,0.482,0.216,0.33
Todd Frazier,0.331,0.437,0.19,0.28
Elvis Andrus,0.321,0.406,0.131,0.31
Shin-Soo Choo,0.356,0.414,0.164,0.317
Rougned Odor,0.301,0.454,0.218,0.284
Willie Calhoun,0.33,0.488,0.217,0.278
Matt M. Duffy,0.345,0.382,0.104,0.322
Andy Ibanez,0.312,0.407,0.151,0.291
Ronald Guzman,0.314,0.414,0.172,0.309
Sam Huff,0.273,0.4,0.177,0.304
Tim Federowicz,0.283,0.362,0.136,0.293
Nick Ciuffo,0.273,0.353,0.126,0.301
Sherten Apostel,0.295,0.384,0.165,0.292
Leody Taveras,0.302,0.341,0.091,0.306
Nolan Fontana,0.304,0.323,0.123,0.274
Henry Ramos,0.302,0.409,0.151,0.304
Scott Heineman,0.311,0.395,0.149,0.315
Curtis Terry,0.297,0.421,0.185,0.294
Yadiel Rivera,0.249,0.32,0.11,0.283
Sam Travis,0.323,0.394,0.131,0.325
Adolis Garcia,0.277,0.435,0.203,0.294
Blake Swihart,0.277,0.325,0.123,0.272
Yonny Hernandez,0.333,0.292,0.049,0.301
Anderson Tejeda,0.278,0.354,0.136,0.307
Tony Sanchez,0.284,0.336,0.109,0.294
Eli White,0.295,0.352,0.123,0.312
Rob Refsnyder,0.314,0.37,0.125,0.322
Jose Trevino,0.246,0.319,0.101,0.248
Isiah Kiner-Falefa,0.309,0.335,0.09,0.296
Ryan Dorow,0.283,0.317,0.111,0.297
Josh Altmann,0.283,0.333,0.133,0.254
Jeff Mathis,0.247,0.256,0.065,0.3
Steele Walker,0.281,0.35,0.124,0.273
Charles Leblanc,0.287,0.334,0.1,0.305
Eliezer Alvarez,0.281,0.337,0.126,0.311
Diosbel Arias,0.298,0.323,0.087,0.313
Yanio Perez,0.282,0.321,0.089,0.304
Alex Kowalczyk,0.268,0.324,0.11,0.316
Preston Beck,0.283,0.346,0.121,0.279
Julio Pablo Martinez,0.251,0.319,0.126,0.296
Brendon Davis,0.266,0.29,0.093,0.275
Ozzie Albies,0.345,0.514,0.221,0.314
Ronald Acuna Jr.,0.368,0.534,0.248,0.336
Freddie Freeman,0.389,0.545,0.246,0.337
Ender Inciarte,0.337,0.396,0.121,0.31
Austin Riley,0.309,0.499,0.247,0.306
Dansby Swanson,0.323,0.41,0.158,0.312
Adam Duvall,0.3,0.463,0.228,0.274
Johan Camargo,0.315,0.436,0.173,0.305
Tyler Flowers,0.321,0.378,0.153,0.313
Travis d'Arnaud,0.313,0.414,0.159,0.29
Cristian Pache,0.289,0.407,0.165,0.309
Adeiny Hechavarria,0.303,0.393,0.13,0.304
Billy Hamilton,0.299,0.318,0.081,0.311
Nick Markakis,0.345,0.396,0.121,0.309
Braden Shewmake,0.3,0.353,0.112,0.287
Rafael Ortega,0.312,0.391,0.143,0.289
Matthew Joyce,0.355,0.414,0.167,0.289
Brian McCann,0.319,0.393,0.152,0.265
Yangervis Solarte,0.305,0.405,0.152,0.272
Riley Unroe,0.293,0.329,0.108,0.297
Alex Jackson,0.27,0.395,0.195,0.279
Raffy Lopez,0.288,0.392,0.172,0.294
Trey Harris,0.298,0.375,0.136,0.293
Charlie Culberson,0.283,0.387,0.147,0.304
Drew Waters,0.281,0.384,0.151,0.336
Pete Kozma,0.267,0.322,0.106,0.258
Pedro Florimon,0.285,0.331,0.118,0.309
Jonathan Morales,0.264,0.286,0.072,0.257
Wendell Rijo,0.278,0.35,0.136,0.269
Andres Blanco,0.296,0.349,0.13,0.266
Lucas Duda,0.294,0.397,0.183,0.271
Sal Giardina,0.268,0.288,0.088,0.288
William Contreras,0.272,0.347,0.126,0.277
Jack Lopez,0.261,0.334,0.108,0.292
Lane Adams,0.264,0.343,0.147,0.296
Luis Marte,0.252,0.322,0.095,0.284
Sean Kazmar Jr.,0.274,0.333,0.101,0.259
Ryan Casteel,0.267,0.392,0.173,0.283
Daniel Lockhart,0.26,0.312,0.107,0.267
Andy Wilkins,0.249,0.333,0.162,0.246
Riley Delgado,0.274,0.28,0.045,0.263
Tyler Neslony,0.277,0.32,0.103,0.288
Greyson Jenista,0.271,0.327,0.124,0.291
Braxton Davidson,0.268,0.309,0.134,0.293
Jonathan Villar,0.329,0.404,0.144,0.332
Brian Anderson,0.341,0.429,0.168,0.317
Miguel Rojas,0.316,0.368,0.099,0.295
Corey Dickerson,0.313,0.456,0.183,0.317
Jon Berti,0.319,0.362,0.121,0.301
Isan Diaz,0.318,0.38,0.143,0.302
Jesus Aguilar,0.326,0.429,0.182,0.291
Garrett Cooper,0.32,0.411,0.149,0.321
Christian Lopes,0.312,0.365,0.129,0.287
Matt Joyce,0.354,0.405,0.164,0.282
Jorge Alfaro,0.288,0.382,0.143,0.344
Francisco Cervelli,0.339,0.35,0.121,0.295
Eddy Alvarez,0.305,0.351,0.119,0.291
Ryan Lavarnway,0.303,0.362,0.138,0.269
Chad Wallach,0.296,0.345,0.13,0.289
Sean Rodriguez,0.291,0.353,0.165,0.266
Deven Marrero,0.267,0.313,0.104,0.273
Monte Harrison,0.282,0.343,0.132,0.316
Lewin Diaz,0.272,0.412,0.179,0.265
Jazz Chisholm,0.271,0.369,0.169,0.294
Martin Prado,0.299,0.325,0.071,0.296
Lewis Brinson,0.273,0.353,0.141,0.285
Jesus Sanchez,0.282,0.362,0.128,0.286
Julian Leon,0.269,0.277,0.113,0.269
Isaac Galloway,0.268,0.366,0.143,0.29
Wilkin Castillo,0.249,0.309,0.103,0.232
Nick Fortes,0.272,0.288,0.086,0.244
Curtis Granderson,0.306,0.371,0.162,0.264
Adrian Nieto,0.254,0.272,0.08,0.269
Matt Kemp,0.295,0.433,0.178,0.299
Matt Snyder,0.277,0.348,0.135,0.265
Harold Ramirez,0.299,0.375,0.118,0.307
Billy Fleming,0.283,0.335,0.112,0.288
Brian Miller,0.291,0.309,0.066,0.3
Jose Devers,0.274,0.27,0.046,0.278
Magneuris Sierra,0.276,0.32,0.082,0.291
Bryson Brigman,0.277,0.268,0.051,0.27
Demetrius Sims,0.264,0.277,0.093,0.283
Joe Dunand,0.262,0.299,0.095,0.274
Stone Garrett,0.248,0.334,0.122,0.298
Lazaro Alonso,0.293,0.301,0.1,0.302
Riley Mahan,0.246,0.289,0.095,0.293
Anfernee Seymour,0.256,0.279,0.068,0.315
Pete Alonso,0.347,0.551,0.297,0.281
Jeff McNeil,0.355,0.48,0.187,0.311
Michael Conforto,0.361,0.492,0.236,0.3
Amed Rosario,0.313,0.421,0.147,0.322
Brandon Nimmo,0.365,0.42,0.183,0.314
Wilson Ramos,0.328,0.418,0.145,0.299
Jed Lowrie,0.318,0.387,0.144,0.285
J.D. Davis,0.324,0.462,0.197,0.32
Rene Rivera,0.275,0.384,0.168,0.275
Yoenis Cespedes,0.322,0.483,0.226,0.295
Robinson Cano,0.316,0.405,0.145,0.291
Jake Marisnick,0.282,0.407,0.182,0.288
Luis Guillorme,0.319,0.328,0.084,0.287
Dominic Smith,0.31,0.413,0.16,0.307
Max Moroff,0.31,0.336,0.144,0.269
Juan Lagares,0.284,0.336,0.109,0.291
Andres Gimenez,0.273,0.341,0.123,0.283
Jarrett Parker,0.299,0.385,0.182,0.288
David Rodriguez,0.255,0.312,0.111,0.268
Austin Bossart,0.259,0.288,0.1,0.248
Danny Espinosa,0.264,0.314,0.123,0.259
Ali Sanchez,0.265,0.305,0.086,0.263
Tomas Nido,0.252,0.345,0.126,0.264
Patrick Mazeika,0.286,0.344,0.128,0.256
Carlos Gomez,0.281,0.35,0.143,0.269
Gavin Cecchini,0.287,0.331,0.098,0.283
Aaron Altherr,0.289,0.359,0.157,0.267
Rymer Liriano,0.279,0.34,0.145,0.288
Will Toffey,0.29,0.289,0.103,0.271
Barrett Barnes,0.279,0.302,0.114,0.273
Quinn Brodey,0.256,0.317,0.117,0.281
Braxton Lee,0.284,0.286,0.066,0.297
Luis Carpio,0.269,0.315,0.108,0.253
Rajai Davis,0.257,0.305,0.091,0.271
Jeremy Vasquez,0.296,0.323,0.098,0.282
Austin Jackson,0.298,0.335,0.097,0.333
Carlos Cortes,0.279,0.333,0.116,0.259
Travis Taijeron,0.284,0.365,0.179,0.295
Michael Paez,0.266,0.302,0.101,0.253
Gregor Blanco,0.286,0.321,0.108,0.279
Wagner Lagrange,0.264,0.315,0.098,0.273
Edgardo Fermin,0.225,0.297,0.116,0.262
David Thompson,0.261,0.32,0.115,0.266
Blake Tiberi,0.274,0.275,0.073,0.269
Tim Tebow,0.22,0.241,0.079,0.28
J.T. Realmuto,0.333,0.498,0.222,0.313
Bryce Harper,0.384,0.525,0.267,0.309
Rhys Hoskins,0.36,0.493,0.252,0.283
Didi Gregorius,0.318,0.497,0.22,0.278
Jean Segura,0.334,0.434,0.143,0.315
Alec Bohm,0.327,0.446,0.181,0.293
Andrew McCutchen,0.358,0.462,0.207,0.298
Odubel Herrera,0.321,0.43,0.17,0.314
Jay Bruce,0.308,0.512,0.262,0.271
Scott Kingery,0.298,0.42,0.173,0.317
Brad Miller,0.321,0.488,0.245,0.294
Mitch Walding,0.301,0.369,0.182,0.316
Jose Pirela,0.309,0.446,0.183,0.307
Nick Martini,0.341,0.369,0.111,0.318
Adam Haseley,0.312,0.386,0.137,0.31
Rodolfo Duran,0.249,0.388,0.171,0.263
Christian Bethancourt,0.262,0.409,0.178,0.269
Rob Brantly,0.302,0.364,0.117,0.28
Neil Walker,0.328,0.386,0.14,0.289
Nick Williams,0.301,0.442,0.194,0.324
Andrew Romine,0.289,0.335,0.098,0.291
Matt Szczur,0.319,0.4,0.158,0.285
Deivy Grullon,0.3,0.413,0.183,0.32
Ronald Torreyes,0.283,0.363,0.108,0.277
Josh Harrison,0.296,0.369,0.124,0.285
Darick Hall,0.29,0.411,0.201,0.274
T.J. Rivera,0.306,0.406,0.137,0.311
Roman Quinn,0.303,0.381,0.148,0.321
Phil Gosselin,0.299,0.339,0.106,0.295
Andrew Knapp,0.308,0.332,0.117,0.319
Luke Williams,0.279,0.339,0.128,0.273
Shane Robinson,0.294,0.305,0.068,0.266
Nick Maton,0.28,0.333,0.119,0.275
Austin Listi,0.301,0.372,0.152,0.273
Matt McBride,0.263,0.399,0.191,0.237
Nick Hundley,0.265,0.39,0.176,0.282
Ali Castillo,0.283,0.335,0.087,0.285
Mickey Moniak,0.271,0.369,0.139,0.303
Simon Muzziotti,0.282,0.322,0.08,0.29
Jan Hernandez,0.26,0.38,0.185,0.313
Arquimedes Gamboa,0.264,0.261,0.082,0.266
Henri Lartigue,0.249,0.292,0.111,0.264
Grenny Cumana,0.267,0.318,0.079,0.27
Cornelius Randolph,0.281,0.326,0.112,0.295
Josh Stephen,0.266,0.356,0.148,0.289
Juan Soto,0.413,0.565,0.27,0.326
Trea Turner,0.341,0.466,0.185,0.33
Victor Robles,0.336,0.431,0.166,0.318
Adam Eaton,0.365,0.425,0.14,0.334
Starlin Castro,0.323,0.465,0.175,0.321
Carter Kieboom,0.333,0.412,0.159,0.311
Brian Dozier,0.333,0.452,0.206,0.278
Asdrubal Cabrera,0.34,0.465,0.192,0.311
Eric Thames,0.341,0.505,0.264,0.305
Yan Gomes,0.305,0.406,0.172,0.283
Jacob Wilson,0.316,0.423,0.18,0.281
Yadiel Hernandez,0.335,0.447,0.182,0.317
Kurt Suzuki,0.326,0.453,0.185,0.274
Howie Kendrick,0.345,0.456,0.165,0.325
Michael A. Taylor,0.287,0.384,0.156,0.321
Raudy Read,0.287,0.42,0.17,0.287
Tres Barrera,0.29,0.358,0.131,0.275
Adrian Sanchez,0.289,0.366,0.114,0.297
Wilmer Difo,0.308,0.35,0.104,0.301
Jakson Reetz,0.289,0.34,0.141,0.267
Welington Castillo,0.293,0.414,0.168,0.309
Ryan Zimmerman,0.317,0.448,0.192,0.29
Carlos Tocci,0.3,0.334,0.087,0.305
Alex Dunlap,0.277,0.294,0.107,0.276
Taylor Gushue,0.277,0.383,0.159,0.28
Collin Cowgill,0.279,0.344,0.134,0.272
Jake Noll,0.284,0.361,0.115,0.292
Luis Sardinas,0.297,0.345,0.09,0.3
Alec Keller,0.301,0.344,0.083,0.315
Brandon Snyder,0.278,0.43,0.207,0.307
Drew Ward,0.285,0.366,0.154,0.327
Luis Garcia,0.274,0.344,0.097,0.297
Bengie Gonzalez,0.275,0.309,0.089,0.272
Hunter Jones,0.282,0.324,0.106,0.289
Dante Bichette Jr.,0.295,0.356,0.117,0.296
Chris Dominguez,0.272,0.4,0.167,0.309
Andrew Stevenson,0.3,0.348,0.101,0.329
Nick Banks,0.272,0.337,0.111,0.297
Emilio Bonifacio,0.289,0.357,0.114,0.301
Cole Freeman,0.298,0.31,0.079,0.273
Ian Sagdal,0.289,0.353,0.113,0.305
Austin Davidson,0.301,0.353,0.128,0.283
Rhett Wiseman,0.269,0.37,0.17,0.283
KJ Harrison,0.276,0.353,0.148,0.274
Chuck Taylor,0.3,0.339,0.108,0.292
Tyler Goeddel,0.278,0.289,0.09,0.292
Manuel Geraldo,0.255,0.324,0.104,0.303
Kris Bryant,0.369,0.506,0.236,0.314
Anthony Rizzo,0.388,0.51,0.226,0.296
Javier Baez,0.312,0.517,0.244,0.33
Kyle Schwarber,0.346,0.509,0.264,0.291
Willson Contreras,0.342,0.458,0.204,0.305
Addison Russell,0.32,0.397,0.153,0.299
Jason Heyward,0.332,0.403,0.15,0.285
Ian Happ,0.339,0.446,0.201,0.328
Victor Caratini,0.339,0.42,0.154,0.318
David Bote,0.326,0.413,0.171,0.31
Nico Hoerner,0.319,0.395,0.125,0.295
Steven Souza Jr.,0.321,0.426,0.192,0.311
Miguel Amaya,0.302,0.381,0.166,0.257
Zack Short,0.322,0.358,0.145,0.289
Dixon Machado,0.313,0.349,0.114,0.284
Robel Garcia,0.294,0.408,0.19,0.309
Hernan Perez,0.295,0.411,0.154,0.301
Corban Joseph,0.306,0.382,0.12,0.285
Albert Almora,0.3,0.399,0.133,0.303
Jonathan Lucroy,0.316,0.381,0.126,0.285
Trent Giambrone,0.285,0.387,0.165,0.279
P.J. Higgins,0.304,0.325,0.094,0.285
Carlos Asuaje,0.313,0.351,0.112,0.29
Ben Zobrist,0.34,0.364,0.106,0.292
Donnie Dewees,0.296,0.369,0.129,0.28
Daniel Descalso,0.32,0.363,0.147,0.283
Mark Zagunis,0.324,0.369,0.139,0.324
Jhonny Pereda,0.3,0.295,0.07,0.272
Tyler Payne,0.259,0.345,0.132,0.256
Ian Rice,0.302,0.336,0.139,0.269
Jacob Hannemann,0.289,0.357,0.127,0.281
David Masters,0.274,0.318,0.121,0.259
Carlos Gonzalez,0.301,0.393,0.158,0.292
Josh Phegley,0.289,0.392,0.154,0.274
Noel Cuevas,0.294,0.37,0.125,0.298
Johnny Field,0.272,0.389,0.161,0.291
Alfonso Rivas,0.31,0.338,0.098,0.312
Cam Balego,0.29,0.303,0.103,0.254
Vance Vizcaino,0.27,0.297,0.084,0.304
Charcer Burks,0.295,0.302,0.097,0.297
Jim Adduci,0.279,0.363,0.121,0.314
Aramis Ademan,0.267,0.303,0.111,0.255
Jerrick Suiter,0.264,0.295,0.083,0.281
Connor Myers,0.233,0.272,0.087,0.302
Eugenio Suarez,0.349,0.515,0.253,0.311
Mike Moustakas,0.332,0.521,0.252,0.273
Joey Votto,0.384,0.434,0.161,0.321
Shogo Akiyama,0.331,0.433,0.16,0.307
Tucker Barnhart,0.333,0.39,0.141,0.296
Jesse Winker,0.372,0.443,0.162,0.318
Nick Senzel,0.326,0.435,0.174,0.336
Freddy Galvis,0.297,0.4,0.146,0.309
Aristides Aquino,0.291,0.479,0.243,0.288
Phil Ervin,0.322,0.423,0.179,0.306
Mark Payton,0.315,0.449,0.194,0.297
Christian Colon,0.319,0.346,0.098,0.281
Francisco Pena,0.287,0.419,0.167,0.283
Jonathan India,0.316,0.377,0.149,0.301
Tyler Stephenson,0.303,0.355,0.126,0.285
Josh VanMeter,0.321,0.431,0.184,0.297
Matt Davidson,0.302,0.462,0.229,0.295
Scott Schebler,0.305,0.414,0.182,0.28
Kyle Farmer,0.29,0.382,0.143,0.288
Boog Powell,0.324,0.347,0.106,0.322
Alex Blandino,0.321,0.339,0.131,0.294
Curt Casali,0.309,0.371,0.137,0.289
Chadwick Tromp,0.294,0.363,0.137,0.28
Travis Jankowski,0.323,0.304,0.061,0.317
Michael Lorenzen,0.306,0.422,0.178,0.265
Sherman Johnson,0.297,0.317,0.114,0.272
Michael De Leon,0.271,0.304,0.066,0.272
Blake Trahan,0.275,0.292,0.079,0.277
Narciso Crook,0.265,0.365,0.157,0.294
Stuart Fairchild,0.287,0.347,0.133,0.282
Jose Garcia,0.268,0.328,0.108,0.279
Jose Siri,0.255,0.352,0.148,0.312
Kyle O. Wren,0.297,0.321,0.098,0.292
Ibandel Isabel,0.251,0.43,0.241,0.329
Stuart Turner,0.242,0.25,0.068,0.263
TJ Friedl,0.302,0.334,0.115,0.286
Chris Okey,0.241,0.309,0.131,0.264
Alfredo Rodriguez,0.265,0.278,0.053,0.28
Michael Beltre,0.297,0.306,0.092,0.298
Brantley Bell,0.27,0.311,0.092,0.284
Samir Duenez,0.267,0.354,0.139,0.267
Michael O'Neill,0.259,0.31,0.107,0.299
Jameson Hannah,0.271,0.301,0.078,0.296
Christian Yelich,0.394,0.57,0.267,0.344
Keston Hiura,0.336,0.497,0.227,0.333
Luis Urias,0.339,0.407,0.156,0.308
Lorenzo Cain,0.342,0.389,0.114,0.323
Avisail Garcia,0.328,0.473,0.194,0.331
Justin Smoak,0.349,0.441,0.207,0.273
Jedd Gyorko,0.323,0.441,0.193,0.288
Ryan Braun,0.327,0.477,0.207,0.305
Omar Narvaez,0.351,0.441,0.17,0.3
Logan Morrison,0.322,0.493,0.248,0.268
Eric Sogard,0.331,0.372,0.117,0.29
Manny Pina,0.301,0.381,0.142,0.297
Cory Spangenberg,0.307,0.395,0.147,0.34
Mark Mathias,0.302,0.361,0.132,0.291
Jace Peterson,0.326,0.377,0.134,0.293
David Freitas,0.329,0.382,0.123,0.306
Orlando Arcia,0.299,0.371,0.126,0.292
Ryon Healy,0.303,0.475,0.213,0.293
Tyrone Taylor,0.291,0.403,0.167,0.278
Tyler Saladino,0.301,0.381,0.152,0.288
Ronny Rodriguez,0.274,0.427,0.182,0.293
Tyler Austin,0.308,0.472,0.245,0.308
Ben Gamel,0.326,0.384,0.131,0.332
Max McDowell,0.283,0.275,0.081,0.258
Mario Feliciano,0.26,0.387,0.175,0.313
Jake Hager,0.271,0.367,0.147,0.284
Keon Broxton,0.275,0.357,0.163,0.325
Alexander Palma,0.281,0.402,0.162,0.284
Luis Castro,0.309,0.373,0.159,0.29
Brice Turang,0.301,0.293,0.078,0.29
Lucas Erceg,0.278,0.358,0.139,0.274
Cooper Hummel,0.319,0.345,0.144,0.288
Tuffy Gosewisch,0.258,0.289,0.103,0.246
Blake Allemand,0.288,0.352,0.129,0.281
Jacob Nottingham,0.274,0.34,0.139,0.291
Patrick Leonard,0.278,0.343,0.128,0.319
Bruce Caldwell,0.273,0.32,0.123,0.299
C.J. Hinojosa,0.286,0.338,0.107,0.269
Corey Ray,0.262,0.343,0.152,0.306
Payton Henry,0.252,0.318,0.129,0.285
Pat McInerney,0.259,0.313,0.148,0.268
Joantgel Segovia,0.285,0.323,0.089,0.283
Chad Spanberger,0.263,0.366,0.16,0.276
Ryan Aguilar,0.279,0.287,0.104,0.294
Tristen Lutz,0.258,0.346,0.156,0.288
Jake Gatewood,0.239,0.333,0.148,0.294
Josh Bell,0.359,0.499,0.23,0.297
Adam Frazier,0.34,0.42,0.14,0.31
Ke'Bryan Hayes,0.314,0.393,0.146,0.293
Kevin Newman,0.321,0.394,0.119,0.305
Bryan Reynolds,0.329,0.423,0.158,0.332
Phillip Evans,0.315,0.392,0.142,0.281
Gregory Polanco,0.323,0.455,0.209,0.293
Jacob Stallings,0.31,0.38,0.124,0.303
Cole Tucker,0.303,0.36,0.126,0.291
Colin Moran,0.313,0.407,0.147,0.316
Socrates Brito,0.291,0.421,0.174,0.309
Pablo Reyes,0.3,0.393,0.154,0.281
Hunter Owen,0.279,0.384,0.169,0.293
Kevin Kramer,0.299,0.375,0.142,0.308
Jung Ho Kang,0.302,0.426,0.204,0.275
Jose Osuna,0.309,0.441,0.184,0.295
Lonnie Chisenhall,0.326,0.44,0.169,0.317
Jason Martin,0.296,0.399,0.156,0.302
Mitchell Tolman,0.293,0.302,0.095,0.282
Travis Swaggerty,0.287,0.327,0.107,0.295
John Ryan Murphy,0.264,0.363,0.153,0.254
Guillermo Heredia,0.322,0.36,0.117,0.288
Jake Elmore,0.321,0.327,0.076,0.295
Luke Maile,0.264,0.315,0.11,0.258
Jared Oliva,0.287,0.326,0.107,0.292
Chris Sharpe,0.285,0.349,0.135,0.302
Erik Gonzalez,0.274,0.366,0.125,0.318
Melky Cabrera,0.316,0.405,0.125,0.302
Robbie Glendinning,0.281,0.33,0.122,0.316
Eric Wood,0.294,0.403,0.176,0.291
Will Craig,0.294,0.368,0.15,0.281
Steven Baron,0.263,0.263,0.064,0.267
Dylan Busby,0.257,0.332,0.155,0.29
Christian Kelley,0.266,0.296,0.096,0.266
Oneil Cruz,0.28,0.378,0.151,0.312
Arden Pabst,0.227,0.309,0.118,0.256
Jason Delay,0.248,0.296,0.108,0.245
JB Shuck,0.3,0.343,0.104,0.266
Trayvon Robinson,0.291,0.338,0.118,0.289
Darnell Sweeney,0.271,0.353,0.141,0.304
Cal Mitchell,0.267,0.348,0.133,0.304
Deon Stafford,0.253,0.297,0.107,0.279
Logan Hill,0.267,0.352,0.158,0.276
Bligh Madris,0.269,0.325,0.115,0.269
Raul Hernandez,0.249,0.272,0.061,0.277
Bralin Jackson,0.242,0.261,0.064,0.288
Paul DeJong,0.32,0.455,0.206,0.296
Paul Goldschmidt,0.361,0.465,0.203,0.321
Kolten Wong,0.351,0.407,0.137,0.307
Matt Carpenter,0.354,0.444,0.204,0.294
Tommy Edman,0.315,0.408,0.139,0.31
Harrison Bader,0.321,0.413,0.175,0.317
Yadier Molina,0.302,0.395,0.138,0.281
Dylan Carlson,0.321,0.43,0.184,0.301
John Nogowski,0.344,0.382,0.122,0.282
Andrew Knizner,0.313,0.382,0.127,0.285
Ramon Urias,0.325,0.383,0.139,0.3
Tyler O'Neill,0.302,0.468,0.223,0.321
Dexter Fowler,0.337,0.399,0.165,0.292
Lane Thomas,0.297,0.386,0.155,0.305
Edmundo Sosa,0.282,0.361,0.119,0.294
Rangel Ravelo,0.324,0.402,0.144,0.296
Austin Dean,0.315,0.434,0.171,0.304
Jose Godoy,0.301,0.324,0.089,0.281
Matt Wieters,0.289,0.373,0.148,0.26
Max Schrock,0.306,0.334,0.088,0.283
Irving Lopez,0.29,0.34,0.118,0.269
Yairo Munoz,0.296,0.383,0.129,0.306
Julio Rodriguez,0.249,0.34,0.125,0.257
Justin Toerner,0.315,0.323,0.103,0.292
Justin Williams,0.3,0.389,0.143,0.306
Evan Mendoza,0.28,0.328,0.092,0.298
Nolan Gorman,0.267,0.376,0.175,0.275
Kramer Robertson,0.309,0.309,0.095,0.259
Oscar Hernandez,0.243,0.323,0.133,0.23
Yariel Gonzalez,0.28,0.334,0.099,0.272
Lars Nootbaar,0.29,0.318,0.094,0.265
Juan Yepez,0.271,0.349,0.133,0.266
Scott Hurst,0.26,0.301,0.102,0.279
Elehuris Montero,0.268,0.354,0.135,0.292
Conner Capel,0.275,0.329,0.104,0.283
Zach Kirtley,0.283,0.321,0.111,0.28
Luken Baker,0.274,0.336,0.13,0.264
Chris Chinea,0.256,0.326,0.107,0.289
Ketel Marte,0.353,0.497,0.203,0.316
Eduardo Escobar,0.324,0.489,0.219,0.3
Nick Ahmed,0.313,0.436,0.18,0.292
Kevin Cron,0.321,0.515,0.267,0.295
Carson Kelly,0.345,0.419,0.171,0.281
David Peralta,0.335,0.452,0.178,0.318
Josh Rojas,0.332,0.426,0.164,0.308
Christian Walker,0.329,0.475,0.219,0.309
Daulton Varsho,0.331,0.436,0.168,0.305
Wyatt Mathisen,0.33,0.413,0.176,0.297
Tim Locastro,0.337,0.39,0.132,0.307
Andy Young,0.308,0.419,0.189,0.283
Ildemaro Vargas,0.312,0.396,0.122,0.29
Jarrod Dyson,0.316,0.33,0.091,0.284
Jake Lamb,0.335,0.43,0.199,0.287
Steven Souza,0.321,0.428,0.192,0.317
Domingo Leyba,0.306,0.407,0.156,0.289
Abraham Almonte,0.328,0.434,0.193,0.292
Pavin Smith,0.327,0.403,0.143,0.293
Juniel Querecuto,0.294,0.356,0.1,0.309
Seth Beer,0.332,0.435,0.176,0.305
Stephen Vogt,0.308,0.451,0.201,0.286
Renae Martinez,0.274,0.313,0.105,0.269
Andrew Aplin,0.293,0.331,0.114,0.265
Drew Ellis,0.29,0.351,0.141,0.278
Ben DeLuzio,0.29,0.317,0.092,0.31
Adam Jones,0.306,0.414,0.149,0.297
Dominic Miroglio,0.29,0.328,0.097,0.273
Ryan Grotjohn,0.285,0.324,0.108,0.304
Yasmany Tomas,0.287,0.468,0.213,0.314
Travis Snider,0.312,0.354,0.123,0.31
Jamie Westbrook,0.296,0.389,0.146,0.278
Marty Herum,0.273,0.338,0.103,0.297
Cody Decker,0.267,0.404,0.205,0.272
Jeffrey Baez,0.26,0.345,0.146,0.275
