Player,OBP_zips,SLG_zips,ISO_zips,BABIP_zips
Jeff Mathis,0.224,0.283,0.108,0.26
Jim Adduci,0.282,0.36,0.115,0.316
Elier Hernandez,0.246,0.289,0.087,0.284
Ronald Acuna,0.39,0.568,0.286,0.331
Ozzie Albies,0.335,0.506,0.22,0.313
Freddie Freeman,0.395,0.535,0.238,0.331
Marcell Ozuna,0.356,0.534,0.248,0.323
Dansby Swanson,0.323,0.424,0.173,0.319
Travis d'Arnaud,0.325,0.437,0.173,0.316
Adam Duvall,0.292,0.472,0.244,0.265
Braden Shewmake,0.305,0.38,0.129,0.297
Austin Riley,0.297,0.461,0.222,0.3
Johan Camargo,0.299,0.419,0.174,0.296
Ender Inciarte,0.316,0.366,0.112,0.292
Tyler Flowers,0.31,0.355,0.143,0.32
Cristian Pache,0.285,0.412,0.174,0.304
Drew Waters,0.28,0.389,0.154,0.339
Adeiny Hechavarria,0.301,0.371,0.112,0.306
Justin Dean,0.286,0.327,0.119,0.298
Riley Unroe,0.291,0.326,0.107,0.301
Jack Mayfield,0.286,0.412,0.17,0.286
Alex Jackson,0.262,0.395,0.198,0.286
Abraham Almonte,0.317,0.401,0.173,0.278
Matt Adams,0.27,0.411,0.195,0.273
William Contreras,0.272,0.354,0.128,0.29
Pablo Sandoval,0.291,0.388,0.151,0.275
Shane Robinson,0.292,0.318,0.079,0.269
Sal Giardina,0.271,0.273,0.076,0.291
Jack Lopez,0.259,0.337,0.112,0.293
Nick Markakis,0.313,0.374,0.118,0.302
Logan Brown,0.245,0.268,0.062,0.278
CJ Alexander,0.274,0.297,0.104,0.275
Ryan Casteel,0.262,0.389,0.175,0.276
Sean Kazmar Jr.,0.265,0.326,0.1,0.254
Riley Delgado,0.275,0.281,0.047,0.264
Jefrey Ramos,0.249,0.345,0.132,0.269
Tyler Neslony,0.272,0.327,0.113,0.285
Greyson Jenista,0.265,0.335,0.135,0.293
Alejandro Salazar,0.231,0.268,0.061,0.289
Brian Anderson,0.337,0.446,0.191,0.314
Miguel Rojas,0.331,0.377,0.107,0.297
Starling Marte,0.321,0.418,0.147,0.313
Jon Berti,0.333,0.337,0.1,0.311
Garrett Cooper,0.333,0.43,0.168,0.318
Corey Dickerson,0.313,0.434,0.165,0.31
Jesus Aguilar,0.33,0.421,0.171,0.3
Griffin Conine,0.273,0.39,0.189,0.301
Francisco Cervelli,0.334,0.364,0.14,0.286
Isan Diaz,0.307,0.364,0.134,0.3
Sean Rodriguez,0.315,0.35,0.131,0.337
Ryan Lavarnway,0.303,0.355,0.123,0.287
Jazz Chisholm,0.278,0.377,0.18,0.273
Jorge Alfaro,0.282,0.361,0.131,0.336
Matt Joyce,0.336,0.355,0.121,0.3
Monte Harrison,0.27,0.33,0.131,0.321
Chad Wallach,0.274,0.321,0.115,0.277
Travis Snider,0.298,0.341,0.117,0.305
Julian Leon,0.269,0.286,0.123,0.265
JJ Bleday,0.267,0.336,0.12,0.267
Nick Fortes,0.277,0.295,0.091,0.248
Logan Forsythe,0.299,0.304,0.098,0.283
Jesus Sanchez,0.279,0.342,0.124,0.274
Lewis Brinson,0.267,0.351,0.144,0.278
Wilkin Castillo,0.245,0.287,0.088,0.231
Harold Ramirez,0.296,0.372,0.119,0.304
Lewin Diaz,0.257,0.375,0.158,0.26
Bryson Brigman,0.275,0.274,0.06,0.266
Brian Miller,0.293,0.308,0.065,0.302
Tristan Pompey,0.276,0.254,0.079,0.295
Brett Eibner,0.284,0.358,0.135,0.291
Jose Devers,0.278,0.282,0.057,0.281
Demetrius Sims,0.263,0.275,0.096,0.278
Joe Dunand,0.262,0.294,0.092,0.275
J.D. Osborne,0.238,0.279,0.097,0.25
Stone Garrett,0.244,0.326,0.119,0.298
Marcus Chiu,0.261,0.29,0.124,0.276
Lazaro Alonso,0.291,0.292,0.097,0.305
Riley Mahan,0.246,0.284,0.093,0.295
Jerar Encarnacion,0.251,0.317,0.112,0.291
Victor Victor Mesa,0.269,0.264,0.029,0.285
Connor Scott,0.249,0.276,0.087,0.275
Michael Conforto,0.368,0.475,0.21,0.324
Jeff McNeil,0.362,0.464,0.167,0.32
Pete Alonso,0.339,0.524,0.278,0.275
Brandon Nimmo,0.373,0.437,0.193,0.31
Dominic Smith,0.329,0.474,0.202,0.328
Amed Rosario,0.301,0.407,0.139,0.319
Luis Guillorme,0.337,0.345,0.089,0.311
Andres Gimenez,0.294,0.365,0.131,0.294
J.D. Davis,0.332,0.432,0.175,0.317
Jake Marisnick,0.289,0.434,0.197,0.303
Brian Dozier,0.31,0.396,0.17,0.262
Robinson Cano,0.31,0.424,0.155,0.294
Bruce Maxwell,0.291,0.352,0.131,0.285
Todd Frazier,0.301,0.384,0.162,0.262
Robel Garcia,0.288,0.404,0.195,0.298
Wilson Ramos,0.311,0.39,0.132,0.291
Mallex Smith,0.302,0.345,0.107,0.308
Rene Rivera,0.259,0.352,0.151,0.266
Robinson Chirinos,0.287,0.333,0.138,0.261
Yoenis Cespedes,0.289,0.433,0.206,0.281
Juan Lagares,0.286,0.329,0.098,0.297
Tomas Nido,0.259,0.365,0.143,0.266
Max Moroff,0.303,0.326,0.138,0.268
Jake Hager,0.263,0.349,0.137,0.274
Jose Peraza,0.287,0.344,0.1,0.276
David Rodriguez,0.255,0.313,0.112,0.268
Gordon Beckham,0.279,0.337,0.116,0.266
Patrick Mazeika,0.284,0.347,0.132,0.253
Ali Sanchez,0.262,0.299,0.087,0.259
Guillermo Heredia,0.303,0.363,0.134,0.269
Jed Lowrie,0.296,0.345,0.118,0.272
Luis Carpio,0.28,0.322,0.104,0.266
Jarrett Parker,0.286,0.355,0.161,0.282
Eduardo Nunez,0.277,0.358,0.106,0.278
Will Toffey,0.288,0.291,0.108,0.269
Braxton Lee,0.288,0.292,0.067,0.306
Ryan Cordell,0.253,0.331,0.129,0.272
Carlos Cortes,0.279,0.333,0.116,0.262
Joey Terdoslavich,0.288,0.332,0.108,0.267
Quinn Brodey,0.252,0.309,0.112,0.283
Jeremy Vasquez,0.294,0.319,0.097,0.283
Travis Taijeron,0.278,0.352,0.172,0.288
Michael Paez,0.269,0.303,0.104,0.251
Melky Cabrera,0.296,0.366,0.104,0.286
Johneshwy Fargas,0.258,0.284,0.089,0.257
Nick Meyer,0.228,0.221,0.044,0.233
Ronny Mauricio,0.242,0.298,0.089,0.275
Zach Ashford,0.267,0.305,0.113,0.267
Blake Tiberi,0.274,0.271,0.072,0.27
Tim Tebow,0.213,0.233,0.078,0.273
Bryce Harper,0.39,0.524,0.265,0.304
J.T. Realmuto,0.333,0.49,0.218,0.313
Rhys Hoskins,0.366,0.49,0.25,0.281
Alec Bohm,0.344,0.449,0.169,0.326
Didi Gregorius,0.321,0.473,0.198,0.282
Jean Segura,0.327,0.412,0.134,0.313
Andrew McCutchen,0.339,0.431,0.183,0.29
Odubel Herrera,0.313,0.425,0.167,0.31
Rodolfo Duran,0.258,0.394,0.166,0.275
Jay Bruce,0.289,0.471,0.238,0.258
Scott Kingery,0.283,0.398,0.169,0.294
Greg Bird,0.316,0.442,0.225,0.251
Nick Martini,0.333,0.365,0.113,0.318
Adam Haseley,0.312,0.369,0.12,0.312
Andrew Knapp,0.346,0.365,0.133,0.326
Jonathan Lucroy,0.311,0.372,0.122,0.279
Matt Szczur,0.312,0.381,0.148,0.279
Mikie Mahtook,0.289,0.409,0.184,0.28
Ronald Torreyes,0.278,0.357,0.105,0.274
Roman Quinn,0.285,0.35,0.126,0.321
Kyle Garlick,0.274,0.43,0.209,0.291
Phil Gosselin,0.292,0.342,0.114,0.293
Darick Hall,0.284,0.397,0.191,0.279
Luke Williams,0.279,0.344,0.132,0.277
T.J. Rivera,0.302,0.398,0.132,0.31
Neil Walker,0.307,0.361,0.129,0.286
Mickey Moniak,0.285,0.373,0.142,0.309
Austin Listi,0.3,0.377,0.157,0.276
Nick Maton,0.28,0.33,0.118,0.283
Simon Muzziotti,0.288,0.335,0.087,0.298
Jack Conley,0.267,0.282,0.097,0.254
Arquimedes Gamboa,0.271,0.275,0.091,0.275
Rafael Marchan,0.274,0.264,0.044,0.26
Daniel Brito,0.257,0.297,0.085,0.275
Henri Lartigue,0.246,0.292,0.112,0.268
Josh Stephen,0.278,0.383,0.165,0.3
Jhailyn Ortiz,0.24,0.346,0.168,0.264
Cornelius Randolph,0.28,0.329,0.116,0.301
Juan Soto,0.42,0.595,0.29,0.323
Trea Turner,0.355,0.513,0.216,0.329
Victor Robles,0.327,0.408,0.153,0.321
Carter Kieboom,0.348,0.379,0.128,0.317
Starlin Castro,0.319,0.451,0.167,0.321
Adam Eaton,0.346,0.41,0.139,0.316
Yan Gomes,0.312,0.424,0.172,0.302
Jacob Wilson,0.32,0.428,0.181,0.287
Asdrubal Cabrera,0.324,0.452,0.191,0.295
Mac Williamson,0.313,0.458,0.212,0.291
Tres Barrera,0.293,0.368,0.136,0.283
Raudy Read,0.29,0.437,0.182,0.291
Andrew Stevenson,0.32,0.405,0.143,0.348
Howie Kendrick,0.342,0.44,0.144,0.331
Eric Thames,0.324,0.448,0.218,0.299
Jakson Reetz,0.292,0.35,0.145,0.277
Kurt Suzuki,0.33,0.425,0.158,0.287
Luis Garcia,0.288,0.374,0.11,0.314
Ryan Zimmerman,0.318,0.453,0.194,0.294
Welington Castillo,0.289,0.418,0.174,0.306
Yadiel Hernandez,0.32,0.436,0.182,0.313
Adrian Sanchez,0.289,0.362,0.109,0.299
Brock Holt,0.327,0.347,0.099,0.314
Alex Dunlap,0.281,0.315,0.123,0.277
Josh Harrison,0.307,0.365,0.116,0.287
Wilmer Difo,0.3,0.333,0.096,0.292
JB Shuck,0.316,0.37,0.112,0.288
Jake Noll,0.287,0.363,0.114,0.297
Yasmany Tomas,0.285,0.461,0.206,0.319
Cole Freeman,0.303,0.326,0.088,0.281
Luis Sardinas,0.297,0.358,0.099,0.302
Jake Lowery,0.267,0.289,0.118,0.262
Brandon Snyder,0.276,0.419,0.199,0.304
Bengie Gonzalez,0.273,0.306,0.085,0.271
Nick Banks,0.273,0.344,0.115,0.299
Omar Meregildo,0.267,0.352,0.153,0.284
Rafael Bautista,0.265,0.276,0.058,0.266
KJ Harrison,0.278,0.367,0.162,0.282
Emilio Bonifacio,0.278,0.361,0.123,0.298
Manuel Geraldo,0.259,0.333,0.11,0.308
Kyle Marinconz,0.272,0.288,0.079,0.281
Aldrem Corredor,0.279,0.341,0.109,0.304
Israel Pineda,0.249,0.297,0.099,0.269
Jacob Rhinesmith,0.29,0.328,0.102,0.277
Gage Canning,0.245,0.301,0.11,0.298
Javier Baez,0.302,0.487,0.221,0.331
Anthony Rizzo,0.372,0.463,0.201,0.276
Kris Bryant,0.347,0.46,0.208,0.299
Ian Happ,0.35,0.471,0.221,0.324
Willson Contreras,0.347,0.436,0.186,0.304
Kyle Schwarber,0.34,0.484,0.254,0.27
Jason Heyward,0.346,0.413,0.156,0.294
David Bote,0.318,0.413,0.183,0.292
Victor Caratini,0.333,0.389,0.133,0.313
Ian Miller,0.31,0.359,0.102,0.31
Nico Hoerner,0.325,0.366,0.104,0.3
Miguel Amaya,0.295,0.375,0.175,0.232
Patrick Wisdom,0.292,0.411,0.188,0.295
Abiatal Avelino,0.285,0.376,0.126,0.295
Jason Kipnis,0.312,0.39,0.151,0.285
Ildemaro Vargas,0.298,0.385,0.121,0.286
Rafael Ortega,0.309,0.392,0.146,0.285
Steven Souza Jr.,0.312,0.41,0.193,0.298
Jordan Patterson,0.29,0.405,0.183,0.298
Hernan Perez,0.29,0.396,0.144,0.296
Corban Joseph,0.302,0.369,0.11,0.282
Trent Giambrone,0.283,0.389,0.167,0.278
Jose Martinez,0.322,0.404,0.145,0.315
Taylor Gushue,0.278,0.381,0.156,0.283
Mark Zagunis,0.329,0.372,0.142,0.326
P.J. Higgins,0.3,0.327,0.095,0.281
Max Schrock,0.299,0.345,0.101,0.286
Billy Hamilton,0.283,0.311,0.084,0.293
Cameron Maybin,0.321,0.365,0.121,0.321
Albert Almora Jr.,0.292,0.379,0.132,0.285
Tyler Payne,0.261,0.347,0.132,0.257
Daniel Descalso,0.316,0.355,0.143,0.279
Michael Hermosillo,0.288,0.352,0.142,0.293
Alfonso Rivas,0.314,0.345,0.104,0.315
Brennen Davis,0.267,0.4,0.211,0.203
Ryan LaMarre,0.275,0.33,0.11,0.314
Cam Balego,0.293,0.31,0.108,0.255
Jose Lobaton,0.268,0.337,0.13,0.272
Erick Castillo,0.261,0.262,0.055,0.261
Josh Phegley,0.277,0.382,0.158,0.251
Aramis Ademan,0.277,0.333,0.13,0.264
Vance Vizcaino,0.274,0.306,0.088,0.309
Christopher Morel,0.242,0.342,0.134,0.267
Connor Myers,0.232,0.27,0.084,0.301
Eugenio Suarez,0.342,0.493,0.247,0.293
Mike Moustakas,0.325,0.488,0.232,0.271
Tucker Barnhart,0.319,0.38,0.144,0.285
Jesse Winker,0.373,0.447,0.181,0.311
Nick Castellanos,0.323,0.489,0.225,0.32
Shogo Akiyama,0.329,0.4,0.138,0.303
Nick Senzel,0.313,0.421,0.171,0.317
Freddy Galvis,0.3,0.382,0.137,0.297
Tyler Stephenson,0.308,0.362,0.133,0.299
Francisco Pena,0.282,0.4,0.153,0.282
Jonathan India,0.314,0.366,0.142,0.304
Joey Votto,0.346,0.384,0.144,0.284
Aristides Aquino,0.289,0.456,0.232,0.277
Curt Casali,0.32,0.379,0.148,0.292
Mark Payton,0.309,0.427,0.18,0.292
Christian Colon,0.306,0.335,0.095,0.271
Matt Davidson,0.294,0.46,0.233,0.279
Kyle Farmer,0.297,0.366,0.122,0.296
Boog Powell,0.326,0.345,0.106,0.323
Nick Williams,0.301,0.454,0.208,0.33
Brian Goodwin,0.299,0.431,0.203,0.306
Alex Blandino,0.322,0.326,0.121,0.294
Travis Jankowski,0.304,0.281,0.058,0.296
Michael De Leon,0.272,0.306,0.068,0.275
Mark Kolozsvary,0.255,0.262,0.097,0.259
Narciso Crook,0.264,0.358,0.152,0.298
Michael Siani,0.26,0.282,0.088,0.27
Jose Garcia,0.264,0.316,0.095,0.29
TJ Friedl,0.301,0.334,0.114,0.29
Alfredo Rodriguez,0.266,0.282,0.055,0.284
Brian Rey,0.271,0.349,0.121,0.255
Brandon Barnes,0.266,0.345,0.132,0.292
Chris Okey,0.24,0.305,0.129,0.262
Alberti Chavez,0.231,0.226,0.05,0.267
Michael Beltre,0.293,0.305,0.094,0.298
Andy Sugilio,0.265,0.298,0.064,0.301
Christian Yelich,0.379,0.523,0.25,0.325
Lorenzo Cain,0.344,0.383,0.107,0.323
Luis Urias,0.333,0.386,0.14,0.315
Daniel Vogelbach,0.353,0.457,0.217,0.278
Keston Hiura,0.318,0.46,0.214,0.318
Jedd Gyorko,0.318,0.427,0.187,0.29
Manny Pina,0.303,0.385,0.15,0.292
Avisail Garcia,0.328,0.428,0.159,0.33
Billy McKinney,0.304,0.443,0.208,0.288
Mark Mathias,0.301,0.367,0.134,0.297
Orlando Arcia,0.304,0.381,0.131,0.295
Jace Peterson,0.332,0.364,0.134,0.294
Omar Narvaez,0.337,0.399,0.155,0.293
Logan Morrison,0.31,0.466,0.238,0.255
David Freitas,0.323,0.377,0.12,0.304
Ronny Rodriguez,0.276,0.433,0.187,0.292
Ryan Braun,0.303,0.458,0.206,0.286
Mario Feliciano,0.268,0.396,0.178,0.314
Tyrone Taylor,0.285,0.421,0.187,0.276
Zach Green,0.281,0.424,0.216,0.301
Brice Turang,0.303,0.312,0.095,0.294
Eric Sogard,0.314,0.341,0.102,0.275
Ben Gamel,0.323,0.388,0.141,0.328
Jacob Nottingham,0.276,0.363,0.169,0.276
Lucas Erceg,0.276,0.36,0.142,0.273
Luke Maile,0.258,0.307,0.107,0.255
Cooper Hummel,0.317,0.337,0.142,0.283
Keon Broxton,0.262,0.34,0.158,0.311
Andres Blanco,0.288,0.336,0.128,0.259
Jamie Westbrook,0.287,0.374,0.137,0.272
Tuffy Gosewisch,0.244,0.267,0.092,0.239
Tristen Lutz,0.265,0.358,0.16,0.292
Payton Henry,0.248,0.317,0.135,0.281
Corey Ray,0.255,0.336,0.153,0.306
Chad Spanberger,0.259,0.357,0.156,0.278
Ryan Aguilar,0.27,0.275,0.1,0.291
Jake Gatewood,0.24,0.337,0.153,0.294
Ke'Bryan Hayes,0.334,0.432,0.171,0.316
Adam Frazier,0.327,0.405,0.139,0.294
Phillip Evans,0.325,0.394,0.138,0.292
Bryan Reynolds,0.319,0.414,0.166,0.312
Jacob Stallings,0.318,0.372,0.117,0.321
Kevin Newman,0.312,0.363,0.099,0.295
Colin Moran,0.317,0.43,0.172,0.313
Kevin Kramer,0.298,0.381,0.149,0.308
Pablo Reyes,0.298,0.388,0.149,0.283
Michael Perez,0.29,0.359,0.131,0.289
Hunter Owen,0.28,0.383,0.169,0.293
Travis Swaggerty,0.295,0.339,0.11,0.302
Socrates Brito,0.291,0.412,0.167,0.311
Jose Osuna,0.296,0.428,0.179,0.281
Cole Tucker,0.288,0.339,0.112,0.293
Anthony Alford,0.285,0.362,0.144,0.298
JT Riddle,0.261,0.371,0.146,0.261
Gregory Polanco,0.288,0.405,0.189,0.27
Oneil Cruz,0.285,0.381,0.149,0.318
Sherman Johnson,0.294,0.3,0.098,0.269
Will Craig,0.29,0.365,0.15,0.278
Jared Oliva,0.28,0.318,0.102,0.296
Robbie Glendinning,0.279,0.328,0.124,0.312
Andrew Susac,0.293,0.326,0.14,0.241
Arden Pabst,0.228,0.318,0.126,0.255
Chris Sharpe,0.281,0.342,0.132,0.302
Erik Gonzalez,0.267,0.352,0.116,0.309
Jason Delay,0.251,0.295,0.106,0.247
Charles Tilson,0.289,0.31,0.069,0.301
Rodolfo Castro,0.262,0.349,0.133,0.298
Cal Mitchell,0.27,0.36,0.142,0.302
Justin Harrer,0.256,0.286,0.117,0.252
Deon Stafford,0.252,0.301,0.109,0.283
Bligh Madris,0.266,0.32,0.112,0.27
Paul DeJong,0.316,0.431,0.186,0.301
Paul Goldschmidt,0.359,0.453,0.191,0.32
Kolten Wong,0.345,0.391,0.124,0.304
Harrison Bader,0.314,0.404,0.176,0.316
Tommy Edman,0.309,0.389,0.13,0.308
Dylan Carlson,0.315,0.426,0.18,0.31
Matt Carpenter,0.338,0.394,0.175,0.28
John Nogowski,0.339,0.375,0.116,0.283
Andrew Knizner,0.303,0.373,0.121,0.29
Yadier Molina,0.296,0.361,0.104,0.289
Brad Miller,0.318,0.419,0.196,0.289
Edmundo Sosa,0.28,0.359,0.117,0.295
Tyler Heineman,0.296,0.327,0.097,0.261
Austin Dean,0.317,0.436,0.174,0.307
Tyler O'Neill,0.29,0.436,0.209,0.287
Jose Godoy,0.295,0.328,0.095,0.279
Irving Lopez,0.288,0.341,0.119,0.269
Rangel Ravelo,0.315,0.386,0.136,0.285
Julio Rodriguez,0.251,0.344,0.127,0.261
Lane Thomas,0.281,0.365,0.15,0.29
Nolan Gorman,0.266,0.387,0.184,0.282
Justin Williams,0.299,0.386,0.141,0.309
Brendan Donovan,0.293,0.324,0.112,0.281
Evan Mendoza,0.278,0.33,0.093,0.299
Justin Toerner,0.308,0.325,0.11,0.293
Lars Nootbaar,0.295,0.343,0.109,0.274
Dexter Fowler,0.32,0.38,0.152,0.29
Kramer Robertson,0.305,0.308,0.092,0.263
Matt Wieters,0.279,0.326,0.115,0.261
Ivan Herrera,0.286,0.339,0.121,0.27
Juan Yepez,0.273,0.369,0.149,0.268
Rayder Ascanio,0.257,0.292,0.092,0.252
Scott Hurst,0.256,0.294,0.099,0.282
Elehuris Montero,0.265,0.35,0.132,0.293
Conner Capel,0.272,0.33,0.107,0.287
Luken Baker,0.269,0.332,0.13,0.267
Delvin Perez,0.247,0.244,0.048,0.268
Ketel Marte,0.343,0.478,0.19,0.312
Nick Ahmed,0.312,0.418,0.162,0.302
Eduardo Escobar,0.307,0.453,0.199,0.286
Tim Locastro,0.348,0.406,0.143,0.316
Kole Calhoun,0.325,0.453,0.216,0.274
Christian Walker,0.326,0.467,0.209,0.311
Carson Kelly,0.319,0.411,0.17,0.277
David Peralta,0.329,0.435,0.16,0.326
Wyatt Mathisen,0.329,0.416,0.184,0.299
Daulton Varsho,0.313,0.408,0.166,0.295
Kevin Cron,0.312,0.478,0.242,0.289
Andy Young,0.309,0.411,0.189,0.281
Domingo Leyba,0.304,0.405,0.152,0.292
Christian Lopes,0.319,0.378,0.139,0.292
Juniel Querecuto,0.293,0.355,0.099,0.308
Seth Beer,0.33,0.436,0.178,0.309
Josh Rojas,0.315,0.394,0.148,0.298
Pavin Smith,0.327,0.402,0.142,0.298
Geraldo Perdomo,0.313,0.315,0.093,0.278
Jose Herrera,0.277,0.29,0.093,0.257
Renae Martinez,0.269,0.327,0.12,0.268
Josh VanMeter,0.31,0.399,0.173,0.28
Dominic Miroglio,0.288,0.328,0.096,0.273
Drew Ellis,0.287,0.353,0.144,0.279
Ben DeLuzio,0.285,0.321,0.098,0.308
Jake McCarthy,0.287,0.331,0.102,0.306
John Hicks,0.264,0.382,0.156,0.297
Gavin Cecchini,0.295,0.349,0.107,0.288
Alek Thomas,0.297,0.369,0.131,0.31
Ryan Grotjohn,0.282,0.328,0.114,0.301
Stephen Vogt,0.283,0.398,0.176,0.262
Jancarlos Cintron,0.276,0.332,0.099,0.265
Dalton Pompey,0.282,0.303,0.096,0.291
Jon Jay,0.306,0.317,0.065,0.313
Stuart Fairchild,0.288,0.329,0.116,0.287
L.T. Tolbert,0.287,0.325,0.083,0.288
Alberto Rosario,0.26,0.255,0.036,0.277
Camden Duzenack,0.254,0.337,0.145,0.243
Eduardo Diaz,0.263,0.343,0.123,0.283
Trayce Thompson,0.241,0.35,0.163,0.262
Yoel Yanqui,0.275,0.305,0.093,0.291
Trevor Story,0.34,0.521,0.249,0.336
Nolan Arenado,0.354,0.534,0.245,0.296
Colton Welker,0.331,0.445,0.163,0.334
Kevin Pillar,0.317,0.451,0.168,0.312
Charlie Blackmon,0.352,0.488,0.196,0.333
Ryan McMahon,0.324,0.456,0.205,0.337
Yonathan Daza,0.331,0.413,0.118,0.348
Raimel Tapia,0.337,0.436,0.141,0.363
Dom Nunez,0.313,0.389,0.172,0.279
Garrett Hampson,0.317,0.4,0.14,0.336
Ryan Vilade,0.313,0.379,0.125,0.317
Mike Gerber,0.31,0.469,0.214,0.336
Brendan Rodgers,0.306,0.423,0.167,0.309
Brian Serven,0.28,0.366,0.147,0.274
Chris Owings,0.301,0.418,0.169,0.319
Eric Stamets,0.283,0.349,0.128,0.293
Tony Wolters,0.315,0.316,0.078,0.306
Connor Joe,0.336,0.41,0.167,0.301
Josh Fuentes,0.298,0.426,0.157,0.346
Chris Rabago,0.29,0.319,0.103,0.289
Max George,0.303,0.342,0.134,0.271
Elias Diaz,0.315,0.375,0.108,0.31
Jose Briceno,0.264,0.385,0.158,0.272
Alan Trejo,0.281,0.37,0.13,0.306
Kelby Tomlinson,0.307,0.296,0.048,0.32
Daniel Murphy,0.324,0.433,0.158,0.301
Austin Bernard,0.271,0.295,0.123,0.27
Sam Hilliard,0.294,0.429,0.197,0.325
Matt Kemp,0.321,0.457,0.188,0.325
Jimmy Herron,0.306,0.361,0.13,0.279
Bret Boswell,0.274,0.382,0.162,0.31
Drew Butera,0.268,0.313,0.109,0.271
Ian Desmond,0.302,0.421,0.177,0.3
Matt McLaughlin,0.302,0.296,0.064,0.318
Drew Weeks,0.302,0.41,0.163,0.301
Luke Morgan,0.286,0.318,0.101,0.316
Matt Hearn,0.303,0.304,0.056,0.323
Casey Golden,0.265,0.364,0.179,0.325
Taylor Snyder,0.249,0.33,0.128,0.31
Manuel Melendez,0.282,0.342,0.09,0.297
Sean Bouchard,0.275,0.343,0.131,0.312
Mookie Betts,0.37,0.529,0.243,0.3
Cody Bellinger,0.366,0.545,0.273,0.298
Corey Seager,0.351,0.518,0.23,0.317
Will Smith,0.334,0.484,0.243,0.277
Max Muncy,0.368,0.484,0.242,0.285
Gavin Lux,0.311,0.464,0.215,0.291
Justin Turner,0.363,0.456,0.177,0.308
Chris Taylor,0.328,0.45,0.195,0.332
Joc Pederson,0.327,0.488,0.247,0.262
A.J. Pollock,0.309,0.488,0.231,0.286
Keibert Ruiz,0.304,0.389,0.132,0.265
Austin Barnes,0.329,0.342,0.115,0.286
Edwin Rios,0.284,0.468,0.24,0.304
Enrique Hernandez,0.301,0.427,0.191,0.271
Matt Beaty,0.312,0.411,0.155,0.287
Anthony Garcia,0.309,0.418,0.178,0.281
Miguel Vargas,0.296,0.364,0.122,0.296
Clayton Daniel,0.3,0.319,0.08,0.275
Jacob Amaya,0.291,0.339,0.122,0.275
Zach McKinstry,0.288,0.371,0.145,0.297
Luke Raley,0.284,0.391,0.165,0.311
Russell Martin,0.316,0.288,0.088,0.265
DJ Peters,0.272,0.369,0.181,0.302
Andrew Toles,0.283,0.373,0.127,0.302
Devin Mann,0.29,0.362,0.142,0.281
Dillon Paulson,0.273,0.356,0.17,0.256
Rocky Gale,0.246,0.287,0.073,0.267
Zach Reks,0.302,0.383,0.154,0.316
Omar Estevez,0.267,0.359,0.138,0.289
Errol Robinson,0.275,0.311,0.095,0.291
Luke Heyer,0.24,0.316,0.136,0.26
Drew Avans,0.269,0.349,0.136,0.294
Cody Thomas,0.25,0.361,0.168,0.288
Nick Yarnall,0.26,0.338,0.153,0.282
Terrance Gore,0.257,0.229,0.042,0.271
Carlos Rincon,0.262,0.384,0.187,0.267
Matt Lipka,0.246,0.292,0.098,0.263
Jeren Kendall,0.224,0.319,0.164,0.258
Donovan Casey,0.249,0.357,0.154,0.301
Starling Heredia,0.231,0.306,0.143,0.276
Fernando Tatis,0.365,0.54,0.256,0.347
Manny Machado,0.338,0.498,0.227,0.285
Trent Grisham,0.346,0.433,0.193,0.293
Jake Cronenworth,0.332,0.392,0.129,0.311
Tommy Pham,0.352,0.416,0.158,0.312
Jurickson Profar,0.331,0.42,0.165,0.275
Wil Myers,0.323,0.48,0.231,0.313
Austin Nola,0.326,0.386,0.14,0.294
Luis Campusano,0.31,0.383,0.137,0.28
Eric Hosmer,0.317,0.422,0.161,0.308
Nick Tanielu,0.294,0.4,0.151,0.283
Mitch Moreland,0.308,0.436,0.206,0.262
Francisco Mejia,0.28,0.38,0.15,0.27
Greg Garcia,0.332,0.323,0.093,0.3
Ivan Castillo,0.284,0.355,0.105,0.292
Jason Castro,0.286,0.341,0.151,0.282
Yonder Alonso,0.314,0.394,0.165,0.268
Greg Allen,0.294,0.331,0.108,0.287
Jorge Mateo,0.255,0.366,0.152,0.303
Robbie Podorsky,0.295,0.301,0.062,0.274
Mat Batten,0.292,0.308,0.086,0.302
Eguy Rosario,0.269,0.35,0.129,0.287
Gosuke Katoh,0.288,0.317,0.116,0.288
Taylor Kohlwey,0.29,0.305,0.101,0.293
Tyler Benson,0.268,0.257,0.074,0.286
Sean Guilbe,0.238,0.338,0.165,0.269
Jorge Ona,0.278,0.334,0.131,0.299
Esteury Ruiz,0.252,0.313,0.111,0.284
Jose Azocar,0.24,0.3,0.082,0.31
Mike Yastrzemski,0.341,0.477,0.213,0.326
Brandon Belt,0.35,0.424,0.18,0.299
Buster Posey,0.333,0.369,0.101,0.307
Austin Slater,0.348,0.415,0.158,0.336
Wilmer Flores,0.315,0.45,0.176,0.289
Mauricio Dubon,0.304,0.376,0.116,0.3
Brandon Crawford,0.302,0.372,0.133,0.291
Evan Longoria,0.297,0.396,0.149,0.285
Donovan Solano,0.315,0.373,0.093,0.335
Daniel Robertson,0.333,0.336,0.1,0.309
Alex Dickerson,0.324,0.438,0.178,0.301
Jason Vosler,0.293,0.374,0.152,0.292
Joey Bart,0.283,0.386,0.153,0.314
Zack Cozart,0.304,0.366,0.128,0.272
Justin Smoak,0.313,0.382,0.169,0.263
