Player,OP_BABIP_zips,OP_ERA-_zips
Patrick Corbin,0.302,86
Steven Fuentes,0.297,102
Anibal Sanchez,0.294,111
Mario Sanchez,0.296,110
Austin Voth,0.3,113
Will Harris,0.287,77
Erick Fedde,0.303,111
Sean Doolittle,0.288,81
Joe Ross,0.305,112
Wander Suero,0.304,90
Jeremy Hellickson,0.284,118
Tyler Eppler,0.308,123
Fernando Rodney,0.306,96
Tyler Mapes,0.304,122
Jordan Mills,0.301,98
Austen Williams,0.309,118
Andrew Istler,0.298,98
James Bourque,0.304,100
Kevin Quackenbush,0.299,101
Jake Buchanan,0.314,124
Aaron Barrett,0.295,100
Kyle McGowin,0.309,124
David Hernandez,0.303,101
Daniel Hudson,0.294,102
Hunter Strickland,0.293,101
Jacob Condra-Bogan,0.295,106
Fernando Abad,0.291,103
Wil Crowe,0.306,127
Tony Sipp,0.295,103
Javy Guerra,0.301,105
Josh Lucas,0.31,108
Jhonatan German,0.295,106
Tanner Rainey,0.298,106
George Kontos,0.297,110
Jonny Venters,0.307,107
Dakota Bacus,0.299,110
Roenis Elias,0.301,120
Kyle Finnegan,0.305,109
Ben Braymer,0.303,129
Sam Freeman,0.301,114
Brandon Snyder,0.3,193
Logan Ondrusek,0.302,134
Michael Blazek,0.303,128
Andrew Lee,0.301,134
Scott Copeland,0.306,135
Jackson Tetreault,0.308,137
Joan Baez,0.302,138
Ronald Pena,0.296,133
Derek Self,0.305,131
Bryan Bonnell,0.301,148
J.J. Hoover,0.305,152
Kyle Hendricks,0.284,85
Yu Darvish,0.288,82
Jose Quintana,0.3,99
Jon Lester,0.3,101
Cory Abbott,0.299,107
Tyler Chatwood,0.284,104
Alec Mills,0.299,113
Jharel Cotton,0.29,110
Jeffrey Passantino,0.304,106
Craig Kimbrel,0.28,79
Casey Sadler,0.287,94
Jeremy Jeffress,0.294,86
Brad Wieck,0.288,84
Duncan Robinson,0.302,116
Jack Patterson,0.3,110
Duane Underwood Jr.,0.301,114
Erich Uelmen,0.301,116
Brock Stewart,0.297,118
Rowan Wick,0.297,93
Brandon Morrow,0.298,82
Adbert Alzolay,0.299,118
Dillon Maples,0.307,93
Trevor Megill,0.301,95
Keegan Thompson,0.301,122
Tony Barnette,0.297,93
Wyatt Short,0.299,99
Tyler Olson,0.297,95
Kyle Ryan,0.295,101
Justin Steele,0.296,118
Ryan Tepera,0.282,100
Oscar De La Cruz,0.3,120
Tyson Miller,0.299,126
Scott Effross,0.302,106
Allen Webster,0.303,117
Matt Swarmer,0.303,126
Danny Hultzen,0.29,102
James Norwood,0.299,104
Jason Adam,0.288,109
Xavier Cedeno,0.298,108
Dan Winkler,0.294,108
Craig Brooks,0.299,108
Manuel Rodriguez,0.302,110
Brian Duensing,0.3,115
Bailey Clark,0.297,122
Donnie Dewees,0.308,250
Dakota Mekkes,0.297,116
Ben Hecht,0.298,120
Jesus Camargo,0.296,122
Colin Rea,0.294,138
Trevor Clifton,0.3,140
CD Pelham,0.304,140
Bryan Brickhouse,0.293,161
Trevor Bauer,0.298,86
Luis Castillo,0.28,83
Sonny Gray,0.277,88
Tyler Mahle,0.302,101
Anthony DeSclafani,0.293,104
Michael Lorenzen,0.287,85
Wade Miley,0.3,113
Raisel Iglesias,0.282,82
Reiver Sanmartin,0.298,112
Lucas Sims,0.293,110
Sal Romano,0.303,110
Brooks Raley,0.302,121
Cody Reed,0.298,88
Jose De Leon,0.304,111
Amir Garrett,0.293,93
Jackson Stephens,0.299,114
Joel Kuhnel,0.298,95
Packy Naughton,0.297,123
Alex Powers,0.292,97
Robert Stephenson,0.289,97
Matthew Bowman,0.292,97
Ryan Lillie,0.296,124
Zach Duke,0.29,95
Ryan Nutof,0.299,101
Ryan Hendrix,0.292,103
Tony Santillan,0.297,127
Josh D. Smith,0.303,113
Tejay Antone,0.298,127
R.J. Alaniz,0.305,109
Justin Shafer,0.295,107
Rob W00t3n,0.301,128
Eric Stout,0.299,122
Cory Thompson,0.301,110
David D. Carpenter,0.294,116
Keury Mella,0.3,131
Tim Collins,0.3,120
Tyler Jay,0.302,127
Brad Boxberger,0.299,124
Vladimir Gutierrez,0.297,135
Junichi Tazawa,0.297,136
Tyler Thornburg,0.291,137
Andy Cox,0.3,131
Jordan Johnson,0.297,146
Brad Markey,0.3,142
Johendi Jiminian,0.298,146
Brandon Woodruff,0.297,86
Josh Hader,0.276,57
Adrian Houser,0.298,94
Brent Suter,0.291,87
Josh Lindblom,0.3,103
Eric Lauer,0.304,107
Corbin Burnes,0.303,94
Freddy Peralta,0.291,101
Brett Anderson,0.298,108
Alec Bettinger,0.3,109
Jesus Castillo,0.296,103
Corey Knebel,0.289,71
Alex Claudio,0.291,81
Drew Rasmussen,0.289,108
Thomas Jankins,0.3,117
Dylan File,0.301,118
Bowden Francis,0.303,118
Deolis Guerra,0.293,89
Jay Jackson,0.289,87
Aaron Wilkerson,0.298,114
Trey Supak,0.292,122
J.P. Feyereisen,0.295,94
Angel Perdomo,0.297,112
Eric Yardley,0.296,98
Clayton Andrews,0.298,97
Ray Black,0.292,97
Jake Faria,0.294,119
Chris Lee,0.296,117
Miguel Sanchez,0.297,110
Tyler Spurlin,0.298,104
Luke Barker,0.293,104
Shelby Miller,0.306,125
Quintin Torres-Costa,0.294,105
Devin Williams,0.298,106
Bobby Wahl,0.301,105
Taylor Williams,0.303,107
Jon Olczak,0.298,108
Matt Albers,0.288,108
Justin Grimm,0.293,108
Zack Brown,0.297,129
Daniel Brown,0.301,117
Anthony Bender,0.295,126
Bubba Derby,0.299,130
Braden Webb,0.3,145
Jameson Taillon,0.293,90
Joe Musgrove,0.298,100
Chris Archer,0.314,101
Trevor Williams,0.29,102
Mitch Keller,0.315,104
Felipe Vazquez,0.293,64
Chad Kuhl,0.304,104
Hector Noesi,0.297,112
Steven Brault,0.298,115
Keone Kela,0.275,82
Chris Stratton,0.305,115
James Marvel,0.301,123
Michael Feliz,0.31,98
Kyle Crick,0.293,95
Brandon Waddell,0.3,120
JT Brubaker,0.301,122
Cody Bolton,0.297,121
Richard Rodriguez,0.297,100
Blake Weiman,0.297,97
Cody Ponce,0.304,118
Sam Howard,0.298,118
Wei-Chung Wang,0.297,118
Nick Burdi,0.308,93
Nik Turley,0.302,121
Clay Holmes,0.301,120
Edgar Santana,0.296,106
Alex McRae,0.308,127
Geoff Hartlieb,0.308,108
Tom Koehler,0.297,128
Beau Sulser,0.303,120
Nick Mears,0.294,112
Montana DuRapau,0.303,114
Dovydas Neverauskas,0.3,113
Nicholas Economos,0.301,131
Brandon Maurer,0.303,116
Yefry Ramirez,0.297,132
Blake Cederlind,0.301,119
Miguel Del Pozo,0.301,119
Cam Vieaux,0.302,136
Pedro Vasquez,0.3,136
Yacksel Rios,0.302,126
Luis Escobar,0.301,138
Williams Jerez,0.302,127
Matt Eckelman,0.301,137
Sean Keselica,0.302,132
Rookie Davis,0.308,149
Joe Jacques,0.301,142
Sean Brady,0.304,150
Jack Flaherty,0.276,76
Miles Mikolas,0.292,98
Dakota Hudson,0.287,105
Kwang Hyun Kim,0.294,97
Adam Wainwright,0.306,108
Daniel Ponce de Leon,0.287,106
John Gant,0.287,102
Giovanny Gallegos,0.289,76
Austin Gomber,0.296,108
Tommy Parsons,0.298,115
Carlos Martinez,0.28,87
Ryan Helsley,0.292,105
Andrew Miller,0.291,84
Williams Perez,0.295,112
Jordan Hicks,0.288,87
Anthony Shew,0.301,115
Austin Warner,0.299,119
John Brebbia,0.289,91
Jacob Patterson,0.299,97
Angel Rondon,0.296,122
Alex Reyes,0.297,115
Ryan Meisinger,0.292,102
Chris Ellis,0.297,119
Alex Fagalde,0.297,123
Genesis Cabrera,0.303,122
Tyler Webb,0.289,102
Michael Baird,0.303,117
Tony Cingrani,0.293,97
Kodi Whitley,0.3,105
Bryan Dobzanski,0.296,105
Tommy Layne,0.29,102
Luke Gregerson,0.295,104
Roel Ramirez,0.302,115
Junior Fernandez,0.294,106
Seth Elledge,0.3,112
Connor Jones,0.299,122
Rob Kaminsky,0.301,106
Zac Rosscup,0.302,108
Brett Cecil,0.302,111
John Nogowski,0.286,179
Patrick Dayton,0.296,111
Edgar Gonzalez,0.303,134
Johan Oviedo,0.3,134
Harold Arauz,0.298,135
Jesus Cruz,0.299,127
Jake Woodford,0.294,134
Ronnie Williams,0.295,122
Chris Beck,0.293,125
Merandy Gonzalez,0.301,140
Zac Gallen,0.293,82
Robbie Ray,0.298,91
Josh Green,0.305,100
Merrill Kelly,0.3,107
Mike Leake,0.308,108
Luke Weaver,0.303,99
Jon Duplantier,0.3,100
Ben Lively,0.294,104
Jeff Bain,0.302,109
Archie Bradley,0.295,82
Emilio Vargas,0.301,109
Cole Stapler,0.297,111
Joel Payamps,0.301,108
Alex Young,0.295,112
Taijuan Walker,0.294,108
Andrew Chafin,0.299,77
Artie Lewicki,0.307,103
Riley Smith,0.303,116
Kevin McCanna,0.301,107
Kevin Ginkel,0.293,87
Ricky Nolasco,0.302,119
Taylor Clarke,0.297,119
Taylor Widener,0.298,118
Matt Peacock,0.299,118
Jimmie Sherfy,0.295,92
Silvino Bracho,0.296,90
Sam Lewis,0.301,110
Bo Takahashi,0.301,121
Yoshihisa Hirano,0.293,95
Stefan Crichton,0.297,98
Junior Guerra,0.282,98
Corbin Martin,0.299,119
Miguel Aguilar,0.296,92
J.B. Bukauskas,0.295,121
Yoan Lopez,0.289,99
Damien Magnifico,0.299,102
Rubby De La Rosa,0.286,94
Michael Tonkin,0.305,103
Michael Kohn,0.302,104
Justin Vernia,0.298,127
West Tunnell,0.3,110
Caleb Joseph,0.3,176
Ben Taylor,0.307,110
Matt Koch,0.298,129
Bud Jeter,0.301,115
Justin Donatella,0.299,130
Marc Rzepczynski,0.302,123
Robby Scott,0.297,119
Bradin Hagens,0.299,135
Ryan Atkinson,0.302,132
Joey Krehbiel,0.302,126
German Marquez,0.3,81
Jon Gray,0.301,87
Kyle Freeland,0.294,101
Jeff Hoffman,0.302,105
Chi Chi Gonzalez,0.295,110
Scott Oberg,0.292,71
Antonio Santos,0.313,112
Antonio Senzatela,0.304,113
Jairo Diaz,0.301,80
Brandon Gold,0.319,114
Peter Lambert,0.301,117
Heath Holder,0.307,101
Wes Parsons,0.311,104
Phillip Diehl,0.302,89
Rico Garcia,0.312,115
Carlos Estevez,0.303,85
Chad Bettis,0.304,112
Ashton Goudeau,0.3,114
Jack Wynkoop,0.313,122
D.J. Johnson,0.308,91
Chris Rusin,0.301,108
Matt Pierpont,0.301,92
Seunghwan Oh,0.3,92
Wade Davis,0.288,96
Matt Dennis,0.314,122
Bryan Shaw,0.306,99
Ben Bowden,0.304,97
Alexander Guillen,0.302,100
Jose Mujica,0.303,119
James Pazos,0.303,100
Reid Humphreys,0.3,102
Jake McGee,0.3,103
Yency Almonte,0.299,105
Mike Dunn,0.303,103
Logan Cozart,0.31,108
Ty Culbreth,0.316,127
Joe Harvey,0.295,108
Harrison Musgrave,0.299,123
Jordan Foley,0.307,115
Rayan Gonzalez,0.302,111
Tim Melville,0.299,131
Pat Dean,0.315,132
Evan Grills,0.314,132
Justin Lawrence,0.301,122
Scott Griggs,0.306,123
Jesus Tinoco,0.301,119
Ryan Castellani,0.304,140
Clayton Kershaw,0.274,78
Walker Buehler,0.284,79
Hyun Jin Ryu,0.29,84
Kenta Maeda,0.288,94
Dustin May,0.295,98
Ross Stripling,0.297,93
Kenley Jansen,0.277,76
Julio Urias,0.289,94
Blake Treinen,0.292,82
Caleb Ferguson,0.294,88
Mitchell White,0.3,109
Victor Gonzalez,0.297,104
Adam Kolarek,0.291,80
Joe Kelly,0.294,83
JT Chargois,0.295,86
Josiah Gray,0.283,119
Dennis Santana,0.297,117
Pedro Baez,0.275,93
Tony Gonsolin,0.289,118
Shea Spitzbarth,0.291,95
Scott Alexander,0.293,92
Leo Crawford,0.283,122
Josh Sborz,0.291,95
Joe Broussard,0.297,101
Marshall Kasowski,0.3,102
Dylan Floro,0.297,101
Logan Bawcom,0.29,123
Edward Paredes,0.3,104
Edwin Uceta,0.298,127
Parker Curry,0.297,124
Austin Hamilton,0.298,124
Russell Martin,0.3,144
Ryan Moseley,0.299,112
Logan Salow,0.296,115
Yadier Alvarez,0.297,133
Nolan Long,0.294,115
Layne Somsen,0.299,120
Daniel Corcino,0.292,132
Michael Boyle,0.299,140
Jordan Sheffield,0.299,155
Justin De Fratus,0.296,147
Yordy Cabrera,0.297,156
Stetson Allie,0.296,175
J.D. Martin,0.296,156
Chris Paddack,0.284,91
Joey Lucchesi,0.293,99
Zach Davies,0.288,102
MacKenzie Gore,0.301,90
Kirby Yates,0.296,65
Luis Patino,0.298,97
Dinelson Lamet,0.294,102
Matt Strahm,0.297,97
Drew Pomeranz,0.304,80
Jacob Nix,0.295,103
Craig Stammen,0.292,87
Garrett Richards,0.289,99
Jesse Scholtens,0.301,116
David Bednar,0.301,87
Jose Castillo,0.282,89
Kyle Lloyd,0.3,116
Andres Munoz,0.295,88
Caleb Boushley,0.301,113
Cal Quantrill,0.3,121
Brett Kennedy,0.297,119
Elliot Ashbeck,0.298,112
Luis Perdomo,0.294,99
Adrian Morejon,0.304,117
Brady Feigl,0.298,97
Travis Radke,0.298,100
Pedro Avila,0.3,122
Michel Baez,0.3,98
Evan Miller,0.298,100
Robbie Erlin,0.302,110
Kyle Barraclough,0.29,102
Aaron Leasher,0.302,125
Trey Wingenter,0.283,105
Carlos Belen,0.3,104
Steven Wilson,0.299,105
Paco Rodriguez,0.298,114
Tyler Higgins,0.297,113
Miguel Diaz,0.293,127
Dillon Overton,0.3,130
Gerardo Reyes,0.301,112
Emmanuel Ramirez,0.301,130
Sammy Solis,0.294,124
Fred Schlichtholz,0.293,119
Jordan Guerrero,0.305,133
Ronald Bolanos,0.298,135
Cody Tyler,0.298,122
Reggie Lawson,0.301,142
Bryan Mitchell,0.3,143
Dauris Valdez,0.298,127
Dietrich Enns,0.298,138
Chris Rowley,0.292,145
Franklin Van Gurp,0.298,139
Jerry Keel,0.301,145
Blake Rogers,0.303,142
Lake Bachar,0.298,155
Kevin Gausman,0.303,97
Tyler Anderson,0.288,105
Johnny Cueto,0.29,107
Jeff Samardzija,0.28,113
Logan Webb,0.301,109
Trevor Oaks,0.294,111
Drew Smyly,0.295,113
Sean Hjelle,0.299,115
Dereck Rodriguez,0.295,115
Conner Menez,0.294,117
Andrew Triggs,0.292,110
Sam Selman,0.292,88
Tony Watson,0.294,91
Justin Haley,0.297,116
Trevor Gott,0.295,90
Reyes Moronta,0.282,94
DJ Myers,0.303,112
Tyler Rogers,0.292,98
Shaun Anderson,0.302,121
Steven Okert,0.298,101
Keyvius Sampson,0.268,119
Tyson Ross,0.288,119
Burch Smith,0.297,118
Tyler Beede,0.304,124
Andrew Suarez,0.3,123
Carlos Torres,0.299,107
Sam Wolff,0.303,100
Tyler Cyr,0.296,102
Sam Moll,0.302,104
Wandy Peralta,0.297,105
Enderson Franco,0.303,126
Sam Coonrod,0.292,107
Jamie Callahan,0.296,107
Carlos Navas,0.289,117
Melvin Adon,0.304,121
Dany Jimenez,0.3,109
Matt Carasiti,0.3,111
Jandel Gustave,0.288,110
Trey McNutt,0.297,110
Dillon McNamara,0.297,117
Wendolyn Bautista,0.295,131
Jake Jewell,0.299,120
Frank Rubio,0.297,121
Brandon Lawson,0.301,135
Ryan Halstead,0.298,131
Alfred Gutierrez,0.295,137
Caleb Baragar,0.299,137
Aaron Phillips,0.3,141
Raffi Vizcaino,0.301,152
Casey Meisner,0.297,149
Jesus Liranzo,0.3,159
